"site","date.time","temp","depth","country","date","depth.min","depth.max"
"A",2020-05-07 15:53:00,8.48,0.5,"Sweden",2020-05-07,0.5,2.5
"A",2020-05-07 18:53:00,8.3,0.5,"Sweden",2020-05-07,0.5,2.5
"A",2020-05-07 21:53:00,8.26,0.5,"Sweden",2020-05-07,0.5,2.5
"A",2020-05-08 00:53:00,8.24,0.5,"Sweden",2020-05-08,0.5,2.5
"A",2020-05-08 03:53:00,8.22,0.5,"Sweden",2020-05-08,0.5,2.5
"A",2020-05-08 06:53:00,8.21,0.5,"Sweden",2020-05-08,0.5,2.5
"A",2020-05-08 09:53:00,8.2,0.5,"Sweden",2020-05-08,0.5,2.5
"A",2020-05-08 12:53:00,8.11,0.5,"Sweden",2020-05-08,0.5,2.5
"A",2020-05-08 15:53:00,8.09,0.5,"Sweden",2020-05-08,0.5,2.5
"A",2020-05-08 18:53:00,8.1,0.5,"Sweden",2020-05-08,0.5,2.5
"A",2020-05-08 21:53:00,8.1,0.5,"Sweden",2020-05-08,0.5,2.5
"A",2020-05-09 00:53:00,8.09,0.5,"Sweden",2020-05-09,0.5,2.5
"A",2020-05-09 03:53:00,8.1,0.5,"Sweden",2020-05-09,0.5,2.5
"A",2020-05-09 06:53:00,8.1,0.5,"Sweden",2020-05-09,0.5,2.5
"A",2020-05-09 09:53:00,8.11,0.5,"Sweden",2020-05-09,0.5,2.5
"A",2020-05-09 12:53:00,8.13,0.5,"Sweden",2020-05-09,0.5,2.5
"A",2020-05-09 15:53:00,8.16,0.5,"Sweden",2020-05-09,0.5,2.5
"A",2020-05-09 18:53:00,8.17,0.5,"Sweden",2020-05-09,0.5,2.5
"A",2020-05-09 21:53:00,8.19,0.5,"Sweden",2020-05-09,0.5,2.5
"A",2020-05-10 00:53:00,8.21,0.5,"Sweden",2020-05-10,0.5,2.5
"A",2020-05-10 03:53:00,8.23,0.5,"Sweden",2020-05-10,0.5,2.5
"A",2020-05-10 06:53:00,8.25,0.5,"Sweden",2020-05-10,0.5,2.5
"A",2020-05-10 09:53:00,8.28,0.5,"Sweden",2020-05-10,0.5,2.5
"A",2020-05-10 12:53:00,8.3,0.5,"Sweden",2020-05-10,0.5,2.5
"A",2020-05-10 15:53:00,8.34,0.5,"Sweden",2020-05-10,0.5,2.5
"A",2020-05-10 18:53:00,8.38,0.5,"Sweden",2020-05-10,0.5,2.5
"A",2020-05-10 21:53:00,8.41,0.5,"Sweden",2020-05-10,0.5,2.5
"A",2020-05-11 00:53:00,8.42,0.5,"Sweden",2020-05-11,0.5,2.5
"A",2020-05-11 03:53:00,8.44,0.5,"Sweden",2020-05-11,0.5,2.5
"A",2020-05-11 06:53:00,8.46,0.5,"Sweden",2020-05-11,0.5,2.5
"A",2020-05-11 09:53:00,8.63,0.5,"Sweden",2020-05-11,0.5,2.5
"A",2020-05-11 12:53:00,8.66,0.5,"Sweden",2020-05-11,0.5,2.5
"A",2020-05-11 15:53:00,8.69,0.5,"Sweden",2020-05-11,0.5,2.5
"A",2020-05-11 18:53:00,8.69,0.5,"Sweden",2020-05-11,0.5,2.5
"A",2020-05-11 21:53:00,8.66,0.5,"Sweden",2020-05-11,0.5,2.5
"A",2020-05-12 00:53:00,8.63,0.5,"Sweden",2020-05-12,0.5,2.5
"A",2020-05-12 03:53:00,8.61,0.5,"Sweden",2020-05-12,0.5,2.5
"A",2020-05-12 06:53:00,8.6,0.5,"Sweden",2020-05-12,0.5,2.5
"A",2020-05-12 09:53:00,8.59,0.5,"Sweden",2020-05-12,0.5,2.5
"A",2020-05-12 12:53:00,8.6,0.5,"Sweden",2020-05-12,0.5,2.5
"A",2020-05-12 15:53:00,8.61,0.5,"Sweden",2020-05-12,0.5,2.5
"A",2020-05-12 18:53:00,8.61,0.5,"Sweden",2020-05-12,0.5,2.5
"A",2020-05-12 21:53:00,8.61,0.5,"Sweden",2020-05-12,0.5,2.5
"A",2020-05-13 00:53:00,8.61,0.5,"Sweden",2020-05-13,0.5,2.5
"A",2020-05-13 03:53:00,8.62,0.5,"Sweden",2020-05-13,0.5,2.5
"A",2020-05-13 06:53:00,8.62,0.5,"Sweden",2020-05-13,0.5,2.5
"A",2020-05-13 09:53:00,8.62,0.5,"Sweden",2020-05-13,0.5,2.5
"A",2020-05-13 12:53:00,8.61,0.5,"Sweden",2020-05-13,0.5,2.5
"A",2020-05-13 15:53:00,8.65,0.5,"Sweden",2020-05-13,0.5,2.5
"A",2020-05-13 18:53:00,8.66,0.5,"Sweden",2020-05-13,0.5,2.5
"A",2020-05-13 21:53:00,8.66,0.5,"Sweden",2020-05-13,0.5,2.5
"A",2020-05-14 00:53:00,8.64,0.5,"Sweden",2020-05-14,0.5,2.5
"A",2020-05-14 03:53:00,8.63,0.5,"Sweden",2020-05-14,0.5,2.5
"A",2020-05-14 06:53:00,8.61,0.5,"Sweden",2020-05-14,0.5,2.5
"A",2020-05-14 09:53:00,8.59,0.5,"Sweden",2020-05-14,0.5,2.5
"A",2020-05-14 12:53:00,8.57,0.5,"Sweden",2020-05-14,0.5,2.5
"A",2020-05-14 15:53:00,8.56,0.5,"Sweden",2020-05-14,0.5,2.5
"A",2020-05-14 18:53:00,8.6,0.5,"Sweden",2020-05-14,0.5,2.5
"A",2020-05-14 21:53:00,8.57,0.5,"Sweden",2020-05-14,0.5,2.5
"A",2020-05-15 00:53:00,8.54,0.5,"Sweden",2020-05-15,0.5,2.5
"A",2020-05-15 03:53:00,8.52,0.5,"Sweden",2020-05-15,0.5,2.5
"A",2020-05-15 06:53:00,8.5,0.5,"Sweden",2020-05-15,0.5,2.5
"A",2020-05-15 09:53:00,8.47,0.5,"Sweden",2020-05-15,0.5,2.5
"A",2020-05-15 12:53:00,8.45,0.5,"Sweden",2020-05-15,0.5,2.5
"A",2020-05-15 15:53:00,8.89,0.5,"Sweden",2020-05-15,0.5,2.5
"A",2020-05-15 18:53:00,8.56,0.5,"Sweden",2020-05-15,0.5,2.5
"A",2020-05-15 21:53:00,8.18,0.5,"Sweden",2020-05-15,0.5,2.5
"A",2020-05-16 00:53:00,8.27,0.5,"Sweden",2020-05-16,0.5,2.5
"A",2020-05-16 03:53:00,8.15,0.5,"Sweden",2020-05-16,0.5,2.5
"A",2020-05-16 06:53:00,8.03,0.5,"Sweden",2020-05-16,0.5,2.5
"A",2020-05-16 09:53:00,8.02,0.5,"Sweden",2020-05-16,0.5,2.5
"A",2020-05-16 12:53:00,8.05,0.5,"Sweden",2020-05-16,0.5,2.5
"A",2020-05-16 15:53:00,8.14,0.5,"Sweden",2020-05-16,0.5,2.5
"A",2020-05-16 18:53:00,8.21,0.5,"Sweden",2020-05-16,0.5,2.5
"A",2020-05-16 21:53:00,8.27,0.5,"Sweden",2020-05-16,0.5,2.5
"A",2020-05-17 00:53:00,8.31,0.5,"Sweden",2020-05-17,0.5,2.5
"A",2020-05-17 03:53:00,8.35,0.5,"Sweden",2020-05-17,0.5,2.5
"A",2020-05-17 06:53:00,8.4,0.5,"Sweden",2020-05-17,0.5,2.5
"A",2020-05-17 09:53:00,8.47,0.5,"Sweden",2020-05-17,0.5,2.5
"A",2020-05-17 12:53:00,9.89,0.5,"Sweden",2020-05-17,0.5,2.5
"A",2020-05-17 15:53:00,9.15,0.5,"Sweden",2020-05-17,0.5,2.5
"A",2020-05-17 18:53:00,8.84,0.5,"Sweden",2020-05-17,0.5,2.5
"A",2020-05-17 21:53:00,8.73,0.5,"Sweden",2020-05-17,0.5,2.5
"A",2020-05-18 00:53:00,8.67,0.5,"Sweden",2020-05-18,0.5,2.5
"A",2020-05-18 03:53:00,8.62,0.5,"Sweden",2020-05-18,0.5,2.5
"A",2020-05-18 06:53:00,8.57,0.5,"Sweden",2020-05-18,0.5,2.5
"A",2020-05-18 09:53:00,8.53,0.5,"Sweden",2020-05-18,0.5,2.5
"A",2020-05-18 12:53:00,8.49,0.5,"Sweden",2020-05-18,0.5,2.5
"A",2020-05-18 15:53:00,8.47,0.5,"Sweden",2020-05-18,0.5,2.5
"A",2020-05-18 18:53:00,8.47,0.5,"Sweden",2020-05-18,0.5,2.5
"A",2020-05-18 21:53:00,8.46,0.5,"Sweden",2020-05-18,0.5,2.5
"A",2020-05-19 00:53:00,8.45,0.5,"Sweden",2020-05-19,0.5,2.5
"A",2020-05-19 03:53:00,8.43,0.5,"Sweden",2020-05-19,0.5,2.5
"A",2020-05-19 06:53:00,8.44,0.5,"Sweden",2020-05-19,0.5,2.5
"A",2020-05-19 09:53:00,8.45,0.5,"Sweden",2020-05-19,0.5,2.5
"A",2020-05-19 12:53:00,8.47,0.5,"Sweden",2020-05-19,0.5,2.5
"A",2020-05-19 15:53:00,8.49,0.5,"Sweden",2020-05-19,0.5,2.5
"A",2020-05-19 18:53:00,8.5,0.5,"Sweden",2020-05-19,0.5,2.5
"A",2020-05-19 21:53:00,8.52,0.5,"Sweden",2020-05-19,0.5,2.5
"A",2020-05-20 00:53:00,8.54,0.5,"Sweden",2020-05-20,0.5,2.5
"A",2020-05-20 03:53:00,8.55,0.5,"Sweden",2020-05-20,0.5,2.5
"A",2020-05-20 06:53:00,8.57,0.5,"Sweden",2020-05-20,0.5,2.5
"A",2020-05-20 09:53:00,8.59,0.5,"Sweden",2020-05-20,0.5,2.5
"A",2020-05-20 12:53:00,8.61,0.5,"Sweden",2020-05-20,0.5,2.5
"A",2020-05-20 15:53:00,8.97,0.5,"Sweden",2020-05-20,0.5,2.5
"A",2020-05-20 18:53:00,9.16,0.5,"Sweden",2020-05-20,0.5,2.5
"A",2020-05-20 21:53:00,9.23,0.5,"Sweden",2020-05-20,0.5,2.5
"A",2020-05-21 00:53:00,9.25,0.5,"Sweden",2020-05-21,0.5,2.5
"A",2020-05-21 03:53:00,9.25,0.5,"Sweden",2020-05-21,0.5,2.5
"A",2020-05-21 06:53:00,9.25,0.5,"Sweden",2020-05-21,0.5,2.5
"A",2020-05-21 09:53:00,9.25,0.5,"Sweden",2020-05-21,0.5,2.5
"A",2020-05-21 12:53:00,9.23,0.5,"Sweden",2020-05-21,0.5,2.5
"A",2020-05-21 15:53:00,9.2,0.5,"Sweden",2020-05-21,0.5,2.5
"A",2020-05-21 18:53:00,9.18,0.5,"Sweden",2020-05-21,0.5,2.5
"A",2020-05-21 21:53:00,9.19,0.5,"Sweden",2020-05-21,0.5,2.5
"A",2020-05-22 00:53:00,9.19,0.5,"Sweden",2020-05-22,0.5,2.5
"A",2020-05-22 03:53:00,9.18,0.5,"Sweden",2020-05-22,0.5,2.5
"A",2020-05-22 06:53:00,9.18,0.5,"Sweden",2020-05-22,0.5,2.5
"A",2020-05-22 09:53:00,9.2,0.5,"Sweden",2020-05-22,0.5,2.5
"A",2020-05-22 12:53:00,9.22,0.5,"Sweden",2020-05-22,0.5,2.5
"A",2020-05-22 15:53:00,9.24,0.5,"Sweden",2020-05-22,0.5,2.5
"A",2020-05-22 18:53:00,9.24,0.5,"Sweden",2020-05-22,0.5,2.5
"A",2020-05-22 21:53:00,9.26,0.5,"Sweden",2020-05-22,0.5,2.5
"A",2020-05-23 00:53:00,9.27,0.5,"Sweden",2020-05-23,0.5,2.5
"A",2020-05-23 03:53:00,9.29,0.5,"Sweden",2020-05-23,0.5,2.5
"A",2020-05-23 06:53:00,9.31,0.5,"Sweden",2020-05-23,0.5,2.5
"A",2020-05-23 09:53:00,9.37,0.5,"Sweden",2020-05-23,0.5,2.5
"A",2020-05-23 12:53:00,8.91,0.5,"Sweden",2020-05-23,0.5,2.5
"A",2020-05-23 15:53:00,9.58,0.5,"Sweden",2020-05-23,0.5,2.5
"A",2020-05-23 18:53:00,9.74,0.5,"Sweden",2020-05-23,0.5,2.5
"A",2020-05-23 21:53:00,9.79,0.5,"Sweden",2020-05-23,0.5,2.5
"A",2020-05-24 00:53:00,9.9,0.5,"Sweden",2020-05-24,0.5,2.5
"A",2020-05-24 03:53:00,9.93,0.5,"Sweden",2020-05-24,0.5,2.5
"A",2020-05-24 06:53:00,9.94,0.5,"Sweden",2020-05-24,0.5,2.5
"A",2020-05-24 09:53:00,9.95,0.5,"Sweden",2020-05-24,0.5,2.5
"A",2020-05-24 12:53:00,9.93,0.5,"Sweden",2020-05-24,0.5,2.5
"A",2020-05-24 15:53:00,9.9,0.5,"Sweden",2020-05-24,0.5,2.5
"A",2020-05-24 18:53:00,9.88,0.5,"Sweden",2020-05-24,0.5,2.5
"A",2020-05-24 21:53:00,9.87,0.5,"Sweden",2020-05-24,0.5,2.5
"A",2020-05-25 00:53:00,9.87,0.5,"Sweden",2020-05-25,0.5,2.5
"A",2020-05-25 03:53:00,9.86,0.5,"Sweden",2020-05-25,0.5,2.5
"A",2020-05-25 06:53:00,9.86,0.5,"Sweden",2020-05-25,0.5,2.5
"A",2020-05-25 09:53:00,9.88,0.5,"Sweden",2020-05-25,0.5,2.5
"A",2020-05-25 12:53:00,9.89,0.5,"Sweden",2020-05-25,0.5,2.5
"A",2020-05-25 15:53:00,9.91,0.5,"Sweden",2020-05-25,0.5,2.5
"A",2020-05-25 18:53:00,9.92,0.5,"Sweden",2020-05-25,0.5,2.5
"A",2020-05-25 21:53:00,9.94,0.5,"Sweden",2020-05-25,0.5,2.5
"A",2020-05-26 00:53:00,9.96,0.5,"Sweden",2020-05-26,0.5,2.5
"A",2020-05-26 03:53:00,9.98,0.5,"Sweden",2020-05-26,0.5,2.5
"A",2020-05-26 06:53:00,10,0.5,"Sweden",2020-05-26,0.5,2.5
"A",2020-05-26 09:53:00,10.04,0.5,"Sweden",2020-05-26,0.5,2.5
"A",2020-05-26 12:53:00,10.09,0.5,"Sweden",2020-05-26,0.5,2.5
"A",2020-05-26 15:53:00,10.16,0.5,"Sweden",2020-05-26,0.5,2.5
"A",2020-05-26 18:53:00,10.19,0.5,"Sweden",2020-05-26,0.5,2.5
"A",2020-05-26 21:53:00,10.2,0.5,"Sweden",2020-05-26,0.5,2.5
"A",2020-05-27 00:53:00,10.26,0.5,"Sweden",2020-05-27,0.5,2.5
"A",2020-05-27 03:53:00,10.27,0.5,"Sweden",2020-05-27,0.5,2.5
"A",2020-05-27 06:53:00,10.31,0.5,"Sweden",2020-05-27,0.5,2.5
"A",2020-05-27 09:53:00,10.35,0.5,"Sweden",2020-05-27,0.5,2.5
"A",2020-05-27 12:53:00,10.41,0.5,"Sweden",2020-05-27,0.5,2.5
"A",2020-05-27 15:53:00,10.55,0.5,"Sweden",2020-05-27,0.5,2.5
"A",2020-05-27 18:53:00,10.66,0.5,"Sweden",2020-05-27,0.5,2.5
"A",2020-05-27 21:53:00,10.71,0.5,"Sweden",2020-05-27,0.5,2.5
"A",2020-05-28 00:53:00,10.74,0.5,"Sweden",2020-05-28,0.5,2.5
"A",2020-05-28 03:53:00,10.75,0.5,"Sweden",2020-05-28,0.5,2.5
"A",2020-05-28 06:53:00,10.79,0.5,"Sweden",2020-05-28,0.5,2.5
"A",2020-05-28 09:53:00,10.82,0.5,"Sweden",2020-05-28,0.5,2.5
"A",2020-05-28 12:53:00,10.88,0.5,"Sweden",2020-05-28,0.5,2.5
"A",2020-05-28 15:53:00,10.94,0.5,"Sweden",2020-05-28,0.5,2.5
"A",2020-05-28 18:53:00,10.97,0.5,"Sweden",2020-05-28,0.5,2.5
"A",2020-05-28 21:53:00,11,0.5,"Sweden",2020-05-28,0.5,2.5
"A",2020-05-29 00:53:00,11.01,0.5,"Sweden",2020-05-29,0.5,2.5
"A",2020-05-29 03:53:00,11.02,0.5,"Sweden",2020-05-29,0.5,2.5
"A",2020-05-29 06:53:00,11.05,0.5,"Sweden",2020-05-29,0.5,2.5
"A",2020-05-29 09:53:00,11.32,0.5,"Sweden",2020-05-29,0.5,2.5
"A",2020-05-29 12:53:00,11.39,0.5,"Sweden",2020-05-29,0.5,2.5
"A",2020-05-29 15:53:00,11.42,0.5,"Sweden",2020-05-29,0.5,2.5
"A",2020-05-29 18:53:00,11.43,0.5,"Sweden",2020-05-29,0.5,2.5
"A",2020-05-29 21:53:00,11.44,0.5,"Sweden",2020-05-29,0.5,2.5
"A",2020-05-30 00:53:00,11.45,0.5,"Sweden",2020-05-30,0.5,2.5
"A",2020-05-30 03:53:00,11.46,0.5,"Sweden",2020-05-30,0.5,2.5
"A",2020-05-30 06:53:00,11.48,0.5,"Sweden",2020-05-30,0.5,2.5
"A",2020-05-30 09:53:00,11.51,0.5,"Sweden",2020-05-30,0.5,2.5
"A",2020-05-30 12:53:00,11.55,0.5,"Sweden",2020-05-30,0.5,2.5
"A",2020-05-30 15:53:00,11.55,0.5,"Sweden",2020-05-30,0.5,2.5
"A",2020-05-30 18:53:00,11.56,0.5,"Sweden",2020-05-30,0.5,2.5
"A",2020-05-30 21:53:00,11.57,0.5,"Sweden",2020-05-30,0.5,2.5
"A",2020-05-31 00:53:00,11.57,0.5,"Sweden",2020-05-31,0.5,2.5
"A",2020-05-31 03:53:00,11.57,0.5,"Sweden",2020-05-31,0.5,2.5
"A",2020-05-31 06:53:00,11.58,0.5,"Sweden",2020-05-31,0.5,2.5
"A",2020-05-31 09:53:00,11.61,0.5,"Sweden",2020-05-31,0.5,2.5
"A",2020-05-31 12:53:00,11.64,0.5,"Sweden",2020-05-31,0.5,2.5
"A",2020-05-31 15:53:00,11.67,0.5,"Sweden",2020-05-31,0.5,2.5
"A",2020-05-31 18:53:00,11.68,0.5,"Sweden",2020-05-31,0.5,2.5
"A",2020-05-31 21:53:00,11.68,0.5,"Sweden",2020-05-31,0.5,2.5
"A",2020-06-01 00:53:00,11.69,0.5,"Sweden",2020-06-01,0.5,2.5
"A",2020-06-01 03:53:00,11.69,0.5,"Sweden",2020-06-01,0.5,2.5
"A",2020-06-01 06:53:00,11.7,0.5,"Sweden",2020-06-01,0.5,2.5
"A",2020-06-01 09:53:00,11.73,0.5,"Sweden",2020-06-01,0.5,2.5
"A",2020-06-01 12:53:00,11.78,0.5,"Sweden",2020-06-01,0.5,2.5
"A",2020-06-01 15:53:00,11.83,0.5,"Sweden",2020-06-01,0.5,2.5
"A",2020-06-01 18:53:00,11.85,0.5,"Sweden",2020-06-01,0.5,2.5
"A",2020-06-01 21:53:00,11.86,0.5,"Sweden",2020-06-01,0.5,2.5
"A",2020-06-02 00:53:00,11.86,0.5,"Sweden",2020-06-02,0.5,2.5
"A",2020-06-02 03:53:00,11.88,0.5,"Sweden",2020-06-02,0.5,2.5
"A",2020-06-02 06:53:00,11.91,0.5,"Sweden",2020-06-02,0.5,2.5
"A",2020-06-02 09:53:00,11.96,0.5,"Sweden",2020-06-02,0.5,2.5
"A",2020-06-02 12:53:00,12.01,0.5,"Sweden",2020-06-02,0.5,2.5
"A",2020-06-02 15:53:00,12.02,0.5,"Sweden",2020-06-02,0.5,2.5
"A",2020-06-02 18:53:00,12.04,0.5,"Sweden",2020-06-02,0.5,2.5
"A",2020-06-02 21:53:00,12.07,0.5,"Sweden",2020-06-02,0.5,2.5
"A",2020-06-03 00:53:00,12.1,0.5,"Sweden",2020-06-03,0.5,2.5
"A",2020-06-03 03:53:00,12.12,0.5,"Sweden",2020-06-03,0.5,2.5
"A",2020-06-03 06:53:00,12.15,0.5,"Sweden",2020-06-03,0.5,2.5
"A",2020-06-03 09:53:00,12.21,0.5,"Sweden",2020-06-03,0.5,2.5
"A",2020-06-03 12:53:00,12.51,0.5,"Sweden",2020-06-03,0.5,2.5
"A",2020-06-03 15:53:00,12.57,0.5,"Sweden",2020-06-03,0.5,2.5
"A",2020-06-03 18:53:00,12.57,0.5,"Sweden",2020-06-03,0.5,2.5
"A",2020-06-03 21:53:00,12.58,0.5,"Sweden",2020-06-03,0.5,2.5
"A",2020-06-04 00:53:00,12.6,0.5,"Sweden",2020-06-04,0.5,2.5
"A",2020-06-04 03:53:00,12.62,0.5,"Sweden",2020-06-04,0.5,2.5
"A",2020-06-04 06:53:00,12.64,0.5,"Sweden",2020-06-04,0.5,2.5
"A",2020-06-04 09:53:00,12.7,0.5,"Sweden",2020-06-04,0.5,2.5
"A",2020-06-04 12:53:00,12.75,0.5,"Sweden",2020-06-04,0.5,2.5
"A",2020-06-04 15:53:00,12.79,0.5,"Sweden",2020-06-04,0.5,2.5
"A",2020-06-04 18:53:00,12.83,0.5,"Sweden",2020-06-04,0.5,2.5
"A",2020-06-04 21:53:00,12.83,0.5,"Sweden",2020-06-04,0.5,2.5
"A",2020-06-05 00:53:00,12.85,0.5,"Sweden",2020-06-05,0.5,2.5
"A",2020-06-05 03:53:00,12.86,0.5,"Sweden",2020-06-05,0.5,2.5
"A",2020-06-05 06:53:00,12.86,0.5,"Sweden",2020-06-05,0.5,2.5
"A",2020-06-05 09:53:00,12.89,0.5,"Sweden",2020-06-05,0.5,2.5
"A",2020-06-05 12:53:00,12.93,0.5,"Sweden",2020-06-05,0.5,2.5
"A",2020-06-05 15:53:00,12.96,0.5,"Sweden",2020-06-05,0.5,2.5
"A",2020-06-05 18:53:00,12.96,0.5,"Sweden",2020-06-05,0.5,2.5
"A",2020-06-05 21:53:00,12.97,0.5,"Sweden",2020-06-05,0.5,2.5
"A",2020-06-06 00:53:00,13,0.5,"Sweden",2020-06-06,0.5,2.5
"A",2020-06-06 03:53:00,13.03,0.5,"Sweden",2020-06-06,0.5,2.5
"A",2020-06-06 06:53:00,13.09,0.5,"Sweden",2020-06-06,0.5,2.5
"A",2020-06-06 09:53:00,13.13,0.5,"Sweden",2020-06-06,0.5,2.5
"A",2020-06-06 12:53:00,13.15,0.5,"Sweden",2020-06-06,0.5,2.5
"A",2020-06-06 15:53:00,13.54,0.5,"Sweden",2020-06-06,0.5,2.5
"A",2020-06-06 18:53:00,13.57,0.5,"Sweden",2020-06-06,0.5,2.5
"A",2020-06-06 21:53:00,13.42,0.5,"Sweden",2020-06-06,0.5,2.5
"A",2020-06-07 00:53:00,13.66,0.5,"Sweden",2020-06-07,0.5,2.5
"A",2020-06-07 03:53:00,13.71,0.5,"Sweden",2020-06-07,0.5,2.5
"A",2020-06-07 06:53:00,13.73,0.5,"Sweden",2020-06-07,0.5,2.5
"A",2020-06-07 09:53:00,13.71,0.5,"Sweden",2020-06-07,0.5,2.5
"A",2020-06-07 12:53:00,13.7,0.5,"Sweden",2020-06-07,0.5,2.5
"A",2020-06-07 15:53:00,13.67,0.5,"Sweden",2020-06-07,0.5,2.5
"A",2020-06-07 18:53:00,13.63,0.5,"Sweden",2020-06-07,0.5,2.5
"A",2020-06-07 21:53:00,13.58,0.5,"Sweden",2020-06-07,0.5,2.5
"A",2020-06-08 00:53:00,13.55,0.5,"Sweden",2020-06-08,0.5,2.5
"A",2020-06-08 03:53:00,13.51,0.5,"Sweden",2020-06-08,0.5,2.5
"A",2020-06-08 06:53:00,13.49,0.5,"Sweden",2020-06-08,0.5,2.5
"A",2020-06-08 09:53:00,13.48,0.5,"Sweden",2020-06-08,0.5,2.5
"A",2020-06-08 12:53:00,13.48,0.5,"Sweden",2020-06-08,0.5,2.5
"A",2020-06-08 15:53:00,13.46,0.5,"Sweden",2020-06-08,0.5,2.5
"A",2020-06-08 18:53:00,13.43,0.5,"Sweden",2020-06-08,0.5,2.5
"A",2020-06-08 21:53:00,13.4,0.5,"Sweden",2020-06-08,0.5,2.5
"A",2020-06-09 00:53:00,13.36,0.5,"Sweden",2020-06-09,0.5,2.5
"A",2020-06-09 03:53:00,13.32,0.5,"Sweden",2020-06-09,0.5,2.5
"A",2020-06-09 06:53:00,13.28,0.5,"Sweden",2020-06-09,0.5,2.5
"A",2020-06-09 09:53:00,13.26,0.5,"Sweden",2020-06-09,0.5,2.5
"A",2020-06-09 12:53:00,13.25,0.5,"Sweden",2020-06-09,0.5,2.5
"A",2020-06-09 15:53:00,13.22,0.5,"Sweden",2020-06-09,0.5,2.5
"A",2020-06-09 18:53:00,13.22,0.5,"Sweden",2020-06-09,0.5,2.5
"A",2020-06-09 21:53:00,13.18,0.5,"Sweden",2020-06-09,0.5,2.5
"A",2020-06-10 00:53:00,13.15,0.5,"Sweden",2020-06-10,0.5,2.5
"A",2020-06-10 03:53:00,13.14,0.5,"Sweden",2020-06-10,0.5,2.5
"A",2020-06-10 06:53:00,13.14,0.5,"Sweden",2020-06-10,0.5,2.5
"A",2020-06-10 09:53:00,13.17,0.5,"Sweden",2020-06-10,0.5,2.5
"A",2020-06-10 12:53:00,13.19,0.5,"Sweden",2020-06-10,0.5,2.5
"A",2020-06-10 15:53:00,13.35,0.5,"Sweden",2020-06-10,0.5,2.5
"A",2020-06-10 18:53:00,13.5,0.5,"Sweden",2020-06-10,0.5,2.5
"A",2020-06-10 21:53:00,13.37,0.5,"Sweden",2020-06-10,0.5,2.5
"A",2020-06-11 00:53:00,13.31,0.5,"Sweden",2020-06-11,0.5,2.5
"A",2020-06-11 03:53:00,13.32,0.5,"Sweden",2020-06-11,0.5,2.5
"A",2020-06-11 06:53:00,13.35,0.5,"Sweden",2020-06-11,0.5,2.5
"A",2020-06-11 09:53:00,13.4,0.5,"Sweden",2020-06-11,0.5,2.5
"A",2020-06-11 12:53:00,13.45,0.5,"Sweden",2020-06-11,0.5,2.5
"A",2020-06-11 15:53:00,13.5,0.5,"Sweden",2020-06-11,0.5,2.5
"A",2020-06-11 18:53:00,13.51,0.5,"Sweden",2020-06-11,0.5,2.5
"A",2020-06-11 21:53:00,13.53,0.5,"Sweden",2020-06-11,0.5,2.5
"A",2020-06-12 00:53:00,13.54,0.5,"Sweden",2020-06-12,0.5,2.5
"A",2020-06-12 03:53:00,13.54,0.5,"Sweden",2020-06-12,0.5,2.5
"A",2020-06-12 06:53:00,13.55,0.5,"Sweden",2020-06-12,0.5,2.5
"A",2020-06-12 09:53:00,13.59,0.5,"Sweden",2020-06-12,0.5,2.5
"A",2020-06-12 12:53:00,13.63,0.5,"Sweden",2020-06-12,0.5,2.5
"A",2020-06-12 15:53:00,13.66,0.5,"Sweden",2020-06-12,0.5,2.5
"A",2020-06-12 18:53:00,13.69,0.5,"Sweden",2020-06-12,0.5,2.5
"A",2020-06-12 21:53:00,13.71,0.5,"Sweden",2020-06-12,0.5,2.5
"A",2020-06-13 00:53:00,13.69,0.5,"Sweden",2020-06-13,0.5,2.5
"A",2020-06-13 03:53:00,13.69,0.5,"Sweden",2020-06-13,0.5,2.5
"A",2020-06-13 06:53:00,13.7,0.5,"Sweden",2020-06-13,0.5,2.5
"A",2020-06-13 09:53:00,13.74,0.5,"Sweden",2020-06-13,0.5,2.5
"A",2020-06-13 12:53:00,13.78,0.5,"Sweden",2020-06-13,0.5,2.5
"A",2020-06-13 15:53:00,13.83,0.5,"Sweden",2020-06-13,0.5,2.5
"A",2020-06-13 18:53:00,14.49,0.5,"Sweden",2020-06-13,0.5,2.5
"A",2020-06-13 21:53:00,15.01,0.5,"Sweden",2020-06-13,0.5,2.5
"A",2020-06-14 00:53:00,15.38,0.5,"Sweden",2020-06-14,0.5,2.5
"A",2020-06-14 03:53:00,15.49,0.5,"Sweden",2020-06-14,0.5,2.5
"A",2020-06-14 06:53:00,15.45,0.5,"Sweden",2020-06-14,0.5,2.5
"A",2020-06-14 09:53:00,15.42,0.5,"Sweden",2020-06-14,0.5,2.5
"A",2020-06-14 12:53:00,15.39,0.5,"Sweden",2020-06-14,0.5,2.5
"A",2020-06-14 15:53:00,15.37,0.5,"Sweden",2020-06-14,0.5,2.5
"A",2020-06-14 18:53:00,15.32,0.5,"Sweden",2020-06-14,0.5,2.5
"A",2020-06-14 21:53:00,15.27,0.5,"Sweden",2020-06-14,0.5,2.5
"A",2020-06-15 00:53:00,15.22,0.5,"Sweden",2020-06-15,0.5,2.5
"A",2020-06-15 03:53:00,15.19,0.5,"Sweden",2020-06-15,0.5,2.5
"A",2020-06-15 06:53:00,15.15,0.5,"Sweden",2020-06-15,0.5,2.5
