station,date,temp,glorad
606900,27/05/2021,10.2,15.3
606900,28/05/2021,9.9,23.9
606900,29/05/2021,13.3,27.8
606900,30/05/2021,14.5,28.8
606900,31/05/2021,12.6,28.9
606900,01/06/2021,13.1,20.7
606900,02/06/2021,13.7,21.2
606900,03/06/2021,15.7,13.7
606900,04/06/2021,16.9,24.9
606900,05/06/2021,17.7,27.4
606900,06/06/2021,16.9,20
606900,07/06/2021,15.2,20.9
606900,08/06/2021,15.1,28.3
606900,09/06/2021,16.2,28.4
606900,10/06/2021,17.3,25.5
606900,11/06/2021,17,14.4
606900,12/06/2021,13.4,22.5
606900,13/06/2021,14.3,29
606900,14/06/2021,15.2,15
606900,15/06/2021,12.9,26.1
606900,16/06/2021,15,29.8
606900,17/06/2021,20.8,24.7
606900,18/06/2021,18,14.5
606900,19/06/2021,18.5,20.5
606900,20/06/2021,15,12
606900,21/06/2021,12.9,10.9
606900,22/06/2021,15.1,18.4
606900,23/06/2021,15.3,17.9
606900,24/06/2021,14.3,28.5
606900,25/06/2021,14.9,14.5
606900,26/06/2021,14.9,8.3
606900,27/06/2021,15,21.7
606900,28/06/2021,15.1,30.2
606900,29/06/2021,14.3,21
606900,30/06/2021,16.4,18.1
606900,01/07/2021,17.3,24.8
606900,02/07/2021,17.1,9.3
606900,03/07/2021,16.3,6
606900,04/07/2021,18.6,19.1
606900,05/07/2021,17.8,16.5
606900,06/07/2021,16.5,12.6
606900,07/07/2021,17.5,25.2
606900,08/07/2021,17.7,20.8
606900,09/07/2021,17.3,17.6
606900,10/07/2021,16.5,15.6
606900,11/07/2021,17.3,20.2
606900,12/07/2021,19.4,24.5
606900,13/07/2021,21.1,23
606900,14/07/2021,23.1,25.4
606900,15/07/2021,20.4,25.9
606900,16/07/2021,20.6,27.7
606900,17/07/2021,18.7,27.7
606900,18/07/2021,15.8,17.9
606900,19/07/2021,16.1,25.9
606900,20/07/2021,15.8,15.6
606900,21/07/2021,16,11.4
606900,22/07/2021,16.5,19
606900,23/07/2021,17.4,21.5
606900,24/07/2021,18.8,25.7
606900,25/07/2021,19.4,10.3
606900,26/07/2021,20.6,16.5
606900,27/07/2021,19.1,18.1
606900,28/07/2021,17.1,15.4
606900,29/07/2021,14.7,14.1
606900,30/07/2021,16.8,16.5
606900,31/07/2021,16,14.9
606900,01/08/2021,14.5,16.2
606900,02/08/2021,15.1,21.3
606900,03/08/2021,14.3,21.7
606900,04/08/2021,14,14.3
606900,05/08/2021,14.9,14.8
606900,06/08/2021,17.7,20.5
606900,07/08/2021,15,7.5
606900,08/08/2021,15.1,11.7
606900,09/08/2021,15.8,14.8
606900,10/08/2021,14.8,11.3
606900,11/08/2021,15.8,18.1
606900,12/08/2021,17.7,13.1
606900,13/08/2021,17.1,13
606900,14/08/2021,15.4,15.6
606900,15/08/2021,15.1,13.2
606900,16/08/2021,12.7,6.8
606900,17/08/2021,15.8,19.4
606900,18/08/2021,14.3,7.1
606900,19/08/2021,14.4,17
606900,20/08/2021,13.8,14.3
606900,21/08/2021,13.4,14.8
606900,22/08/2021,14.2,18.3
606900,23/08/2021,15,21.1
606900,24/08/2021,14.9,19.8
606900,25/08/2021,16.4,11.9
606900,26/08/2021,14,6.6
606900,27/08/2021,14.9,4.3
606900,28/08/2021,15,8.7
606900,29/08/2021,16.3,12.5
606900,30/08/2021,15.7,19.7
606900,31/08/2021,15.4,19
606900,01/09/2021,15.5,17.9
606900,02/09/2021,15.4,14.5
606900,03/09/2021,14.7,18.6
606900,04/09/2021,13.9,18.8
606900,05/09/2021,12.9,18.9
606900,06/09/2021,12.4,9.9
606900,07/09/2021,15.2,9.8
606900,08/09/2021,18.3,15.7
606900,09/09/2021,18.1,16.4
606900,10/09/2021,17.3,7.3
606900,11/09/2021,17.8,6.9
606900,12/09/2021,15.8,7.8
606900,13/09/2021,15,6.2
606900,14/09/2021,14.9,12
606900,15/09/2021,13.7,3.2
606900,16/09/2021,13.6,4
606900,17/09/2021,11.5,3.9
606900,18/09/2021,13,4.5
606900,19/09/2021,10.8,4.9
606900,20/09/2021,10.6,7.8
606900,21/09/2021,11.5,7.5
606900,22/09/2021,14.4,13.6
606900,23/09/2021,13.2,5.7
606900,24/09/2021,13.2,4.4
606900,25/09/2021,13,12.4
606900,26/09/2021,13.3,10.1
606900,27/09/2021,15.2,2.2
606900,28/09/2021,13.4,11.9
606900,29/09/2021,12.2,6.9
606900,30/09/2021,10.8,6.5
606900,01/10/2021,12.1,2.7
606900,02/10/2021,12.6,5.4
606900,03/10/2021,13.5,1.8
606900,04/10/2021,12.1,3.6
606900,05/10/2021,11.6,6.5
606900,06/10/2021,11.8,6.9
606900,07/10/2021,11,9.7
606900,08/10/2021,10.5,10.3
606900,09/10/2021,10.3,6.1
606900,10/10/2021,9.1,7
606900,11/10/2021,9.5,7.6
606900,12/10/2021,7.1,10.5
606900,13/10/2021,7.4,6.2
606900,14/10/2021,10.9,4.6
606900,15/10/2021,9.8,8.4
606900,16/10/2021,8.4,6.4
606900,17/10/2021,7.8,5.5
606900,18/10/2021,8.5,2
606900,19/10/2021,11.8,1.5
606900,20/10/2021,13.5,2.2
606900,21/10/2021,8.3,5.9
606900,22/10/2021,6.8,7
606900,23/10/2021,7.7,6.4
606900,24/10/2021,8.6,2.7
606900,25/10/2021,8.8,3.2
606900,26/10/2021,10,5.9
606900,27/10/2021,13.3,0.8
606900,28/10/2021,12.5,4
606900,29/10/2021,10.5,6.2
606900,30/10/2021,10.8,2.6
606900,31/10/2021,10.2,4.3
606900,01/11/2021,10.6,3
606900,02/11/2021,7.4,4.3
606900,03/11/2021,5.4,5.2
606900,04/11/2021,3.5,2.9
606900,05/11/2021,7.7,4.5
606900,06/11/2021,9.7,1.5
606900,07/11/2021,7.6,3
606900,08/11/2021,5.9,1.8
606900,09/11/2021,9.3,0.8
606900,10/11/2021,10.5,2.3
606900,11/11/2021,7.5,2.4
606900,12/11/2021,6.9,1.1
606900,13/11/2021,7.4,1.1
606900,14/11/2021,7.5,0.7
606900,15/11/2021,6.4,0.6
606900,16/11/2021,5.1,0.4
606900,17/11/2021,5.7,2
606900,18/11/2021,9.1,0.9
606900,19/11/2021,11.1,1.9
606900,20/11/2021,9.6,0.8
606900,21/11/2021,4.3,2.4
606900,22/11/2021,3.2,3.3
606900,23/11/2021,6.9,2.5
606900,24/11/2021,7.2,1.7
606900,25/11/2021,5.2,2.5
606900,26/11/2021,2.2,2.2
606900,27/11/2021,2.3,1.3
606900,28/11/2021,1.4,0.9
606900,29/11/2021,-0.6,2.2
606900,30/11/2021,1.3,2.3
606900,01/12/2021,-0.4,0.7
606900,02/12/2021,-1,2.6
606900,03/12/2021,0.4,0.9
606900,04/12/2021,0.9,0.9
606900,05/12/2021,0.2,0.6
606900,06/12/2021,-0.9,1.4
606900,07/12/2021,1.1,1
606900,08/12/2021,1.2,0.5
606900,09/12/2021,0.9,0.7
606900,10/12/2021,0.9,0.6
606900,11/12/2021,-0.1,0.9
606900,12/12/2021,2.2,0.7
606900,13/12/2021,7,0.9
606900,14/12/2021,5.5,1.6
606900,15/12/2021,8.2,0.8
606900,16/12/2021,6.5,2.2
606900,17/12/2021,6.1,0.6
606900,18/12/2021,7,2
606900,19/12/2021,4.9,2.2
606900,20/12/2021,0.4,2.2
606900,21/12/2021,-0.8,0.9
606900,22/12/2021,1.6,0.9
606900,23/12/2021,0,0.5
606900,24/12/2021,-3.9,1.2
606900,25/12/2021,-4.6,2.1
606900,26/12/2021,-5.5,3
606900,27/12/2021,-3.1,3
606900,28/12/2021,0.2,0.5
606900,29/12/2021,0.9,1.1
606900,30/12/2021,7,1.5
606900,31/12/2021,8.2,1.2
606900,01/01/2022,7.6,0.9
606900,02/01/2022,8.4,0.5
606900,03/01/2022,6.9,0.8
606900,04/01/2022,1.6,2
606900,05/01/2022,1.1,1.2
606900,06/01/2022,-0.8,3.3
606900,07/01/2022,1.9,1.5
606900,08/01/2022,1.4,1.5
606900,09/01/2022,0.6,1.1
606900,10/01/2022,1.6,1.2
606900,11/01/2022,2.2,1
606900,12/01/2022,4.5,1.5
606900,13/01/2022,7.5,2
606900,14/01/2022,5.2,3
606900,15/01/2022,1.9,2
606900,16/01/2022,4.9,1
606900,17/01/2022,3.8,3.5
606900,18/01/2022,4.9,1.7
606900,19/01/2022,4.7,0.4
606900,20/01/2022,0.5,3.9
606900,21/01/2022,2,2.2
606900,22/01/2022,4.2,1.3
606900,23/01/2022,6.3,1.5
606900,24/01/2022,5.3,0.5
606900,25/01/2022,5.7,3.8
606900,26/01/2022,5.6,1.5
606900,27/01/2022,6,2.4
606900,28/01/2022,3.6,4.4
606900,29/01/2022,6.9,1
606900,30/01/2022,4,5
606900,31/01/2022,1.4,2.9
606900,01/02/2022,3.8,1.7
606900,02/02/2022,3.4,4.5
606900,03/02/2022,5.8,1.3
606900,04/02/2022,4.1,1.2
606900,05/02/2022,3.6,3.8
606900,06/02/2022,2.4,3.6
606900,07/02/2022,3.5,3.6
606900,08/02/2022,6,4.7
606900,09/02/2022,5.2,3.3
606900,10/02/2022,3,4.7
606900,11/02/2022,0.9,6.7
606900,12/02/2022,2.3,3.9
606900,13/02/2022,3.3,1.2
606900,14/02/2022,6.3,1.1
606900,15/02/2022,4.7,4.7
606900,16/02/2022,3.7,1.3
606900,17/02/2022,4.2,4.2
606900,18/02/2022,2.4,1.6
606900,19/02/2022,3.1,5.1
606900,20/02/2022,3,2.1
606900,21/02/2022,4.3,5.5
606900,22/02/2022,2.9,4.2
606900,23/02/2022,5.5,7
606900,24/02/2022,3.7,2.8
606900,25/02/2022,3.3,6.7
606900,26/02/2022,2.6,10.5
606900,27/02/2022,2,10.9
606900,28/02/2022,2.8,11
606900,01/03/2022,1.4,3.2
606900,02/03/2022,1.4,11.5
606900,03/03/2022,1.1,11.9
606900,04/03/2022,1.3,11.9
606900,05/03/2022,-0.1,12.6
606900,06/03/2022,1.6,12.6
606900,07/03/2022,1.5,12.8
606900,08/03/2022,2.4,10.8
606900,09/03/2022,-0.1,9.1
606900,10/03/2022,2.7,10.9
606900,11/03/2022,3.3,13.9
606900,12/03/2022,3.9,13.4
606900,13/03/2022,4.2,13.8
606900,14/03/2022,5.2,13
606900,15/03/2022,5.4,11.2
606900,16/03/2022,3.8,11.6
606900,17/03/2022,4.5,1.8
606900,18/03/2022,5,14.8
606900,19/03/2022,4,15.1
606900,20/03/2022,3.6,15.5
606900,21/03/2022,5.5,13.8
606900,22/03/2022,5.3,15.1
606900,23/03/2022,5.6,15.5
606900,24/03/2022,6,15.6
606900,25/03/2022,7.8,16.1
606900,26/03/2022,8.4,15.8
606900,27/03/2022,5.4,11.9
606900,28/03/2022,5.8,10.1
606900,29/03/2022,3.1,16.1
606900,30/03/2022,0.2,18
606900,31/03/2022,0,15.8
606900,01/04/2022,0.2,13.3
606900,02/04/2022,0.8,14.9
606900,03/04/2022,3.4,12.5
606900,04/04/2022,4.8,5.5
606900,05/04/2022,3.1,16.3
606900,06/04/2022,4,6.2
606900,07/04/2022,5.3,10.6
606900,08/04/2022,3,15.1
606900,09/04/2022,4.4,14.6
606900,10/04/2022,4,16.4
606900,11/04/2022,4.5,20.4
606900,12/04/2022,4.6,14.4
606900,13/04/2022,10,12.3
606900,14/04/2022,7.6,3
606900,15/04/2022,5.5,5.2
606900,16/04/2022,5.5,20.7
606900,17/04/2022,8.1,22.4
606900,18/04/2022,8.8,22.6
606900,19/04/2022,9.3,21.4
606900,20/04/2022,10.5,22.6
606900,21/04/2022,10.8,23.3
606900,22/04/2022,11.3,23.6
606900,23/04/2022,10,23.7
606900,24/04/2022,9.1,20.3
606900,25/04/2022,7.1,23.5
606900,26/04/2022,7.6,18.1
606900,27/04/2022,8.3,16.1
606900,28/04/2022,7.9,25.1
606900,29/04/2022,8.2,22.1
606900,30/04/2022,8.6,22.3
606900,01/05/2022,8.5,12.6
606900,02/05/2022,8.6,20.1
606900,03/05/2022,9,24.3
606900,04/05/2022,9,17.7
606900,05/05/2022,7.9,10.4
606900,06/05/2022,11.2,13
606900,07/05/2022,10,24.3
606900,08/05/2022,10,26.7
606900,09/05/2022,11.8,26
606900,10/05/2022,12,5.8
606900,11/05/2022,10.7,9.7
606900,12/05/2022,10.5,18.6
606900,13/05/2022,10.6,12.5
606900,14/05/2022,10.6,22
606900,15/05/2022,11.4,23.7
606900,16/05/2022,11.1,12
606900,17/05/2022,13.3,25.2
606900,18/05/2022,15.4,22.4
606900,19/05/2022,15.1,13.7
606900,20/05/2022,12.7,18.5
606900,21/05/2022,10.9,12.4
606900,22/05/2022,12.6,21
606900,23/05/2022,14.3,26.3
606900,24/05/2022,13,9.4
606900,25/05/2022,12.6,20.2
606900,26/05/2022,11.3,20.4
606900,27/05/2022,9.4,22.9
606900,28/05/2022,11.8,26.6
606900,29/05/2022,10.8,27
606900,30/05/2022,10.3,11.9
606900,31/05/2022,11,16.7
606900,01/06/2022,10.7,16.8
606900,02/06/2022,10.6,5.7
606900,03/06/2022,10.8,7.9
606900,04/06/2022,14.4,26.6
606900,05/06/2022,14.9,25.4
606900,06/06/2022,14.3,8.3
606900,07/06/2022,12.3,9.2
606900,08/06/2022,13.6,17.2
606900,09/06/2022,14.5,10.9
606900,10/06/2022,14.8,15.6
606900,11/06/2022,15,25.4
606900,12/06/2022,13.9,19.6
606900,13/06/2022,12.2,24.1
606900,14/06/2022,13.6,19.3
606900,15/06/2022,13.2,21.7
606900,16/06/2022,14.8,31.2
606900,17/06/2022,15.1,13.3
606900,18/06/2022,15.2,22.9
606900,19/06/2022,13.1,18.6
606900,20/06/2022,13.1,16.1
606900,21/06/2022,14.4,28.3
606900,22/06/2022,14,17.9
606900,23/06/2022,16.8,20.9
606900,24/06/2022,20.6,30
606900,25/06/2022,20.5,24.1
606900,26/06/2022,19.5,18.3
606900,27/06/2022,14,3.7
606900,28/06/2022,15.9,23.3
606900,29/06/2022,17.6,25.9
606900,30/06/2022,19.5,26.3
606900,01/07/2022,16.7,9.9
606900,02/07/2022,16.7,25.4
606900,03/07/2022,17.9,21.3
606900,04/07/2022,14.5,17
606900,05/07/2022,13.5,21.3
606900,06/07/2022,13.9,22.2
606900,07/07/2022,16.1,21.3
606900,08/07/2022,14.6,23.2
606900,09/07/2022,14,19.6
606900,10/07/2022,14.4,27.8
606900,11/07/2022,15.9,29.1
606900,12/07/2022,17.9,20.4
606900,13/07/2022,16.8,25.2
606900,14/07/2022,13.7,20.3
606900,15/07/2022,13.8,21
606900,16/07/2022,13.9,27.5
606900,17/07/2022,15.7,19.7
606900,18/07/2022,18.5,14.4
606900,19/07/2022,21.5,25.3
606900,20/07/2022,25.7,25.7
606900,21/07/2022,18.6,18.1
606900,22/07/2022,15.3,8.1
606900,23/07/2022,14.2,5.2
606900,24/07/2022,16.1,13
606900,25/07/2022,18.2,9.2
606900,26/07/2022,13.6,17.1
606900,27/07/2022,13.6,17.5
606900,28/07/2022,14.8,22.8
606900,29/07/2022,15.9,25.5
606900,30/07/2022,16.9,16.4
606900,31/07/2022,16.5,8
606900,01/08/2022,14.8,27.4
606900,02/08/2022,14.1,7.9
606900,03/08/2022,19.8,13.2
606900,04/08/2022,18.4,12
606900,05/08/2022,14.4,20.1
606900,06/08/2022,13.5,18.8
606900,07/08/2022,13,7.9
606900,08/08/2022,15.7,19.5
606900,09/08/2022,16.8,16.6
606900,10/08/2022,17.7,22.5
606900,11/08/2022,19,23.2
606900,12/08/2022,20.7,22.8
606900,13/08/2022,21.7,22.4
606900,14/08/2022,22.1,20.4
606900,15/08/2022,22,18.8
606900,16/08/2022,20.7,12.6
606900,17/08/2022,18.9,17
606900,18/08/2022,15.7,7.8
606900,19/08/2022,18.2,17
606900,20/08/2022,17.5,17.4
606900,21/08/2022,15.4,14.6
606900,22/08/2022,14.6,17.1
606900,23/08/2022,18.5,17.6
606900,24/08/2022,20.2,17.5
606900,25/08/2022,19.9,20.8
606900,26/08/2022,19.2,6.4
606900,27/08/2022,17.4,14.8
606900,28/08/2022,16.3,12.1
606900,29/08/2022,15.4,19.8
606900,30/08/2022,14.3,18.9
606900,31/08/2022,13.7,16.6
606900,01/09/2022,14.4,19.4
606900,02/09/2022,14.3,18.2
606900,03/09/2022,15.3,14.5
606900,04/09/2022,15.4,18
606900,05/09/2022,15.6,14.2
606900,06/09/2022,15.3,14
606900,07/09/2022,14.9,10.7
606900,08/09/2022,15.1,9.7
606900,09/09/2022,14.4,6.3
606900,10/09/2022,15.3,11
606900,11/09/2022,14.3,13
606900,12/09/2022,14.1,8.1
606900,13/09/2022,14,11.8
606900,14/09/2022,13.6,9.8
606900,15/09/2022,12,12
606900,16/09/2022,12.9,13.5
606900,17/09/2022,12.4,15.3
606900,18/09/2022,10.9,11.5
606900,19/09/2022,11,15.2
606900,20/09/2022,10,15.3
606900,21/09/2022,9.2,12.4
606900,22/09/2022,11.4,10.8
606900,23/09/2022,11.7,6.5
606900,24/09/2022,12.2,13.1
606900,25/09/2022,10.3,9.1
606900,26/09/2022,10.5,2.9
606900,27/09/2022,9.7,2.8
606900,28/09/2022,10.4,6
606900,29/09/2022,10.2,3.4
606900,30/09/2022,10.4,5.4
606900,01/10/2022,10.9,4.3
606900,02/10/2022,11.3,10.5
606900,03/10/2022,11.9,10.5
606900,04/10/2022,12.8,7.9
606900,05/10/2022,14.3,2.5
606900,06/10/2022,12.2,7.9
606900,07/10/2022,13.9,5.4
606900,08/10/2022,9.9,9.9
606900,09/10/2022,9.7,9.1
606900,10/10/2022,9.5,7.1
606900,11/10/2022,9.1,7.5
606900,12/10/2022,9.9,5.3
606900,13/10/2022,10,4.6
606900,14/10/2022,9.9,5.1
606900,15/10/2022,12.1,7.8
606900,16/10/2022,11,7.1
606900,17/10/2022,10.8,1.6
606900,18/10/2022,11,5.1
606900,19/10/2022,7.1,8.7
606900,20/10/2022,6.4,7.9
606900,21/10/2022,9.5,1.5
606900,22/10/2022,11.4,2.2
606900,23/10/2022,11.2,5.8
606900,24/10/2022,12.8,2.9
606900,25/10/2022,12.3,3.4
606900,26/10/2022,10.7,2.9
606900,27/10/2022,13.6,4.7
606900,28/10/2022,14.7,3.5
606900,29/10/2022,12.2,4.3
606900,30/10/2022,13.1,2.2
606900,31/10/2022,11.9,3.6
606900,01/11/2022,12.1,1.5
606900,02/11/2022,10.1,3.9
606900,03/11/2022,9.8,3
606900,04/11/2022,9.4,1.8
606900,05/11/2022,8.4,4.2
606900,06/11/2022,10.4,2.5
606900,07/11/2022,9.8,3.4
606900,08/11/2022,12,2.6
606900,09/11/2022,11.3,3.4
606900,10/11/2022,10.4,1.2
606900,11/11/2022,13.8,0.9
606900,12/11/2022,13.1,1.2
606900,13/11/2022,10,3.8
606900,14/11/2022,9.4,1.6
606900,15/11/2022,8.5,0.7
606900,16/11/2022,7.9,0.8
606900,17/11/2022,5.7,1.4
606900,18/11/2022,4.1,2.6
606900,19/11/2022,1,0.9
606900,20/11/2022,-1,2.6
606900,21/11/2022,-1.5,3.4
606900,22/11/2022,0.8,0.9
606900,23/11/2022,4.4,0.6
606900,24/11/2022,6.4,0.8
606900,25/11/2022,6.7,0.7
606900,26/11/2022,6.2,2
606900,27/11/2022,6.4,1.3
606900,28/11/2022,5.7,0.6
606900,29/11/2022,4.6,0.9
606900,30/11/2022,3.1,1
606900,01/12/2022,1.4,1.6
