Day of sim.,Day of year,Year,Slurry mass,Frozen mass,Slurry depth,Air T,Wall T,Floor T,In T,Slurry T
  60,123,   1, 2871.35,    0.00,    2.98,    8.90,   10.90,   10.54,    9.22,    9.23
  61,124,   1, 2840.11,    0.00,    2.95,    9.40,   11.15,   10.48,    9.24,    9.26
  62,125,   1, 2808.87,    0.00,    2.92,    8.20,   10.80,   10.70,    9.27,    9.29
  63,126,   1, 2777.63,    0.00,    2.89,    8.00,   10.10,   10.68,    9.30,    9.31
  64,127,   1, 2746.40,    0.00,    2.85,    8.40,   10.20,   10.58,    9.32,    9.33
  65,128,   1, 2715.16,    0.00,    2.82,   10.80,   11.60,   10.96,    9.35,    9.38
  66,129,   1, 2683.92,    0.00,    2.79,   11.00,   12.90,   11.28,    9.41,    9.45
  67,130,   1, 2652.68,    0.00,    2.76,   12.80,   13.90,   12.20,    9.48,    9.54
  68,131,   1, 2621.45,    0.00,    2.72,   12.70,   14.75,   13.14,    9.58,    9.63
  69,132,   1, 2590.21,    0.00,    2.69,    7.10,   11.90,   12.88,    9.68,    9.69
  70,133,   1, 2558.97,    0.00,    2.66,    6.00,    8.55,   11.92,    9.69,    9.68
  71,134,   1, 2527.73,    0.00,    2.63,    6.70,    8.35,   11.06,    9.67,    9.67
  72,135,   1, 2496.50,    0.00,    2.59,    6.90,    8.80,    9.88,    9.66,    9.67
  73,136,   1, 2465.26,    0.00,    2.56,    8.80,    9.85,    9.10,    9.67,    9.67
  74,137,   1, 2434.02,    0.00,    2.53,   10.30,   11.55,    9.74,    9.68,    9.70
  75,138,   1, 2402.78,    0.00,    2.50,   10.90,   12.60,   10.72,    9.72,    9.75
  76,139,   1, 2371.55,    0.00,    2.46,   11.00,   12.95,   11.58,    9.77,    9.79
  77,140,   1, 2340.31,    0.00,    2.43,   12.10,   13.55,   12.62,    9.81,    9.86
  78,141,   1, 2309.07,    0.00,    2.40,   10.80,   13.45,   13.02,    9.91,    9.95
  79,142,   1, 2263.79,    0.00,    2.35,   12.60,   13.70,   13.48,    9.99,   10.04
  80,143,   1, 2218.52,    0.00,    2.31,   13.50,   15.05,   14.00,   10.09,   10.15
  81,144,   1, 2173.24,    0.00,    2.26,   13.20,   15.35,   14.44,   10.20,   10.26
  82,145,   1, 2127.97,    0.00,    2.21,   11.60,   14.40,   14.34,   10.31,   10.35
  83,146,   1, 2082.69,    0.00,    2.16,   12.10,   13.85,   14.60,   10.38,   10.43
  84,147,   1, 2037.42,    0.00,    2.12,   13.40,   14.75,   14.76,   10.47,   10.54
  85,148,   1, 1992.14,    0.00,    2.07,   12.10,   14.75,   14.48,   10.61,   10.65
  86,149,   1, 1946.86,    0.00,    2.02,   12.50,   14.30,   14.34,   10.70,   10.76
  87,150,   1, 1901.59,    0.00,    1.98,   12.60,   14.55,   14.54,   10.82,   10.88
  88,151,   1, 1856.31,    0.00,    1.93,   13.70,   15.15,   14.86,   10.94,   11.00
  89,152,   1, 1811.04,    0.00,    1.88,   15.30,   16.50,   15.24,   11.06,   11.16
  90,153,   1, 1765.76,    0.00,    1.84,   16.10,   17.70,   16.04,   11.24,   11.35
  91,154,   1, 1720.48,    0.00,    1.79,   17.40,   18.75,   17.02,   11.45,   11.57
  92,155,   1, 1675.21,    0.00,    1.74,   14.90,   18.15,   17.48,   11.69,   11.78
  93,156,   1, 1629.93,    0.00,    1.69,   12.80,   15.85,   17.30,   11.87,   11.92
  94,157,   1, 1584.66,    0.00,    1.65,   12.60,   14.70,   16.76,   11.96,   12.01
  95,158,   1, 1539.38,    0.00,    1.60,   11.10,   13.85,   15.76,   12.07,   12.10
  96,159,   1, 1494.10,    0.00,    1.55,   13.60,   14.35,   15.00,   12.12,   12.19
  97,160,   1, 1448.83,    0.00,    1.51,   13.60,   15.60,   14.74,   12.25,   12.31
  98,161,   1, 1403.55,    0.00,    1.46,   13.50,   15.55,   14.88,   12.37,   12.44
  99,162,   1, 1358.28,    0.00,    1.41,   15.10,   16.30,   15.38,   12.50,   12.59
 100,163,   1, 1313.00,    0.00,    1.36,   17.20,   18.15,   16.60,   12.67,   12.77
 101,164,   1, 1267.73,    0.00,    1.32,   16.20,   18.70,   17.12,   12.86,   12.94
 102,165,   1, 1222.45,    0.00,    1.27,   18.30,   19.25,   18.06,   13.02,   13.15
 103,166,   1, 1177.17,    0.00,    1.22,   17.40,   19.85,   18.84,   13.27,   13.42
 104,167,   1, 1131.90,    0.00,    1.18,   17.00,   19.20,   19.22,   13.56,   13.70
 105,168,   1, 1086.62,    0.00,    1.13,   17.80,   19.40,   19.34,   13.83,   13.99
 106,169,   1, 1041.35,    0.00,    1.08,   18.50,   20.15,   19.80,   14.12,   14.27
 107,170,   1,  996.07,    0.00,    1.04,   18.20,   20.35,   19.78,   14.41,   14.57
 108,171,   1,  950.79,    0.00,    0.99,   16.80,   19.50,   19.66,   14.71,   14.79
 109,172,   1,  905.52,    0.00,    0.94,   16.40,   18.60,   19.54,   14.87,   14.94
 110,173,   1,  860.24,    0.00,    0.89,   17.10,   18.75,   19.40,   15.01,   15.14
 111,174,   1,  814.97,    0.00,    0.85,   16.30,   18.70,   18.96,   15.27,   15.39
 112,175,   1,  769.69,    0.00,    0.80,   16.30,   18.30,   18.58,   15.49,   15.62
 113,176,   1,  769.69,    0.00,    0.80,   18.80,   19.55,   18.98,   15.73,   15.91
 114,177,   1,  769.69,    0.00,    0.80,   20.70,   21.75,   19.84,   16.07,   16.29
 115,178,   1,  769.69,    0.00,    0.80,   21.70,   23.20,   20.76,   16.49,   16.73
 116,179,   1,  769.69,    0.00,    0.80,   21.40,   23.55,   21.78,   16.94,   17.15
 117,180,   1,  769.69,    0.00,    0.80,   18.30,   21.85,   22.18,   17.33,   17.42
 118,181,   1,  769.69,    0.00,    0.80,   17.20,   19.75,   21.86,   17.51,   17.61
 119,182,   1,  769.69,    0.00,    0.80,   15.50,   18.35,   20.82,   17.70,   17.70
 120,183,   1,  769.69,    0.00,    0.80,   16.50,   18.00,   19.78,   17.71,   17.74
 121,184,   1,  769.69,    0.00,    0.80,   16.30,   18.40,   18.76,   17.77,   17.80
 122,185,   1,  769.69,    0.00,    0.80,   14.40,   17.35,   17.98,   17.82,   17.78
 123,186,   1,  769.69,    0.00,    0.80,   15.40,   16.90,   17.62,   17.74,   17.69
 124,187,   1,  769.69,    0.00,    0.80,   16.90,   18.15,   17.90,   17.65,   17.68
 125,188,   1,  769.69,    0.00,    0.80,   14.10,   17.50,   17.42,   17.70,   17.67
 126,189,   1,  769.69,    0.00,    0.80,   12.90,   15.50,   16.74,   17.64,   17.56
 127,190,   1,  769.69,    0.00,    0.80,   13.10,   15.00,   16.48,   17.50,   17.44
 128,191,   1,  769.69,    0.00,    0.80,   12.90,   15.00,   15.98,   17.39,   17.32
 129,192,   1,  769.69,    0.00,    0.80,   11.10,   14.00,   14.82,   17.26,   17.12
 130,193,   1,  769.69,    0.00,    0.80,   13.90,   14.50,   14.78,   16.99,   16.96
 131,194,   1,  769.69,    0.00,    0.80,   13.70,   15.80,   14.94,   16.93,   16.88
 132,195,   1,  769.69,    0.00,    0.80,   14.70,   16.20,   15.26,   16.83,   16.83
 133,196,   1,  769.69,    0.00,    0.80,   15.50,   17.10,   15.78,   16.83,   16.83
 134,197,   1,  769.69,    0.00,    0.80,   15.10,   17.30,   16.58,   16.83,   16.85
 135,198,   1,  769.69,    0.00,    0.80,   15.80,   17.45,   16.96,   16.86,   16.91
 136,199,   1,  769.69,    0.00,    0.80,   17.30,   18.55,   17.68,   16.96,   17.05
 137,200,   1,  769.69,    0.00,    0.80,   18.40,   19.85,   18.42,   17.13,   17.25
 138,201,   1,  769.69,    0.00,    0.80,   20.80,   21.60,   19.48,   17.35,   17.51
 139,202,   1,  769.69,    0.00,    0.80,   16.40,   20.60,   19.74,   17.64,   17.69
 140,203,   1,  769.69,    0.00,    0.80,   15.00,   17.70,   19.58,   17.74,   17.74
 141,204,   1,  769.69,    0.00,    0.80,   14.90,   16.95,   19.10,   17.74,   17.75
 142,205,   1,  769.69,    0.00,    0.80,   14.90,   16.90,   18.40,   17.76,   17.75
 143,206,   1,  769.69,    0.00,    0.80,   16.70,   17.80,   17.58,   17.75,   17.76
 144,207,   1,  769.69,    0.00,    0.80,   16.90,   18.80,   17.68,   17.77,   17.81
 145,208,   1,  769.69,    0.00,    0.80,   17.90,   19.40,   18.26,   17.85,   17.88
 146,209,   1,  769.69,    0.00,    0.80,   17.10,   19.50,   18.70,   17.92,   17.95
 147,210,   1,  769.69,    0.00,    0.80,   18.10,   19.60,   19.34,   17.97,   18.05
 148,211,   1,  769.69,    0.00,    0.80,   15.30,   18.70,   19.06,   18.12,   18.09
 149,212,   1,  769.69,    0.00,    0.80,   15.70,   17.50,   18.82,   18.08,   18.06
 150,213,   1,  769.69,    0.00,    0.80,   16.10,   17.90,   18.46,   18.05,   18.07
 151,214,   1,  769.69,    0.00,    0.80,   18.30,   19.20,   18.70,   18.09,   18.17
 152,215,   1,  769.69,    0.00,    0.80,   19.00,   20.65,   18.88,   18.23,   18.31
 153,216,   1,  769.69,    0.00,    0.80,   16.30,   19.65,   19.08,   18.37,   18.39
 154,217,   1,  769.69,    0.00,    0.80,   15.40,   17.85,   19.02,   18.41,   18.39
 155,218,   1,  769.69,    0.00,    0.80,   18.40,   18.90,   19.48,   18.38,   18.43
 156,219,   1,  769.69,    0.00,    0.80,   22.20,   22.30,   20.26,   18.47,   18.64
 157,220,   1,  769.69,    0.00,    0.80,   22.90,   24.55,   21.04,   18.80,   18.98
 158,221,   1,  769.69,    0.00,    0.80,   23.00,   24.95,   22.38,   19.15,   19.34
 159,222,   1,  769.69,    0.00,    0.80,   22.90,   24.95,   23.88,   19.50,   19.66
 160,223,   1,  769.69,    0.00,    0.80,   23.60,   25.25,   24.92,   19.80,   19.99
 161,224,   1,  769.69,    0.00,    0.80,   20.70,   24.15,   24.62,   20.16,   20.27
 162,225,   1,  769.69,    0.00,    0.80,   19.80,   22.25,   24.00,   20.37,   20.44
 163,226,   1,  769.69,    0.00,    0.80,   19.60,   21.70,   23.32,   20.51,   20.57
 164,227,   1,  769.69,    0.00,    0.80,   19.20,   21.40,   22.58,   20.63,   20.67
 165,228,   1,  769.69,    0.00,    0.80,   21.80,   22.50,   22.22,   20.71,   20.81
 166,229,   1,  769.69,    0.00,    0.80,   22.70,   24.25,   22.62,   20.90,   21.02
 167,230,   1,  769.69,    0.00,    0.80,   22.50,   24.60,   23.16,   21.13,   21.24
 168,231,   1,  769.69,    0.00,    0.80,   20.30,   23.40,   23.30,   21.34,   21.36
 169,232,   1,  769.69,    0.00,    0.80,   19.80,   22.05,   23.42,   21.39,   21.42
 170,233,   1,  769.69,    0.00,    0.80,   19.60,   21.70,   22.98,   21.45,   21.43
 171,234,   1,  769.69,    0.00,    0.80,   20.00,   21.80,   22.44,   21.41,   21.40
 172,235,   1,  769.69,    0.00,    0.80,   20.40,   22.20,   22.02,   21.40,   21.42
 173,236,   1,  769.69,    0.00,    0.80,   18.00,   21.20,   21.56,   21.45,   21.41
 174,237,   1,  769.69,    0.00,    0.80,   15.60,   18.80,   20.72,   21.38,   21.26
 175,238,   1,  769.69,    0.00,    0.80,   14.80,   17.20,   19.76,   21.15,   21.03
 176,239,   1,  769.69,    0.00,    0.80,   17.10,   17.95,   19.18,   20.93,   20.85
 177,240,   1,  769.69,    0.00,    0.80,   14.80,   17.95,   18.06,   20.78,   20.63
 178,241,   1,  769.69,    0.00,    0.80,   14.70,   16.75,   17.40,   20.50,   20.36
 179,242,   1,  769.69,    0.00,    0.80,   15.30,   17.00,   17.34,   20.23,   20.14
 180,243,   1,  769.69,    0.00,    0.80,   15.40,   17.35,   17.46,   20.05,   19.96
 181,244,   1,  769.69,    0.00,    0.80,   15.10,   17.25,   17.06,   19.88,   19.80
 182,245,   1,  769.69,    0.00,    0.80,   14.40,   16.75,   16.98,   19.72,   19.63
 183,246,   1,  769.69,    0.00,    0.80,   15.10,   16.75,   17.06,   19.54,   19.46
 184,247,   1,  769.69,    0.00,    0.80,   14.50,   16.80,   16.90,   19.39,   19.29
 185,248,   1,  769.69,    0.00,    0.80,   17.00,   17.75,   17.22,   19.20,   19.16
 186,249,   1,  769.69,    0.00,    0.80,   15.30,   18.15,   17.26,   19.13,   19.06
 187,250,   1,  769.69,    0.00,    0.80,   13.70,   16.50,   17.12,   19.00,   18.90
 188,251,   1,  769.69,    0.00,    0.80,   14.20,   15.95,   16.94,   18.80,   18.72
 189,252,   1,  769.69,    0.00,    0.80,   16.80,   17.50,   17.40,   18.64,   18.62
 190,253,   1,  769.69,    0.00,    0.80,   16.30,   18.55,   17.26,   18.60,   18.54
 191,254,   1,  769.69,    0.00,    0.80,   13.50,   16.90,   16.90,   18.49,   18.40
 192,255,   1,  769.69,    0.00,    0.80,    8.20,   12.85,   15.80,   18.32,   18.05
 193,256,   1,  769.69,    0.00,    0.80,   14.80,   13.50,   15.92,   17.81,   17.75
 194,257,   1,  769.69,    0.00,    0.80,   15.90,   17.35,   15.74,   17.69,   17.64
 195,258,   1,  769.69,    0.00,    0.80,   17.40,   18.65,   15.96,   17.60,   17.63
 196,259,   1,  769.69,    0.00,    0.80,   18.40,   19.90,   16.94,   17.65,   17.71
 197,260,   1,  769.69,    0.00,    0.80,   15.50,   18.95,   18.40,   17.76,   17.75
 198,261,   1,  769.69,    0.00,    0.80,   11.40,   15.45,   17.72,   17.73,   17.62
 199,262,   1,  769.69,    0.00,    0.80,    9.80,   12.60,   16.50,   17.51,   17.35
 200,263,   1,  769.69,    0.00,    0.80,   11.50,   12.65,   15.32,   17.21,   17.09
 201,264,   1,  769.69,    0.00,    0.80,   12.20,   13.85,   14.08,   16.99,   16.89
 202,265,   1,  769.69,    0.00,    0.80,   12.80,   14.50,   13.54,   16.79,   16.71
 203,266,   1,  769.69,    0.00,    0.80,   13.50,   15.15,   13.96,   16.63,   16.57
 204,267,   1,  769.69,    0.00,    0.80,   14.90,   16.20,   14.98,   16.51,   16.50
 205,268,   1,  769.69,    0.00,    0.80,   15.90,   17.40,   15.86,   16.49,   16.50
 206,269,   1,  769.69,    0.00,    0.80,   12.80,   16.35,   15.98,   16.52,   16.43
 207,270,   1,  769.69,    0.00,    0.80,   13.20,   15.00,   16.06,   16.35,   16.28
 208,271,   1,  769.69,    0.00,    0.80,   17.80,   17.50,   16.92,   16.22,   16.28
 209,272,   1,  769.69,    0.00,    0.80,   14.10,   17.95,   16.76,   16.34,   16.30
 210,273,   1,  769.69,    0.00,    0.80,   13.10,   15.60,   16.20,   16.26,   16.22
 211,274,   1,  769.69,    0.00,    0.80,   13.90,   15.50,   16.42,   16.18,   16.15
 212,275,   1,  769.69,    0.00,    0.80,   13.60,   15.75,   16.50,   16.12,   16.08
 213,276,   1,  769.69,    0.00,    0.80,   14.70,   16.15,   15.88,   16.04,   16.02
 214,277,   1,  837.60,    0.00,    0.87,   15.30,   17.00,   16.12,   16.00,   15.99
 215,278,   1,  905.52,    0.00,    0.94,   14.70,   17.00,   16.44,   15.99,   15.98
 216,279,   1,  973.43,    0.00,    1.01,   13.20,   15.95,   16.30,   15.97,   15.93
 217,280,   1, 1041.35,    0.00,    1.08,   11.90,   14.55,   15.96,   15.90,   15.83
 218,281,   1, 1109.26,    0.00,    1.15,   12.80,   14.35,   15.58,   15.77,   15.73
 219,282,   1, 1177.17,    0.00,    1.22,   12.20,   14.50,   14.96,   15.70,   15.64
 220,283,   1, 1245.09,    0.00,    1.29,   11.60,   13.90,   14.34,   15.59,   15.53
 221,284,   1, 1313.00,    0.00,    1.36,   10.00,   12.80,   13.70,   15.49,   15.41
 222,285,   1, 1380.91,    0.00,    1.44,    9.10,   11.55,   13.14,   15.34,   15.25
 223,286,   1, 1448.83,    0.00,    1.51,    7.30,   10.20,   12.04,   15.17,   15.06
 224,287,   1, 1516.74,    0.00,    1.58,    8.40,    9.85,   11.28,   14.96,   14.87
 225,288,   1, 1584.66,    0.00,    1.65,    8.30,   10.35,   10.62,   14.80,   14.71
 226,289,   1, 1652.57,    0.00,    1.72,    7.30,    9.80,   10.08,   14.63,   14.54
 227,290,   1, 1720.48,    0.00,    1.79,    7.20,    9.25,    9.70,   14.46,   14.36
 228,291,   1, 1788.40,    0.00,    1.86,    7.90,    9.55,    9.82,   14.28,   14.21
 229,292,   1, 1856.31,    0.00,    1.93,    9.10,   10.50,    9.96,   14.14,   14.08
 230,293,   1, 1924.22,    0.00,    2.00,    8.40,   10.75,    9.98,   14.03,   13.96
 231,294,   1, 1992.14,    0.00,    2.07,    9.70,   11.05,   10.46,   13.91,   13.86
 232,295,   1, 2060.05,    0.00,    2.14,   12.10,   12.90,   11.44,   13.81,   13.79
 233,296,   1, 2127.97,    0.00,    2.21,   13.90,   15.00,   12.64,   13.77,   13.77
 234,297,   1, 2195.88,    0.00,    2.28,   11.40,   14.65,   13.10,   13.77,   13.76
 235,298,   1, 2263.80,    0.00,    2.35,   11.90,   13.65,   13.80,   13.74,   13.73
 236,299,   1, 2331.71,    0.00,    2.42,   12.20,   14.05,   14.30,   13.72,   13.71
 237,300,   1, 2399.63,    0.00,    2.49,   10.70,   13.45,   14.02,   13.70,   13.67
 238,301,   1, 2467.54,    0.00,    2.56,    9.60,   12.15,   13.16,   13.65,   13.61
 239,302,   1, 2535.45,    0.00,    2.64,   10.50,   12.05,   12.98,   13.58,   13.56
 240,303,   1, 2603.37,    0.00,    2.71,    9.60,   12.05,   12.52,   13.54,   13.50
 241,304,   1, 2671.28,    0.00,    2.78,    9.90,   11.75,   12.06,   13.47,   13.44
 242,305,   1, 2739.20,    0.00,    2.85,   11.90,   12.90,   12.30,   13.41,   13.40
 243,306,   1, 2807.11,    0.00,    2.92,   12.10,   14.00,   12.80,   13.39,   13.38
 244,307,   1, 2875.02,    0.00,    2.99,   14.80,   15.45,   13.66,   13.38,   13.39
 245,308,   1, 2942.94,    0.00,    3.06,   10.40,   14.60,   13.82,   13.40,   13.38
 246,309,   1, 3010.85,    0.00,    3.13,    9.20,   11.80,   13.68,   13.36,   13.34
 247,310,   1, 3078.76,    0.00,    3.20,   10.00,   11.60,   13.30,   13.31,   13.29
 248,311,   1, 3082.32,    0.00,    3.20,   10.20,   12.10,   12.92,   13.27,   13.25
 249,312,   1, 3085.89,    0.00,    3.21,    8.90,   11.55,   11.74,   13.23,   13.19
 250,313,   1, 3089.45,    0.00,    3.21,    6.20,    9.55,   10.90,   13.17,   13.11
 251,314,   1, 3093.01,    0.00,    3.21,    7.70,    8.95,   10.60,   13.07,   13.03
 252,315,   1, 3096.58,    0.00,    3.22,    6.80,    9.25,    9.96,   12.99,   12.94
 253,316,   1, 3100.14,    0.00,    3.22,    5.80,    8.30,    9.08,   12.89,   12.83
 254,317,   1, 3103.70,    0.00,    3.23,    7.10,    8.45,    8.72,   12.78,   12.73
 255,318,   1, 3107.27,    0.00,    3.23,    8.30,    9.70,    9.14,   12.69,   12.65
 256,319,   1, 3110.83,    0.00,    3.23,    9.50,   10.90,    9.50,   12.62,   12.60
 257,320,   1, 3114.39,    0.00,    3.24,   11.10,   12.30,   10.36,   12.57,   12.56
 258,321,   1, 3117.96,    0.00,    3.24,   10.00,   12.55,   11.20,   12.55,   12.53
 259,322,   1, 3121.52,    0.00,    3.24,   10.30,   12.15,   11.84,   12.51,   12.49
 260,323,   1, 3125.08,    0.00,    3.25,   10.90,   12.60,   12.36,   12.48,   12.47
 261,324,   1, 3128.65,    0.00,    3.25,    7.80,   11.35,   12.02,   12.46,   12.42
 262,325,   1, 3132.21,    0.00,    3.26,    4.40,    8.10,   10.68,   12.39,   12.34
 263,326,   1, 3135.77,    0.00,    3.26,    7.20,    7.80,   10.12,   12.28,   12.24
 264,327,   1, 3139.34,    0.00,    3.26,    8.50,    9.85,    9.76,   12.21,   12.18
 265,328,   1, 3142.90,    0.00,    3.27,    7.30,    9.90,    9.04,   12.15,   12.12
 266,329,   1, 3146.46,    0.00,    3.27,    7.80,    9.55,    9.04,   12.08,   12.05
 267,330,   1, 3150.03,    0.00,    3.27,    6.20,    9.00,    9.40,   12.01,   11.97
 268,331,   1, 3153.59,    0.00,    3.28,    6.90,    8.55,    9.34,   11.93,   11.89
 269,332,   1, 3157.15,    0.00,    3.28,    3.00,    6.95,    8.24,   11.85,   11.79
 270,333,   1, 3160.72,    0.00,    3.29,    0.00,    3.50,    6.78,   11.73,   11.64
 271,334,   1, 3164.28,    0.00,    3.29,    0.60,    2.30,    5.34,   11.55,   11.46
 272,335,   1, 3167.84,    0.00,    3.29,    1.50,    3.05,    4.40,   11.38,   11.30
 273,336,   1, 3171.41,    0.00,    3.30,    3.90,    4.70,    3.80,   11.23,   11.16
 274,337,   1, 3174.97,    0.00,    3.30,    3.20,    5.55,    3.84,   11.11,   11.04
 275,338,   1, 3235.11,    0.00,    3.36,    1.10,    4.15,    4.06,   10.98,   10.89
 276,339,   1, 3295.24,    0.00,    3.43,    2.00,    3.55,    4.34,   10.82,   10.75
 277,340,   1, 3355.37,    0.00,    3.49,    4.10,    5.05,    4.86,   10.69,   10.63
 278,341,   1, 3415.50,    0.00,    3.55,    5.50,    6.80,    5.18,   10.59,   10.54
 279,342,   1, 3475.64,    0.00,    3.61,    6.60,    8.05,    5.86,   10.51,   10.47
 280,343,   1, 3535.77,    0.00,    3.68,    4.70,    7.65,    6.58,   10.44,   10.40
 281,344,   1, 3595.90,    0.00,    3.74,    3.40,    6.05,    6.86,   10.36,   10.31
 282,345,   1, 3656.03,    0.00,    3.80,    2.80,    5.10,    6.60,   10.27,   10.21
