Day of sim.,Day of year,Year,Radiation,Generation,Air,Floor,Lower wall,Upper wall,Feed,Total,Total step,          Total step adjusted,Steady state temp,Steady state used
  48,111,   1,  -4957.282,      0.000,    465.661,   -503.223,      0.000,    117.010,             0.,         -4917.,     -17700414.,     -17700414.,10.74,    F
  49,112,   1,  -4938.716,      0.000,  -1173.038,   -547.433,      0.000,   -291.920,             0.,         -7007.,     -25225406.,     -25225406.,11.59,    F
  50,113,   1,  -5105.815,      0.000,  -2445.302,   -825.726,      0.000,   -602.621,             0.,         -9052.,     -32588422.,     -32588422.,12.43,    F
  51,114,   1,  -5105.815,      0.000,  -3695.388,  -1144.273,      0.000,   -901.757,             0.,        -10936.,     -39369604.,     -39369604.,13.22,    F
  52,115,   1,  -4585.950,      0.000,  -1208.654,  -1306.013,      0.000,   -292.016,             0.,         -7454.,     -26833106.,     -26833106.,11.95,    F
  53,116,   1,  -4604.517,      0.000,   -278.079,  -1351.010,      0.000,    -66.513,             0.,         -6353.,     -22869186.,     -22869186.,11.57,    F
  54,117,   1,  -2376.525,      0.000,   2981.211,  -1147.266,      0.000,    705.856,             0.,           165.,        592720.,        592720., 9.08,    F
  55,118,   1,  -3082.056,      0.000,   -903.457,  -1066.535,      0.000,   -211.726,             0.,         -5308.,     -19110064.,     -19110064.,11.21,    F
  56,119,   1,  -4344.584,      0.000,   -829.307,   -907.843,      0.000,   -192.343,             0.,         -6328.,     -22779642.,     -22779642.,11.65,    F
  57,120,   1,  -1180.836,      0.000,   3602.459,   -665.383,      0.000,    826.816,             0.,          2605.,       9379161.,       9379161., 8.20,    F
  58,121,   1,  -1115.853,      0.000,   1879.000,   -556.759,      0.000,    426.714,             0.,           639.,       2298995.,       2298995., 8.95,    F
  59,122,   1,  -2933.523,      0.000,    541.677,   -686.154,      0.000,    121.703,             0.,         -2982.,     -10736085.,     -10736085.,10.37,    F
  60,123,   1,  -3026.356,      0.000,    577.986,   -602.391,      0.000,    128.463,             0.,         -2948.,     -10613485.,     -10613485.,10.38,    F
  61,124,   1,  -4158.918,      0.000,   -217.905,   -558.068,      0.000,    -47.905,             0.,         -5027.,     -18098494.,     -18098494.,11.22,    F
  62,125,   1,  -5198.648,      0.000,   1885.670,   -647.427,      0.000,    409.991,             0.,         -3582.,     -12896891.,     -12896891.,10.69,    F
  63,126,   1,  -4270.318,      0.000,   2257.076,   -630.511,      0.000,    485.286,             0.,         -2178.,      -7841320.,      -7841320.,10.16,    F
  64,127,   1,  -5272.915,      0.000,   1620.623,   -570.942,      0.000,    344.526,             0.,         -3914.,     -14091875.,     -14091875.,10.87,    F
  65,128,   1,  -4994.416,      0.000,  -2384.472,   -716.859,      0.000,   -501.146,             0.,         -8677.,     -31236520.,     -31236520.,12.80,    F
  66,129,   1,  -5198.648,      0.000,  -2605.753,   -831.999,      0.000,   -541.352,             0.,         -9264.,     -33350152.,     -33350152.,13.10,    F
  67,130,   1,  -5012.982,      0.000,  -5521.196,  -1211.190,      0.000,  -1133.693,             0.,        -13001.,     -46804416.,     -46804416.,14.67,    F
  68,131,   1,  -4144.103,      0.000,  -5186.098,  -1601.668,      0.000,  -1052.345,             0.,        -12099.,     -43556620.,     -43556620.,14.42,    F
  69,132,   1,  -5737.080,      0.000,   4448.204,  -1472.982,      0.000,    891.859,             0.,         -1888.,      -6797196.,      -6797196.,10.44,    F
  70,133,   1,  -3694.754,      0.000,   6297.928,  -1038.998,      0.000,   1247.498,             0.,          2839.,      10221086.,      10221086., 8.56,    F
  71,134,   1,  -4400.284,      0.000,   5081.995,   -645.593,      0.000,    994.357,             0.,          1041.,       3746407.,       3746407., 9.25,    F
  72,135,   1,  -5978.445,      0.000,   4744.143,    -98.664,      0.000,    916.780,             0.,          -420.,      -1513251.,      -1513251., 9.83,    F
  73,136,   1,  -3360.555,      0.000,   1504.366,    266.898,      0.000,    287.073,             0.,         -1315.,      -4735382.,      -4735382.,10.20,    F
  74,137,   1,  -3731.887,      0.000,   -997.713,    -10.091,      0.000,   -187.978,             0.,         -4978.,     -17920986.,     -17920986.,11.69,    F
  75,138,   1,  -3382.872,      0.000,  -1936.391,   -438.857,      0.000,   -360.151,             0.,         -6182.,     -22253534.,     -22253534.,12.22,    F
  76,139,   1,  -1416.632,      0.000,  -2037.024,   -817.361,      0.000,   -373.942,             0.,         -4694.,     -16896774.,     -16896774.,11.68,    F
  77,140,   1,  -4753.050,      0.000,  -3767.298,  -1256.126,      0.000,   -682.464,             0.,        -10570.,     -38050676.,     -38050676.,14.11,    F
  78,141,   1,  -5755.646,      0.000,  -1400.733,  -1404.033,      0.000,   -250.362,             0.,         -8905.,     -32058490.,     -32058490.,13.53,    F
  79,142,   1,  -4883.016,      0.000,  -4307.438,  -1568.195,      0.000,   -754.801,             0.,        -11639.,     -41900180.,     -41900180.,14.74,    F
  80,143,   1,  -3527.654,      0.000,  -5659.149,  -1756.949,      0.000,   -971.831,             0.,        -12048.,     -43372080.,     -43372080.,15.02,    F
  81,144,   1,  -3713.320,      0.000,  -4956.729,  -1909.692,      0.000,   -833.835,             0.,        -11543.,     -41553248.,     -41553248.,14.94,    F
  82,145,   1,  -2487.925,      0.000,  -2096.351,  -1831.993,      0.000,   -345.307,             0.,         -6839.,     -24621986.,     -24621986.,13.13,    F
  83,146,   1,  -3583.354,      0.000,  -2804.912,  -1912.071,      0.000,   -452.190,             0.,         -8855.,     -31878990.,     -31878990.,14.03,    F
  84,147,   1,  -6034.145,      0.000,  -4800.367,  -1923.015,      0.000,   -757.060,             0.,        -13676.,     -49235008.,     -49235008.,16.12,    F
  85,148,   1,  -4270.318,      0.000,  -2409.735,  -1750.046,      0.000,   -371.591,             0.,         -8909.,     -32073184.,     -32073184.,14.30,    F
  86,149,   1,  -6071.278,      0.000,  -2894.603,  -1631.114,      0.000,   -436.216,             0.,        -11171.,     -40214952.,     -40214952.,15.34,    F
  87,150,   1,  -6164.111,      0.000,  -2857.137,  -1667.246,      0.000,   -420.556,             0.,        -11251.,     -40502096.,     -40502096.,15.51,    F
  88,151,   1,  -3917.553,      0.000,  -4533.836,  -1758.688,      0.000,   -651.468,             0.,        -11003.,     -39610712.,     -39610712.,15.54,    F
  89,152,   1,  -5959.879,      0.000,  -6969.936,  -1851.448,      0.000,   -977.085,             0.,        -15968.,     -57485492.,     -57485492.,17.75,    F
  90,153,   1,  -6201.245,      0.000,  -7990.089,  -2126.495,      0.000,  -1092.094,             0.,        -17647.,     -63529804.,     -63529804.,18.66,    F
  91,154,   1,  -6089.845,      0.000,  -9811.579,  -2469.647,      0.000,  -1306.671,             0.,        -19952.,     -71828376.,     -71828376.,19.86,    F
  92,155,   1,  -6034.145,      0.000,  -5209.708,  -2597.423,      0.000,   -675.552,             0.,        -14724.,     -53007856.,     -53007856.,17.91,    F
  93,156,   1,  -2896.390,      0.000,  -1448.155,  -2470.935,      0.000,   -182.710,             0.,         -7101.,     -25562888.,     -25562888.,14.88,    F
  94,157,   1,  -4864.449,      0.000,   -923.512,  -2172.291,      0.000,   -113.280,             0.,         -8195.,     -29502094.,     -29502094.,15.44,    F
  95,158,   1,  -4418.851,      0.000,   1748.894,  -1682.940,      0.000,    208.394,             0.,         -4209.,     -15150832.,     -15150832.,13.86,    F
  96,159,   1,  -5087.249,      0.000,  -2327.571,  -1274.809,      0.000,   -269.191,             0.,         -9101.,     -32764214.,     -32764214.,16.01,    F
  97,160,   1,  -5012.982,      0.000,  -2117.356,  -1097.925,      0.000,   -237.458,             0.,         -8604.,     -30974888.,     -30974888.,15.94,    F
  98,161,   1,  -6015.579,      0.000,  -1715.708,  -1100.595,      0.000,   -186.401,             0.,         -9170.,     -33012558.,     -33012558.,16.32,    F
  99,162,   1,  -4567.384,      0.000,  -4184.495,  -1257.649,      0.000,   -439.955,             0.,        -10631.,     -38271332.,     -38271332.,17.09,    F
 100,163,   1,  -2413.658,      0.000,  -7449.498,  -1731.085,      0.000,   -757.127,             0.,        -12573.,     -45261916.,     -45261916.,18.11,    F
 101,164,   1,  -1396.208,      0.000,  -5467.456,  -1899.445,      0.000,   -536.521,             0.,         -9472.,     -34098856.,     -34098856.,16.98,    F
 102,165,   1,  -3063.489,      0.000,  -8640.920,  -2218.748,      0.000,   -817.650,             0.,        -15023.,     -54084228.,     -54084228.,19.56,    F
 103,166,   1,  -6424.044,      0.000,  -6607.340,  -2447.186,      0.000,   -602.065,             0.,        -16400.,     -59040348.,     -59040348.,20.44,    F
 104,167,   1,  -6386.911,      0.000,  -5448.436,  -2495.347,      0.000,   -477.370,             0.,        -15113.,     -54408196.,     -54408196.,20.19,    F
 105,168,   1,  -5703.697,      0.000,  -6323.520,  -2416.896,      0.000,   -531.880,             0.,        -15297.,     -55069200.,     -55069200.,20.56,    F
 106,169,   1,  -3861.853,      0.000,  -7038.503,  -2498.706,      0.000,   -567.351,             0.,        -14278.,     -51401468.,     -51401468.,20.43,    F
 107,170,   1,  -5662.813,      0.000,  -5999.946,  -2348.149,      0.000,   -462.609,             0.,        -14811.,     -53318348.,     -53318348.,20.97,    F
 108,171,   1,  -1160.413,      0.000,  -3323.918,  -2218.442,      0.000,   -244.632,             0.,         -7117.,     -25619854.,     -25619854.,17.88,    F
 109,172,   1,  -1245.819,      0.000,  -2400.063,  -2098.811,      0.000,   -168.227,             0.,         -6064.,     -21829954.,     -21829954.,17.57,    F
 110,173,   1,  -5421.447,      0.000,  -3157.362,  -1914.631,      0.000,   -210.243,             0.,        -10991.,     -39566988.,     -39566988.,19.93,    F
 111,174,   1,  -5495.714,      0.000,  -1399.453,  -1607.114,      0.000,    -88.282,             0.,         -8833.,     -31800386.,     -31800386.,19.24,    F
 112,175,   1,  -6312.644,      0.000,   -989.744,  -1320.964,      0.000,    -58.968,             0.,         -8942.,     -32190634.,     -32190634.,19.53,    F
 113,176,   1,  -5737.080,      0.000,  -4711.556,  -1353.518,      0.000,   -280.709,             0.,        -12444.,     -44798500.,     -44798500.,21.35,    F
 114,177,   1,  -6201.245,      0.000,  -7245.814,  -1555.963,      0.000,   -431.698,             0.,        -15896.,     -57225844.,     -57225844.,23.25,    F
 115,178,   1,  -5904.179,      0.000,  -8188.606,  -1773.166,      0.000,   -487.868,             0.,        -16843.,     -60633532.,     -60633532.,24.10,    F
 116,179,   1,  -4511.684,      0.000,  -7007.209,  -2064.924,      0.000,   -417.482,             0.,        -14420.,     -51911292.,     -51911292.,23.46,    F
 117,180,   1,  -2822.123,      0.000,  -1372.172,  -2163.803,      0.000,    -81.752,             0.,         -6632.,     -23876450.,     -23876450.,20.33,    F
 118,181,   1,  -5889.363,      0.000,    840.871,  -1927.756,      0.000,     50.098,             0.,         -7133.,     -25679440.,     -25679440.,20.73,    F
 119,182,   1,  -2914.956,      0.000,   3784.888,  -1439.148,      0.000,    225.499,             0.,          -354.,      -1274369.,      -1274369.,17.86,    F
 120,183,   1,  -3824.720,      0.000,   2181.584,   -928.263,      0.000,    129.976,             0.,         -2514.,      -9051813.,      -9051813.,18.84,    F
 121,184,   1,  -4103.219,      0.000,   2609.662,   -433.735,      0.000,    155.481,             0.,         -1825.,      -6569186.,      -6569186.,18.60,    F
 122,185,   1,  -3026.356,      0.000,   5737.479,   -108.244,      0.000,    341.833,             0.,          3033.,      10917822.,      10917822.,16.45,    F
 123,186,   1,   -815.074,      0.000,   3867.280,     16.295,      0.000,    230.408,             0.,          3398.,      12231059.,      12231059.,16.21,    F
 124,187,   1,  -3063.489,      0.000,   1366.392,    -93.933,      0.000,     81.408,             0.,         -1761.,      -6338610.,      -6338610.,18.45,    F
 125,188,   1,  -4418.851,      0.000,   6074.808,    102.910,      0.000,    361.930,             0.,          2184.,       7863086.,       7863086.,16.71,    F
 126,189,   1,  -3527.654,      0.000,   7892.954,    352.694,      0.000,    470.254,             0.,          5343.,      19235994.,      19235994.,15.23,    F
 127,190,   1,  -4288.885,      0.000,   7361.499,    422.080,      0.000,    438.590,             0.,          4051.,      14583056.,      14583056.,15.67,    F
 128,191,   1,  -3991.819,      0.000,   7490.784,    595.636,      0.000,    446.293,             0.,          4677.,      16835824.,      16835824.,15.28,    F
 129,192,   1,  -1674.707,      0.000,  10112.590,   1006.618,      0.000,    602.497,             0.,         10347.,      37250308.,      37250308.,12.59,    F
 130,193,   1,  -4567.384,      0.000,   5203.755,    996.152,      0.000,    310.034,             0.,          2001.,       7202224.,       7202224.,16.08,    F
 131,194,   1,  -2974.406,      0.000,   5379.440,    877.080,      0.000,    320.501,             0.,          3710.,      13357067.,      13357067.,15.26,    F
 132,195,   1,  -4660.217,      0.000,   3660.203,    727.936,      0.000,    218.071,             0.,           -56.,       -200244.,       -200244.,16.86,    F
 133,196,   1,  -2784.990,      0.000,   2283.019,    486.081,      0.000,    136.020,             0.,           124.,        445389.,        445389.,16.78,    F
 134,197,   1,  -4381.718,      0.000,   3016.659,    129.083,      0.000,    179.729,             0.,         -1088.,      -3916144.,      -3916144.,17.32,    F
 135,198,   1,  -5551.414,      0.000,   1975.492,     -3.683,      0.000,    117.698,             0.,         -3565.,     -12835387.,     -12835387.,18.47,    F
 136,199,   1,  -5848.479,      0.000,   -298.567,   -256.183,      0.000,    -17.788,             0.,         -6613.,     -23806586.,     -23806586.,19.94,    F
 137,200,   1,  -5495.714,      0.000,  -1813.208,   -498.110,      0.000,   -108.029,             0.,         -8152.,     -29345942.,     -29345942.,20.82,    F
 138,201,   1,  -4010.386,      0.000,  -5431.442,   -854.111,      0.000,   -323.599,             0.,        -10937.,     -39373072.,     -39373072.,22.29,    F
 139,202,   1,  -4957.282,      0.000,   2290.902,   -926.529,      0.000,    136.489,             0.,         -3560.,     -12815043.,     -12815043.,19.25,    F
 140,203,   1,  -4288.885,      0.000,   4705.148,   -848.907,      0.000,    280.328,             0.,          -157.,       -564731.,       -564731.,17.81,    F
 141,204,   1,  -5031.549,      0.000,   4897.940,   -621.242,      0.000,    291.814,             0.,          -477.,      -1716754.,      -1716754.,17.96,    F
 142,205,   1,  -4455.984,      0.000,   4880.102,   -302.419,      0.000,    290.751,             0.,           425.,       1529202.,       1529202.,17.56,    F
 143,206,   1,  -3044.923,      0.000,   1838.454,     88.822,      0.000,    109.533,             0.,         -1038.,      -3737708.,      -3737708.,18.21,    F
 144,207,   1,  -4437.417,      0.000,   1617.655,     75.524,      0.000,     96.378,             0.,         -2727.,      -9817279.,      -9817279.,19.01,    F
 145,208,   1,  -2525.058,      0.000,     28.403,   -158.780,      0.000,      1.692,             0.,         -2733.,      -9839018.,      -9839018.,19.08,    F
 146,209,   1,  -3082.056,      0.000,   1488.972,   -338.283,      0.000,     88.711,             0.,         -1898.,      -6831832.,      -6831832.,18.78,    F
 147,210,   1,  -4734.483,      0.000,     17.603,   -568.545,      0.000,      1.049,             0.,         -5442.,     -19592358.,     -19592358.,20.43,    F
 148,211,   1,  -3100.622,      0.000,   4761.501,   -454.602,      0.000,    283.685,             0.,          1534.,       5524188.,       5524188.,17.42,    F
 149,212,   1,  -3007.789,      0.000,   4031.491,   -355.530,      0.000,    240.192,             0.,           936.,       3367854.,       3367854.,17.65,    F
 150,213,   1,  -4920.149,      0.000,   3410.914,   -171.473,      0.000,    203.219,             0.,         -1522.,      -5477960.,      -5477960.,18.74,    F
 151,214,   1,  -4864.449,      0.000,   -122.194,   -217.877,      0.000,     -7.280,             0.,         -5368.,     -19323296.,     -19323296.,20.52,    F
 152,215,   1,  -3471.954,      0.000,  -1091.590,   -238.826,      0.000,    -65.036,             0.,         -5013.,     -18046442.,     -18046442.,20.50,    F
 153,216,   1,  -4864.449,      0.000,   3609.087,   -312.224,      0.000,    215.025,             0.,         -1393.,      -5014788.,      -5014788.,19.00,    F
 154,217,   1,  -4288.885,      0.000,   5116.911,   -294.053,      0.000,    304.860,             0.,           864.,       3110053.,       3110053.,18.02,    F
 155,218,   1,  -2974.406,      0.000,    121.311,   -466.611,      0.000,      7.228,             0.,         -3411.,     -12281385.,     -12281385.,19.92,    F
 156,219,   1,  -4827.316,      0.000,  -5856.714,   -682.124,      0.000,   -348.937,             0.,        -12065.,     -43434924.,     -43434924.,23.92,    F
 157,220,   1,  -5128.132,      0.000,  -6451.558,   -879.489,      0.000,   -384.377,             0.,        -13227.,     -47618828.,     -47618828.,24.77,    F
 158,221,   1,  -4957.282,      0.000,  -6022.947,  -1337.221,      0.000,   -358.841,             0.,        -13055.,     -46998708.,     -46998708.,25.05,    F
 159,222,   1,  -3193.455,      0.000,  -5339.447,  -1892.671,      0.000,   -318.118,             0.,        -11065.,     -39833376.,     -39833376.,24.50,    F
 160,223,   1,  -4734.483,      0.000,  -5919.384,  -2206.223,      0.000,   -352.670,             0.,        -13608.,     -48987716.,     -48987716.,25.94,    F
 161,224,   1,  -4827.316,      0.000,   -584.476,  -1969.923,      0.000,    -34.822,             0.,         -7638.,     -27497610.,     -27497610.,23.61,    F
 162,225,   1,  -4790.183,      0.000,   1205.905,  -1616.665,      0.000,     71.847,             0.,         -5282.,     -19016674.,     -19016674.,22.75,    F
 163,226,   1,  -4938.716,      0.000,   1755.071,  -1246.683,      0.000,    104.565,             0.,         -4455.,     -16038232.,     -16038232.,22.52,    F
 164,227,   1,  -4827.316,      0.000,   2583.470,   -866.142,      0.000,    153.920,             0.,         -3044.,     -10959930.,     -10959930.,22.00,    F
 165,228,   1,  -4511.684,      0.000,  -1561.467,   -615.171,      0.000,    -93.031,             0.,         -6984.,     -25142582.,     -25142582.,23.86,    F
 166,229,   1,  -4719.667,      0.000,  -2715.345,   -695.106,      0.000,   -161.777,             0.,         -8540.,     -30743094.,     -30743094.,24.75,    F
 167,230,   1,  -4697.350,      0.000,  -2008.211,   -846.580,      0.000,   -119.647,             0.,         -7901.,     -28443962.,     -28443962.,24.69,    F
 168,231,   1,  -2933.523,      0.000,   1862.769,   -884.768,      0.000,    110.982,             0.,         -1900.,      -6838832.,      -6838832.,22.20,    F
 169,232,   1,  -4381.718,      0.000,   2827.953,   -911.187,      0.000,    168.486,             0.,         -2365.,      -8514381.,      -8514381.,22.46,    F
 170,233,   1,  -1095.429,      0.000,   3108.409,   -724.611,      0.000,    185.196,             0.,          1518.,       5463394.,       5463394.,20.77,    F
 171,234,   1,  -1567.021,      0.000,   2397.360,   -481.729,      0.000,    142.832,             0.,           506.,       1822080.,       1822080.,21.18,    F
 172,235,   1,  -3490.521,      0.000,   1794.676,   -265.108,      0.000,    106.925,             0.,         -1909.,      -6874010.,      -6874010.,22.26,    F
 173,236,   1,  -3453.388,      0.000,   5795.512,    -83.353,      0.000,    345.290,             0.,          2682.,       9654828.,       9654828.,20.24,    F
 174,237,   1,  -2079.459,      0.000,   9532.663,    202.996,      0.000,    567.946,             0.,          8470.,      30491872.,      30491872.,17.55,    F
 175,238,   1,  -3713.320,      0.000,  10526.248,    544.853,      0.000,    627.142,             0.,          8224.,      29604946.,      29604946.,17.44,    F
 176,239,   1,  -1949.493,      0.000,   6317.851,    741.729,      0.000,    376.411,             0.,          5650.,      20341766.,      20341766.,18.38,    F
 177,240,   1,  -1373.928,      0.000,   9791.322,   1132.672,      0.000,    583.356,             0.,         10436.,      37570744.,      37570744.,16.06,    F
 178,241,   1,  -1804.674,      0.000,   9508.239,   1315.255,      0.000,    566.491,             0.,          9872.,      35538544.,      35538544.,16.04,    F
 179,242,   1,  -3063.489,      0.000,   8151.044,   1254.476,      0.000,    485.630,             0.,          7032.,      25314274.,      25314274.,17.06,    F
 180,243,   1,  -3119.189,      0.000,   7687.452,   1120.237,      0.000,    458.010,             0.,          6330.,      22788832.,      22788832.,17.19,    F
 181,244,   1,  -4066.086,      0.000,   7936.913,   1233.730,      0.000,    472.873,             0.,          5744.,      20678912.,      20678912.,17.28,    F
 182,245,   1,  -3977.003,      0.000,   8828.551,   1187.481,      0.000,    525.995,             0.,          6761.,      24340514.,      24340514.,16.67,    F
 183,246,   1,  -3360.555,      0.000,   7364.904,   1079.509,      0.000,    438.793,             0.,          5688.,      20475814.,      20475814.,16.97,    F
 184,247,   1,  -2692.157,      0.000,   8068.898,   1065.889,      0.000,    480.736,             0.,          7130.,      25669104.,      25669104.,16.17,    F
 185,248,   1,  -2469.358,      0.000,   3664.267,    886.224,      0.000,    218.313,             0.,          2368.,       8525436.,       8525436.,18.13,    F
 186,249,   1,  -2636.457,      0.000,   6352.509,    806.554,      0.000,    378.476,             0.,          5048.,      18171280.,      18171280.,16.85,    F
 187,250,   1,  -2952.090,      0.000,   8763.754,    781.653,      0.000,    522.135,             0.,          7328.,      26381310.,      26381310.,15.69,    F
 188,251,   1,  -3156.322,      0.000,   7632.940,    791.156,      0.000,    454.762,             0.,          5894.,      21216910.,      21216910.,16.14,    F
