Day of sim.,Day of year,Year,Slurry mass,Frozen mass,Slurry depth,Air T,Wall T,Floor T,In T,Slurry T
 283,346,   1, 2903.27,    0.00,    4.71,    1.40,    4.10,    5.78,   11.06,   11.00
 284,347,   1, 2912.51,    0.00,    4.73,    3.10,    4.25,    5.08,   10.94,   10.89
 285,348,   1, 2921.74,    0.00,    4.74,    3.10,    5.10,    4.76,   10.84,   10.79
 286,349,   1, 2930.98,    0.00,    4.76,    4.70,    5.90,    5.02,   10.75,   10.71
 287,350,   1, 2940.21,    0.00,    4.77,    6.70,    7.70,    5.80,   10.67,   10.64
 288,351,   1, 2949.45,    0.00,    4.79,    6.60,    8.65,    6.84,   10.61,   10.59
 289,352,   1, 2958.69,    0.00,    4.80,    6.70,    8.65,    7.56,   10.56,   10.54
 290,353,   1, 2967.92,    0.00,    4.82,    6.70,    8.70,    8.28,   10.52,   10.49
 291,354,   1, 2977.16,    0.00,    4.83,    4.90,    7.80,    8.32,   10.47,   10.44
 292,355,   1, 2986.40,    0.00,    4.85,    6.20,    7.55,    8.22,   10.41,   10.38
 293,356,   1, 2995.63,    0.00,    4.86,    6.00,    8.10,    8.10,   10.36,   10.33
 294,357,   1, 3004.87,    0.00,    4.88,    6.40,    8.20,    8.04,   10.30,   10.28
 295,358,   1, 3014.10,    0.00,    4.89,    3.40,    6.90,    7.38,   10.26,   10.22
 296,359,   1, 3023.34,    0.00,    4.91,    2.90,    5.15,    6.98,   10.18,   10.14
 297,360,   1, 3032.58,    0.00,    4.92,    1.40,    4.15,    6.02,   10.09,   10.04
 298,361,   1, 3041.81,    0.00,    4.94,    2.80,    4.10,    5.38,   10.00,    9.95
 299,362,   1, 3051.05,    0.00,    4.95,    3.00,    4.90,    4.70,    9.91,    9.86
 300,363,   1, 3060.28,    0.00,    4.97,    2.50,    4.75,    4.52,    9.82,    9.78
 301,364,   1, 3069.52,    0.00,    4.98,    2.60,    4.55,    4.46,    9.74,    9.69
 302,365,   1, 3078.76,    0.00,    5.00,    3.90,    5.25,    4.96,    9.65,    9.61
 303,  1,   2, 3078.76,    0.00,    5.00,    3.50,    5.70,    5.10,    9.58,    9.54
 304,  2,   2, 3078.76,    0.00,    5.00,    1.70,    4.60,    4.84,    9.51,    9.46
 305,  3,   2, 3078.76,    0.00,    5.00,    5.10,    5.40,    5.36,    9.41,    9.39
 306,  4,   2, 3077.39,    0.00,    5.00,    4.40,    6.75,    5.72,    9.36,    9.33
 307,  5,   2, 3076.02,    0.00,    5.00,    2.90,    5.65,    5.52,    9.30,    9.26
 308,  6,   2, 3074.66,    0.00,    4.99,    5.50,    6.20,    5.92,    9.23,    9.20
 309,  7,   2, 3073.29,    0.00,    4.99,    5.40,    7.45,    6.66,    9.18,    9.16
 310,  8,   2, 3071.92,    0.00,    4.99,    6.80,    8.10,    7.00,    9.14,    9.12
 311,  9,   2, 3070.55,    0.00,    4.99,    5.80,    8.30,    7.28,    9.11,    9.09
 312, 10,   2, 3069.18,    0.00,    4.98,    5.80,    7.80,    7.86,    9.07,    9.05
 313, 11,   2, 3067.81,    0.00,    4.98,    4.60,    7.20,    7.68,    9.03,    9.01
 314, 12,   2, 3066.45,    0.00,    4.98,    5.60,    7.10,    7.72,    8.98,    8.96
 315, 13,   2, 3065.08,    0.00,    4.98,    5.30,    7.45,    7.42,    8.94,    8.92
 316, 14,   2, 3063.71,    0.00,    4.98,    6.60,    7.95,    7.58,    8.90,    8.89
 317, 15,   2, 3062.34,    0.00,    4.97,    8.90,    9.75,    8.20,    8.88,    8.88
 318, 16,   2, 3060.97,    0.00,    4.97,    6.10,    9.50,    8.50,    8.88,    8.86
 319, 17,   2, 3059.61,    0.00,    4.97,    6.10,    8.10,    8.60,    8.85,    8.83
 320, 18,   2, 3058.24,    0.00,    4.97,    5.60,    7.85,    8.66,    8.82,    8.80
 321, 19,   2, 3056.87,    0.00,    4.96,    3.30,    6.45,    8.00,    8.79,    8.76
 322, 20,   2, 3055.50,    0.00,    4.96,    4.90,    6.10,    7.20,    8.73,    8.71
 323, 21,   2, 3054.13,    0.00,    4.96,    6.40,    7.65,    7.26,    8.69,    8.67
 324, 22,   2, 3052.76,    0.00,    4.96,    4.60,    7.50,    6.96,    8.66,    8.64
 325, 23,   2, 3051.40,    0.00,    4.96,    4.20,    6.40,    6.68,    8.62,    8.59
 326, 24,   2, 3050.03,    0.00,    4.95,    5.70,    6.95,    7.16,    8.57,    8.55
 327, 25,   2, 3048.66,    0.00,    4.95,    5.60,    7.65,    7.30,    8.53,    8.52
 328, 26,   2, 3047.29,    0.00,    4.95,    3.70,    6.65,    6.76,    8.50,    8.47
 329, 27,   2, 3045.92,    0.00,    4.95,    4.80,    6.25,    6.80,    8.45,    8.43
 330, 28,   2, 3044.55,    0.00,    4.94,    5.20,    7.00,    7.00,    8.41,    8.39
 331, 29,   2, 3043.19,    0.00,    4.94,    4.50,    6.85,    6.76,    8.37,    8.35
 332, 30,   2, 3041.82,    0.00,    4.94,    6.10,    7.30,    6.86,    8.33,    8.31
 333, 31,   2, 3040.45,    0.00,    4.94,    7.50,    8.80,    7.62,    8.30,    8.30
 334, 32,   2, 3039.08,    0.00,    4.94,    8.10,    9.80,    8.28,    8.29,    8.29
 335, 33,   2, 3037.71,    0.00,    4.93,    4.90,    8.50,    8.22,    8.29,    8.28
 336, 34,   2, 3036.35,    0.00,    4.93,    4.60,    6.75,    8.24,    8.26,    8.24
 337, 35,   2, 3034.98,    0.00,    4.93,    3.70,    6.15,    7.76,    8.22,    8.20
 338, 36,   2, 3033.61,    0.00,    4.93,    3.10,    5.40,    6.88,    8.17,    8.15
 339, 37,   2, 3032.24,    0.00,    4.92,    6.10,    6.60,    6.48,    8.12,    8.11
 340, 38,   2, 3030.87,    0.00,    4.92,    4.90,    7.50,    6.48,    8.10,    8.08
 341, 39,   2, 3029.50,    0.00,    4.92,    4.70,    6.80,    6.50,    8.06,    8.04
 342, 40,   2, 3028.14,    0.00,    4.92,    6.90,    7.80,    7.14,    8.03,    8.02
 343, 41,   2, 3026.77,    0.00,    4.92,    5.80,    8.35,    7.68,    8.01,    8.00
 344, 42,   2, 3025.40,    0.00,    4.91,    3.70,    6.75,    7.20,    7.99,    7.97
 345, 43,   2, 3024.03,    0.00,    4.91,    3.80,    5.75,    6.98,    7.95,    7.92
 346, 44,   2, 3022.66,    0.00,    4.91,    3.50,    5.65,    6.74,    7.90,    7.88
 347, 45,   2, 3021.29,    0.00,    4.91,    4.00,    5.75,    6.16,    7.86,    7.84
 348, 46,   2, 3019.93,    0.00,    4.90,    5.80,    6.90,    6.16,    7.82,    7.80
 349, 47,   2, 3018.56,    0.00,    4.90,    8.50,    9.15,    7.12,    7.79,    7.80
 350, 48,   2, 3017.19,    0.00,    4.90,    6.80,    9.65,    7.72,    7.80,    7.80
 351, 49,   2, 2947.91,    0.00,    4.79,    5.50,    8.15,    8.12,    7.79,    7.78
 352, 50,   2, 2878.64,    0.00,    4.67,    4.90,    7.20,    8.30,    7.77,    7.76
 353, 51,   2, 2809.37,    0.00,    4.56,    4.80,    6.85,    8.10,    7.75,    7.73
 354, 52,   2, 2740.10,    0.00,    4.45,    5.60,    7.20,    7.52,    7.71,    7.70
 355, 53,   2, 2670.82,    0.00,    4.34,    6.30,    7.95,    7.42,    7.70,    7.69
 356, 54,   2, 2601.55,    0.00,    4.22,    4.60,    7.45,    7.24,    7.68,    7.66
 357, 55,   2, 2532.28,    0.00,    4.11,    4.30,    6.45,    7.12,    7.65,    7.63
 358, 56,   2, 2463.01,    0.00,    4.00,    4.60,    6.45,    7.08,    7.61,    7.59
 359, 57,   2, 2393.74,    0.00,    3.89,    2.00,    5.30,    6.36,    7.57,    7.54
 360, 58,   2, 2324.46,    0.00,    3.77,    0.80,    3.40,    5.26,    7.50,    7.46
 361, 59,   2, 2255.19,    0.00,    3.66,    3.90,    4.35,    5.12,    7.42,    7.40
 362, 60,   2, 2185.92,    0.00,    3.55,    4.90,    6.40,    5.24,    7.38,    7.36
 363, 61,   2, 2116.65,    0.00,    3.44,    5.00,    6.95,    5.32,    7.34,    7.32
 364, 62,   2, 2047.38,    0.00,    3.32,    4.80,    6.90,    5.88,    7.31,    7.29
 365, 63,   2, 1978.10,    0.00,    3.21,    4.40,    6.60,    6.60,    7.28,    7.26
 366, 64,   2, 1908.83,    0.00,    3.10,    3.90,    6.15,    6.60,    7.24,    7.22
 367, 65,   2, 1889.64,    0.00,    3.07,    2.90,    5.40,    6.20,    7.20,    7.17
 368, 66,   2, 1870.45,    0.00,    3.04,    4.40,    5.65,    6.08,    7.14,    7.12
 369, 67,   2, 1851.25,    0.00,    3.01,    3.80,    6.10,    5.88,    7.10,    7.08
 370, 68,   2, 1832.06,    0.00,    2.98,    6.50,    7.15,    6.30,    7.06,    7.06
 371, 69,   2, 1812.87,    0.00,    2.94,    6.60,    8.55,    6.84,    7.06,    7.06
 372, 70,   2, 1793.68,    0.00,    2.91,    6.00,    8.30,    7.46,    7.06,    7.05
 373, 71,   2, 1774.49,    0.00,    2.88,    7.00,    8.50,    7.98,    7.04,    7.05
 374, 72,   2, 1755.29,    0.00,    2.85,    6.10,    8.55,    8.44,    7.06,    7.07
 375, 73,   2, 1736.10,    0.00,    2.82,    4.30,    7.20,    8.00,    7.07,    7.05
 376, 74,   2, 1716.91,    0.00,    2.79,    2.40,    5.35,    7.16,    7.04,    7.01
 377, 75,   2, 1697.72,    0.00,    2.76,    6.40,    6.40,    7.24,    6.99,    6.98
 378, 76,   2, 1678.52,    0.00,    2.73,    7.60,    9.00,    7.36,    6.98,    7.00
 379, 77,   2, 1659.33,    0.00,    2.69,    6.90,    9.25,    7.52,    7.01,    7.01
 380, 78,   2, 1640.14,    0.00,    2.66,    7.50,    9.20,    8.16,    7.02,    7.03
 381, 79,   2, 1620.95,    0.00,    2.63,    6.20,    8.85,    8.92,    7.04,    7.05
 382, 80,   2, 1601.75,    0.00,    2.60,    4.80,    7.50,    8.60,    7.05,    7.05
 383, 81,   2, 1582.56,    0.00,    2.57,    2.80,    5.80,    7.64,    7.04,    7.02
 384, 82,   2, 1563.37,    0.00,    2.54,    1.50,    4.15,    6.56,    7.00,    6.96
 385, 83,   2, 1544.18,    0.00,    2.51,    1.60,    3.55,    5.38,    6.92,    6.88
 386, 84,   2, 1524.98,    0.00,    2.48,    3.30,    4.45,    4.80,    6.84,    6.82
 387, 85,   2, 1505.79,    0.00,    2.45,    4.00,    5.65,    4.64,    6.80,    6.79
 388, 86,   2, 1486.60,    0.00,    2.41,    3.90,    5.95,    4.86,    6.77,    6.76
 389, 87,   2, 1467.41,    0.00,    2.38,    5.40,    6.65,    5.64,    6.74,    6.74
 390, 88,   2, 1448.22,    0.00,    2.35,    4.10,    6.75,    6.14,    6.75,    6.73
 391, 89,   2, 1429.02,    0.00,    2.32,    1.90,    5.00,    5.86,    6.72,    6.69
 392, 90,   2, 1409.83,    0.00,    2.29,    3.50,    4.70,    5.76,    6.66,    6.64
 393, 91,   2, 1390.64,    0.00,    2.26,    2.60,    5.05,    5.50,    6.63,    6.60
 394, 92,   2, 1371.45,    0.00,    2.23,    6.00,    6.30,    5.62,    6.58,    6.58
 395, 93,   2, 1352.25,    0.00,    2.20,    6.40,    8.20,    6.08,    6.58,    6.59
 396, 94,   2, 1333.06,    0.00,    2.16,    4.90,    7.65,    6.68,    6.59,    6.59
 397, 95,   2, 1313.87,    0.00,    2.13,    4.60,    6.75,    6.90,    6.60,    6.59
 398, 96,   2, 1294.68,    0.00,    2.10,    7.90,    8.25,    7.96,    6.58,    6.62
 399, 97,   2, 1275.48,    0.00,    2.07,   11.10,   11.50,    8.98,    6.66,    6.73
 400, 98,   2, 1256.29,    0.00,    2.04,   10.60,   12.85,    9.82,    6.80,    6.88
 401, 99,   2, 1237.10,    0.00,    2.01,    9.80,   12.20,   10.80,    6.94,    7.01
 402,100,   2, 1217.91,    0.00,    1.98,    8.40,   11.10,   11.56,    7.06,    7.12
 403,101,   2, 1198.72,    0.00,    1.95,    5.40,    8.90,   11.06,    7.16,    7.18
 404,102,   2, 1179.52,    0.00,    1.92,    5.90,    7.65,   10.02,    7.19,    7.19
 405,103,   2, 1160.33,    0.00,    1.88,   11.30,   10.60,   10.16,    7.20,    7.28
 406,104,   2, 1141.14,    0.00,    1.85,    5.60,   10.45,    9.32,    7.35,    7.36
 407,105,   2, 1121.95,    0.00,    1.82,    5.70,    7.65,    8.78,    7.37,    7.38
 408,106,   2, 1102.75,    0.00,    1.79,    8.90,    9.30,    9.48,    7.39,    7.44
 409,107,   2, 1083.56,    0.00,    1.76,    8.90,   10.90,   10.08,    7.48,    7.54
 410,108,   2, 1064.37,    0.00,    1.73,    7.10,   10.00,    9.24,    7.59,    7.61
 411,109,   2, 1045.18,    0.00,    1.70,    7.40,    9.25,    9.60,    7.64,    7.67
 412,110,   2, 1025.98,    0.00,    1.67,    7.80,    9.60,   10.02,    7.70,    7.74
 413,111,   2, 1006.79,    0.00,    1.64,    8.60,   10.20,    9.96,    7.77,    7.82
 414,112,   2,  987.60,    0.00,    1.60,    9.60,   11.10,   10.10,    7.87,    7.94
 415,113,   2,  968.41,    0.00,    1.57,   10.40,   12.00,   10.76,    7.99,    8.07
 416,114,   2,  949.22,    0.00,    1.54,   11.20,   12.80,   11.52,    8.14,    8.23
 417,115,   2,  930.02,    0.00,    1.51,    9.80,   12.50,   11.92,    8.32,    8.38
 418,116,   2,  910.83,    0.00,    1.48,    9.30,   11.55,   12.06,    8.44,    8.50
 419,117,   2,  891.64,    0.00,    1.45,    7.40,   10.35,   11.62,    8.56,    8.57
 420,118,   2,  872.45,    0.00,    1.42,    9.70,   10.55,   11.48,    8.58,    8.63
 421,119,   2,  853.25,    0.00,    1.39,    9.70,   11.70,   11.18,    8.68,    8.74
 422,120,   2,  834.06,    0.00,    1.35,    7.10,   10.40,   10.64,    8.79,    8.78
 423,121,   2,  814.87,    0.00,    1.32,    8.10,    9.60,   10.40,    8.77,    8.78
 424,122,   2,  795.68,    0.00,    1.29,    8.90,   10.50,   10.70,    8.78,    8.82
 425,123,   2,  776.49,    0.00,    1.26,    8.90,   10.90,   10.54,    8.85,    8.88
 426,124,   2,  757.29,    0.00,    1.23,    9.40,   11.15,   10.48,    8.91,    8.96
 427,125,   2,  738.10,    0.00,    1.20,    8.20,   10.80,   10.70,    9.01,    9.05
 428,126,   2,  718.91,    0.00,    1.17,    8.00,   10.10,   10.68,    9.09,    9.12
 429,127,   2,  699.72,    0.00,    1.14,    8.40,   10.20,   10.58,    9.14,    9.19
 430,128,   2,  680.52,    0.00,    1.11,   10.80,   11.60,   10.96,    9.23,    9.31
 431,129,   2,  661.33,    0.00,    1.07,   11.00,   12.90,   11.28,    9.39,    9.49
 432,130,   2,  642.14,    0.00,    1.04,   12.80,   13.90,   12.20,    9.57,    9.70
 433,131,   2,  622.95,    0.00,    1.01,   12.70,   14.75,   13.14,    9.82,    9.94
 434,132,   2,  603.75,    0.00,    0.98,    7.10,   11.90,   12.88,   10.05,   10.06
 435,133,   2,  584.56,    0.00,    0.95,    6.00,    8.55,   11.92,   10.08,   10.04
 436,134,   2,  565.37,    0.00,    0.92,    6.70,    8.35,   11.06,   10.01,   10.00
 437,135,   2,  546.18,    0.00,    0.89,    6.90,    8.80,    9.88,    9.98,    9.99
 438,136,   2,  526.99,    0.00,    0.86,    8.80,    9.85,    9.10,    9.99,   10.00
 439,137,   2,  507.79,    0.00,    0.82,   10.30,   11.55,    9.74,   10.01,   10.06
 440,138,   2,  488.60,    0.00,    0.79,   10.90,   12.60,   10.72,   10.11,   10.18
 441,139,   2,  469.41,    0.00,    0.76,   11.00,   12.95,   11.58,   10.25,   10.29
 442,140,   2,  450.22,    0.00,    0.73,   12.10,   13.55,   12.62,   10.34,   10.47
 443,141,   2,  431.03,    0.00,    0.70,   10.80,   13.45,   13.02,   10.60,   10.71
 444,142,   2,  438.27,    0.00,    0.71,   12.60,   13.70,   13.48,   10.81,   10.95
 445,143,   2,  445.52,    0.00,    0.72,   13.50,   15.05,   14.00,   11.08,   11.22
 446,144,   2,  452.76,    0.00,    0.74,   13.20,   15.35,   14.44,   11.35,   11.48
 447,145,   2,  460.00,    0.00,    0.75,   11.60,   14.40,   14.34,   11.59,   11.65
 448,146,   2,  467.25,    0.00,    0.76,   12.10,   13.85,   14.60,   11.70,   11.78
 449,147,   2,  474.49,    0.00,    0.77,   13.40,   14.75,   14.76,   11.85,   12.00
 450,148,   2,  481.74,    0.00,    0.78,   12.10,   14.75,   14.48,   12.13,   12.20
 451,149,   2,  488.98,    0.00,    0.79,   12.50,   14.30,   14.34,   12.27,   12.37
 452,150,   2,  496.22,    0.00,    0.81,   12.60,   14.55,   14.54,   12.46,   12.56
 453,151,   2,  503.47,    0.00,    0.82,   13.70,   15.15,   14.86,   12.65,   12.75
 454,152,   2,  510.71,    0.00,    0.83,   15.30,   16.50,   15.24,   12.83,   12.98
 455,153,   2,  517.96,    0.00,    0.84,   16.10,   17.70,   16.04,   13.12,   13.29
 456,154,   2,  525.20,    0.00,    0.85,   17.40,   18.75,   17.02,   13.45,   13.64
 457,155,   2,  532.44,    0.00,    0.86,   14.90,   18.15,   17.48,   13.81,   13.94
 458,156,   2,  539.69,    0.00,    0.88,   12.80,   15.85,   17.30,   14.05,   14.07
 459,157,   2,  546.93,    0.00,    0.89,   12.60,   14.70,   16.76,   14.10,   14.14
 460,158,   2,  554.18,    0.00,    0.90,   11.10,   13.85,   15.76,   14.18,   14.17
 461,159,   2,  561.42,    0.00,    0.91,   13.60,   14.35,   15.00,   14.16,   14.22
 462,160,   2,  568.66,    0.00,    0.92,   13.60,   15.60,   14.74,   14.26,   14.31
 463,161,   2,  575.91,    0.00,    0.94,   13.50,   15.55,   14.88,   14.35,   14.41
 464,162,   2,  583.15,    0.00,    0.95,   15.10,   16.30,   15.38,   14.46,   14.53
 465,163,   2,  590.40,    0.00,    0.96,   17.20,   18.15,   16.60,   14.60,   14.69
 466,164,   2,  597.64,    0.00,    0.97,   16.20,   18.70,   17.12,   14.77,   14.83
 467,165,   2,  604.89,    0.00,    0.98,   18.30,   19.25,   18.06,   14.89,   15.01
 468,166,   2,  612.13,    0.00,    0.99,   17.40,   19.85,   18.84,   15.12,   15.26
 469,167,   2,  619.37,    0.00,    1.01,   17.00,   19.20,   19.22,   15.38,   15.50
 470,168,   2,  626.62,    0.00,    1.02,   17.80,   19.40,   19.34,   15.61,   15.74
 471,169,   2,  633.86,    0.00,    1.03,   18.50,   20.15,   19.80,   15.85,   15.96
 472,170,   2,  641.11,    0.00,    1.04,   18.20,   20.35,   19.78,   16.07,   16.19
 473,171,   2,  648.35,    0.00,    1.05,   16.80,   19.50,   19.66,   16.30,   16.33
 474,172,   2,  655.59,    0.00,    1.06,   16.40,   18.60,   19.54,   16.37,   16.40
 475,173,   2,  662.84,    0.00,    1.08,   17.10,   18.75,   19.40,   16.42,   16.51
 476,174,   2,  670.08,    0.00,    1.09,   16.30,   18.70,   18.96,   16.58,   16.64
 477,175,   2,  677.33,    0.00,    1.10,   16.30,   18.30,   18.58,   16.70,   16.76
 478,176,   2,  677.33,    0.00,    1.10,   18.80,   19.55,   18.98,   16.82,   16.93
 479,177,   2,  677.33,    0.00,    1.10,   20.70,   21.75,   19.84,   17.02,   17.16
 480,178,   2,  677.33,    0.00,    1.10,   21.70,   23.20,   20.76,   17.30,   17.45
 481,179,   2,  677.33,    0.00,    1.10,   21.40,   23.55,   21.78,   17.60,   17.73
 482,180,   2,  677.33,    0.00,    1.10,   18.30,   21.85,   22.18,   17.86,   17.91
 483,181,   2,  677.33,    0.00,    1.10,   17.20,   19.75,   21.86,   17.97,   18.03
 484,182,   2,  677.33,    0.00,    1.10,   15.50,   18.35,   20.82,   18.08,   18.08
 485,183,   2,  677.33,    0.00,    1.10,   16.50,   18.00,   19.78,   18.07,   18.09
 486,184,   2,  677.33,    0.00,    1.10,   16.30,   18.40,   18.76,   18.10,   18.11
 487,185,   2,  677.33,    0.00,    1.10,   14.40,   17.35,   17.98,   18.12,   18.08
 488,186,   2,  677.33,    0.00,    1.10,   15.40,   16.90,   17.62,   18.04,   18.00
 489,187,   2,  677.33,    0.00,    1.10,   16.90,   18.15,   17.90,   17.96,   17.97
 490,188,   2,  677.33,    0.00,    1.10,   14.10,   17.50,   17.42,   17.98,   17.95
 491,189,   2,  677.33,    0.00,    1.10,   12.90,   15.50,   16.74,   17.92,   17.85
 492,190,   2,  677.33,    0.00,    1.10,   13.10,   15.00,   16.48,   17.80,   17.74
 493,191,   2,  677.33,    0.00,    1.10,   12.90,   15.00,   15.98,   17.70,   17.64
 494,192,   2,  677.33,    0.00,    1.10,   11.10,   14.00,   14.82,   17.58,   17.47
 495,193,   2,  677.33,    0.00,    1.10,   13.90,   14.50,   14.78,   17.36,   17.33
 496,194,   2,  677.33,    0.00,    1.10,   13.70,   15.80,   14.94,   17.30,   17.25
 497,195,   2,  677.33,    0.00,    1.10,   14.70,   16.20,   15.26,   17.20,   17.19
 498,196,   2,  701.20,    0.00,    1.14,   15.50,   17.10,   15.78,   17.19,   17.18
 499,197,   2,  725.08,    0.00,    1.18,   15.10,   17.30,   16.58,   17.17,   17.17
 500,198,   2,  748.96,    0.00,    1.22,   15.80,   17.45,   16.96,   17.17,   17.20
 501,199,   2,  772.83,    0.00,    1.26,   17.30,   18.55,   17.68,   17.22,   17.27
 502,200,   2,  796.71,    0.00,    1.29,   18.40,   19.85,   18.42,   17.32,   17.39
 503,201,   2,  820.58,    0.00,    1.33,   20.80,   21.60,   19.48,   17.45,   17.55
 504,202,   2,  844.46,    0.00,    1.37,   16.40,   20.60,   19.74,   17.63,   17.66
 505,203,   2,  868.34,    0.00,    1.41,   15.00,   17.70,   19.58,   17.69,   17.69
 506,204,   2,  892.21,    0.00,    1.45,   14.90,   16.95,   19.10,   17.69,   17.69
 507,205,   2,  916.09,    0.00,    1.49,   14.90,   16.90,   18.40,   17.69,   17.69
 508,206,   2,  939.96,    0.00,    1.53,   16.70,   17.80,   17.58,   17.68,   17.69
 509,207,   2,  963.84,    0.00,    1.57,   16.90,   18.80,   17.68,   17.70,   17.72
 510,208,   2,  987.72,    0.00,    1.60,   17.90,   19.40,   18.26,   17.74,   17.76
 511,209,   2, 1011.59,    0.00,    1.64,   17.10,   19.50,   18.70,   17.78,   17.79
 512,210,   2, 1035.47,    0.00,    1.68,   18.10,   19.60,   19.34,   17.80,   17.84
 513,211,   2, 1059.35,    0.00,    1.72,   15.30,   18.70,   19.06,   17.88,   17.87
 514,212,   2, 1083.22,    0.00,    1.76,   15.70,   17.50,   18.82,   17.86,   17.86
 515,213,   2, 1107.10,    0.00,    1.80,   16.10,   17.90,   18.46,   17.85,   17.86
 516,214,   2, 1130.97,    0.00,    1.84,   18.30,   19.20,   18.70,   17.87,   17.91
 517,215,   2, 1154.85,    0.00,    1.88,   19.00,   20.65,   18.88,   17.94,   17.98
 518,216,   2, 1178.73,    0.00,    1.91,   16.30,   19.65,   19.08,   18.01,   18.02
 519,217,   2, 1202.60,    0.00,    1.95,   15.40,   17.85,   19.02,   18.03,   18.03
 520,218,   2, 1226.48,    0.00,    1.99,   18.40,   18.90,   19.48,   18.02,   18.05
 521,219,   2, 1250.36,    0.00,    2.03,   22.20,   22.30,   20.26,   18.07,   18.15
 522,220,   2, 1274.23,    0.00,    2.07,   22.90,   24.55,   21.04,   18.22,   18.31
 523,221,   2, 1298.11,    0.00,    2.11,   23.00,   24.95,   22.38,   18.38,   18.47
 524,222,   2, 1321.98,    0.00,    2.15,   22.90,   24.95,   23.88,   18.55,   18.62
 525,223,   2, 1345.86,    0.00,    2.19,   23.60,   25.25,   24.92,   18.69,   18.78
 526,224,   2, 1369.74,    0.00,    2.22,   20.70,   24.15,   24.62,   18.86,   18.92
 527,225,   2, 1393.61,    0.00,    2.26,   19.80,   22.25,   24.00,   18.97,   19.01
 528,226,   2, 1417.49,    0.00,    2.30,   19.60,   21.70,   23.32,   19.05,   19.09
 529,227,   2, 1441.36,    0.00,    2.34,   19.20,   21.40,   22.58,   19.13,   19.16
 530,228,   2, 1465.24,    0.00,    2.38,   21.80,   22.50,   22.22,   19.19,   19.24
 531,229,   2, 1489.12,    0.00,    2.42,   22.70,   24.25,   22.62,   19.29,   19.35
 532,230,   2, 1512.99,    0.00,    2.46,   22.50,   24.60,   23.16,   19.41,   19.46
 533,231,   2, 1536.87,    0.00,    2.50,   20.30,   23.40,   23.30,   19.52,   19.55
 534,232,   2, 1560.74,    0.00,    2.53,   19.80,   22.05,   23.42,   19.57,   19.60
 535,233,   2, 1584.62,    0.00,    2.57,   19.60,   21.70,   22.98,   19.63,   19.64
 536,234,   2, 1608.50,    0.00,    2.61,   20.00,   21.80,   22.44,   19.65,   19.66
 537,235,   2, 1632.37,    0.00,    2.65,   20.40,   22.20,   22.02,   19.68,   19.70
 538,236,   2, 1656.25,    0.00,    2.69,   18.00,   21.20,   21.56,   19.73,   19.73
 539,237,   2, 1680.12,    0.00,    2.73,   15.60,   18.80,   20.72,   19.73,   19.71
 540,238,   2, 1704.00,    0.00,    2.77,   14.80,   17.20,   19.76,   19.68,   19.66
 541,239,   2, 1727.88,    0.00,    2.81,   17.10,   17.95,   19.18,   19.63,   19.62
 542,240,   2, 1751.75,    0.00,    2.84,   14.80,   17.95,   18.06,   19.60,   19.56
 543,241,   2, 1775.63,    0.00,    2.88,   14.70,   16.75,   17.40,   19.53,   19.49
 544,242,   2, 1799.51,    0.00,    2.92,   15.30,   17.00,   17.34,   19.46,   19.43
 545,243,   2, 1823.38,    0.00,    2.96,   15.40,   17.35,   17.46,   19.41,   19.38
 546,244,   2, 1847.26,    0.00,    3.00,   15.10,   17.25,   17.06,   19.36,   19.34
 547,245,   2, 1874.19,    0.00,    3.04,   14.40,   16.75,   16.98,   19.32,   19.29
 548,246,   2, 1901.13,    0.00,    3.09,   15.10,   16.75,   17.06,   19.26,   19.24
 549,247,   2, 1928.07,    0.00,    3.13,   14.50,   16.80,   16.90,   19.21,   19.18
 550,248,   2, 1955.01,    0.00,    3.17,   17.00,   17.75,   17.22,   19.15,   19.14
 551,249,   2, 1981.95,    0.00,    3.22,   15.30,   18.15,   17.26,   19.13,   19.11
 552,250,   2, 2008.89,    0.00,    3.26,   13.70,   16.50,   17.12,   19.09,   19.05
 553,251,   2, 2035.83,    0.00,    3.31,   14.20,   15.95,   16.94,   19.02,   18.99
 554,252,   2, 2062.77,    0.00,    3.35,   16.80,   17.50,   17.40,   18.97,   18.96
 555,253,   2, 2089.71,    0.00,    3.39,   16.30,   18.55,   17.26,   18.95,   18.93
 556,254,   2, 2116.65,    0.00,    3.44,   13.50,   16.90,   16.90,   18.91,   18.88
 557,255,   2, 2143.59,    0.00,    3.48,    8.20,   12.85,   15.80,   18.85,   18.76
 558,256,   2, 2170.53,    0.00,    3.53,   14.80,   13.50,   15.92,   18.69,   18.66
 559,257,   2, 2197.47,    0.00,    3.57,   15.90,   17.35,   15.74,   18.64,   18.62
 560,258,   2, 2224.41,    0.00,    3.61,   17.40,   18.65,   15.96,   18.60,   18.60
 561,259,   2, 2251.35,    0.00,    3.66,   18.40,   19.90,   16.94,   18.59,   18.60
 562,260,   2, 2278.29,    0.00,    3.70,   15.50,   18.95,   18.40,   18.60,   18.59
 563,261,   2, 2305.22,    0.00,    3.74,   11.40,   15.45,   17.72,   18.58,   18.54
 564,262,   2, 2332.16,    0.00,    3.79,    9.80,   12.60,   16.50,   18.50,   18.45
 565,263,   2, 2359.10,    0.00,    3.83,   11.50,   12.65,   15.32,   18.40,   18.35
 566,264,   2, 2386.04,    0.00,    3.88,   12.20,   13.85,   14.08,   18.31,   18.28
