Day of sim.,Day of year,Year,Slurry mass,Frozen mass,Slurry depth,Air T,Wall T,Floor T,In T,Slurry T
,,,(Mg = 1000 kg),(Mg = 1000 kg),(m),(deg. C),(deg. C),(deg. C),(deg. C),(deg. C)
day,doy,year,slurry_mass,frozen_mass,slurry_depth,air_temp,wall_temp,floor_temp,in_temp,slurry_temp
  58, 58,   1,  110.00,    0.00,    3.89,   -0.57,    1.35,    1.11,    4.75,    4.71
  59, 59,   1,  110.00,    0.00,    3.89,   -0.40,    1.52,    1.27,    4.68,    4.64
  60, 60,   1,  110.00,    0.00,    3.89,   -0.23,    1.68,    1.44,    4.61,    4.58
  61, 61,   1,  110.00,    0.00,    3.89,   -0.06,    1.85,    1.60,    4.54,    4.51
  62, 62,   1,  110.00,    0.00,    3.89,    0.11,    2.02,    1.77,    4.48,    4.45
  63, 63,   1,  110.00,    0.00,    3.89,    0.28,    2.20,    1.94,    4.43,    4.40
  64, 64,   1,  110.00,    0.00,    3.89,    0.46,    2.37,    2.11,    4.37,    4.35
  65, 65,   1,  110.00,    0.00,    3.89,    0.64,    2.55,    2.29,    4.32,    4.30
  66, 66,   1,  110.00,    0.00,    3.89,    0.82,    2.73,    2.46,    4.28,    4.25
  67, 67,   1,  110.00,    0.00,    3.89,    1.00,    2.91,    2.64,    4.23,    4.21
  68, 68,   1,  110.00,    0.00,    3.89,    1.19,    3.10,    2.82,    4.19,    4.18
  69, 69,   1,  110.00,    0.00,    3.89,    1.37,    3.28,    3.01,    4.16,    4.14
  70, 70,   1,  110.00,    0.00,    3.89,    1.56,    3.47,    3.19,    4.12,    4.11
  71, 71,   1,  110.00,    0.00,    3.89,    1.75,    3.66,    3.38,    4.09,    4.08
  72, 72,   1,  110.00,    0.00,    3.89,    1.95,    3.85,    3.56,    4.07,    4.06
  73, 73,   1,  110.00,    0.00,    3.89,    2.14,    4.04,    3.76,    4.05,    4.04
  74, 74,   1,  110.00,    0.00,    3.89,    2.33,    4.24,    3.95,    4.03,    4.02
  75, 75,   1,  110.00,    0.00,    3.89,    2.53,    4.43,    4.14,    4.01,    4.00
  76, 76,   1,  110.00,    0.00,    3.89,    2.73,    4.63,    4.34,    4.00,    3.99
  77, 77,   1,  110.00,    0.00,    3.89,    2.93,    4.83,    4.53,    3.99,    3.98
  78, 78,   1,  110.00,    0.00,    3.89,    3.13,    5.03,    4.73,    3.98,    3.98
  79, 79,   1,  110.00,    0.00,    3.89,    3.33,    5.23,    4.93,    3.98,    3.97
  80, 80,   1,  110.00,    0.00,    3.89,    3.54,    5.43,    5.13,    3.97,    3.98
  81, 81,   1,  110.00,    0.00,    3.89,    3.74,    5.64,    5.33,    3.98,    3.98
  82, 82,   1,  110.00,    0.00,    3.89,    3.95,    5.84,    5.54,    3.98,    3.99
  83, 83,   1,  110.00,    0.00,    3.89,    4.15,    6.05,    5.74,    3.99,    4.00
  84, 84,   1,  110.00,    0.00,    3.89,    4.36,    6.26,    5.95,    4.00,    4.01
  85, 85,   1,  110.00,    0.00,    3.89,    4.57,    6.46,    6.15,    4.02,    4.03
  86, 86,   1,  110.00,    0.00,    3.89,    4.78,    6.67,    6.36,    4.03,    4.05
  87, 87,   1,  110.00,    0.00,    3.89,    4.99,    6.88,    6.57,    4.06,    4.07
  88, 88,   1,  110.00,    0.00,    3.89,    5.20,    7.09,    6.78,    4.08,    4.09
  89, 89,   1,  110.00,    0.00,    3.89,    5.41,    7.31,    6.99,    4.10,    4.12
  90, 90,   1,  110.00,    0.00,    3.89,    5.62,    7.52,    7.20,    4.13,    4.15
  91, 91,   1,  110.00,    0.00,    3.89,    5.84,    7.73,    7.41,    4.17,    4.18
  92, 92,   1,  110.00,    0.00,    3.89,    6.05,    7.94,    7.62,    4.20,    4.22
  93, 93,   1,  110.00,    0.00,    3.89,    6.26,    8.16,    7.84,    4.24,    4.26
  94, 94,   1,  110.00,    0.00,    3.89,    6.48,    8.37,    8.05,    4.28,    4.30
  95, 95,   1,  110.00,    0.00,    3.89,    6.69,    8.59,    8.27,    4.32,    4.34
  96, 96,   1,  110.00,    0.00,    3.89,    6.91,    8.80,    8.48,    4.37,    4.39
  97, 97,   1,  110.00,    0.00,    3.89,    7.12,    9.02,    8.69,    4.41,    4.44
  98, 98,   1,  110.00,    0.00,    3.89,    7.34,    9.23,    8.91,    4.46,    4.49
  99, 99,   1,  110.00,    0.00,    3.89,    7.55,    9.45,    9.12,    4.52,    4.55
 100,100,   1,  110.00,    0.00,    3.89,    7.77,    9.66,    9.34,    4.57,    4.60
 101,101,   1,  110.00,    0.00,    3.89,    7.98,    9.88,    9.55,    4.63,    4.66
 102,102,   1,  110.00,    0.00,    3.89,    8.20,   10.09,    9.77,    4.69,    4.72
 103,103,   1,  110.00,    0.00,    3.89,    8.41,   10.31,    9.98,    4.75,    4.79
 104,104,   1,  110.00,    0.00,    3.89,    8.63,   10.52,   10.20,    4.82,    4.85
 105,105,   1,  110.00,    0.00,    3.89,    8.84,   10.74,   10.41,    4.89,    4.92
 106,106,   1,  110.00,    0.00,    3.89,    9.06,   10.95,   10.63,    4.96,    4.99
 107,107,   1,  110.00,    0.00,    3.89,    9.27,   11.16,   10.84,    5.03,    5.07
 108,108,   1,  110.00,    0.00,    3.89,    9.48,   11.38,   11.06,    5.10,    5.14
 109,109,   1,  110.00,    0.00,    3.89,    9.69,   11.59,   11.27,    5.18,    5.22
 110,110,   1,  110.00,    0.00,    3.89,    9.91,   11.80,   11.48,    5.26,    5.30
 111,111,   1,  110.00,    0.00,    3.89,   10.12,   12.01,   11.69,    5.34,    5.38
 112,112,   1,  110.00,    0.00,    3.89,   10.33,   12.22,   11.90,    5.42,    5.46
 113,113,   1,  110.00,    0.00,    3.89,   10.54,   12.43,   12.12,    5.50,    5.55
 114,114,   1,  110.00,    0.00,    3.89,   10.74,   12.64,   12.33,    5.59,    5.64
 115,115,   1,  110.00,    0.00,    3.89,   10.95,   12.85,   12.53,    5.68,    5.73
 116,116,   1,  110.00,    0.00,    3.89,   11.16,   13.05,   12.74,    5.77,    5.82
 117,117,   1,  110.00,    0.00,    3.89,   11.36,   13.26,   12.95,    5.86,    5.91
 118,118,   1,  110.00,    0.00,    3.89,   11.57,   13.46,   13.16,    5.95,    6.00
 119,119,   1,  110.00,    0.00,    3.89,   11.77,   13.67,   13.36,    6.05,    6.10
 120,120,   1,  110.00,    0.00,    3.89,   11.97,   13.87,   13.57,    6.15,    6.20
 121,121,   1,  110.00,    0.00,    3.89,   12.17,   14.07,   13.77,    6.25,    6.30
 122,122,   1,  110.00,    0.00,    3.89,   12.37,   14.27,   13.97,    6.35,    6.40
 123,123,   1,  110.00,    0.00,    3.89,   12.57,   14.47,   14.17,    6.45,    6.50
 124,124,   1,  110.00,    0.00,    3.89,   12.76,   14.67,   14.37,    6.55,    6.61
 125,125,   1,  110.00,    0.00,    3.89,   12.96,   14.86,   14.57,    6.66,    6.71
 126,126,   1,  110.00,    0.00,    3.89,   13.15,   15.05,   14.76,    6.76,    6.82
 127,127,   1,  110.00,    0.00,    3.89,   13.34,   15.25,   14.96,    6.87,    6.93
 128,128,   1,  110.00,    0.00,    3.89,   13.53,   15.44,   15.15,    6.98,    7.04
 129,129,   1,  110.00,    0.00,    3.89,   13.72,   15.63,   15.34,    7.09,    7.15
 130,130,   1,  110.00,    0.00,    3.89,   13.90,   15.81,   15.53,    7.20,    7.26
 131,131,   1,  110.00,    0.00,    3.89,   14.09,   16.00,   15.72,    7.31,    7.37
 132,132,   1,  110.00,    0.00,    3.89,   14.27,   16.18,   15.90,    7.43,    7.49
 133,133,   1,  110.00,    0.00,    3.89,   14.45,   16.36,   16.09,    7.54,    7.60
 134,134,   1,  110.00,    0.00,    3.89,   14.63,   16.54,   16.27,    7.66,    7.72
 135,135,   1,  110.00,    0.00,    3.89,   14.80,   16.72,   16.45,    7.78,    7.84
 136,136,   1,  110.00,    0.00,    3.89,   14.98,   16.89,   16.63,    7.89,    7.96
 137,137,   1,  110.00,    0.00,    3.89,   15.15,   17.06,   16.80,    8.01,    8.08
 138,138,   1,  110.00,    0.00,    3.89,   15.32,   17.23,   16.98,    8.13,    8.20
 139,139,   1,  110.00,    0.00,    3.89,   15.48,   17.40,   17.15,    8.25,    8.32
 140,140,   1,  110.00,    0.00,    3.89,   15.65,   17.57,   17.32,    8.38,    8.44
 141,141,   1,  110.00,    0.00,    3.89,   15.81,   17.73,   17.48,    8.50,    8.56
 142,142,   1,  110.00,    0.00,    3.89,   15.97,   17.89,   17.65,    8.62,    8.68
 143,143,   1,  110.00,    0.00,    3.89,   16.13,   18.05,   17.81,    8.74,    8.81
 144,144,   1,  110.00,    0.00,    3.89,   16.28,   18.20,   17.97,    8.87,    8.93
 145,145,   1,  110.00,    0.00,    3.89,   16.43,   18.36,   18.12,    8.99,    9.06
 146,146,   1,  110.00,    0.00,    3.89,   16.58,   18.51,   18.28,    9.12,    9.18
 147,147,   1,  110.00,    0.00,    3.89,   16.73,   18.66,   18.43,    9.24,    9.31
 148,148,   1,  110.00,    0.00,    3.89,   16.87,   18.80,   18.58,    9.37,    9.43
 149,149,   1,  110.00,    0.00,    3.89,   17.01,   18.94,   18.73,    9.49,    9.56
 150,150,   1,  110.00,    0.00,    3.89,   17.15,   19.08,   18.87,    9.62,    9.69
 151,151,   1,  110.00,    0.00,    3.89,   17.29,   19.22,   19.01,    9.75,    9.81
 152,152,   1,  110.00,    0.00,    3.89,   17.42,   19.35,   19.15,    9.87,    9.94
 153,153,   1,  110.00,    0.00,    3.89,   17.55,   19.48,   19.28,   10.00,   10.07
 154,154,   1,  110.00,    0.00,    3.89,   17.68,   19.61,   19.42,   10.13,   10.20
 155,155,   1,  110.00,    0.00,    3.89,   17.80,   19.74,   19.55,   10.26,   10.32
 156,156,   1,  110.00,    0.00,    3.89,   17.92,   19.86,   19.67,   10.38,   10.45
 157,157,   1,  110.00,    0.00,    3.89,   18.04,   19.98,   19.80,   10.51,   10.58
 158,158,   1,  110.00,    0.00,    3.89,   18.15,   20.09,   19.92,   10.64,   10.70
 159,159,   1,  110.00,    0.00,    3.89,   18.26,   20.21,   20.03,   10.77,   10.83
 160,160,   1,  110.00,    0.00,    3.89,   18.37,   20.32,   20.15,   10.89,   10.96
 161,161,   1,  110.00,    0.00,    3.89,   18.47,   20.42,   20.26,   11.02,   11.08
 162,162,   1,  110.00,    0.00,    3.89,   18.58,   20.53,   20.37,   11.15,   11.21
 163,163,   1,  110.00,    0.00,    3.89,   18.67,   20.62,   20.47,   11.27,   11.34
 164,164,   1,  110.00,    0.00,    3.89,   18.77,   20.72,   20.57,   11.40,   11.46
 165,165,   1,  110.00,    0.00,    3.89,   18.86,   20.81,   20.67,   11.52,   11.59
 166,166,   1,  110.00,    0.00,    3.89,   18.95,   20.90,   20.77,   11.65,   11.71
 167,167,   1,  110.00,    0.00,    3.89,   19.03,   20.99,   20.86,   11.77,   11.84
 168,168,   1,  110.00,    0.00,    3.89,   19.11,   21.07,   20.94,   11.90,   11.96
 169,169,   1,  110.00,    0.00,    3.89,   19.19,   21.15,   21.03,   12.02,   12.08
 170,170,   1,  110.00,    0.00,    3.89,   19.27,   21.23,   21.11,   12.14,   12.21
 171,171,   1,  110.00,    0.00,    3.89,   19.34,   21.30,   21.19,   12.26,   12.33
 172,172,   1,  110.00,    0.00,    3.89,   19.40,   21.37,   21.26,   12.39,   12.45
 173,173,   1,  110.00,    0.00,    3.89,   19.47,   21.44,   21.33,   12.51,   12.57
 174,174,   1,  110.00,    0.00,    3.89,   19.53,   21.50,   21.40,   12.63,   12.69
 175,175,   1,  110.00,    0.00,    3.89,   19.59,   21.56,   21.47,   12.75,   12.81
 176,176,   1,  110.00,    0.00,    3.89,   19.64,   21.61,   21.53,   12.86,   12.92
 177,177,   1,  110.00,    0.00,    3.89,   19.69,   21.66,   21.58,   12.98,   13.04
 178,178,   1,  110.00,    0.00,    3.89,   19.73,   21.71,   21.64,   13.10,   13.16
 179,179,   1,  110.00,    0.00,    3.89,   19.78,   21.76,   21.68,   13.21,   13.27
 180,180,   1,  110.00,    0.00,    3.89,   19.82,   21.80,   21.73,   13.33,   13.39
 181,181,   1,  110.00,    0.00,    3.89,   19.85,   21.83,   21.77,   13.44,   13.50
 182,182,   1,  110.00,    0.00,    3.89,   19.88,   21.87,   21.81,   13.55,   13.61
 183,183,   1,  110.00,    0.00,    3.89,   19.91,   21.90,   21.85,   13.66,   13.72
 184,184,   1,  110.00,    0.00,    3.89,   19.93,   21.92,   21.88,   13.77,   13.83
 185,185,   1,  110.00,    0.00,    3.89,   19.95,   21.94,   21.91,   13.88,   13.94
 186,186,   1,  110.00,    0.00,    3.89,   19.97,   21.96,   21.93,   13.99,   14.04
