Day of sim.,Day of year,Year,Slurry mass,Frozen mass,Slurry depth,Air T,Wall T,Floor T,In T,Slurry T
,,,(Mg = 1000 kg),(Mg = 1000 kg),(m),(deg. C),(deg. C),(deg. C),(deg. C),(deg. C)
day,doy,year,slurry_mass,frozen_mass,slurry_depth,air_temp,wall_temp,floor_temp,in_temp,slurry_temp
 383, 18,   2,  110.00,    0.00,    3.89,   -4.80,   -2.81,   -2.86,    1.86,    1.81
 384, 19,   2,  110.00,    0.00,    3.89,   -4.76,   -2.78,   -2.83,    1.77,    1.72
 385, 20,   2,  110.00,    0.00,    3.89,   -4.71,   -2.73,   -2.79,    1.68,    1.63
 386, 21,   2,  110.00,    0.00,    3.89,   -4.66,   -2.69,   -2.75,    1.59,    1.54
 387, 22,   2,  110.00,    0.00,    3.89,   -4.61,   -2.64,   -2.71,    1.50,    1.46
 388, 23,   2,  110.00,    0.00,    3.89,   -4.56,   -2.59,   -2.66,    1.42,    1.37
 389, 24,   2,  110.00,    0.00,    3.89,   -4.50,   -2.53,   -2.61,    1.34,    1.29
 390, 25,   2,  110.00,    0.00,    3.89,   -4.44,   -2.47,   -2.55,    1.25,    1.21
 391, 26,   2,  110.00,    0.00,    3.89,   -4.37,   -2.40,   -2.50,    1.18,    1.14
 392, 27,   2,  110.00,    0.00,    3.89,   -4.30,   -2.34,   -2.43,    1.10,    1.06
 393, 28,   2,  110.00,    0.00,    3.89,   -4.23,   -2.27,   -2.37,    1.03,    0.99
 394, 29,   2,  110.00,    0.00,    3.89,   -4.15,   -2.19,   -2.30,    0.96,    0.92
 395, 30,   2,  110.00,    0.00,    3.89,   -4.07,   -2.11,   -2.23,    0.89,    0.85
 396, 31,   2,  110.00,    0.00,    3.89,   -3.99,   -2.03,   -2.15,    0.82,    0.79
 397, 32,   2,  110.00,    0.00,    3.89,   -3.90,   -1.95,   -2.07,    0.75,    0.72
 398, 33,   2,  110.00,    0.00,    3.89,   -3.81,   -1.86,   -1.99,    0.69,    0.66
 399, 34,   2,  110.00,    0.00,    3.89,   -3.72,   -1.77,   -1.90,    0.63,    0.60
 400, 35,   2,  110.00,    0.00,    3.89,   -3.63,   -1.67,   -1.81,    0.57,    0.54
 401, 36,   2,  110.00,    0.00,    3.89,   -3.53,   -1.58,   -1.72,    0.52,    0.49
 402, 37,   2,  110.00,    0.00,    3.89,   -3.42,   -1.47,   -1.62,    0.46,    0.44
 403, 38,   2,  110.00,    0.00,    3.89,   -3.32,   -1.37,   -1.52,    0.41,    0.39
 404, 39,   2,  110.00,    0.00,    3.89,   -3.21,   -1.26,   -1.42,    0.36,    0.34
 405, 40,   2,  110.00,    0.00,    3.89,   -3.09,   -1.15,   -1.31,    0.32,    0.29
 406, 41,   2,  110.00,    0.00,    3.89,   -2.98,   -1.04,   -1.20,    0.27,    0.25
 407, 42,   2,  110.00,    0.00,    3.89,   -2.86,   -0.92,   -1.09,    0.23,    0.21
 408, 43,   2,  110.00,    0.00,    3.89,   -2.74,   -0.80,   -0.98,    0.19,    0.17
 409, 44,   2,  110.00,    0.00,    3.89,   -2.61,   -0.68,   -0.86,    0.16,    0.14
 410, 45,   2,  110.00,    0.00,    3.89,   -2.48,   -0.55,   -0.73,    0.12,    0.10
 411, 46,   2,  110.00,    0.00,    3.89,   -2.35,   -0.42,   -0.61,    0.09,    0.07
 412, 47,   2,  110.00,    0.00,    3.89,   -2.22,   -0.29,   -0.48,    0.06,    0.05
 413, 48,   2,  110.00,    0.00,    3.89,   -2.08,   -0.15,   -0.35,    0.03,    0.02
 414, 49,   2,  110.00,    0.02,    3.89,   -1.94,   -0.01,   -0.22,    0.01,    0.00
 415, 50,   2,  110.00,    0.05,    3.89,   -1.80,    0.13,   -0.08,    0.00,    0.00
 416, 51,   2,  110.00,    0.07,    3.89,   -1.66,    0.27,    0.06,    0.00,    0.00
 417, 52,   2,  110.00,    0.09,    3.89,   -1.51,    0.42,    0.20,    0.00,    0.00
 418, 53,   2,  110.00,    0.11,    3.89,   -1.36,    0.57,    0.35,    0.00,    0.00
 419, 54,   2,  110.00,    0.13,    3.89,   -1.20,    0.72,    0.49,    0.00,    0.00
 420, 55,   2,  110.00,    0.14,    3.89,   -1.05,    0.87,    0.64,    0.00,    0.00
 421, 56,   2,  110.00,    0.15,    3.89,   -0.89,    1.03,    0.80,    0.00,    0.00
 422, 57,   2,  110.00,    0.15,    3.89,   -0.73,    1.19,    0.95,    0.00,    0.00
 423, 58,   2,  110.00,    0.15,    3.89,   -0.57,    1.35,    1.11,    0.00,    0.00
 424, 59,   2,  110.00,    0.15,    3.89,   -0.40,    1.52,    1.27,    0.00,    0.00
 425, 60,   2,  110.00,    0.15,    3.89,   -0.23,    1.68,    1.44,    0.00,    0.00
 426, 61,   2,  110.00,    0.14,    3.89,   -0.06,    1.85,    1.60,    0.00,    0.00
 427, 62,   2,  110.00,    0.13,    3.89,    0.11,    2.02,    1.77,    0.00,    0.00
 428, 63,   2,  110.00,    0.11,    3.89,    0.28,    2.20,    1.94,    0.00,    0.00
 429, 64,   2,  110.00,    0.09,    3.89,    0.46,    2.37,    2.11,    0.00,    0.00
 430, 65,   2,  110.00,    0.07,    3.89,    0.64,    2.55,    2.29,    0.00,    0.00
 431, 66,   2,  110.00,    0.04,    3.89,    0.82,    2.73,    2.46,    0.00,    0.00
 432, 67,   2,  110.00,    0.01,    3.89,    1.00,    2.91,    2.64,    0.00,    0.00
 433, 68,   2,  110.00,    0.00,    3.89,    1.19,    3.10,    2.82,    0.00,    0.01
 434, 69,   2,  110.00,    0.00,    3.89,    1.37,    3.28,    3.01,    0.02,    0.04
 435, 70,   2,  110.00,    0.00,    3.89,    1.56,    3.47,    3.19,    0.05,    0.06
 436, 71,   2,  110.00,    0.00,    3.89,    1.75,    3.66,    3.38,    0.08,    0.10
 437, 72,   2,  110.00,    0.00,    3.89,    1.95,    3.85,    3.56,    0.11,    0.13
 438, 73,   2,  110.00,    0.00,    3.89,    2.14,    4.04,    3.76,    0.15,    0.17
 439, 74,   2,  110.00,    0.00,    3.89,    2.33,    4.24,    3.95,    0.18,    0.21
 440, 75,   2,  110.00,    0.00,    3.89,    2.53,    4.43,    4.14,    0.22,    0.25
 441, 76,   2,  110.00,    0.00,    3.89,    2.73,    4.63,    4.34,    0.27,    0.29
 442, 77,   2,  110.00,    0.00,    3.89,    2.93,    4.83,    4.53,    0.31,    0.34
 443, 78,   2,  110.00,    0.00,    3.89,    3.13,    5.03,    4.73,    0.36,    0.39
 444, 79,   2,  110.00,    0.00,    3.89,    3.33,    5.23,    4.93,    0.41,    0.44
 445, 80,   2,  110.00,    0.00,    3.89,    3.54,    5.43,    5.13,    0.46,    0.49
 446, 81,   2,  110.00,    0.00,    3.89,    3.74,    5.64,    5.33,    0.52,    0.54
 447, 82,   2,  110.00,    0.00,    3.89,    3.95,    5.84,    5.54,    0.57,    0.60
 448, 83,   2,  110.00,    0.00,    3.89,    4.15,    6.05,    5.74,    0.63,    0.66
 449, 84,   2,  110.00,    0.00,    3.89,    4.36,    6.26,    5.95,    0.69,    0.72
 450, 85,   2,  110.00,    0.00,    3.89,    4.57,    6.46,    6.15,    0.75,    0.79
 451, 86,   2,  110.00,    0.00,    3.89,    4.78,    6.67,    6.36,    0.82,    0.86
 452, 87,   2,  110.00,    0.00,    3.89,    4.99,    6.88,    6.57,    0.89,    0.92
 453, 88,   2,  110.00,    0.00,    3.89,    5.20,    7.09,    6.78,    0.96,    1.00
 454, 89,   2,  110.00,    0.00,    3.89,    5.41,    7.31,    6.99,    1.03,    1.07
 455, 90,   2,  110.00,    0.00,    3.89,    5.62,    7.52,    7.20,    1.10,    1.14
 456, 91,   2,  110.00,    0.00,    3.89,    5.84,    7.73,    7.41,    1.18,    1.22
 457, 92,   2,  110.00,    0.00,    3.89,    6.05,    7.94,    7.62,    1.26,    1.30
 458, 93,   2,  110.00,    0.00,    3.89,    6.26,    8.16,    7.84,    1.34,    1.38
 459, 94,   2,  110.00,    0.00,    3.89,    6.48,    8.37,    8.05,    1.42,    1.47
 460, 95,   2,  110.00,    0.00,    3.89,    6.69,    8.59,    8.27,    1.51,    1.55
 461, 96,   2,  110.00,    0.00,    3.89,    6.91,    8.80,    8.48,    1.59,    1.64
 462, 97,   2,  110.00,    0.00,    3.89,    7.12,    9.02,    8.69,    1.68,    1.73
 463, 98,   2,  110.00,    0.00,    3.89,    7.34,    9.23,    8.91,    1.77,    1.82
 464, 99,   2,  110.00,    0.00,    3.89,    7.55,    9.45,    9.12,    1.87,    1.92
 465,100,   2,  110.00,    0.00,    3.89,    7.77,    9.66,    9.34,    1.96,    2.01
 466,101,   2,  110.00,    0.00,    3.89,    7.98,    9.88,    9.55,    2.06,    2.11
 467,102,   2,  110.00,    0.00,    3.89,    8.20,   10.09,    9.77,    2.16,    2.21
 468,103,   2,  110.00,    0.00,    3.89,    8.41,   10.31,    9.98,    2.26,    2.31
 469,104,   2,  110.00,    0.00,    3.89,    8.63,   10.52,   10.20,    2.36,    2.41
 470,105,   2,  110.00,    0.00,    3.89,    8.84,   10.74,   10.41,    2.46,    2.52
 471,106,   2,  110.00,    0.00,    3.89,    9.06,   10.95,   10.63,    2.57,    2.62
 472,107,   2,  110.00,    0.00,    3.89,    9.27,   11.16,   10.84,    2.67,    2.73
 473,108,   2,  110.00,    0.00,    3.89,    9.48,   11.38,   11.06,    2.78,    2.84
 474,109,   2,  110.00,    0.00,    3.89,    9.69,   11.59,   11.27,    2.89,    2.95
 475,110,   2,  110.00,    0.00,    3.89,    9.91,   11.80,   11.48,    3.01,    3.07
 476,111,   2,  110.00,    0.00,    3.89,   10.12,   12.01,   11.69,    3.12,    3.18
 477,112,   2,  110.00,    0.00,    3.89,   10.33,   12.22,   11.90,    3.23,    3.30
 478,113,   2,  110.00,    0.00,    3.89,   10.54,   12.43,   12.12,    3.35,    3.41
 479,114,   2,  110.00,    0.00,    3.89,   10.74,   12.64,   12.33,    3.47,    3.53
 480,115,   2,  110.00,    0.00,    3.89,   10.95,   12.85,   12.53,    3.59,    3.65
 481,116,   2,  110.00,    0.00,    3.89,   11.16,   13.05,   12.74,    3.71,    3.77
 482,117,   2,  110.00,    0.00,    3.89,   11.36,   13.26,   12.95,    3.83,    3.90
 483,118,   2,  110.00,    0.00,    3.89,   11.57,   13.46,   13.16,    3.96,    4.02
 484,119,   2,  110.00,    0.00,    3.89,   11.77,   13.67,   13.36,    4.08,    4.15
 485,120,   2,  110.00,    0.00,    3.89,   11.97,   13.87,   13.57,    4.21,    4.27
 486,121,   2,  110.00,    0.00,    3.89,   12.17,   14.07,   13.77,    4.33,    4.40
 487,122,   2,  110.00,    0.00,    3.89,   12.37,   14.27,   13.97,    4.46,    4.53
 488,123,   2,  110.00,    0.00,    3.89,   12.57,   14.47,   14.17,    4.59,    4.66
 489,124,   2,  110.00,    0.00,    3.89,   12.76,   14.67,   14.37,    4.72,    4.79
 490,125,   2,  110.00,    0.00,    3.89,   12.96,   14.86,   14.57,    4.86,    4.92
 491,126,   2,  110.00,    0.00,    3.89,   13.15,   15.05,   14.76,    4.99,    5.06
 492,127,   2,  110.00,    0.00,    3.89,   13.34,   15.25,   14.96,    5.12,    5.19
 493,128,   2,  110.00,    0.00,    3.89,   13.53,   15.44,   15.15,    5.26,    5.33
 494,129,   2,  110.00,    0.00,    3.89,   13.72,   15.63,   15.34,    5.39,    5.46
 495,130,   2,  110.00,    0.00,    3.89,   13.90,   15.81,   15.53,    5.53,    5.60
 496,131,   2,  110.00,    0.00,    3.89,   14.09,   16.00,   15.72,    5.67,    5.74
 497,132,   2,  110.00,    0.00,    3.89,   14.27,   16.18,   15.90,    5.80,    5.88
 498,133,   2,  110.00,    0.00,    3.89,   14.45,   16.36,   16.09,    5.94,    6.02
 499,134,   2,  110.00,    0.00,    3.89,   14.63,   16.54,   16.27,    6.08,    6.16
 500,135,   2,  110.00,    0.00,    3.89,   14.80,   16.72,   16.45,    6.22,    6.30
 501,136,   2,  110.00,    0.00,    3.89,   14.98,   16.89,   16.63,    6.36,    6.44
 502,137,   2,  110.00,    0.00,    3.89,   15.15,   17.06,   16.80,    6.51,    6.58
 503,138,   2,  110.00,    0.00,    3.89,   15.32,   17.23,   16.98,    6.65,    6.72
 504,139,   2,  110.00,    0.00,    3.89,   15.48,   17.40,   17.15,    6.79,    6.86
 505,140,   2,  110.00,    0.00,    3.89,   15.65,   17.57,   17.32,    6.93,    7.01
 506,141,   2,  110.00,    0.00,    3.89,   15.81,   17.73,   17.48,    7.08,    7.15
 507,142,   2,  110.00,    0.00,    3.89,   15.97,   17.89,   17.65,    7.22,    7.30
 508,143,   2,  110.00,    0.00,    3.89,   16.13,   18.05,   17.81,    7.36,    7.44
 509,144,   2,  110.00,    0.00,    3.89,   16.28,   18.20,   17.97,    7.51,    7.58
 510,145,   2,  110.00,    0.00,    3.89,   16.43,   18.36,   18.12,    7.65,    7.73
 511,146,   2,  110.00,    0.00,    3.89,   16.58,   18.51,   18.28,    7.80,    7.87
 512,147,   2,  110.00,    0.00,    3.89,   16.73,   18.66,   18.43,    7.94,    8.02
 513,148,   2,  110.00,    0.00,    3.89,   16.87,   18.80,   18.58,    8.09,    8.16
 514,149,   2,  110.00,    0.00,    3.89,   17.01,   18.94,   18.73,    8.23,    8.31
 515,150,   2,  110.00,    0.00,    3.89,   17.15,   19.08,   18.87,    8.38,    8.45
 516,151,   2,  110.00,    0.00,    3.89,   17.29,   19.22,   19.01,    8.52,    8.60
 517,152,   2,  110.00,    0.00,    3.89,   17.42,   19.35,   19.15,    8.67,    8.74
 518,153,   2,  110.00,    0.00,    3.89,   17.55,   19.48,   19.28,    8.81,    8.89
 519,154,   2,  110.00,    0.00,    3.89,   17.68,   19.61,   19.42,    8.96,    9.03
 520,155,   2,  110.00,    0.00,    3.89,   17.80,   19.74,   19.55,    9.10,    9.18
 521,156,   2,  110.00,    0.00,    3.89,   17.92,   19.86,   19.67,    9.25,    9.32
 522,157,   2,  110.00,    0.00,    3.89,   18.04,   19.98,   19.80,    9.39,    9.47
 523,158,   2,  110.00,    0.00,    3.89,   18.15,   20.09,   19.92,    9.53,    9.61
 524,159,   2,  110.00,    0.00,    3.89,   18.26,   20.21,   20.03,    9.68,    9.75
 525,160,   2,  110.00,    0.00,    3.89,   18.37,   20.32,   20.15,    9.82,    9.89
 526,161,   2,  110.00,    0.00,    3.89,   18.47,   20.42,   20.26,    9.96,   10.04
 527,162,   2,  110.00,    0.00,    3.89,   18.58,   20.53,   20.37,   10.11,   10.18
 528,163,   2,  110.00,    0.00,    3.89,   18.67,   20.62,   20.47,   10.25,   10.32
 529,164,   2,  110.00,    0.00,    3.89,   18.77,   20.72,   20.57,   10.39,   10.46
 530,165,   2,  110.00,    0.00,    3.89,   18.86,   20.81,   20.67,   10.53,   10.60
 531,166,   2,  110.00,    0.00,    3.89,   18.95,   20.90,   20.77,   10.67,   10.74
 532,167,   2,  110.00,    0.00,    3.89,   19.03,   20.99,   20.86,   10.81,   10.88
 533,168,   2,  110.00,    0.00,    3.89,   19.11,   21.07,   20.94,   10.94,   11.02
 534,169,   2,  110.00,    0.00,    3.89,   19.19,   21.15,   21.03,   11.08,   11.15
 535,170,   2,  110.00,    0.00,    3.89,   19.27,   21.23,   21.11,   11.22,   11.29
 536,171,   2,  110.00,    0.00,    3.89,   19.34,   21.30,   21.19,   11.35,   11.42
 537,172,   2,  110.00,    0.00,    3.89,   19.40,   21.37,   21.26,   11.49,   11.56
 538,173,   2,  110.00,    0.00,    3.89,   19.47,   21.44,   21.33,   11.62,   11.69
 539,174,   2,  110.00,    0.00,    3.89,   19.53,   21.50,   21.40,   11.76,   11.82
 540,175,   2,  110.00,    0.00,    3.89,   19.59,   21.56,   21.47,   11.89,   11.96
 541,176,   2,  110.00,    0.00,    3.89,   19.64,   21.61,   21.53,   12.02,   12.09
 542,177,   2,  110.00,    0.00,    3.89,   19.69,   21.66,   21.58,   12.15,   12.22
 543,178,   2,  110.00,    0.00,    3.89,   19.73,   21.71,   21.64,   12.28,   12.34
 544,179,   2,  110.00,    0.00,    3.89,   19.78,   21.76,   21.68,   12.40,   12.47
 545,180,   2,  110.00,    0.00,    3.89,   19.82,   21.80,   21.73,   12.53,   12.60
 546,181,   2,  110.00,    0.00,    3.89,   19.85,   21.83,   21.77,   12.65,   12.72
 547,182,   2,  110.00,    0.00,    3.89,   19.88,   21.87,   21.81,   12.78,   12.84
 548,183,   2,  110.00,    0.00,    3.89,   19.91,   21.90,   21.85,   12.90,   12.96
 549,184,   2,  110.00,    0.00,    3.89,   19.93,   21.92,   21.88,   13.02,   13.08
 550,185,   2,  110.00,    0.00,    3.89,   19.95,   21.94,   21.91,   13.14,   13.20
 551,186,   2,  110.00,    0.00,    3.89,   19.97,   21.96,   21.93,   13.26,   13.32
 552,187,   2,  110.00,    0.00,    3.89,   19.98,   21.98,   21.95,   13.38,   13.44
 553,188,   2,  110.00,    0.00,    3.89,   19.99,   21.99,   21.97,   13.49,   13.55
 554,189,   2,  110.00,    0.00,    3.89,   20.00,   22.00,   21.98,   13.60,   13.66
 555,190,   2,  110.00,    0.00,    3.89,   20.00,   22.00,   21.99,   13.72,   13.77
 556,191,   2,  110.00,    0.00,    3.89,   20.00,   22.00,   21.99,   13.83,   13.88
 557,192,   2,  110.00,    0.00,    3.89,   19.99,   22.00,   22.00,   13.94,   13.99
 558,193,   2,  110.00,    0.00,    3.89,   19.98,   21.99,   21.99,   14.04,   14.10
 559,194,   2,  110.00,    0.00,    3.89,   19.97,   21.98,   21.99,   14.15,   14.20
 560,195,   2,  110.00,    0.00,    3.89,   19.95,   21.96,   21.98,   14.25,   14.31
 561,196,   2,  110.00,    0.00,    3.89,   19.93,   21.94,   21.97,   14.35,   14.41
 562,197,   2,  110.00,    0.00,    3.89,   19.91,   21.92,   21.95,   14.45,   14.51
 563,198,   2,  110.00,    0.00,    3.89,   19.88,   21.90,   21.93,   14.55,   14.60
 564,199,   2,  110.00,    0.00,    3.89,   19.85,   21.87,   21.91,   14.65,   14.70
 565,200,   2,  110.00,    0.00,    3.89,   19.82,   21.83,   21.88,   14.74,   14.79
 566,201,   2,  110.00,    0.00,    3.89,   19.78,   21.80,   21.85,   14.84,   14.88
 567,202,   2,  110.00,    0.00,    3.89,   19.73,   21.76,   21.81,   14.93,   14.97
 568,203,   2,  110.00,    0.00,    3.89,   19.69,   21.71,   21.77,   15.02,   15.06
 569,204,   2,  110.00,    0.00,    3.89,   19.64,   21.66,   21.73,   15.10,   15.15
 570,205,   2,  110.00,    0.00,    3.89,   19.59,   21.61,   21.68,   15.19,   15.23
 571,206,   2,  110.00,    0.00,    3.89,   19.53,   21.56,   21.64,   15.27,   15.31
 572,207,   2,  110.00,    0.00,    3.89,   19.47,   21.50,   21.58,   15.35,   15.39
 573,208,   2,  110.00,    0.00,    3.89,   19.40,   21.44,   21.53,   15.43,   15.47
 574,209,   2,  110.00,    0.00,    3.89,   19.34,   21.37,   21.47,   15.51,   15.54
 575,210,   2,  110.00,    0.00,    3.89,   19.27,   21.30,   21.40,   15.58,   15.62
 576,211,   2,  110.00,    0.00,    3.89,   19.19,   21.23,   21.33,   15.65,   15.69
 577,212,   2,  110.00,    0.00,    3.89,   19.11,   21.15,   21.26,   15.72,   15.76
 578,213,   2,  110.00,    0.00,    3.89,   19.03,   21.07,   21.19,   15.79,   15.82
 579,214,   2,  110.00,    0.00,    3.89,   18.95,   20.99,   21.11,   15.86,   15.89
 580,215,   2,  110.00,    0.00,    3.89,   18.86,   20.90,   21.03,   15.92,   15.95
 581,216,   2,  110.00,    0.00,    3.89,   18.77,   20.81,   20.94,   15.98,   16.01
 582,217,   2,  110.00,    0.00,    3.89,   18.67,   20.72,   20.86,   16.04,   16.07
 583,218,   2,  110.00,    0.00,    3.89,   18.58,   20.62,   20.77,   16.10,   16.12
 584,219,   2,  110.00,    0.00,    3.89,   18.47,   20.53,   20.67,   16.15,   16.18
 585,220,   2,  110.00,    0.00,    3.89,   18.37,   20.42,   20.57,   16.20,   16.23
 586,221,   2,  110.00,    0.00,    3.89,   18.26,   20.32,   20.47,   16.25,   16.28
 587,222,   2,  110.00,    0.00,    3.89,   18.15,   20.21,   20.37,   16.30,   16.32
 588,223,   2,  110.00,    0.00,    3.89,   18.04,   20.09,   20.26,   16.34,   16.37
 589,224,   2,  110.00,    0.00,    3.89,   17.92,   19.98,   20.15,   16.39,   16.41
 590,225,   2,  110.00,    0.00,    3.89,   17.80,   19.86,   20.03,   16.43,   16.45
 591,226,   2,  110.00,    0.00,    3.89,   17.68,   19.74,   19.92,   16.46,   16.48
 592,227,   2,  110.00,    0.00,    3.89,   17.55,   19.61,   19.80,   16.50,   16.52
 593,228,   2,  110.00,    0.00,    3.89,   17.42,   19.48,   19.67,   16.53,   16.55
 594,229,   2,  110.00,    0.00,    3.89,   17.29,   19.35,   19.55,   16.56,   16.58
 595,230,   2,  110.00,    0.00,    3.89,   17.15,   19.22,   19.42,   16.59,   16.60
 596,231,   2,  110.00,    0.00,    3.89,   17.01,   19.08,   19.28,   16.62,   16.63
 597,232,   2,  110.00,    0.00,    3.89,   16.87,   18.94,   19.15,   16.64,   16.65
 598,233,   2,  110.00,    0.00,    3.89,   16.73,   18.80,   19.01,   16.66,   16.67
 599,234,   2,  110.00,    0.00,    3.89,   16.58,   18.66,   18.87,   16.68,   16.68
 600,235,   2,  110.00,    0.00,    3.89,   16.43,   18.51,   18.73,   16.69,   16.70
 601,236,   2,  110.00,    0.00,    3.89,   16.28,   18.36,   18.58,   16.71,   16.71
 602,237,   2,  110.00,    0.00,    3.89,   16.13,   18.20,   18.43,   16.72,   16.72
 603,238,   2,  110.00,    0.00,    3.89,   15.97,   18.05,   18.28,   16.72,   16.73
 604,239,   2,  110.00,    0.00,    3.89,   15.81,   17.89,   18.12,   16.73,   16.73
 605,240,   2,  110.00,    0.00,    3.89,   15.65,   17.73,   17.97,   16.73,   16.73
 606,241,   2,  110.00,    0.00,    3.89,   15.48,   17.57,   17.81,   16.73,   16.73
 607,242,   2,  110.00,    0.00,    3.89,   15.32,   17.40,   17.65,   16.73,   16.73
 608,243,   2,  110.00,    0.00,    3.89,   15.15,   17.23,   17.48,   16.73,   16.72
 609,244,   2,  110.00,    0.00,    3.89,   14.98,   17.06,   17.32,   16.72,   16.72
 610,245,   2,  110.00,    0.00,    3.89,   14.80,   16.89,   17.15,   16.71,   16.70
 611,246,   2,  110.00,    0.00,    3.89,   14.63,   16.72,   16.98,   16.70,   16.69
 612,247,   2,  110.00,    0.00,    3.89,   14.45,   16.54,   16.80,   16.68,   16.68
 613,248,   2,  110.00,    0.00,    3.89,   14.27,   16.36,   16.63,   16.67,   16.66
 614,249,   2,  110.00,    0.00,    3.89,   14.09,   16.18,   16.45,   16.65,   16.64
 615,250,   2,  110.00,    0.00,    3.89,   13.90,   16.00,   16.27,   16.63,   16.61
 616,251,   2,  110.00,    0.00,    3.89,   13.72,   15.81,   16.09,   16.60,   16.59
 617,252,   2,  110.00,    0.00,    3.89,   13.53,   15.63,   15.90,   16.58,   16.56
 618,253,   2,  110.00,    0.00,    3.89,   13.34,   15.44,   15.72,   16.55,   16.53
 619,254,   2,  110.00,    0.00,    3.89,   13.15,   15.25,   15.53,   16.52,   16.50
 620,255,   2,  110.00,    0.00,    3.89,   12.96,   15.05,   15.34,   16.48,   16.46
 621,256,   2,  110.00,    0.00,    3.89,   12.76,   14.86,   15.15,   16.44,   16.42
 622,257,   2,  110.00,    0.00,    3.89,   12.57,   14.67,   14.96,   16.41,   16.38
 623,258,   2,  110.00,    0.00,    3.89,   12.37,   14.47,   14.76,   16.36,   16.34
 624,259,   2,  110.00,    0.00,    3.89,   12.17,   14.27,   14.57,   16.32,   16.30
 625,260,   2,  110.00,    0.00,    3.89,   11.97,   14.07,   14.37,   16.27,   16.25
 626,261,   2,  110.00,    0.00,    3.89,   11.77,   13.87,   14.17,   16.23,   16.20
 627,262,   2,  110.00,    0.00,    3.89,   11.57,   13.67,   13.97,   16.18,   16.15
 628,263,   2,  110.00,    0.00,    3.89,   11.36,   13.46,   13.77,   16.12,   16.09
 629,264,   2,  110.00,    0.00,    3.89,   11.16,   13.26,   13.57,   16.07,   16.04
 630,265,   2,  110.00,    0.00,    3.89,   10.95,   13.05,   13.36,   16.01,   15.98
 631,266,   2,  110.00,    0.00,    3.89,   10.74,   12.85,   13.16,   15.95,   15.92
 632,267,   2,  110.00,    0.00,    3.89,   10.54,   12.64,   12.95,   15.89,   15.85
 633,268,   2,  110.00,    0.00,    3.89,   10.33,   12.43,   12.74,   15.82,   15.79
 634,269,   2,  110.00,    0.00,    3.89,   10.12,   12.22,   12.53,   15.76,   15.72
 635,270,   2,  110.00,    0.00,    3.89,    9.91,   12.01,   12.33,   15.69,   15.65
 636,271,   2,  110.00,    0.00,    3.89,    9.69,   11.80,   12.12,   15.62,   15.58
 637,272,   2,  110.00,    0.00,    3.89,    9.48,   11.59,   11.90,   15.54,   15.50
 638,273,   2,  110.00,    0.00,    3.89,    9.27,   11.38,   11.69,   15.47,   15.43
 639,274,   2,  110.00,    0.00,    3.89,    9.06,   11.16,   11.48,   15.39,   15.35
 640,275,   2,  110.00,    0.00,    3.89,    8.84,   10.95,   11.27,   15.31,   15.27
 641,276,   2,  110.00,    0.00,    3.89,    8.63,   10.74,   11.06,   15.23,   15.18
 642,277,   2,  110.00,    0.00,    3.89,    8.41,   10.52,   10.84,   15.14,   15.10
 643,278,   2,  110.00,    0.00,    3.89,    8.20,   10.31,   10.63,   15.06,   15.01
 644,279,   2,  110.00,    0.00,    3.89,    7.98,   10.09,   10.41,   14.97,   14.92
 645,280,   2,  110.00,    0.00,    3.89,    7.77,    9.88,   10.20,   14.88,   14.83
 646,281,   2,  110.00,    0.00,    3.89,    7.55,    9.66,    9.98,   14.79,   14.74
 647,282,   2,  110.00,    0.00,    3.89,    7.34,    9.45,    9.77,   14.70,   14.65
 648,283,   2,  110.00,    0.00,    3.89,    7.12,    9.23,    9.55,   14.60,   14.55
 649,284,   2,  110.00,    0.00,    3.89,    6.91,    9.02,    9.34,   14.50,   14.45
 650,285,   2,  110.00,    0.00,    3.89,    6.69,    8.80,    9.12,   14.40,   14.35
 651,286,   2,  110.00,    0.00,    3.89,    6.48,    8.59,    8.91,   14.30,   14.25
 652,287,   2,  110.00,    0.00,    3.89,    6.26,    8.37,    8.69,   14.20,   14.15
 653,288,   2,  110.00,    0.00,    3.89,    6.05,    8.16,    8.48,   14.10,   14.04
 654,289,   2,  110.00,    0.00,    3.89,    5.84,    7.94,    8.27,   13.99,   13.93
 655,290,   2,  110.00,    0.00,    3.89,    5.62,    7.73,    8.05,   13.88,   13.82
 656,291,   2,  110.00,    0.00,    3.89,    5.41,    7.52,    7.84,   13.77,   13.71
 657,292,   2,  110.00,    0.00,    3.89,    5.20,    7.31,    7.62,   13.66,   13.60
 658,293,   2,  110.00,    0.00,    3.89,    4.99,    7.09,    7.41,   13.55,   13.49
 659,294,   2,  110.00,    0.00,    3.89,    4.78,    6.88,    7.20,   13.43,   13.37
 660,295,   2,  110.00,    0.00,    3.89,    4.57,    6.67,    6.99,   13.32,   13.26
 661,296,   2,  110.00,    0.00,    3.89,    4.36,    6.46,    6.78,   13.20,   13.14
 662,297,   2,  110.00,    0.00,    3.89,    4.15,    6.26,    6.57,   13.08,   13.02
 663,298,   2,  110.00,    0.00,    3.89,    3.95,    6.05,    6.36,   12.96,   12.90
 664,299,   2,  110.00,    0.00,    3.89,    3.74,    5.84,    6.15,   12.84,   12.78
 665,300,   2,  110.00,    0.00,    3.89,    3.54,    5.64,    5.95,   12.72,   12.65
 666,301,   2,  110.00,    0.00,    3.89,    3.33,    5.43,    5.74,   12.59,   12.53
