Day of sim.,Day of year,Year,Radiation,Generation,Air,Floor,Lower wall,Upper wall,Feed,Total,Total step,          Total step adjusted,Steady state temp,Steady state used
  47, 47,   1,   -854.438,     -0.000,   8919.058,   3049.386,      0.000,   4382.663,            -0.,         15566.,      56037820.,      56037820.,-1.31,    F
  48, 48,   1,   -880.969,     -0.000,   8730.726,   2974.512,      0.000,   4290.121,            -0.,         15182.,      54655452.,      54655452.,-1.15,    F
  49, 49,   1,   -908.051,     -0.000,   8541.917,   2899.418,      0.000,   4197.344,            -0.,         14797.,      53267724.,      53267724.,-1.00,    F
  50, 50,   1,   -935.675,     -0.000,   8352.679,   2824.119,      0.000,   4104.355,            -0.,         14410.,      51874972.,      51874972.,-0.84,    F
  51, 51,   1,   -963.835,     -0.000,   8163.047,   2748.633,      0.000,   4011.173,            -0.,         14022.,      50477488.,      50477488.,-0.68,    F
  52, 52,   1,   -992.522,     -0.000,   7973.067,   2672.976,      0.000,   3917.821,            -0.,         13632.,      49075596.,      49075596.,-0.51,    F
  53, 53,   1,  -1021.726,     -0.000,   7782.782,   2597.165,      0.000,   3824.318,            -0.,         13242.,      47669636.,      47669636.,-0.35,    F
  54, 54,   1,  -1051.439,     -0.000,   7592.231,   2521.216,      0.000,   3730.685,            -0.,         12850.,      46259904.,      46259904.,-0.17,    F
  55, 55,   1,  -1081.653,     -0.000,   7401.459,   2445.146,      0.000,   3636.943,            -0.,         12457.,      44846736.,      44846736.,-0.00,    F
  56, 56,   1,  -1112.359,     -0.000,   7210.506,   2368.972,      0.000,   3543.112,            -0.,         12064.,      43430432.,      43430432., 0.18,    F
  57, 57,   1,  -1143.547,     -0.000,   7019.417,   2292.710,      0.000,   3449.214,            -0.,         11670.,      42011348.,      42011348., 0.35,    F
  58, 58,   1,  -1175.208,     -0.000,   6828.234,   2216.379,      0.000,   3355.271,            -0.,         11275.,      40589772.,      40589772., 0.54,    F
  59, 59,   1,  -1207.333,     -0.000,   6637.003,   2139.995,      0.000,   3261.303,            -0.,         10879.,      39166080.,      39166080., 0.72,    F
  60, 60,   1,  -1239.912,     -0.000,   6445.762,   2063.575,      0.000,   3167.331,            -0.,         10483.,      37740560.,      37740560., 0.91,    F
  61, 61,   1,  -1272.936,     -0.000,   6254.559,   1987.137,      0.000,   3073.377,            -0.,         10087.,      36313572.,      36313572., 1.10,    F
  62, 62,   1,  -1306.395,     -0.000,   6063.436,   1910.698,      0.000,   2979.463,            -0.,          9690.,      34885428.,      34885428., 1.29,    F
  63, 63,   1,  -1340.279,     -0.000,   5872.434,   1834.274,      0.000,   2885.608,            -0.,          9293.,      33456474.,      33456474., 1.49,    F
  64, 64,   1,  -1374.578,     -0.000,   5681.604,   1757.885,      0.000,   2791.837,            -0.,          8896.,      32027058.,      32027058., 1.68,    F
  65, 65,   1,  -1409.281,     -0.000,   5490.980,   1681.546,      0.000,   2698.168,            -0.,          8499.,      30597486.,      30597486., 1.88,    F
  66, 66,   1,  -1444.380,     -0.000,   5300.613,   1605.275,      0.000,   2604.625,            -0.,          8102.,      29168110.,      29168110., 2.09,    F
  67, 67,   1,  -1479.861,     -0.000,   5110.546,   1529.091,      0.000,   2511.230,            -0.,          7705.,      27739274.,      27739274., 2.29,    F
  68, 68,   1,  -1515.717,     -0.000,   4920.820,   1453.010,      0.000,   2418.002,            -0.,          7309.,      26311302.,      26311302., 2.50,    F
  69, 69,   1,  -1551.935,     -0.000,   4731.483,   1377.050,      0.000,   2324.965,            -0.,          6912.,      24884558.,      24884558., 2.71,    F
  70, 70,   1,  -1588.506,     -0.000,   4542.575,   1301.229,      0.000,   2232.139,            -0.,          6516.,      23459344.,      23459344., 2.92,    F
  71, 71,   1,  -1625.418,     -0.000,   4354.143,   1225.564,      0.000,   2139.547,            -0.,          6121.,      22036042.,      22036042., 3.13,    F
  72, 72,   1,  -1662.661,     -0.000,   4166.228,   1150.072,      0.000,   2047.209,            -0.,          5726.,      20614948.,      20614948., 3.34,    F
  73, 73,   1,  -1700.223,     -0.000,   3978.875,   1074.772,      0.000,   1955.147,            -0.,          5332.,      19196432.,      19196432., 3.56,    F
  74, 74,   1,  -1738.093,     -0.000,   3792.131,    999.682,      0.000,   1863.384,            -0.,          4939.,      17780828.,      17780828., 3.78,    F
  75, 75,   1,  -1776.260,     -0.000,   3606.036,    924.817,      0.000,   1771.941,            -0.,          4547.,      16368487.,      16368487., 4.00,    F
  76, 76,   1,  -1814.713,     -0.000,   3420.633,    850.195,      0.000,   1680.837,            -0.,          4155.,      14959711.,      14959711., 4.22,    F
  77, 77,   1,  -1853.440,     -0.000,   3235.967,    775.834,      0.000,   1590.095,            -0.,          3765.,      13554871.,      13554871., 4.45,    F
  78, 78,   1,  -1892.430,     -0.000,   3052.084,    701.753,      0.000,   1499.739,            -0.,          3376.,      12154304.,      12154304., 4.67,    F
  79, 79,   1,  -1931.672,     -0.000,   2869.021,    627.967,      0.000,   1409.785,            -0.,          2988.,      10758328.,      10758328., 4.90,    F
  80, 80,   1,  -1971.153,     -0.000,   2686.827,    554.495,      0.000,   1320.258,            -0.,          2602.,       9367295.,       9367295., 5.12,    F
  81, 81,   1,  -2010.861,     -0.000,   2505.543,    481.353,      0.000,   1231.178,            -0.,          2217.,       7981548.,       7981548., 5.35,    F
  82, 82,   1,  -2050.787,     -0.000,   2325.212,    408.559,      0.000,   1142.567,            -0.,          1834.,       6601416.,       6601416., 5.58,    F
  83, 83,   1,  -2090.916,     -0.000,   2145.877,    336.131,      0.000,   1054.445,            -0.,          1452.,       5227231.,       5227231., 5.82,    F
  84, 84,   1,  -2131.239,     -0.000,   1967.578,    264.084,      0.000,    966.832,            -0.,          1072.,       3859327.,       3859327., 6.05,    F
  85, 85,   1,  -2171.741,     -0.000,   1790.362,    192.437,      0.000,    879.752,            -0.,           694.,       2498051.,       2498051., 6.28,    F
  86, 86,   1,  -2212.412,     -0.000,   1614.266,    121.206,      0.000,    793.221,            -0.,           318.,       1143709.,       1143709., 6.52,    F
  87, 87,   1,  -2253.240,     -0.000,   1439.335,     50.408,     -0.000,    707.263,             0.,           -56.,       -203349.,       -203349., 6.75,    F
  88, 88,   1,  -2294.212,     -0.000,   1265.610,    -19.941,     -0.000,    621.898,             0.,          -429.,      -1542799.,      -1542799., 6.99,    F
  89, 89,   1,  -2335.316,     -0.000,   1093.132,    -89.822,     -0.000,    537.145,             0.,          -798.,      -2874313.,      -2874313., 7.23,    F
  90, 90,   1,  -2376.541,     -0.000,    921.940,   -159.221,     -0.000,    453.025,             0.,         -1166.,      -4197582.,      -4197582., 7.47,    F
  91, 91,   1,  -2417.873,     -0.000,    752.079,   -228.120,     -0.000,    369.558,             0.,         -1531.,      -5512254.,      -5512254., 7.71,    F
  92, 92,   1,  -2459.301,     -0.000,    583.587,   -296.503,     -0.000,    286.764,             0.,         -1894.,      -6818024.,      -6818024., 7.94,    F
  93, 93,   1,  -2500.812,     -0.000,    416.503,   -364.354,     -0.000,    204.662,             0.,         -2254.,      -8114572.,      -8114572., 8.18,    F
  94, 94,   1,  -2542.394,     -0.000,    250.868,   -431.656,     -0.000,    123.272,             0.,         -2612.,      -9401589.,      -9401589., 8.42,    F
  95, 95,   1,  -2584.034,     -0.000,     86.723,   -498.394,     -0.000,     42.614,             0.,         -2966.,     -10678732.,     -10678732., 8.67,    F
  96, 96,   1,  -2625.722,     -0.000,    -75.896,   -564.552,     -0.000,    -37.294,             0.,         -3318.,     -11945723.,     -11945723., 8.91,    F
  97, 97,   1,  -2667.443,     -0.000,   -236.949,   -630.114,     -0.000,   -116.433,             0.,         -3667.,     -13202232.,     -13202232., 9.15,    F
  98, 98,   1,  -2709.186,     -0.000,   -396.396,   -695.064,     -0.000,   -194.782,             0.,         -4013.,     -14447951.,     -14447951., 9.39,    F
  99, 99,   1,  -2750.938,     -0.000,   -554.199,   -759.387,     -0.000,   -272.324,             0.,         -4356.,     -15682563.,     -15682563., 9.63,    F
 100,100,   1,  -2792.687,     -0.000,   -710.325,   -823.068,     -0.000,   -349.041,             0.,         -4696.,     -16905800.,     -16905800., 9.87,    F
 101,101,   1,  -2834.421,     -0.000,   -864.737,   -886.092,     -0.000,   -424.916,             0.,         -5033.,     -18117352.,     -18117352.,10.11,    F
 102,102,   1,  -2876.126,     -0.000,  -1017.388,   -948.443,     -0.000,   -499.926,             0.,         -5366.,     -19316890.,     -19316890.,10.36,    F
 103,103,   1,  -2917.792,     -0.000,  -1168.253,  -1010.107,     -0.000,   -574.058,             0.,         -5696.,     -20504160.,     -20504160.,10.60,    F
 104,104,   1,  -2959.405,     -0.000,  -1317.289,  -1071.068,     -0.000,   -647.292,             0.,         -6022.,     -21678840.,     -21678840.,10.84,    F
 105,105,   1,  -3000.954,     -0.000,  -1464.465,  -1131.313,     -0.000,   -719.612,             0.,         -6345.,     -22840658.,     -22840658.,11.08,    F
 106,106,   1,  -3042.425,     -0.000,  -1609.742,  -1190.827,     -0.000,   -790.998,             0.,         -6664.,     -23989312.,     -23989312.,11.32,    F
 107,107,   1,  -3083.806,     -0.000,  -1753.091,  -1249.596,     -0.000,   -861.437,             0.,         -6979.,     -25124552.,     -25124552.,11.56,    F
 108,108,   1,  -3125.086,     -0.000,  -1894.474,  -1307.607,     -0.000,   -930.910,             0.,         -7291.,     -26246074.,     -26246074.,11.80,    F
 109,109,   1,  -3166.251,     -0.000,  -2033.858,  -1364.845,     -0.000,   -999.401,             0.,         -7598.,     -27353614.,     -27353614.,12.04,    F
 110,110,   1,  -3207.291,     -0.000,  -2171.212,  -1421.297,     -0.000,  -1066.894,             0.,         -7902.,     -28446906.,     -28446906.,12.27,    F
 111,111,   1,  -3248.192,     -0.000,  -2306.503,  -1476.949,     -0.000,  -1133.374,             0.,         -8202.,     -29525686.,     -29525686.,12.51,    F
 112,112,   1,  -3288.943,     -0.000,  -2439.698,  -1531.789,     -0.000,  -1198.823,             0.,         -8497.,     -30589672.,     -30589672.,12.75,    F
 113,113,   1,  -3329.532,     -0.000,  -2570.764,  -1585.803,     -0.000,  -1263.227,             0.,         -8789.,     -31638618.,     -31638618.,12.98,    F
 114,114,   1,  -3369.946,     -0.000,  -2699.674,  -1638.980,     -0.000,  -1326.571,             0.,         -9076.,     -32672262.,     -32672262.,13.22,    F
 115,115,   1,  -3410.173,     -0.000,  -2826.396,  -1691.305,     -0.000,  -1388.840,             0.,         -9358.,     -33690356.,     -33690356.,13.45,    F
 116,116,   1,  -3450.202,     -0.000,  -2950.902,  -1742.768,     -0.000,  -1450.020,             0.,         -9637.,     -34692660.,     -34692660.,13.68,    F
 117,117,   1,  -3490.021,     -0.000,  -3073.162,  -1793.355,     -0.000,  -1510.096,             0.,         -9911.,     -35678924.,     -35678924.,13.91,    F
 118,118,   1,  -3529.617,     -0.000,  -3193.145,  -1843.056,     -0.000,  -1569.054,             0.,        -10180.,     -36648920.,     -36648920.,14.14,    F
 119,119,   1,  -3568.979,     -0.000,  -3310.826,  -1891.858,     -0.000,  -1626.880,             0.,        -10445.,     -37602376.,     -37602376.,14.37,    F
 120,120,   1,  -3608.097,     -0.000,  -3426.177,  -1939.750,     -0.000,  -1683.561,             0.,        -10705.,     -38539104.,     -38539104.,14.60,    F
 121,121,   1,  -3646.957,     -0.000,  -3539.171,  -1986.722,     -0.000,  -1739.084,             0.,        -10961.,     -39458864.,     -39458864.,14.82,    F
 122,122,   1,  -3685.549,     -0.000,  -3649.782,  -2032.761,     -0.000,  -1793.437,             0.,        -11212.,     -40361428.,     -40361428.,15.05,    F
 123,123,   1,  -3723.860,     -0.000,  -3757.988,  -2077.859,     -0.000,  -1846.607,             0.,        -11457.,     -41246600.,     -41246600.,15.27,    F
 124,124,   1,  -3761.880,     -0.000,  -3863.759,  -2122.004,     -0.000,  -1898.581,             0.,        -11698.,     -42114140.,     -42114140.,15.49,    F
 125,125,   1,  -3799.598,     -0.000,  -3967.073,  -2165.186,     -0.000,  -1949.348,             0.,        -11934.,     -42963856.,     -42963856.,15.71,    F
 126,126,   1,  -3837.001,     -0.000,  -4067.907,  -2207.395,     -0.000,  -1998.896,             0.,        -12165.,     -43795556.,     -43795556.,15.92,    F
 127,127,   1,  -3874.080,     -0.000,  -4166.237,  -2248.622,     -0.000,  -2047.214,             0.,        -12391.,     -44609012.,     -44609012.,16.14,    F
 128,128,   1,  -3910.823,     -0.000,  -4262.045,  -2288.857,     -0.000,  -2094.292,             0.,        -12612.,     -45404060.,     -45404060.,16.35,    F
 129,129,   1,  -3947.219,     -0.000,  -4355.304,  -2328.091,     -0.000,  -2140.117,             0.,        -12828.,     -46180500.,     -46180500.,16.56,    F
 130,130,   1,  -3983.257,     -0.000,  -4445.996,  -2366.316,     -0.000,  -2184.682,             0.,        -13038.,     -46938148.,     -46938148.,16.77,    F
 131,131,   1,  -4018.927,     -0.000,  -4534.102,  -2403.523,     -0.000,  -2227.976,             0.,        -13244.,     -47676828.,     -47676828.,16.98,    F
 132,132,   1,  -4054.218,     -0.000,  -4619.604,  -2439.704,     -0.000,  -2269.990,             0.,        -13443.,     -48396388.,     -48396388.,17.19,    F
 133,133,   1,  -4089.120,     -0.000,  -4702.479,  -2474.851,     -0.000,  -2310.713,             0.,        -13638.,     -49096644.,     -49096644.,17.39,    F
 134,134,   1,  -4123.623,     -0.000,  -4782.711,  -2508.956,     -0.000,  -2350.138,             0.,        -13827.,     -49777440.,     -49777440.,17.59,    F
 135,135,   1,  -4157.715,     -0.000,  -4860.284,  -2542.011,     -0.000,  -2388.255,             0.,        -14011.,     -50438604.,     -50438604.,17.79,    F
 136,136,   1,  -4191.388,     -0.000,  -4935.180,  -2574.011,     -0.000,  -2425.058,             0.,        -14189.,     -51080004.,     -51080004.,17.98,    F
 137,137,   1,  -4224.630,     -0.000,  -5007.385,  -2604.947,     -0.000,  -2460.538,             0.,        -14362.,     -51701472.,     -51701472.,18.18,    F
 138,138,   1,  -4257.433,     -0.000,  -5076.882,  -2634.814,     -0.000,  -2494.688,             0.,        -14529.,     -52302896.,     -52302896.,18.37,    F
 139,139,   1,  -4289.787,     -0.000,  -5143.659,  -2663.604,     -0.000,  -2527.501,             0.,        -14690.,     -52884128.,     -52884128.,18.55,    F
 140,140,   1,  -4321.681,     -0.000,  -5207.701,  -2691.312,     -0.000,  -2558.970,             0.,        -14846.,     -53445036.,     -53445036.,18.74,    F
 141,141,   1,  -4353.106,     -0.000,  -5268.998,  -2717.934,     -0.000,  -2589.090,             0.,        -14996.,     -53985516.,     -53985516.,18.92,    F
 142,142,   1,  -4384.055,     -0.000,  -5327.534,  -2743.462,     -0.000,  -2617.854,             0.,        -15140.,     -54505420.,     -54505420.,19.10,    F
 143,143,   1,  -4414.516,     -0.000,  -5383.299,  -2767.892,     -0.000,  -2645.256,             0.,        -15279.,     -55004668.,     -55004668.,19.28,    F
 144,144,   1,  -4444.480,     -0.000,  -5436.284,  -2791.219,     -0.000,  -2671.292,             0.,        -15412.,     -55483136.,     -55483136.,19.45,    F
 145,145,   1,  -4473.940,     -0.000,  -5486.479,  -2813.440,     -0.000,  -2695.956,             0.,        -15539.,     -55940720.,     -55940720.,19.63,    F
 146,146,   1,  -4502.886,     -0.000,  -5533.874,  -2834.549,     -0.000,  -2719.245,             0.,        -15660.,     -56377312.,     -56377312.,19.80,    F
 147,147,   1,  -4531.311,     -0.000,  -5578.463,  -2854.543,     -0.000,  -2741.155,             0.,        -15776.,     -56792868.,     -56792868.,19.96,    F
 148,148,   1,  -4559.204,     -0.000,  -5620.234,  -2873.419,     -0.000,  -2761.681,             0.,        -15885.,     -57187260.,     -57187260.,20.12,    F
 149,149,   1,  -4586.558,     -0.000,  -5659.188,  -2891.172,     -0.000,  -2780.822,             0.,        -15989.,     -57560448.,     -57560448.,20.28,    F
 150,150,   1,  -4613.366,     -0.000,  -5695.313,  -2907.801,     -0.000,  -2798.574,             0.,        -16087.,     -57912348.,     -57912348.,20.44,    F
 151,151,   1,  -4639.618,     -0.000,  -5728.604,  -2923.303,     -0.000,  -2814.932,             0.,        -16179.,     -58242880.,     -58242880.,20.59,    F
 152,152,   1,  -4665.308,     -0.000,  -5759.061,  -2937.674,     -0.000,  -2829.898,             0.,        -16264.,     -58552000.,     -58552000.,20.74,    F
 153,153,   1,  -4690.427,     -0.000,  -5786.678,  -2950.915,     -0.000,  -2843.469,             0.,        -16344.,     -58839652.,     -58839652.,20.89,    F
 154,154,   1,  -4714.969,     -0.000,  -5811.453,  -2963.022,     -0.000,  -2855.642,             0.,        -16418.,     -59105796.,     -59105796.,21.03,    F
 155,155,   1,  -4738.925,     -0.000,  -5833.384,  -2973.994,     -0.000,  -2866.419,             0.,        -16486.,     -59350372.,     -59350372.,21.17,    F
 156,156,   1,  -4762.290,     -0.000,  -5852.470,  -2983.831,     -0.000,  -2875.798,             0.,        -16548.,     -59573360.,     -59573360.,21.31,    F
 157,157,   1,  -4785.055,     -0.000,  -5868.710,  -2992.531,     -0.000,  -2883.778,             0.,        -16604.,     -59774736.,     -59774736.,21.44,    F
 158,158,   1,  -4807.214,     -0.000,  -5882.107,  -3000.095,     -0.000,  -2890.361,             0.,        -16654.,     -59954460.,     -59954460.,21.57,    F
 159,159,   1,  -4828.761,     -0.000,  -5892.658,  -3006.522,     -0.000,  -2895.545,             0.,        -16698.,     -60112524.,     -60112524.,21.70,    F
 160,160,   1,  -4849.689,     -0.000,  -5900.370,  -3011.813,     -0.000,  -2899.335,             0.,        -16736.,     -60248912.,     -60248912.,21.82,    F
 161,161,   1,  -4869.992,     -0.000,  -5905.242,  -3015.968,     -0.000,  -2901.729,             0.,        -16768.,     -60363648.,     -60363648.,21.94,    F
 162,162,   1,  -4889.665,     -0.000,  -5907.277,  -3018.986,     -0.000,  -2902.729,             0.,        -16794.,     -60456660.,     -60456660.,22.05,    F
 163,163,   1,  -4908.700,     -0.000,  -5906.485,  -3020.872,     -0.000,  -2902.340,             0.,        -16813.,     -60528044.,     -60528044.,22.16,    F
 164,164,   1,  -4927.092,     -0.000,  -5902.867,  -3021.624,     -0.000,  -2900.562,             0.,        -16827.,     -60577764.,     -60577764.,22.27,    F
 165,165,   1,  -4944.837,     -0.000,  -5896.431,  -3021.247,     -0.000,  -2897.399,             0.,        -16835.,     -60605872.,     -60605872.,22.38,    F
 166,166,   1,  -4961.929,     -0.000,  -5887.181,  -3019.741,     -0.000,  -2892.854,             0.,        -16837.,     -60612336.,     -60612336.,22.48,    F
 167,167,   1,  -4978.362,     -0.000,  -5875.126,  -3017.108,     -0.000,  -2886.931,             0.,        -16833.,     -60597232.,     -60597232.,22.57,    F
 168,168,   1,  -4994.132,     -0.000,  -5860.278,  -3013.352,     -0.000,  -2879.635,             0.,        -16822.,     -60560592.,     -60560592.,22.67,    F
 169,169,   1,  -5009.235,     -0.000,  -5842.645,  -3008.477,     -0.000,  -2870.969,             0.,        -16806.,     -60502480.,     -60502480.,22.76,    F
 170,170,   1,  -5023.665,     -0.000,  -5822.231,  -3002.484,     -0.000,  -2860.938,             0.,        -16784.,     -60422908.,     -60422908.,22.84,    F
 171,171,   1,  -5037.418,     -0.000,  -5799.055,  -2995.379,     -0.000,  -2849.550,             0.,        -16756.,     -60321948.,     -60321948.,22.92,    F
 172,172,   1,  -5050.492,     -0.000,  -5773.119,  -2987.163,     -0.000,  -2836.806,             0.,        -16722.,     -60199660.,     -60199660.,23.00,    F
 173,173,   1,  -5062.880,     -0.000,  -5744.444,  -2977.844,     -0.000,  -2822.716,             0.,        -16682.,     -60056108.,     -60056108.,23.07,    F
 174,174,   1,  -5074.581,     -0.000,  -5713.041,  -2967.425,     -0.000,  -2807.285,             0.,        -16636.,     -59891376.,     -59891376.,23.14,    F
 175,175,   1,  -5085.589,     -0.000,  -5678.925,  -2955.911,     -0.000,  -2790.521,             0.,        -16585.,     -59705564.,     -59705564.,23.21,    F
 176,176,   1,  -5095.903,     -0.000,  -5642.108,  -2943.307,     -0.000,  -2772.430,             0.,        -16527.,     -59498732.,     -59498732.,23.27,    F
 177,177,   1,  -5105.519,     -0.000,  -5602.605,  -2929.619,     -0.000,  -2753.019,             0.,        -16464.,     -59270948.,     -59270948.,23.32,    F
 178,178,   1,  -5114.434,     -0.000,  -5560.433,  -2914.852,     -0.000,  -2732.296,             0.,        -16395.,     -59022368.,     -59022368.,23.38,    F
 179,179,   1,  -5122.646,     -0.000,  -5515.611,  -2899.014,     -0.000,  -2710.271,             0.,        -16320.,     -58753056.,     -58753056.,23.43,    F
 180,180,   1,  -5130.151,     -0.000,  -5468.154,  -2882.109,     -0.000,  -2686.952,             0.,        -16240.,     -58463132.,     -58463132.,23.47,    F
