Day of sim.,Day of year,Year,Radiation,Generation,Air,Floor,Lower wall,Upper wall,Feed,Total,Total step,          Total step adjusted,Steady state temp,Steady state used
  49, 49,   1,    -36.322,     -0.000,    275.656,    -42.991,     38.789,    258.575,            -0.,           498.,       1792803.,       1792803., 1.21,    F
  50, 50,   1,    -37.427,     -0.000,    267.911,    -44.217,     38.998,    251.310,            -0.,           481.,       1730595.,       1730595., 1.29,    F
  51, 51,   1,    -38.553,     -0.000,    260.182,    -45.400,     39.237,    244.060,            -0.,           464.,       1668684.,       1668684., 1.38,    F
  52, 52,   1,    -39.701,     -0.000,    252.469,    -46.538,     39.505,    236.825,            -0.,           446.,       1607075.,       1607075., 1.48,    F
  53, 53,   1,    -40.869,     -0.000,    244.774,    -47.634,     39.800,    229.607,            -0.,           429.,       1545771.,       1545771., 1.57,    F
  54, 54,   1,    -42.058,     -0.000,    237.097,    -48.686,     40.122,    222.406,            -0.,           412.,       1484778.,       1484778., 1.67,    F
  55, 55,   1,    -43.266,     -0.000,    229.440,    -49.695,     40.470,    215.223,            -0.,           396.,       1424099.,       1424099., 1.77,    F
  56, 56,   1,    -44.494,     -0.000,    221.803,    -50.662,     40.844,    208.059,            -0.,           379.,       1363738.,       1363738., 1.87,    F
  57, 57,   1,    -45.742,     -0.000,    214.187,    -51.586,     41.242,    200.915,            -0.,           362.,       1303702.,       1303702., 1.97,    F
  58, 58,   1,    -47.008,     -0.000,    206.594,    -52.468,     41.664,    193.792,            -0.,           346.,       1243993.,       1243993., 2.08,    F
  59, 59,   1,    -48.293,     -0.000,    199.024,    -53.308,     42.109,    186.691,            -0.,           329.,       1184617.,       1184617., 2.19,    F
  60, 60,   1,    -49.596,     -0.000,    191.478,    -54.106,     42.576,    179.613,            -0.,           313.,       1125579.,       1125579., 2.30,    F
  61, 61,   1,    -50.917,     -0.000,    183.958,    -54.862,     43.064,    172.559,            -0.,           296.,       1066885.,       1066885., 2.41,    F
  62, 62,   1,    -52.256,     -0.000,    176.464,    -55.578,     43.573,    165.530,            -0.,           280.,       1008539.,       1008539., 2.52,    F
  63, 63,   1,    -53.611,     -0.000,    168.998,    -56.252,     44.102,    158.527,            -0.,           264.,        950546.,        950546., 2.64,    F
  64, 64,   1,    -54.983,     -0.000,    161.561,    -56.885,     44.650,    151.550,            -0.,           248.,        892915.,        892915., 2.76,    F
  65, 65,   1,    -56.371,     -0.000,    154.154,    -57.478,     45.216,    144.602,            -0.,           232.,        835647.,        835647., 2.88,    F
  66, 66,   1,    -57.775,     -0.000,    146.778,    -58.031,     45.800,    137.683,            -0.,           216.,        778750.,        778750., 3.00,    F
  67, 67,   1,    -59.194,     -0.000,    139.433,    -58.543,     46.401,    130.794,            -0.,           201.,        722231.,        722231., 3.12,    F
  68, 68,   1,    -60.629,     -0.000,    132.122,    -59.016,     47.018,    123.936,            -0.,           185.,        666094.,        666094., 3.25,    F
  69, 69,   1,    -62.077,     -0.000,    124.846,    -59.450,     47.650,    117.110,            -0.,           170.,        610345.,        610345., 3.38,    F
  70, 70,   1,    -63.540,     -0.000,    117.605,    -59.844,     48.296,    110.318,            -0.,           154.,        554990.,        554990., 3.51,    F
  71, 71,   1,    -65.017,     -0.000,    110.401,    -60.199,     48.957,    103.560,            -0.,           139.,        500037.,        500037., 3.64,    F
  72, 72,   1,    -66.506,     -0.000,    103.234,    -60.516,     49.631,     96.837,            -0.,           124.,        445489.,        445489., 3.77,    F
  73, 73,   1,    -68.009,     -0.000,     96.107,    -60.795,     50.317,     90.152,            -0.,           109.,        391355.,        391355., 3.91,    F
  74, 74,   1,    -69.524,     -0.000,     89.020,    -61.035,     51.015,     83.504,            -0.,            94.,        337640.,        337640., 4.04,    F
  75, 75,   1,    -71.050,     -0.000,     81.974,    -61.238,     51.724,     76.895,            -0.,            79.,        284352.,        284352., 4.18,    F
  76, 76,   1,    -72.589,     -0.000,     74.971,    -61.403,     52.444,     70.326,            -0.,            64.,        231495.,        231495., 4.32,    F
  77, 77,   1,    -74.138,     -0.000,     68.012,    -61.531,     53.173,     63.798,            -0.,            50.,        179076.,        179076., 4.46,    F
  78, 78,   1,    -75.697,     -0.000,     61.098,    -61.623,     53.911,     57.312,            -0.,            35.,        127103.,        127103., 4.60,    F
  79, 79,   1,    -77.267,     -0.000,     54.230,    -61.678,     54.658,     50.870,            -0.,            21.,         75580.,         75580., 4.74,    F
  80, 80,   1,    -78.846,     -0.000,     47.410,    -61.697,     55.412,     44.472,            -0.,             7.,         24516.,         24516., 4.89,    F
  81, 81,   1,    -80.434,     -0.000,     40.638,    -61.680,     56.173,     38.120,             0.,            -7.,        -26084.,        -26084., 5.04,    F
  82, 82,   1,    -82.031,     -0.000,     33.916,    -61.627,     56.940,     31.815,             0.,           -21.,        -76212.,        -76212., 5.18,    F
  83, 83,   1,    -83.637,     -0.000,     27.246,    -61.540,     57.713,     25.557,             0.,           -35.,       -125864.,       -125864., 5.33,    F
  84, 84,   1,    -85.250,     -0.000,     20.627,    -61.417,     58.491,     19.349,             0.,           -49.,       -175031.,       -175031., 5.48,    F
  85, 85,   1,    -86.870,     -0.000,     14.062,    -61.260,     59.273,     13.191,             0.,           -62.,       -223706.,       -223706., 5.63,    F
  86, 86,   1,    -88.496,     -0.000,      7.551,    -61.069,     60.059,      7.083,             0.,           -76.,       -271885.,       -271885., 5.78,    F
  87, 87,   1,    -90.130,     -0.000,      1.097,    -60.845,     60.848,      1.029,             0.,           -89.,       -319560.,       -319560., 5.94,    F
  88, 88,   1,    -91.768,     -0.000,     -5.301,    -60.587,     61.639,     -4.973,             0.,          -102.,       -366724.,       -366724., 6.09,    F
  89, 89,   1,    -93.413,     -0.000,    -11.640,    -60.296,     62.432,    -10.919,             0.,          -115.,       -413372.,       -413372., 6.25,    F
  90, 90,   1,    -95.062,     -0.000,    -17.920,    -59.972,     63.227,    -16.810,             0.,          -128.,       -459496.,       -459496., 6.40,    F
  91, 91,   1,    -96.715,     -0.000,    -24.140,    -59.616,     64.022,    -22.644,             0.,          -140.,       -505089.,       -505089., 6.56,    F
  92, 92,   1,    -98.372,     -0.000,    -30.298,    -59.228,     64.817,    -28.420,             0.,          -153.,       -550146.,       -550146., 6.72,    F
  93, 93,   1,   -100.032,     -0.000,    -36.392,    -58.808,     65.612,    -34.137,             0.,          -165.,       -594660.,       -594660., 6.87,    F
  94, 94,   1,   -101.696,     -0.000,    -42.423,    -58.358,     66.405,    -39.794,             0.,          -177.,       -638625.,       -638625., 7.03,    F
  95, 95,   1,   -103.361,     -0.000,    -48.389,    -57.877,     67.196,    -45.390,             0.,          -189.,       -682034.,       -682034., 7.19,    F
  96, 96,   1,   -105.029,     -0.000,    -54.288,    -57.365,     67.986,    -50.924,             0.,          -201.,       -724882.,       -724882., 7.35,    F
  97, 97,   1,   -106.698,     -0.000,    -60.119,    -56.824,     68.772,    -56.394,             0.,          -213.,       -767162.,       -767162., 7.51,    F
  98, 98,   1,   -108.367,     -0.000,    -65.882,    -56.252,     69.555,    -61.800,             0.,          -225.,       -808866.,       -808866., 7.67,    F
  99, 99,   1,   -110.038,     -0.000,    -71.576,    -55.652,     70.333,    -67.140,             0.,          -236.,       -849990.,       -849990., 7.84,    F
 100,100,   1,   -111.707,     -0.000,    -77.198,    -55.023,     71.108,    -72.415,             0.,          -247.,       -890528.,       -890528., 8.00,    F
 101,101,   1,   -113.377,     -0.000,    -82.748,    -54.366,     71.877,    -77.621,             0.,          -258.,       -930473.,       -930473., 8.16,    F
 102,102,   1,   -115.045,     -0.000,    -88.226,    -53.681,     72.640,    -82.759,             0.,          -269.,       -969818.,       -969818., 8.32,    F
 103,103,   1,   -116.712,     -0.000,    -93.629,    -52.969,     73.398,    -87.828,             0.,          -280.,      -1008560.,      -1008560., 8.49,    F
 104,104,   1,   -118.376,     -0.000,    -98.957,    -52.230,     74.148,    -92.826,             0.,          -291.,      -1046691.,      -1046691., 8.65,    F
 105,105,   1,   -120.038,     -0.000,   -104.209,    -51.464,     74.892,    -97.752,             0.,          -301.,      -1084206.,      -1084206., 8.82,    F
 106,106,   1,   -121.697,     -0.000,   -109.384,    -50.671,     75.627,   -102.606,             0.,          -311.,      -1121099.,      -1121099., 8.98,    F
 107,107,   1,   -123.352,     -0.000,   -114.480,    -49.854,     76.355,   -107.387,             0.,          -321.,      -1157365.,      -1157365., 9.14,    F
 108,108,   1,   -125.003,     -0.000,   -119.497,    -49.011,     77.074,   -112.093,             0.,          -331.,      -1192998.,      -1192998., 9.31,    F
 109,109,   1,   -126.650,     -0.000,   -124.434,    -48.143,     77.784,   -116.724,             0.,          -341.,      -1227992.,      -1227992., 9.47,    F
 110,110,   1,   -128.292,     -0.000,   -129.290,    -47.251,     78.484,   -121.279,             0.,          -351.,      -1262344.,      -1262344., 9.63,    F
 111,111,   1,   -129.928,     -0.000,   -134.063,    -46.335,     79.174,   -125.756,             0.,          -360.,      -1296047.,      -1296047., 9.80,    F
 112,112,   1,   -131.558,     -0.000,   -138.754,    -45.395,     79.853,   -130.156,             0.,          -369.,      -1329096.,      -1329096., 9.96,    F
 113,113,   1,   -133.181,     -0.000,   -143.360,    -44.433,     80.521,   -134.477,             0.,          -378.,      -1361486.,      -1361486.,10.13,    F
 114,114,   1,   -134.798,     -0.000,   -147.881,    -43.448,     81.178,   -138.718,             0.,          -387.,      -1393213.,      -1393213.,10.29,    F
 115,115,   1,   -136.407,     -0.000,   -152.316,    -42.442,     81.823,   -142.878,             0.,          -396.,      -1424272.,      -1424272.,10.45,    F
 116,116,   1,   -138.008,     -0.000,   -156.665,    -41.413,     82.456,   -146.957,             0.,          -404.,      -1454658.,      -1454658.,10.61,    F
 117,117,   1,   -139.601,     -0.000,   -160.926,    -40.364,     83.076,   -150.954,             0.,          -412.,      -1484367.,      -1484367.,10.78,    F
 118,118,   1,   -141.185,     -0.000,   -165.098,    -39.294,     83.683,   -154.868,             0.,          -420.,      -1513394.,      -1513394.,10.94,    F
 119,119,   1,   -142.759,     -0.000,   -169.181,    -38.204,     84.276,   -158.698,             0.,          -428.,      -1541734.,      -1541734.,11.10,    F
 120,120,   1,   -144.324,     -0.000,   -173.174,    -37.095,     84.855,   -162.444,             0.,          -436.,      -1569384.,      -1569384.,11.26,    F
 121,121,   1,   -145.878,     -0.000,   -177.076,    -35.966,     85.420,   -166.104,             0.,          -443.,      -1596340.,      -1596340.,11.42,    F
 122,122,   1,   -147.422,     -0.000,   -180.887,    -34.819,     85.970,   -169.678,             0.,          -451.,      -1622598.,      -1622598.,11.58,    F
 123,123,   1,   -148.954,     -0.000,   -184.605,    -33.654,     86.505,   -173.166,             0.,          -458.,      -1648154.,      -1648154.,11.74,    F
 124,124,   1,   -150.475,     -0.000,   -188.229,    -32.471,     87.025,   -176.566,             0.,          -465.,      -1673004.,      -1673004.,11.90,    F
 125,125,   1,   -151.984,     -0.000,   -191.761,    -31.271,     87.529,   -179.878,             0.,          -471.,      -1697146.,      -1697146.,12.06,    F
 126,126,   1,   -153.480,     -0.000,   -195.197,    -30.054,     88.017,   -183.102,             0.,          -478.,      -1720575.,      -1720575.,12.21,    F
 127,127,   1,   -154.963,     -0.000,   -198.538,    -28.821,     88.488,   -186.236,             0.,          -484.,      -1743288.,      -1743288.,12.37,    F
 128,128,   1,   -156.433,     -0.000,   -201.784,    -27.573,     88.942,   -189.281,             0.,          -490.,      -1765284.,      -1765284.,12.52,    F
 129,129,   1,   -157.889,     -0.000,   -204.933,    -26.310,     89.379,   -192.235,             0.,          -496.,      -1786558.,      -1786558.,12.68,    F
 130,130,   1,   -159.330,     -0.000,   -207.985,    -25.032,     89.799,   -195.098,             0.,          -502.,      -1807107.,      -1807107.,12.83,    F
 131,131,   1,   -160.757,     -0.000,   -210.940,    -23.740,     90.201,   -197.869,             0.,          -507.,      -1826929.,      -1826929.,12.98,    F
 132,132,   1,   -162.169,     -0.000,   -213.796,    -22.434,     90.585,   -200.548,             0.,          -513.,      -1846022.,      -1846022.,13.13,    F
 133,133,   1,   -163.565,     -0.000,   -216.554,    -21.116,     90.950,   -203.135,             0.,          -518.,      -1864384.,      -1864384.,13.28,    F
 134,134,   1,   -164.945,     -0.000,   -219.212,    -19.785,     91.297,   -205.629,             0.,          -523.,      -1882012.,      -1882012.,13.43,    F
 135,135,   1,   -166.309,     -0.000,   -221.771,    -18.442,     91.625,   -208.029,             0.,          -527.,      -1898904.,      -1898904.,13.58,    F
 136,136,   1,   -167.656,     -0.000,   -224.229,    -17.087,     91.934,   -210.335,             0.,          -532.,      -1915058.,      -1915058.,13.72,    F
 137,137,   1,   -168.985,     -0.000,   -226.588,    -15.722,     92.223,   -212.547,             0.,          -536.,      -1930474.,      -1930474.,13.87,    F
 138,138,   1,   -170.297,     -0.000,   -228.845,    -14.346,     92.493,   -214.665,             0.,          -540.,      -1945148.,      -1945148.,14.01,    F
 139,139,   1,   -171.591,     -0.000,   -231.001,    -12.961,     92.743,   -216.687,             0.,          -544.,      -1959081.,      -1959081.,14.15,    F
 140,140,   1,   -172.867,     -0.000,   -233.055,    -11.566,     92.973,   -218.614,             0.,          -548.,      -1972270.,      -1972270.,14.29,    F
 141,141,   1,   -174.124,     -0.000,   -235.007,    -10.162,     93.182,   -220.445,             0.,          -551.,      -1984715.,      -1984715.,14.43,    F
 142,142,   1,   -175.362,     -0.000,   -236.857,     -8.750,     93.371,   -222.180,             0.,          -555.,      -1996415.,      -1996415.,14.57,    F
 143,143,   1,   -176.581,     -0.000,   -238.604,     -7.330,     93.539,   -223.819,             0.,          -558.,      -2007370.,      -2007370.,14.71,    F
 144,144,   1,   -177.779,     -0.000,   -240.248,     -5.903,     93.686,   -225.361,             0.,          -560.,      -2017577.,      -2017577.,14.84,    F
 145,145,   1,   -178.958,     -0.000,   -241.789,     -4.469,     93.812,   -226.807,             0.,          -563.,      -2027039.,      -2027039.,14.97,    F
 146,146,   1,   -180.115,     -0.000,   -243.227,     -3.029,     93.916,   -228.156,             0.,          -565.,      -2035754.,      -2035754.,15.10,    F
 147,147,   1,   -181.252,     -0.000,   -244.562,     -1.583,     93.999,   -229.408,             0.,          -568.,      -2043723.,      -2043723.,15.23,    F
 148,148,   1,   -182.368,     -0.000,   -245.793,     -0.132,     94.061,   -230.562,             0.,          -570.,      -2050945.,      -2050945.,15.36,    F
 149,149,   1,   -183.462,     -0.000,   -246.920,      1.323,     94.101,   -231.620,             0.,          -572.,      -2057421.,      -2057421.,15.49,    F
 150,150,   1,   -184.535,     -0.000,   -247.943,      2.783,     94.118,   -232.580,             0.,          -573.,      -2063152.,      -2063152.,15.61,    F
 151,151,   1,   -185.585,     -0.000,   -248.862,      4.246,     94.114,   -233.442,             0.,          -574.,      -2068138.,      -2068138.,15.73,    F
 152,152,   1,   -186.612,     -0.000,   -249.678,      5.712,     94.088,   -234.207,             0.,          -576.,      -2072380.,      -2072380.,15.85,    F
 153,153,   1,   -187.617,     -0.000,   -250.389,      7.180,     94.039,   -234.874,             0.,          -577.,      -2075879.,      -2075879.,15.97,    F
 154,154,   1,   -188.599,     -0.000,   -250.996,      8.651,     93.968,   -235.444,             0.,          -577.,      -2078636.,      -2078636.,16.09,    F
 155,155,   1,   -189.557,     -0.000,   -251.500,     10.123,     93.874,   -235.916,             0.,          -578.,      -2080654.,      -2080654.,16.20,    F
 156,156,   1,   -190.492,     -0.000,   -251.900,     11.596,     93.758,   -236.291,             0.,          -578.,      -2081934.,      -2081934.,16.31,    F
 157,157,   1,   -191.402,     -0.000,   -252.195,     13.069,     93.619,   -236.568,             0.,          -578.,      -2082477.,      -2082477.,16.42,    F
 158,158,   1,   -192.289,     -0.000,   -252.388,     14.542,     93.457,   -236.749,             0.,          -578.,      -2082285.,      -2082285.,16.53,    F
 159,159,   1,   -193.150,     -0.000,   -252.476,     16.015,     93.273,   -236.832,             0.,          -578.,      -2081360.,      -2081360.,16.64,    F
 160,160,   1,   -193.988,     -0.000,   -252.461,     17.486,     93.066,   -236.818,             0.,          -578.,      -2079706.,      -2079706.,16.74,    F
 161,161,   1,   -194.800,     -0.000,   -252.343,     18.956,     92.836,   -236.707,             0.,          -577.,      -2077324.,      -2077324.,16.84,    F
 162,162,   1,   -195.587,     -0.000,   -252.123,     20.424,     92.582,   -236.500,             0.,          -576.,      -2074216.,      -2074216.,16.94,    F
 163,163,   1,   -196.348,     -0.000,   -251.799,     21.889,     92.306,   -236.197,             0.,          -575.,      -2070387.,      -2070387.,17.04,    F
 164,164,   1,   -197.084,     -0.000,   -251.373,     23.350,     92.007,   -235.797,             0.,          -574.,      -2065839.,      -2065839.,17.13,    F
 165,165,   1,   -197.793,     -0.000,   -250.845,     24.808,     91.685,   -235.302,             0.,          -572.,      -2060575.,      -2060575.,17.22,    F
 166,166,   1,   -198.477,     -0.000,   -250.215,     26.262,     91.341,   -234.711,             0.,          -571.,      -2054598.,      -2054598.,17.31,    F
 167,167,   1,   -199.134,     -0.000,   -249.484,     27.711,     90.973,   -234.025,             0.,          -569.,      -2047912.,      -2047912.,17.40,    F
 168,168,   1,   -199.765,     -0.000,   -248.652,     29.155,     90.582,   -233.244,             0.,          -567.,      -2040523.,      -2040523.,17.49,    F
 169,169,   1,   -200.369,     -0.000,   -247.719,     30.593,     90.168,   -232.369,             0.,          -565.,      -2032432.,      -2032432.,17.57,    F
 170,170,   1,   -200.947,     -0.000,   -246.686,     32.025,     89.731,   -231.400,             0.,          -562.,      -2023644.,      -2023644.,17.65,    F
 171,171,   1,   -201.497,     -0.000,   -245.553,     33.451,     89.272,   -230.338,             0.,          -559.,      -2014164.,      -2014164.,17.73,    F
 172,172,   1,   -202.020,     -0.000,   -244.321,     34.869,     88.789,   -229.182,             0.,          -557.,      -2003994.,      -2003994.,17.80,    F
 173,173,   1,   -202.515,     -0.000,   -242.991,     36.279,     88.284,   -227.934,             0.,          -554.,      -1993142.,      -1993142.,17.87,    F
 174,174,   1,   -202.983,     -0.000,   -241.562,     37.682,     87.757,   -226.594,             0.,          -550.,      -1981610.,      -1981610.,17.94,    F
 175,175,   1,   -203.424,     -0.000,   -240.036,     39.075,     87.206,   -225.162,             0.,          -547.,      -1969405.,      -1969405.,18.01,    F
 176,176,   1,   -203.836,     -0.000,   -238.412,     40.460,     86.633,   -223.639,             0.,          -543.,      -1956532.,      -1956532.,18.08,    F
 177,177,   1,   -204.221,     -0.000,   -236.693,     41.835,     86.038,   -222.026,             0.,          -540.,      -1942996.,      -1942996.,18.14,    F
 178,178,   1,   -204.577,     -0.000,   -234.878,     43.200,     85.420,   -220.324,             0.,          -536.,      -1928801.,      -1928801.,18.20,    F
 179,179,   1,   -204.906,     -0.000,   -232.967,     44.555,     84.781,   -218.532,             0.,          -532.,      -1913955.,      -1913955.,18.26,    F
 180,180,   1,   -205.206,     -0.000,   -230.963,     45.898,     84.119,   -216.651,             0.,          -527.,      -1898462.,      -1898462.,18.31,    F
 181,181,   1,   -205.478,     -0.000,   -228.865,     47.230,     83.435,   -214.683,             0.,          -523.,      -1882330.,      -1882330.,18.36,    F
 182,182,   1,   -205.721,     -0.000,   -226.674,     48.551,     82.729,   -212.628,             0.,          -518.,      -1865564.,      -1865564.,18.41,    F
 183,183,   1,   -205.936,     -0.000,   -224.391,     49.859,     82.001,   -210.486,             0.,          -513.,      -1848169.,      -1848169.,18.46,    F
 184,184,   1,   -206.123,     -0.000,   -222.016,     51.154,     81.252,   -208.259,             0.,          -508.,      -1830153.,      -1830153.,18.50,    F
 185,185,   1,   -206.281,     -0.000,   -219.552,     52.436,     80.482,   -205.947,             0.,          -503.,      -1811523.,      -1811523.,18.54,    F
 186,186,   1,   -206.410,     -0.000,   -216.997,     53.705,     79.690,   -203.551,             0.,          -498.,      -1792286.,      -1792286.,18.58,    F
 187,187,   1,   -206.511,     -0.000,   -214.354,     54.960,     78.877,   -201.072,             0.,          -492.,      -1772447.,      -1772447.,18.62,    F
 188,188,   1,   -206.583,     -0.000,   -211.624,     56.200,     78.043,   -198.511,             0.,          -487.,      -1752015.,      -1752015.,18.65,    F
 189,189,   1,   -206.626,     -0.000,   -208.807,     57.425,     77.189,   -195.868,             0.,          -481.,      -1730998.,      -1730998.,18.68,    F
 190,190,   1,   -206.640,     -0.000,   -205.903,     58.635,     76.314,   -193.145,             0.,          -475.,      -1709400.,      -1709400.,18.71,    F
 191,191,   1,   -206.626,     -0.000,   -202.915,     59.829,     75.418,   -190.341,             0.,          -469.,      -1687232.,      -1687232.,18.73,    F
 192,192,   1,   -206.583,     -0.000,   -199.842,     61.008,     74.503,   -187.459,             0.,          -462.,      -1664499.,      -1664499.,18.75,    F
 193,193,   1,   -206.511,     -0.000,   -196.687,     62.169,     73.567,   -184.500,             0.,          -456.,      -1641212.,      -1641212.,18.77,    F
