Day of sim.,Day of year,Year,Radiation,Generation,Air,Floor,Lower wall,Upper wall,Feed,Total,Total step,          Total step adjusted,Steady state temp,Steady state used
,,,(W),(W),(W),(W),(W),(W),(W),(W),(J),(J),,
day,doy,year,rad,gen,air,floor,lower_wall,upper_wall,feed,total,total_step,total_adjusted,          steady_state_used,steady_state_temp
   1,  1,   1,    -13.207,     -0.000,    650.536,    237.502,      0.000,   1290.062,            -0.,          2186.,       7871114.,       7871114.,-4.56,    F
   2,  2,   1,    -13.035,     -0.000,    638.235,    232.582,      0.000,   1265.668,            -0.,          2145.,       7720434.,       7720434.,-4.58,    F
   3,  3,   1,    -12.891,     -0.000,    626.063,    227.715,      0.000,   1241.530,            -0.,          2103.,       7571240.,       7571240.,-4.60,    F
   4,  4,   1,    -12.776,     -0.000,    614.017,    222.899,      0.000,   1217.643,            -0.,          2062.,       7423506.,       7423506.,-4.62,    F
   5,  5,   1,    -12.690,     -0.000,    602.095,    218.134,      0.000,   1194.001,            -0.,          2021.,       7277194.,       7277194.,-4.63,    F
   6,  6,   1,    -12.632,     -0.000,    590.295,    213.419,      0.000,   1170.600,            -0.,          1981.,       7132276.,       7132276.,-4.64,    F
   7,  7,   1,    -12.604,     -0.000,    578.614,    208.753,      0.000,   1147.436,            -0.,          1941.,       6988722.,       6988722.,-4.65,    F
   8,  8,   1,    -12.604,     -0.000,    567.050,    204.134,      0.000,   1124.503,            -0.,          1902.,       6846506.,       6846506.,-4.65,    F
   9,  9,   1,    -12.632,     -0.000,    555.600,    199.562,      0.000,   1101.797,            -0.,          1863.,       6705596.,       6705596.,-4.64,    F
  10, 10,   1,    -12.690,     -0.000,    544.263,    195.036,      0.000,   1079.314,            -0.,          1824.,       6565968.,       6565968.,-4.64,    F
  11, 11,   1,    -12.776,     -0.000,    533.036,    190.555,      0.000,   1057.050,            -0.,          1785.,       6427596.,       6427596.,-4.63,    F
  12, 12,   1,    -12.891,     -0.000,    521.917,    186.118,      0.000,   1035.002,            -0.,          1747.,       6290458.,       6290458.,-4.61,    F
  13, 13,   1,    -13.035,     -0.000,    510.905,    181.725,      0.000,   1013.164,            -0.,          1710.,       6154530.,       6154530.,-4.59,    F
  14, 14,   1,    -13.207,     -0.000,    499.998,    177.374,      0.000,    991.534,            -0.,          1672.,       6019784.,       6019784.,-4.57,    F
  15, 15,   1,    -13.407,     -0.000,    489.194,    173.065,      0.000,    970.108,            -0.,          1635.,       5886208.,       5886208.,-4.54,    F
  16, 16,   1,    -13.637,     -0.000,    478.491,    168.797,      0.000,    948.883,            -0.,          1598.,       5753772.,       5753772.,-4.51,    F
  17, 17,   1,    -13.894,     -0.000,    467.887,    164.570,      0.000,    927.856,            -0.,          1562.,       5622464.,       5622464.,-4.48,    F
  18, 18,   1,    -14.181,     -0.000,    457.382,    160.382,      0.000,    907.024,            -0.,          1526.,       5492261.,       5492261.,-4.44,    F
  19, 19,   1,    -14.495,     -0.000,    446.974,    156.234,      0.000,    886.383,            -0.,          1490.,       5363146.,       5363146.,-4.40,    F
  20, 20,   1,    -14.837,     -0.000,    436.660,    152.124,      0.000,    865.931,            -0.,          1454.,       5235102.,       5235102.,-4.35,    F
  21, 21,   1,    -15.208,     -0.000,    426.441,    148.052,      0.000,    845.665,            -0.,          1419.,       5108112.,       5108112.,-4.30,    F
  22, 22,   1,    -15.607,     -0.000,    416.314,    144.018,      0.000,    825.583,            -0.,          1384.,       4982162.,       4982162.,-4.25,    F
  23, 23,   1,    -16.033,     -0.000,    406.279,    140.021,      0.000,    805.682,            -0.,          1349.,       4857236.,       4857236.,-4.19,    F
  24, 24,   1,    -16.487,     -0.000,    396.334,    136.060,      0.000,    785.960,            -0.,          1315.,       4733320.,       4733320.,-4.13,    F
  25, 25,   1,    -16.969,     -0.000,    386.478,    132.135,      0.000,    766.415,            -0.,          1281.,       4610400.,       4610400.,-4.06,    F
  26, 26,   1,    -17.478,     -0.000,    376.710,    128.245,      0.000,    747.044,            -0.,          1247.,       4488466.,       4488466.,-3.99,    F
  27, 27,   1,    -18.015,     -0.000,    367.029,    124.391,      0.000,    727.847,            -0.,          1213.,       4367505.,       4367505.,-3.92,    F
  28, 28,   1,    -18.579,     -0.000,    357.434,    120.571,      0.000,    708.820,            -0.,          1180.,       4247506.,       4247506.,-3.84,    F
  29, 29,   1,    -19.169,     -0.000,    347.925,    116.785,      0.000,    689.962,            -0.,          1147.,       4128456.,       4128456.,-3.76,    F
  30, 30,   1,    -19.787,     -0.000,    338.500,    113.033,      0.000,    671.272,            -0.,          1114.,       4010349.,       4010349.,-3.68,    F
  31, 31,   1,    -20.431,     -0.000,    329.159,    109.315,      0.000,    652.747,            -0.,          1081.,       3893173.,       3893173.,-3.59,    F
  32, 32,   1,    -21.101,     -0.000,    319.900,    105.630,      0.000,    634.387,            -0.,          1049.,       3776922.,       3776922.,-3.50,    F
  33, 33,   1,    -21.798,     -0.000,    310.724,    101.977,      0.000,    616.190,            -0.,          1017.,       3661585.,       3661585.,-3.40,    F
  34, 34,   1,    -22.521,     -0.000,    301.629,     98.358,      0.000,    598.154,            -0.,           985.,       3547157.,       3547157.,-3.30,    F
  35, 35,   1,    -23.270,     -0.000,    292.616,     94.770,      0.000,    580.279,            -0.,           954.,       3433630.,       3433630.,-3.20,    F
  36, 36,   1,    -24.044,     -0.000,    283.682,     91.215,      0.000,    562.564,            -0.,           922.,       3320999.,       3320999.,-3.10,    F
  37, 37,   1,    -24.843,     -0.000,    274.829,     87.692,      0.000,    545.006,            -0.,           891.,       3209258.,       3209258.,-2.99,    F
  38, 38,   1,    -25.668,     -0.000,    266.055,     84.200,      0.000,    527.607,            -0.,           861.,       3098401.,       3098401.,-2.87,    F
  39, 39,   1,    -26.517,     -0.000,    257.359,     80.739,      0.000,    510.364,            -0.,           830.,       2988424.,       2988424.,-2.76,    F
  40, 40,   1,    -27.392,     -0.000,    248.743,     77.310,      0.000,    493.276,            -0.,           800.,       2879324.,       2879324.,-2.64,    F
  41, 41,   1,    -28.290,     -0.000,    240.204,     73.912,      0.000,    476.344,            -0.,           770.,       2771094.,       2771094.,-2.51,    F
  42, 42,   1,    -29.213,     -0.000,    231.744,     70.544,      0.000,    459.566,            -0.,           740.,       2663735.,       2663735.,-2.39,    F
  43, 43,   1,    -30.159,     -0.000,    223.361,     67.208,      0.000,    442.942,            -0.,           710.,       2557242.,       2557242.,-2.26,    F
  44, 44,   1,    -31.129,     -0.000,    215.055,     63.902,      0.000,    426.471,            -0.,           681.,       2451613.,       2451613.,-2.13,    F
  45, 45,   1,    -32.122,     -0.000,    206.827,     60.626,      0.000,    410.153,            -0.,           652.,       2346846.,       2346846.,-1.99,    F
  46, 46,   1,    -33.139,     -0.000,    198.675,     57.381,      0.000,    393.988,            -0.,           623.,       2242942.,       2242942.,-1.85,    F
  47, 47,   1,    -34.178,     -0.000,    190.600,     54.166,      0.000,    377.975,            -0.,           594.,       2139897.,       2139897.,-1.71,    F
  48, 48,   1,    -35.239,     -0.000,    182.602,     50.981,      0.000,    362.114,            -0.,           566.,       2037712.,       2037712.,-1.56,    F
