Day of sim.,Day of year,Year,Slurry mass,Frozen mass,Slurry depth,Air T,Wall T,Floor T,In T,Slurry T
 284,284,   1,  110.00,    0.00,    3.89,    6.91,   17.47,    9.50,   14.67,   14.63
 285,285,   1,  110.00,    0.00,    3.89,    6.69,   17.46,    9.50,   14.60,   14.56
 286,286,   1,  110.00,    0.00,    3.89,    6.48,   17.44,    9.50,   14.52,   14.48
 287,287,   1,  110.00,    0.00,    3.89,    6.26,   17.43,    9.50,   14.44,   14.39
 288,288,   1,  110.00,    0.00,    3.89,    6.05,   17.41,    9.50,   14.36,   14.31
 289,289,   1,  110.00,    0.00,    3.89,    5.84,   17.39,    9.50,   14.27,   14.23
 290,290,   1,  110.00,    0.00,    3.89,    5.62,   17.37,    9.50,   14.19,   14.14
 291,291,   1,  110.00,    0.00,    3.89,    5.41,   17.35,    9.50,   14.10,   14.06
 292,292,   1,  110.00,    0.00,    3.89,    5.20,   17.32,    9.50,   14.01,   13.97
 293,293,   1,  110.00,    0.00,    3.89,    4.99,   17.30,    9.50,   13.93,   13.88
 294,294,   1,  110.00,    0.00,    3.89,    4.78,   17.27,    9.50,   13.84,   13.79
 295,295,   1,  110.00,    0.00,    3.89,    4.57,   17.23,    9.50,   13.74,   13.69
 296,296,   1,  110.00,    0.00,    3.89,    4.36,   17.20,    9.50,   13.65,   13.60
 297,297,   1,  110.00,    0.00,    3.89,    4.15,   17.16,    9.50,   13.56,   13.51
 298,298,   1,  110.00,    0.00,    3.89,    3.95,   17.12,    9.50,   13.46,   13.41
 299,299,   1,  110.00,    0.00,    3.89,    3.74,   17.08,    9.50,   13.36,   13.31
 300,300,   1,  110.00,    0.00,    3.89,    3.54,   17.03,    9.50,   13.27,   13.22
 301,301,   1,  110.00,    0.00,    3.89,    3.33,   16.99,    9.50,   13.17,   13.12
 302,302,   1,  110.00,    0.00,    3.89,    3.13,   16.94,    9.50,   13.07,   13.02
 303,303,   1,  110.00,    0.00,    3.89,    2.93,   16.89,    9.50,   12.97,   12.91
 304,304,   1,  110.00,    0.00,    3.89,    2.73,   16.84,    9.50,   12.86,   12.81
 305,305,   1,  110.00,    0.00,    3.89,    2.53,   16.78,    9.50,   12.76,   12.71
 306,306,   1,  110.00,    0.00,    3.89,    2.33,   16.72,    9.50,   12.66,   12.60
 307,307,   1,  110.00,    0.00,    3.89,    2.14,   16.66,    9.50,   12.55,   12.50
 308,308,   1,  110.00,    0.00,    3.89,    1.95,   16.60,    9.50,   12.45,   12.39
 309,309,   1,  110.00,    0.00,    3.89,    1.75,   16.54,    9.50,   12.34,   12.28
 310,310,   1,  110.00,    0.00,    3.89,    1.56,   16.47,    9.50,   12.23,   12.17
 311,311,   1,  110.00,    0.00,    3.89,    1.37,   16.40,    9.50,   12.12,   12.07
 312,312,   1,  110.00,    0.00,    3.89,    1.19,   16.33,    9.50,   12.01,   11.96
 313,313,   1,  110.00,    0.00,    3.89,    1.00,   16.26,    9.50,   11.90,   11.84
 314,314,   1,  110.00,    0.00,    3.89,    0.82,   16.19,    9.50,   11.79,   11.73
 315,315,   1,  110.00,    0.00,    3.89,    0.64,   16.11,    9.50,   11.68,   11.62
 316,316,   1,  110.00,    0.00,    3.89,    0.46,   16.04,    9.50,   11.57,   11.51
 317,317,   1,  110.00,    0.00,    3.89,    0.28,   15.96,    9.50,   11.45,   11.39
 318,318,   1,  110.00,    0.00,    3.89,    0.11,   15.87,    9.50,   11.34,   11.28
 319,319,   1,  110.00,    0.00,    3.89,   -0.06,   15.79,    9.50,   11.23,   11.17
 320,320,   1,  110.00,    0.00,    3.89,   -0.23,   15.70,    9.50,   11.11,   11.05
 321,321,   1,  110.00,    0.00,    3.89,   -0.40,   15.62,    9.50,   11.00,   10.94
 322,322,   1,  110.00,    0.00,    3.89,   -0.57,   15.53,    9.50,   10.88,   10.82
 323,323,   1,  110.00,    0.00,    3.89,   -0.73,   15.44,    9.50,   10.76,   10.70
 324,324,   1,  110.00,    0.00,    3.89,   -0.89,   15.35,    9.50,   10.65,   10.59
 325,325,   1,  110.00,    0.00,    3.89,   -1.05,   15.25,    9.50,   10.53,   10.47
 326,326,   1,  110.00,    0.00,    3.89,   -1.20,   15.15,    9.50,   10.41,   10.35
 327,327,   1,  110.00,    0.00,    3.89,   -1.36,   15.06,    9.50,   10.29,   10.23
 328,328,   1,  110.00,    0.00,    3.89,   -1.51,   14.96,    9.50,   10.18,   10.11
 329,329,   1,  110.00,    0.00,    3.89,   -1.66,   14.86,    9.50,   10.06,   10.00
 330,330,   1,  110.00,    0.00,    3.89,   -1.80,   14.75,    9.50,    9.94,    9.88
 331,331,   1,  110.00,    0.00,    3.89,   -1.94,   14.65,    9.50,    9.82,    9.76
 332,332,   1,  110.00,    0.00,    3.89,   -2.08,   14.54,    9.50,    9.70,    9.64
 333,333,   1,  110.00,    0.00,    3.89,   -2.22,   14.44,    9.50,    9.58,    9.52
 334,334,   1,  110.00,    0.00,    3.89,   -2.35,   14.33,    9.50,    9.46,    9.40
 335,335,   1,  110.00,    0.00,    3.89,   -2.48,   14.22,    9.50,    9.34,    9.28
 336,336,   1,  110.00,    0.00,    3.89,   -2.61,   14.11,    9.50,    9.23,    9.16
 337,337,   1,  110.00,    0.00,    3.89,   -2.74,   13.99,    9.50,    9.11,    9.04
 338,338,   1,  110.00,    0.00,    3.89,   -2.86,   13.88,    9.50,    8.99,    8.93
 339,339,   1,  110.00,    0.00,    3.89,   -2.98,   13.76,    9.50,    8.87,    8.81
 340,340,   1,  110.00,    0.00,    3.89,   -3.09,   13.65,    9.50,    8.75,    8.69
 341,341,   1,  110.00,    0.00,    3.89,   -3.21,   13.53,    9.50,    8.63,    8.57
 342,342,   1,  110.00,    0.00,    3.89,   -3.32,   13.41,    9.50,    8.51,    8.45
 343,343,   1,  110.00,    0.00,    3.89,   -3.42,   13.29,    9.50,    8.39,    8.33
 344,344,   1,  110.00,    0.00,    3.89,   -3.53,   13.17,    9.50,    8.28,    8.22
 345,345,   1,  110.00,    0.00,    3.89,   -3.63,   13.05,    9.50,    8.16,    8.10
 346,346,   1,  110.00,    0.00,    3.89,   -3.72,   12.92,    9.50,    8.04,    7.98
 347,347,   1,  110.00,    0.00,    3.89,   -3.81,   12.80,    9.50,    7.93,    7.86
 348,348,   1,  110.00,    0.00,    3.89,   -3.90,   12.67,    9.50,    7.81,    7.75
 349,349,   1,  110.00,    0.00,    3.89,   -3.99,   12.55,    9.50,    7.69,    7.63
 350,350,   1,  110.00,    0.00,    3.89,   -4.07,   12.42,    9.50,    7.58,    7.52
 351,351,   1,  110.00,    0.00,    3.89,   -4.15,   12.29,    9.50,    7.46,    7.40
 352,352,   1,  110.00,    0.00,    3.89,   -4.23,   12.16,    9.50,    7.35,    7.29
 353,353,   1,  110.00,    0.00,    3.89,   -4.30,   12.03,    9.50,    7.23,    7.18
 354,354,   1,  110.00,    0.00,    3.89,   -4.37,   11.90,    9.50,    7.12,    7.06
 355,355,   1,  110.00,    0.00,    3.89,   -4.44,   11.77,    9.50,    7.01,    6.95
 356,356,   1,  110.00,    0.00,    3.89,   -4.50,   11.64,    9.50,    6.90,    6.84
 357,357,   1,  110.00,    0.00,    3.89,   -4.56,   11.50,    9.50,    6.79,    6.73
 358,358,   1,  110.00,    0.00,    3.89,   -4.61,   11.37,    9.50,    6.68,    6.62
 359,359,   1,  110.00,    0.00,    3.89,   -4.66,   11.24,    9.50,    6.57,    6.51
 360,360,   1,  110.00,    0.00,    3.89,   -4.71,   11.10,    9.50,    6.46,    6.40
 361,361,   1,  110.00,    0.00,    3.89,   -4.76,   10.97,    9.50,    6.35,    6.29
 362,362,   1,  110.00,    0.00,    3.89,   -4.80,   10.83,    9.50,    6.24,    6.19
 363,363,   1,  110.00,    0.00,    3.89,   -4.83,   10.70,    9.50,    6.14,    6.08
 364,364,   1,  110.00,    0.00,    3.89,   -4.87,   10.56,    9.50,    6.03,    5.98
 365,365,   1,  110.00,    0.00,    3.89,   -4.90,   10.43,    9.50,    5.93,    5.87
 366,  1,   2,  110.00,    0.00,    3.89,   -4.92,   10.29,    9.50,    5.82,    5.77
 367,  2,   2,  110.00,    0.00,    3.89,   -4.94,   10.15,    9.50,    5.72,    5.67
 368,  3,   2,  110.00,    0.00,    3.89,   -4.96,   10.01,    9.50,    5.62,    5.57
 369,  4,   2,  110.00,    0.00,    3.89,   -4.98,    9.88,    9.50,    5.52,    5.47
 370,  5,   2,  110.00,    0.00,    3.89,   -4.99,    9.74,    9.50,    5.42,    5.37
 371,  6,   2,  110.00,    0.00,    3.89,   -5.00,    9.60,    9.50,    5.32,    5.27
 372,  7,   2,  110.00,    0.00,    3.89,   -5.00,    9.47,    9.50,    5.23,    5.18
 373,  8,   2,  110.00,    0.00,    3.89,   -5.00,    9.33,    9.50,    5.13,    5.08
 374,  9,   2,  110.00,    0.00,    3.89,   -5.00,    9.19,    9.50,    5.04,    4.99
 375, 10,   2,  110.00,    0.00,    3.89,   -4.99,    9.05,    9.50,    4.95,    4.90
 376, 11,   2,  110.00,    0.00,    3.89,   -4.98,    8.92,    9.50,    4.85,    4.81
 377, 12,   2,  110.00,    0.00,    3.89,   -4.96,    8.78,    9.50,    4.76,    4.72
 378, 13,   2,  110.00,    0.00,    3.89,   -4.94,    8.64,    9.50,    4.68,    4.63
 379, 14,   2,  110.00,    0.00,    3.89,   -4.92,    8.51,    9.50,    4.59,    4.54
 380, 15,   2,  110.00,    0.00,    3.89,   -4.90,    8.37,    9.50,    4.50,    4.46
 381, 16,   2,  110.00,    0.00,    3.89,   -4.87,    8.23,    9.50,    4.42,    4.37
 382, 17,   2,  110.00,    0.00,    3.89,   -4.83,    8.10,    9.50,    4.33,    4.29
 383, 18,   2,  110.00,    0.00,    3.89,   -4.80,    7.96,    9.50,    4.25,    4.21
 384, 19,   2,  110.00,    0.00,    3.89,   -4.76,    7.83,    9.50,    4.17,    4.13
 385, 20,   2,  110.00,    0.00,    3.89,   -4.71,    7.70,    9.50,    4.09,    4.05
 386, 21,   2,  110.00,    0.00,    3.89,   -4.66,    7.56,    9.50,    4.02,    3.98
 387, 22,   2,  110.00,    0.00,    3.89,   -4.61,    7.43,    9.50,    3.94,    3.90
 388, 23,   2,  110.00,    0.00,    3.89,   -4.56,    7.30,    9.50,    3.87,    3.83
 389, 24,   2,  110.00,    0.00,    3.89,   -4.50,    7.17,    9.50,    3.80,    3.76
 390, 25,   2,  110.00,    0.00,    3.89,   -4.44,    7.03,    9.50,    3.73,    3.69
 391, 26,   2,  110.00,    0.00,    3.89,   -4.37,    6.90,    9.50,    3.66,    3.62
 392, 27,   2,  110.00,    0.00,    3.89,   -4.30,    6.77,    9.50,    3.59,    3.55
 393, 28,   2,  110.00,    0.00,    3.89,   -4.23,    6.65,    9.50,    3.52,    3.49
 394, 29,   2,  110.00,    0.00,    3.89,   -4.15,    6.52,    9.50,    3.46,    3.43
 395, 30,   2,  110.00,    0.00,    3.89,   -4.07,    6.39,    9.50,    3.40,    3.37
 396, 31,   2,  110.00,    0.00,    3.89,   -3.99,    6.26,    9.50,    3.34,    3.31
 397, 32,   2,  110.00,    0.00,    3.89,   -3.90,    6.14,    9.50,    3.28,    3.25
 398, 33,   2,  110.00,    0.00,    3.89,   -3.81,    6.02,    9.50,    3.22,    3.19
 399, 34,   2,  110.00,    0.00,    3.89,   -3.72,    5.89,    9.50,    3.17,    3.14
 400, 35,   2,  110.00,    0.00,    3.89,   -3.63,    5.77,    9.50,    3.11,    3.09
 401, 36,   2,  110.00,    0.00,    3.89,   -3.53,    5.65,    9.50,    3.06,    3.04
 402, 37,   2,  110.00,    0.00,    3.89,   -3.42,    5.53,    9.50,    3.01,    2.99
 403, 38,   2,  110.00,    0.00,    3.89,   -3.32,    5.41,    9.50,    2.96,    2.94
 404, 39,   2,  110.00,    0.00,    3.89,   -3.21,    5.29,    9.50,    2.92,    2.90
 405, 40,   2,  110.00,    0.00,    3.89,   -3.09,    5.18,    9.50,    2.87,    2.85
 406, 41,   2,  110.00,    0.00,    3.89,   -2.98,    5.06,    9.50,    2.83,    2.81
 407, 42,   2,  110.00,    0.00,    3.89,   -2.86,    4.95,    9.50,    2.79,    2.77
 408, 43,   2,  110.00,    0.00,    3.89,   -2.74,    4.84,    9.50,    2.75,    2.74
 409, 44,   2,  110.00,    0.00,    3.89,   -2.61,    4.73,    9.50,    2.72,    2.70
 410, 45,   2,  110.00,    0.00,    3.89,   -2.48,    4.62,    9.50,    2.68,    2.67
 411, 46,   2,  110.00,    0.00,    3.89,   -2.35,    4.51,    9.50,    2.65,    2.64
 412, 47,   2,  110.00,    0.00,    3.89,   -2.22,    4.40,    9.50,    2.62,    2.61
 413, 48,   2,  110.00,    0.00,    3.89,   -2.08,    4.30,    9.50,    2.59,    2.58
 414, 49,   2,  110.00,    0.00,    3.89,   -1.94,    4.19,    9.50,    2.57,    2.55
 415, 50,   2,  110.00,    0.00,    3.89,   -1.80,    4.09,    9.50,    2.54,    2.53
 416, 51,   2,  110.00,    0.00,    3.89,   -1.66,    3.99,    9.50,    2.52,    2.51
 417, 52,   2,  110.00,    0.00,    3.89,   -1.51,    3.89,    9.50,    2.50,    2.49
 418, 53,   2,  110.00,    0.00,    3.89,   -1.36,    3.80,    9.50,    2.48,    2.47
 419, 54,   2,  110.00,    0.00,    3.89,   -1.20,    3.70,    9.50,    2.46,    2.46
 420, 55,   2,  110.00,    0.00,    3.89,   -1.05,    3.61,    9.50,    2.45,    2.44
 421, 56,   2,  110.00,    0.00,    3.89,   -0.89,    3.52,    9.50,    2.44,    2.43
 422, 57,   2,  110.00,    0.00,    3.89,   -0.73,    3.43,    9.50,    2.43,    2.42
 423, 58,   2,  110.00,    0.00,    3.89,   -0.57,    3.34,    9.50,    2.42,    2.42
 424, 59,   2,  110.00,    0.00,    3.89,   -0.40,    3.25,    9.50,    2.41,    2.41
 425, 60,   2,  110.00,    0.00,    3.89,   -0.23,    3.17,    9.50,    2.41,    2.41
 426, 61,   2,  110.00,    0.00,    3.89,   -0.06,    3.08,    9.50,    2.41,    2.41
 427, 62,   2,  110.00,    0.00,    3.89,    0.11,    3.00,    9.50,    2.41,    2.41
 428, 63,   2,  110.00,    0.00,    3.89,    0.28,    2.93,    9.50,    2.41,    2.41
 429, 64,   2,  110.00,    0.00,    3.89,    0.46,    2.85,    9.50,    2.41,    2.42
 430, 65,   2,  110.00,    0.00,    3.89,    0.64,    2.77,    9.50,    2.42,    2.42
 431, 66,   2,  110.00,    0.00,    3.89,    0.82,    2.70,    9.50,    2.43,    2.43
 432, 67,   2,  110.00,    0.00,    3.89,    1.00,    2.63,    9.50,    2.44,    2.45
 433, 68,   2,  110.00,    0.00,    3.89,    1.19,    2.56,    9.50,    2.45,    2.46
 434, 69,   2,  110.00,    0.00,    3.89,    1.37,    2.49,    9.50,    2.47,    2.47
 435, 70,   2,  110.00,    0.00,    3.89,    1.56,    2.43,    9.50,    2.48,    2.49
 436, 71,   2,  110.00,    0.00,    3.89,    1.75,    2.37,    9.50,    2.50,    2.51
 437, 72,   2,  110.00,    0.00,    3.89,    1.95,    2.31,    9.50,    2.52,    2.53
 438, 73,   2,  110.00,    0.00,    3.89,    2.14,    2.25,    9.50,    2.54,    2.56
 439, 74,   2,  110.00,    0.00,    3.89,    2.33,    2.19,    9.50,    2.57,    2.58
 440, 75,   2,  110.00,    0.00,    3.89,    2.53,    2.14,    9.50,    2.59,    2.61
 441, 76,   2,  110.00,    0.00,    3.89,    2.73,    2.09,    9.50,    2.62,    2.64
 442, 77,   2,  110.00,    0.00,    3.89,    2.93,    2.04,    9.50,    2.65,    2.67
 443, 78,   2,  110.00,    0.00,    3.89,    3.13,    1.99,    9.50,    2.68,    2.70
 444, 79,   2,  110.00,    0.00,    3.89,    3.33,    1.94,    9.50,    2.72,    2.74
 445, 80,   2,  110.00,    0.00,    3.89,    3.54,    1.90,    9.50,    2.75,    2.77
 446, 81,   2,  110.00,    0.00,    3.89,    3.74,    1.86,    9.50,    2.79,    2.81
 447, 82,   2,  110.00,    0.00,    3.89,    3.95,    1.82,    9.50,    2.83,    2.86
 448, 83,   2,  110.00,    0.00,    3.89,    4.15,    1.78,    9.50,    2.88,    2.90
 449, 84,   2,  110.00,    0.00,    3.89,    4.36,    1.75,    9.50,    2.92,    2.94
 450, 85,   2,  110.00,    0.00,    3.89,    4.57,    1.72,    9.50,    2.96,    2.99
 451, 86,   2,  110.00,    0.00,    3.89,    4.78,    1.69,    9.50,    3.01,    3.04
 452, 87,   2,  110.00,    0.00,    3.89,    4.99,    1.66,    9.50,    3.06,    3.09
 453, 88,   2,  110.00,    0.00,    3.89,    5.20,    1.64,    9.50,    3.11,    3.14
 454, 89,   2,  110.00,    0.00,    3.89,    5.41,    1.62,    9.50,    3.17,    3.20
 455, 90,   2,  110.00,    0.00,    3.89,    5.62,    1.60,    9.50,    3.22,    3.25
 456, 91,   2,  110.00,    0.00,    3.89,    5.84,    1.58,    9.50,    3.28,    3.31
 457, 92,   2,  110.00,    0.00,    3.89,    6.05,    1.56,    9.50,    3.34,    3.37
 458, 93,   2,  110.00,    0.00,    3.89,    6.26,    1.55,    9.50,    3.40,    3.43
 459, 94,   2,  110.00,    0.00,    3.89,    6.48,    1.54,    9.50,    3.46,    3.49
 460, 95,   2,  110.00,    0.00,    3.89,    6.69,    1.53,    9.50,    3.52,    3.56
 461, 96,   2,  110.00,    0.00,    3.89,    6.91,    1.53,    9.50,    3.59,    3.62
 462, 97,   2,  110.00,    0.00,    3.89,    7.12,    1.52,    9.50,    3.66,    3.69
 463, 98,   2,  110.00,    0.00,    3.89,    7.34,    1.52,    9.50,    3.73,    3.76
 464, 99,   2,  110.00,    0.00,    3.89,    7.55,    1.52,    9.50,    3.80,    3.83
 465,100,   2,  110.00,    0.00,    3.89,    7.77,    1.53,    9.50,    3.87,    3.91
 466,101,   2,  110.00,    0.00,    3.89,    7.98,    1.53,    9.50,    3.94,    3.98
 467,102,   2,  110.00,    0.00,    3.89,    8.20,    1.54,    9.50,    4.02,    4.06
 468,103,   2,  110.00,    0.00,    3.89,    8.41,    1.55,    9.50,    4.09,    4.14
 469,104,   2,  110.00,    0.00,    3.89,    8.63,    1.56,    9.50,    4.17,    4.22
 470,105,   2,  110.00,    0.00,    3.89,    8.84,    1.58,    9.50,    4.25,    4.30
 471,106,   2,  110.00,    0.00,    3.89,    9.06,    1.60,    9.50,    4.34,    4.38
 472,107,   2,  110.00,    0.00,    3.89,    9.27,    1.62,    9.50,    4.42,    4.46
 473,108,   2,  110.00,    0.00,    3.89,    9.48,    1.64,    9.50,    4.50,    4.55
 474,109,   2,  110.00,    0.00,    3.89,    9.69,    1.66,    9.50,    4.59,    4.63
 475,110,   2,  110.00,    0.00,    3.89,    9.91,    1.69,    9.50,    4.68,    4.72
 476,111,   2,  110.00,    0.00,    3.89,   10.12,    1.72,    9.50,    4.76,    4.81
 477,112,   2,  110.00,    0.00,    3.89,   10.33,    1.75,    9.50,    4.85,    4.90
 478,113,   2,  110.00,    0.00,    3.89,   10.54,    1.78,    9.50,    4.95,    4.99
 479,114,   2,  110.00,    0.00,    3.89,   10.74,    1.82,    9.50,    5.04,    5.09
 480,115,   2,  110.00,    0.00,    3.89,   10.95,    1.86,    9.50,    5.13,    5.18
 481,116,   2,  110.00,    0.00,    3.89,   11.16,    1.90,    9.50,    5.23,    5.28
 482,117,   2,  110.00,    0.00,    3.89,   11.36,    1.94,    9.50,    5.32,    5.37
 483,118,   2,  110.00,    0.00,    3.89,   11.57,    1.99,    9.50,    5.42,    5.47
 484,119,   2,  110.00,    0.00,    3.89,   11.77,    2.04,    9.50,    5.52,    5.57
 485,120,   2,  110.00,    0.00,    3.89,   11.97,    2.09,    9.50,    5.62,    5.67
 486,121,   2,  110.00,    0.00,    3.89,   12.17,    2.14,    9.50,    5.72,    5.77
 487,122,   2,  110.00,    0.00,    3.89,   12.37,    2.19,    9.50,    5.82,    5.88
 488,123,   2,  110.00,    0.00,    3.89,   12.57,    2.25,    9.50,    5.93,    5.98
 489,124,   2,  110.00,    0.00,    3.89,   12.76,    2.31,    9.50,    6.03,    6.08
 490,125,   2,  110.00,    0.00,    3.89,   12.96,    2.37,    9.50,    6.13,    6.19
 491,126,   2,  110.00,    0.00,    3.89,   13.15,    2.43,    9.50,    6.24,    6.30
 492,127,   2,  110.00,    0.00,    3.89,   13.34,    2.49,    9.50,    6.35,    6.40
 493,128,   2,  110.00,    0.00,    3.89,   13.53,    2.56,    9.50,    6.45,    6.51
 494,129,   2,  110.00,    0.00,    3.89,   13.72,    2.63,    9.50,    6.56,    6.62
 495,130,   2,  110.00,    0.00,    3.89,   13.90,    2.70,    9.50,    6.67,    6.73
 496,131,   2,  110.00,    0.00,    3.89,   14.09,    2.77,    9.50,    6.78,    6.84
 497,132,   2,  110.00,    0.00,    3.89,   14.27,    2.85,    9.50,    6.89,    6.95
 498,133,   2,  110.00,    0.00,    3.89,   14.45,    2.93,    9.50,    7.01,    7.06
 499,134,   2,  110.00,    0.00,    3.89,   14.63,    3.00,    9.50,    7.12,    7.18
 500,135,   2,  110.00,    0.00,    3.89,   14.80,    3.08,    9.50,    7.23,    7.29
 501,136,   2,  110.00,    0.00,    3.89,   14.98,    3.17,    9.50,    7.34,    7.40
 502,137,   2,  110.00,    0.00,    3.89,   15.15,    3.25,    9.50,    7.46,    7.52
 503,138,   2,  110.00,    0.00,    3.89,   15.32,    3.34,    9.50,    7.57,    7.63
 504,139,   2,  110.00,    0.00,    3.89,   15.48,    3.43,    9.50,    7.69,    7.75
 505,140,   2,  110.00,    0.00,    3.89,   15.65,    3.52,    9.50,    7.80,    7.86
 506,141,   2,  110.00,    0.00,    3.89,   15.81,    3.61,    9.50,    7.92,    7.98
 507,142,   2,  110.00,    0.00,    3.89,   15.97,    3.70,    9.50,    8.04,    8.10
 508,143,   2,  110.00,    0.00,    3.89,   16.13,    3.80,    9.50,    8.15,    8.21
 509,144,   2,  110.00,    0.00,    3.89,   16.28,    3.89,    9.50,    8.27,    8.33
 510,145,   2,  110.00,    0.00,    3.89,   16.43,    3.99,    9.50,    8.39,    8.45
 511,146,   2,  110.00,    0.00,    3.89,   16.58,    4.09,    9.50,    8.51,    8.57
 512,147,   2,  110.00,    0.00,    3.89,   16.73,    4.19,    9.50,    8.62,    8.68
 513,148,   2,  110.00,    0.00,    3.89,   16.87,    4.30,    9.50,    8.74,    8.80
 514,149,   2,  110.00,    0.00,    3.89,   17.01,    4.40,    9.50,    8.86,    8.92
 515,150,   2,  110.00,    0.00,    3.89,   17.15,    4.51,    9.50,    8.98,    9.04
 516,151,   2,  110.00,    0.00,    3.89,   17.29,    4.62,    9.50,    9.10,    9.16
 517,152,   2,  110.00,    0.00,    3.89,   17.42,    4.73,    9.50,    9.22,    9.28
 518,153,   2,  110.00,    0.00,    3.89,   17.55,    4.84,    9.50,    9.33,    9.40
 519,154,   2,  110.00,    0.00,    3.89,   17.68,    4.95,    9.50,    9.45,    9.51
 520,155,   2,  110.00,    0.00,    3.89,   17.80,    5.06,    9.50,    9.57,    9.63
 521,156,   2,  110.00,    0.00,    3.89,   17.92,    5.18,    9.50,    9.69,    9.75
 522,157,   2,  110.00,    0.00,    3.89,   18.04,    5.29,    9.50,    9.81,    9.87
 523,158,   2,  110.00,    0.00,    3.89,   18.15,    5.41,    9.50,    9.93,    9.99
 524,159,   2,  110.00,    0.00,    3.89,   18.26,    5.53,    9.50,   10.04,   10.11
 525,160,   2,  110.00,    0.00,    3.89,   18.37,    5.65,    9.50,   10.16,   10.22
 526,161,   2,  110.00,    0.00,    3.89,   18.47,    5.77,    9.50,   10.28,   10.34
 527,162,   2,  110.00,    0.00,    3.89,   18.58,    5.89,    9.50,   10.40,   10.46
 528,163,   2,  110.00,    0.00,    3.89,   18.67,    6.02,    9.50,   10.51,   10.58
 529,164,   2,  110.00,    0.00,    3.89,   18.77,    6.14,    9.50,   10.63,   10.69
 530,165,   2,  110.00,    0.00,    3.89,   18.86,    6.26,    9.50,   10.75,   10.81
 531,166,   2,  110.00,    0.00,    3.89,   18.95,    6.39,    9.50,   10.86,   10.92
 532,167,   2,  110.00,    0.00,    3.89,   19.03,    6.52,    9.50,   10.98,   11.04
 533,168,   2,  110.00,    0.00,    3.89,   19.11,    6.65,    9.50,   11.09,   11.15
 534,169,   2,  110.00,    0.00,    3.89,   19.19,    6.77,    9.50,   11.21,   11.27
 535,170,   2,  110.00,    0.00,    3.89,   19.27,    6.90,    9.50,   11.32,   11.38
 536,171,   2,  110.00,    0.00,    3.89,   19.34,    7.03,    9.50,   11.43,   11.49
 537,172,   2,  110.00,    0.00,    3.89,   19.40,    7.17,    9.50,   11.55,   11.61
 538,173,   2,  110.00,    0.00,    3.89,   19.47,    7.30,    9.50,   11.66,   11.72
 539,174,   2,  110.00,    0.00,    3.89,   19.53,    7.43,    9.50,   11.77,   11.83
 540,175,   2,  110.00,    0.00,    3.89,   19.59,    7.56,    9.50,   11.88,   11.94
 541,176,   2,  110.00,    0.00,    3.89,   19.64,    7.70,    9.50,   11.99,   12.05
 542,177,   2,  110.00,    0.00,    3.89,   19.69,    7.83,    9.50,   12.10,   12.16
 543,178,   2,  110.00,    0.00,    3.89,   19.73,    7.96,    9.50,   12.21,   12.26
 544,179,   2,  110.00,    0.00,    3.89,   19.78,    8.10,    9.50,   12.31,   12.37
 545,180,   2,  110.00,    0.00,    3.89,   19.82,    8.23,    9.50,   12.42,   12.48
 546,181,   2,  110.00,    0.00,    3.89,   19.85,    8.37,    9.50,   12.53,   12.58
 547,182,   2,  110.00,    0.00,    3.89,   19.88,    8.51,    9.50,   12.63,   12.68
 548,183,   2,  110.00,    0.00,    3.89,   19.91,    8.64,    9.50,   12.73,   12.79
 549,184,   2,  110.00,    0.00,    3.89,   19.93,    8.78,    9.50,   12.84,   12.89
 550,185,   2,  110.00,    0.00,    3.89,   19.95,    8.92,    9.50,   12.94,   12.99
 551,186,   2,  110.00,    0.00,    3.89,   19.97,    9.05,    9.50,   13.04,   13.09
 552,187,   2,  110.00,    0.00,    3.89,   19.98,    9.19,    9.50,   13.14,   13.19
 553,188,   2,  110.00,    0.00,    3.89,   19.99,    9.33,    9.50,   13.23,   13.29
 554,189,   2,  110.00,    0.00,    3.89,   20.00,    9.47,    9.50,   13.33,   13.38
 555,190,   2,  110.00,    0.00,    3.89,   20.00,    9.60,    9.50,   13.43,   13.48
 556,191,   2,  110.00,    0.00,    3.89,   20.00,    9.74,    9.50,   13.52,   13.57
 557,192,   2,  110.00,    0.00,    3.89,   19.99,    9.88,    9.50,   13.61,   13.66
 558,193,   2,  110.00,    0.00,    3.89,   19.98,   10.01,    9.50,   13.71,   13.75
 559,194,   2,  110.00,    0.00,    3.89,   19.97,   10.15,    9.50,   13.80,   13.84
 560,195,   2,  110.00,    0.00,    3.89,   19.95,   10.29,    9.50,   13.89,   13.93
 561,196,   2,  110.00,    0.00,    3.89,   19.93,   10.43,    9.50,   13.97,   14.02
 562,197,   2,  110.00,    0.00,    3.89,   19.91,   10.56,    9.50,   14.06,   14.11
 563,198,   2,  110.00,    0.00,    3.89,   19.88,   10.70,    9.50,   14.15,   14.19
 564,199,   2,  110.00,    0.00,    3.89,   19.85,   10.83,    9.50,   14.23,   14.27
 565,200,   2,  110.00,    0.00,    3.89,   19.82,   10.97,    9.50,   14.31,   14.35
 566,201,   2,  110.00,    0.00,    3.89,   19.78,   11.10,    9.50,   14.39,   14.43
 567,202,   2,  110.00,    0.00,    3.89,   19.73,   11.24,    9.50,   14.47,   14.51
 568,203,   2,  110.00,    0.00,    3.89,   19.69,   11.37,    9.50,   14.55,   14.59
 569,204,   2,  110.00,    0.00,    3.89,   19.64,   11.50,    9.50,   14.63,   14.66
