Day of sim.,Day of year,Year,Radiation,Generation,Air,Floor,Lower wall,Upper wall,Feed,Total,Total step,          Total step adjusted,Steady state temp,Steady state used
  47, 47,   1,   -854.438,     -0.000,   8171.023,   2744.119,      0.000,   3212.074,            -0.,         13343.,      48035760.,      48035760.,-1.26,    F
  48, 48,   1,   -880.969,     -0.000,   7977.631,   2667.180,      0.000,   3136.051,            -0.,         12968.,      46686240.,      46686240.,-1.10,    F
  49, 49,   1,   -908.051,     -0.000,   7784.175,   2590.189,      0.000,   3060.002,            -0.,         12593.,      45334224.,      45334224.,-0.95,    F
  50, 50,   1,   -935.675,     -0.000,   7590.697,   2513.160,      0.000,   2983.945,            -0.,         12217.,      43979988.,      43979988.,-0.79,    F
  51, 51,   1,   -963.835,     -0.000,   7397.233,   2436.110,      0.000,   2907.893,            -0.,         11840.,      42623808.,      42623808.,-0.62,    F
  52, 52,   1,   -992.522,     -0.000,   7203.821,   2359.053,      0.000,   2831.862,            -0.,         11463.,      41265972.,      41265972.,-0.46,    F
  53, 53,   1,  -1021.726,     -0.000,   7010.503,   2282.004,      0.000,   2755.867,            -0.,         11085.,      39906748.,      39906748.,-0.29,    F
  54, 54,   1,  -1051.439,     -0.000,   6817.317,   2204.979,      0.000,   2679.925,            -0.,         10707.,      38546444.,      38546444.,-0.12,    F
  55, 55,   1,  -1081.653,     -0.000,   6624.301,   2127.994,      0.000,   2604.049,            -0.,         10329.,      37185324.,      37185324., 0.06,    F
  56, 56,   1,  -1112.359,     -0.000,   6431.494,   2051.063,      0.000,   2528.256,            -0.,          9951.,      35823680.,      35823680., 0.23,    F
  57, 57,   1,  -1143.547,     -0.000,   6238.938,   1974.203,      0.000,   2452.561,            -0.,          9573.,      34461808.,      34461808., 0.41,    F
  58, 58,   1,  -1175.208,     -0.000,   6046.669,   1897.429,      0.000,   2376.979,            -0.,          9194.,      33099986.,      33099986., 0.60,    F
  59, 59,   1,  -1207.333,     -0.000,   5854.731,   1820.756,      0.000,   2301.527,            -0.,          8816.,      31738520.,      31738520., 0.78,    F
  60, 60,   1,  -1239.912,     -0.000,   5663.162,   1744.202,      0.000,   2226.220,            -0.,          8438.,      30377686.,      30377686., 0.97,    F
  61, 61,   1,  -1272.936,     -0.000,   5472.000,   1667.781,      0.000,   2151.073,            -0.,          8060.,      29017794.,      29017794., 1.16,    F
  62, 62,   1,  -1306.395,     -0.000,   5281.285,   1591.508,      0.000,   2076.102,            -0.,          7683.,      27659112.,      27659112., 1.36,    F
  63, 63,   1,  -1340.279,     -0.000,   5091.058,   1515.401,      0.000,   2001.323,            -0.,          7306.,      26301952.,      26301952., 1.55,    F
  64, 64,   1,  -1374.578,     -0.000,   4901.361,   1439.474,      0.000,   1926.752,            -0.,          6930.,      24946616.,      24946616., 1.75,    F
  65, 65,   1,  -1409.281,     -0.000,   4712.229,   1363.743,      0.000,   1852.403,            -0.,          6554.,      23593378.,      23593378., 1.95,    F
  66, 66,   1,  -1444.380,     -0.000,   4523.707,   1288.226,      0.000,   1778.294,            -0.,          6178.,      22242550.,      22242550., 2.16,    F
  67, 67,   1,  -1479.861,     -0.000,   4335.833,   1212.937,      0.000,   1704.440,            -0.,          5804.,      20894434.,      20894434., 2.36,    F
  68, 68,   1,  -1515.717,     -0.000,   4148.647,   1137.892,      0.000,   1630.856,            -0.,          5430.,      19549314.,      19549314., 2.57,    F
  69, 69,   1,  -1551.935,     -0.000,   3962.192,   1063.109,      0.000,   1557.560,            -0.,          5058.,      18207512.,      18207512., 2.78,    F
  70, 70,   1,  -1588.506,     -0.000,   3776.502,    988.601,      0.000,   1484.564,            -0.,          4686.,      16869294.,      16869294., 2.99,    F
  71, 71,   1,  -1625.418,     -0.000,   3591.622,    914.385,      0.000,   1411.886,            -0.,          4315.,      15534981.,      15534981., 3.21,    F
  72, 72,   1,  -1662.661,     -0.000,   3407.588,    840.477,      0.000,   1339.541,            -0.,          3946.,      14204844.,      14204844., 3.42,    F
  73, 73,   1,  -1700.223,     -0.000,   3224.441,    766.894,      0.000,   1267.546,            -0.,          3578.,      12879204.,      12879204., 3.64,    F
  74, 74,   1,  -1738.093,     -0.000,   3042.221,    693.649,      0.000,   1195.914,            -0.,          3211.,      11558349.,      11558349., 3.86,    F
  75, 75,   1,  -1776.260,     -0.000,   2860.970,    620.761,      0.000,   1124.663,            -0.,          2845.,      10242589.,      10242589., 4.08,    F
  76, 76,   1,  -1814.713,     -0.000,   2680.722,    548.243,      0.000,   1053.807,            -0.,          2481.,       8932197.,       8932197., 4.30,    F
  77, 77,   1,  -1853.440,     -0.000,   2501.521,    476.112,      0.000,    983.362,            -0.,          2119.,       7627490.,       7627490., 4.53,    F
  78, 78,   1,  -1892.430,     -0.000,   2323.405,    404.385,      0.000,    913.344,            -0.,          1758.,       6328766.,       6328766., 4.75,    F
  79, 79,   1,  -1931.672,     -0.000,   2146.410,    333.075,      0.000,    843.766,            -0.,          1399.,       5036290.,       5036290., 4.98,    F
  80, 80,   1,  -1971.153,     -0.000,   1970.577,    262.199,      0.000,    774.645,            -0.,          1042.,       3750377.,       3750377., 5.21,    F
  81, 81,   1,  -2010.861,     -0.000,   1795.946,    191.772,      0.000,    705.996,            -0.,           686.,       2471326.,       2471326., 5.44,    F
  82, 82,   1,  -2050.787,     -0.000,   1622.554,    121.810,      0.000,    637.835,            -0.,           333.,       1199419.,       1199419., 5.67,    F
  83, 83,   1,  -2090.916,     -0.000,   1450.441,     52.329,     -0.000,    570.177,             0.,           -18.,        -65045.,        -65045., 5.91,    F
  84, 84,   1,  -2131.239,     -0.000,   1279.640,    -16.658,     -0.000,    503.033,             0.,          -367.,      -1321789.,      -1321789., 6.14,    F
  85, 85,   1,  -2171.741,     -0.000,   1110.192,    -85.135,     -0.000,    436.422,             0.,          -714.,      -2570522.,      -2570522., 6.38,    F
  86, 86,   1,  -2212.412,     -0.000,    942.132,   -153.087,     -0.000,    370.357,             0.,         -1059.,      -3810969.,      -3810969., 6.61,    F
  87, 87,   1,  -2253.240,     -0.000,    775.500,   -220.498,     -0.000,    304.853,             0.,         -1401.,      -5042824.,      -5042824., 6.85,    F
  88, 88,   1,  -2294.212,     -0.000,    610.331,   -287.354,     -0.000,    239.925,             0.,         -1741.,      -6265818.,      -6265818., 7.09,    F
  89, 89,   1,  -2335.316,     -0.000,    446.663,   -353.641,     -0.000,    175.586,             0.,         -2078.,      -7479662.,      -7479662., 7.33,    F
  90, 90,   1,  -2376.541,     -0.000,    284.530,   -419.343,     -0.000,    111.850,             0.,         -2412.,      -8684088.,      -8684088., 7.57,    F
  91, 91,   1,  -2417.873,     -0.000,    123.971,   -484.446,     -0.000,     48.734,             0.,         -2744.,      -9878799.,      -9878799., 7.81,    F
  92, 92,   1,  -2459.301,     -0.000,    -34.981,   -548.935,     -0.000,    -13.751,             0.,         -3073.,     -11063529.,     -11063529., 8.05,    F
  93, 93,   1,  -2500.812,     -0.000,   -192.291,   -612.798,     -0.000,    -75.590,             0.,         -3399.,     -12238013.,     -12238013., 8.29,    F
  94, 94,   1,  -2542.394,     -0.000,   -347.922,   -676.018,     -0.000,   -136.770,             0.,         -3723.,     -13401972.,     -13401972., 8.53,    F
  95, 95,   1,  -2584.034,     -0.000,   -501.839,   -738.582,     -0.000,   -197.276,             0.,         -4043.,     -14555123.,     -14555123., 8.77,    F
  96, 96,   1,  -2625.722,     -0.000,   -654.012,   -800.477,     -0.000,   -257.096,             0.,         -4360.,     -15697224.,     -15697224., 9.02,    F
  97, 97,   1,  -2667.443,     -0.000,   -804.404,   -861.688,     -0.000,   -316.216,             0.,         -4674.,     -16828002.,     -16828002., 9.26,    F
  98, 98,   1,  -2709.186,     -0.000,   -952.982,   -922.203,     -0.000,   -374.622,             0.,         -4985.,     -17947188.,     -17947188., 9.50,    F
  99, 99,   1,  -2750.938,     -0.000,  -1099.712,   -982.007,     -0.000,   -432.303,             0.,         -5293.,     -19054512.,     -19054512., 9.74,    F
 100,100,   1,  -2792.687,     -0.000,  -1244.566,  -1041.087,     -0.000,   -489.246,             0.,         -5597.,     -20149754.,     -20149754., 9.99,    F
 101,101,   1,  -2834.421,     -0.000,  -1387.507,  -1099.431,     -0.000,   -545.437,             0.,         -5898.,     -21232630.,     -21232630.,10.23,    F
 102,102,   1,  -2876.126,     -0.000,  -1528.504,  -1157.026,     -0.000,   -600.863,             0.,         -6195.,     -22302890.,     -22302890.,10.47,    F
 103,103,   1,  -2917.792,     -0.000,  -1667.531,  -1213.858,     -0.000,   -655.515,             0.,         -6489.,     -23360312.,     -23360312.,10.72,    F
 104,104,   1,  -2959.405,     -0.000,  -1804.553,  -1269.917,     -0.000,   -709.380,             0.,         -6779.,     -24404630.,     -24404630.,10.96,    F
 105,105,   1,  -3000.954,     -0.000,  -1939.540,  -1325.188,     -0.000,   -762.444,             0.,         -7065.,     -25435616.,     -25435616.,11.20,    F
 106,106,   1,  -3042.425,     -0.000,  -2072.460,  -1379.659,     -0.000,   -814.695,             0.,         -7348.,     -26453002.,     -26453002.,11.44,    F
 107,107,   1,  -3083.806,     -0.000,  -2203.289,  -1433.319,     -0.000,   -866.125,             0.,         -7627.,     -27456584.,     -27456584.,11.68,    F
 108,108,   1,  -3125.086,     -0.000,  -2331.994,  -1486.156,     -0.000,   -916.720,             0.,         -7902.,     -28446114.,     -28446114.,11.92,    F
 109,109,   1,  -3166.251,     -0.000,  -2458.549,  -1538.158,     -0.000,   -966.469,             0.,         -8173.,     -29421366.,     -29421366.,12.16,    F
 110,110,   1,  -3207.291,     -0.000,  -2582.926,  -1589.314,     -0.000,  -1015.362,             0.,         -8439.,     -30382118.,     -30382118.,12.40,    F
 111,111,   1,  -3248.192,     -0.000,  -2705.099,  -1639.613,     -0.000,  -1063.389,             0.,         -8702.,     -31328158.,     -31328158.,12.64,    F
 112,112,   1,  -3288.943,     -0.000,  -2825.039,  -1689.044,     -0.000,  -1110.538,             0.,         -8961.,     -32259256.,     -32259256.,12.88,    F
 113,113,   1,  -3329.532,     -0.000,  -2942.722,  -1737.596,     -0.000,  -1156.800,             0.,         -9215.,     -33175194.,     -33175194.,13.11,    F
 114,114,   1,  -3369.946,     -0.000,  -3058.121,  -1785.259,     -0.000,  -1202.164,             0.,         -9465.,     -34075776.,     -34075776.,13.35,    F
 115,115,   1,  -3410.173,     -0.000,  -3171.211,  -1832.022,     -0.000,  -1246.621,             0.,         -9711.,     -34960784.,     -34960784.,13.58,    F
 116,116,   1,  -3450.202,     -0.000,  -3281.971,  -1877.874,     -0.000,  -1290.161,             0.,         -9953.,     -35830028.,     -35830028.,13.82,    F
 117,117,   1,  -3490.021,     -0.000,  -3390.372,  -1922.806,     -0.000,  -1332.774,             0.,        -10190.,     -36683296.,     -36683296.,14.05,    F
 118,118,   1,  -3529.617,     -0.000,  -3496.395,  -1966.810,     -0.000,  -1374.452,             0.,        -10422.,     -37520392.,     -37520392.,14.28,    F
 119,119,   1,  -3568.979,     -0.000,  -3600.015,  -2009.874,     -0.000,  -1415.186,             0.,        -10650.,     -38341144.,     -38341144.,14.51,    F
 120,120,   1,  -3608.097,     -0.000,  -3701.214,  -2051.991,     -0.000,  -1454.968,             0.,        -10874.,     -39145360.,     -39145360.,14.74,    F
 121,121,   1,  -3646.957,     -0.000,  -3799.967,  -2093.151,     -0.000,  -1493.788,             0.,        -11092.,     -39932856.,     -39932856.,14.97,    F
 122,122,   1,  -3685.549,     -0.000,  -3896.254,  -2133.344,     -0.000,  -1531.639,             0.,        -11307.,     -40703460.,     -40703460.,15.19,    F
 123,123,   1,  -3723.860,     -0.000,  -3990.058,  -2172.565,     -0.000,  -1568.514,             0.,        -11516.,     -41457000.,     -41457000.,15.41,    F
 124,124,   1,  -3761.880,     -0.000,  -4081.355,  -2210.803,     -0.000,  -1604.403,             0.,        -11720.,     -42193284.,     -42193284.,15.64,    F
 125,125,   1,  -3799.598,     -0.000,  -4170.130,  -2248.052,     -0.000,  -1639.301,             0.,        -11920.,     -42912188.,     -42912188.,15.86,    F
 126,126,   1,  -3837.001,     -0.000,  -4256.362,  -2284.302,     -0.000,  -1673.199,             0.,        -12115.,     -43613508.,     -43613508.,16.08,    F
 127,127,   1,  -3874.080,     -0.000,  -4340.035,  -2319.547,     -0.000,  -1706.092,             0.,        -12305.,     -44297120.,     -44297120.,16.29,    F
 128,128,   1,  -3910.823,     -0.000,  -4421.134,  -2353.780,     -0.000,  -1737.972,             0.,        -12490.,     -44962876.,     -44962876.,16.51,    F
 129,129,   1,  -3947.219,     -0.000,  -4499.640,  -2386.993,     -0.000,  -1768.833,             0.,        -12670.,     -45610612.,     -45610612.,16.72,    F
 130,130,   1,  -3983.257,     -0.000,  -4575.539,  -2419.181,     -0.000,  -1798.669,             0.,        -12844.,     -46240196.,     -46240196.,16.93,    F
 131,131,   1,  -4018.927,     -0.000,  -4648.815,  -2450.336,     -0.000,  -1827.475,             0.,        -13014.,     -46851500.,     -46851500.,17.14,    F
 132,132,   1,  -4054.218,     -0.000,  -4719.458,  -2480.454,     -0.000,  -1855.245,             0.,        -13179.,     -47444384.,     -47444384.,17.34,    F
 133,133,   1,  -4089.120,     -0.000,  -4787.445,  -2509.525,     -0.000,  -1881.971,             0.,        -13339.,     -48018700.,     -48018700.,17.55,    F
 134,134,   1,  -4123.623,     -0.000,  -4852.783,  -2537.552,     -0.000,  -1907.656,             0.,        -13493.,     -48574396.,     -48574396.,17.75,    F
 135,135,   1,  -4157.715,     -0.000,  -4915.442,  -2564.521,     -0.000,  -1932.287,             0.,        -13642.,     -49111308.,     -49111308.,17.95,    F
 136,136,   1,  -4191.388,     -0.000,  -4975.414,  -2590.430,     -0.000,  -1955.863,             0.,        -13786.,     -49629316.,     -49629316.,18.15,    F
 137,137,   1,  -4224.630,     -0.000,  -5032.690,  -2615.274,     -0.000,  -1978.378,             0.,        -13925.,     -50128324.,     -50128324.,18.34,    F
 138,138,   1,  -4257.433,     -0.000,  -5087.262,  -2639.050,     -0.000,  -1999.831,             0.,        -14058.,     -50608220.,     -50608220.,18.53,    F
 139,139,   1,  -4289.787,     -0.000,  -5139.120,  -2661.752,     -0.000,  -2020.216,             0.,        -14186.,     -51068928.,     -51068928.,18.72,    F
 140,140,   1,  -4321.681,     -0.000,  -5188.256,  -2683.377,     -0.000,  -2039.532,             0.,        -14308.,     -51510364.,     -51510364.,18.91,    F
 141,141,   1,  -4353.106,     -0.000,  -5234.662,  -2703.922,     -0.000,  -2057.775,             0.,        -14426.,     -51932412.,     -51932412.,19.09,    F
 142,142,   1,  -4384.055,     -0.000,  -5278.333,  -2723.383,     -0.000,  -2074.942,             0.,        -14538.,     -52335028.,     -52335028.,19.27,    F
 143,143,   1,  -4414.516,     -0.000,  -5319.257,  -2741.757,     -0.000,  -2091.029,             0.,        -14644.,     -52718112.,     -52718112.,19.45,    F
 144,144,   1,  -4444.480,     -0.000,  -5357.437,  -2759.042,     -0.000,  -2106.038,             0.,        -14745.,     -53081600.,     -53081600.,19.63,    F
 145,145,   1,  -4473.940,     -0.000,  -5392.862,  -2775.236,     -0.000,  -2119.964,             0.,        -14840.,     -53425440.,     -53425440.,19.80,    F
 146,146,   1,  -4502.886,     -0.000,  -5425.531,  -2790.335,     -0.000,  -2132.806,             0.,        -14930.,     -53749552.,     -53749552.,19.97,    F
 147,147,   1,  -4531.311,     -0.000,  -5455.439,  -2804.339,     -0.000,  -2144.563,             0.,        -15015.,     -54053908.,     -54053908.,20.14,    F
 148,148,   1,  -4559.204,     -0.000,  -5482.586,  -2817.246,     -0.000,  -2155.235,             0.,        -15094.,     -54338420.,     -54338420.,20.30,    F
 149,149,   1,  -4586.558,     -0.000,  -5506.971,  -2829.054,     -0.000,  -2164.820,             0.,        -15168.,     -54603100.,     -54603100.,20.46,    F
 150,150,   1,  -4613.366,     -0.000,  -5528.588,  -2839.762,     -0.000,  -2173.319,             0.,        -15236.,     -54847876.,     -54847876.,20.62,    F
 151,151,   1,  -4639.618,     -0.000,  -5547.440,  -2849.371,     -0.000,  -2180.729,             0.,        -15298.,     -55072720.,     -55072720.,20.77,    F
 152,152,   1,  -4665.308,     -0.000,  -5563.530,  -2857.880,     -0.000,  -2187.054,             0.,        -15355.,     -55277596.,     -55277596.,20.92,    F
 153,153,   1,  -4690.427,     -0.000,  -5576.857,  -2865.289,     -0.000,  -2192.293,             0.,        -15406.,     -55462508.,     -55462508.,21.07,    F
 154,154,   1,  -4714.969,     -0.000,  -5587.423,  -2871.597,     -0.000,  -2196.447,             0.,        -15452.,     -55627428.,     -55627428.,21.22,    F
 155,155,   1,  -4738.925,     -0.000,  -5595.231,  -2876.806,     -0.000,  -2199.516,             0.,        -15492.,     -55772352.,     -55772352.,21.36,    F
 156,156,   1,  -4762.290,     -0.000,  -5600.285,  -2880.917,     -0.000,  -2201.503,             0.,        -15527.,     -55897264.,     -55897264.,21.49,    F
 157,157,   1,  -4785.055,     -0.000,  -5602.589,  -2883.930,     -0.000,  -2202.409,             0.,        -15556.,     -56002180.,     -56002180.,21.63,    F
 158,158,   1,  -4807.214,     -0.000,  -5602.149,  -2885.847,     -0.000,  -2202.236,             0.,        -15580.,     -56087100.,     -56087100.,21.76,    F
 159,159,   1,  -4828.761,     -0.000,  -5598.969,  -2886.670,     -0.000,  -2200.985,             0.,        -15598.,     -56152020.,     -56152020.,21.88,    F
 160,160,   1,  -4849.689,     -0.000,  -5593.057,  -2886.401,     -0.000,  -2198.662,             0.,        -15610.,     -56196992.,     -56196992.,22.01,    F
 161,161,   1,  -4869.992,     -0.000,  -5584.421,  -2885.043,     -0.000,  -2195.267,             0.,        -15617.,     -56222012.,     -56222012.,22.13,    F
 162,162,   1,  -4889.665,     -0.000,  -5573.066,  -2882.598,     -0.000,  -2190.803,             0.,        -15619.,     -56227104.,     -56227104.,22.24,    F
 163,163,   1,  -4908.700,     -0.000,  -5559.005,  -2879.068,     -0.000,  -2185.276,             0.,        -15615.,     -56212324.,     -56212324.,22.36,    F
 164,164,   1,  -4927.092,     -0.000,  -5542.245,  -2874.458,     -0.000,  -2178.687,             0.,        -15605.,     -56177716.,     -56177716.,22.46,    F
 165,165,   1,  -4944.837,     -0.000,  -5522.798,  -2868.770,     -0.000,  -2171.042,             0.,        -15590.,     -56123292.,     -56123292.,22.57,    F
 166,166,   1,  -4961.929,     -0.000,  -5500.670,  -2862.009,     -0.000,  -2162.344,             0.,        -15569.,     -56049132.,     -56049132.,22.67,    F
 167,167,   1,  -4978.362,     -0.000,  -5475.880,  -2854.178,     -0.000,  -2152.598,             0.,        -15543.,     -55955264.,     -55955264.,22.77,    F
 168,168,   1,  -4994.132,     -0.000,  -5448.437,  -2845.283,     -0.000,  -2141.811,             0.,        -15512.,     -55841788.,     -55841788.,22.86,    F
 169,169,   1,  -5009.235,     -0.000,  -5418.355,  -2835.328,     -0.000,  -2129.985,             0.,        -15475.,     -55708740.,     -55708740.,22.95,    F
 170,170,   1,  -5023.665,     -0.000,  -5385.646,  -2824.318,     -0.000,  -2117.127,             0.,        -15432.,     -55556212.,     -55556212.,23.04,    F
 171,171,   1,  -5037.418,     -0.000,  -5350.331,  -2812.258,     -0.000,  -2103.244,             0.,        -15385.,     -55384276.,     -55384276.,23.12,    F
 172,172,   1,  -5050.492,     -0.000,  -5312.416,  -2799.154,     -0.000,  -2088.340,             0.,        -15331.,     -55193020.,     -55193020.,23.19,    F
 173,173,   1,  -5062.880,     -0.000,  -5271.922,  -2785.012,     -0.000,  -2072.422,             0.,        -15273.,     -54982512.,     -54982512.,23.27,    F
 174,174,   1,  -5074.581,     -0.000,  -5228.864,  -2769.837,     -0.000,  -2055.495,             0.,        -15209.,     -54752852.,     -54752852.,23.34,    F
 175,175,   1,  -5085.589,     -0.000,  -5183.265,  -2753.636,     -0.000,  -2037.570,             0.,        -15140.,     -54504140.,     -54504140.,23.40,    F
 176,176,   1,  -5095.903,     -0.000,  -5135.139,  -2736.417,     -0.000,  -2018.651,             0.,        -15066.,     -54236508.,     -54236508.,23.47,    F
 177,177,   1,  -5105.519,     -0.000,  -5084.504,  -2718.186,     -0.000,  -1998.747,             0.,        -14986.,     -53950036.,     -53950036.,23.52,    F
 178,178,   1,  -5114.434,     -0.000,  -5031.382,  -2698.950,     -0.000,  -1977.864,             0.,        -14901.,     -53644864.,     -53644864.,23.58,    F
 179,179,   1,  -5122.646,     -0.000,  -4975.792,  -2678.718,     -0.000,  -1956.011,             0.,        -14811.,     -53321076.,     -53321076.,23.63,    F
 180,180,   1,  -5130.151,     -0.000,  -4917.756,  -2657.497,     -0.000,  -1933.197,             0.,        -14716.,     -52978836.,     -52978836.,23.67,    F
