Day of sim.,Day of year,Year,Radiation,Generation,Air,Floor,Lower wall,Upper wall,Feed,Total,Total step,          Total step adjusted,Steady state temp,Steady state used
  49, 49,   1,    -36.322,     -0.000,    172.349,     46.875,      0.000,    332.707,            -0.,           521.,       1874861.,       1874861.,-1.41,    F
  50, 50,   1,    -37.427,     -0.000,    164.523,     43.759,      0.000,    317.599,            -0.,           493.,       1776118.,       1776118.,-1.25,    F
  51, 51,   1,    -38.553,     -0.000,    156.774,     40.673,      0.000,    302.642,            -0.,           466.,       1678238.,       1678238.,-1.10,    F
  52, 52,   1,    -39.701,     -0.000,    149.104,     37.617,      0.000,    287.835,            -0.,           439.,       1581224.,       1581224.,-0.94,    F
  53, 53,   1,    -40.869,     -0.000,    141.512,     34.593,      0.000,    273.178,            -0.,           413.,       1485076.,       1485076.,-0.78,    F
  54, 54,   1,    -42.058,     -0.000,    133.997,     31.599,      0.000,    258.672,            -0.,           386.,       1389795.,       1389795.,-0.62,    F
  55, 55,   1,    -43.266,     -0.000,    126.561,     28.635,      0.000,    244.316,            -0.,           360.,       1295382.,       1295382.,-0.45,    F
  56, 56,   1,    -44.494,     -0.000,    119.202,     25.702,      0.000,    230.110,            -0.,           334.,       1201838.,       1201838.,-0.28,    F
  57, 57,   1,    -45.742,     -0.000,    111.921,     22.800,      0.000,    216.055,            -0.,           308.,       1109166.,       1109166.,-0.11,    F
  58, 58,   1,    -47.008,     -0.000,    104.718,     19.928,      0.000,    202.151,            -0.,           283.,       1017368.,       1017368., 0.06,    F
  59, 59,   1,    -48.293,     -0.000,     97.593,     17.087,      0.000,    188.397,            -0.,           257.,        926446.,        926446., 0.24,    F
  60, 60,   1,    -49.596,     -0.000,     90.547,     14.276,      0.000,    174.794,            -0.,           232.,        836402.,        836402., 0.42,    F
  61, 61,   1,    -50.917,     -0.000,     83.579,     11.496,      0.000,    161.343,            -0.,           208.,        747240.,        747240., 0.60,    F
  62, 62,   1,    -52.256,     -0.000,     76.689,      8.747,      0.000,    148.043,            -0.,           183.,        658962.,        658962., 0.78,    F
  63, 63,   1,    -53.611,     -0.000,     69.878,      6.028,      0.000,    134.895,            -0.,           159.,        571572.,        571572., 0.97,    F
  64, 64,   1,    -54.983,     -0.000,     63.146,      3.340,     -0.000,    121.899,            -0.,           135.,        485075.,        485075., 1.16,    F
  65, 65,   1,    -56.371,     -0.000,     56.493,      0.683,     -0.000,    109.055,            -0.,           111.,        399472.,        399472., 1.35,    F
  66, 66,   1,    -57.775,     -0.000,     49.919,     -1.943,     -0.000,     96.365,            -0.,            87.,        314768.,        314768., 1.54,    F
  67, 67,   1,    -59.194,     -0.000,     43.424,     -4.538,     -0.000,     83.828,            -0.,            64.,        230969.,        230969., 1.74,    F
  68, 68,   1,    -60.629,     -0.000,     37.009,     -7.102,     -0.000,     71.444,            -0.,            41.,        148076.,        148076., 1.93,    F
  69, 69,   1,    -62.077,     -0.000,     30.675,     -9.635,     -0.000,     59.215,            -0.,            18.,         66097.,         66097., 2.13,    F
  70, 70,   1,    -63.540,     -0.000,     24.420,    -12.137,     -0.000,     47.141,             0.,            -4.,        -14968.,        -14968., 2.33,    F
  71, 71,   1,    -65.017,     -0.000,     18.246,    -14.607,     -0.000,     35.222,             0.,           -26.,        -95109.,        -95109., 2.54,    F
  72, 72,   1,    -66.506,     -0.000,     12.152,    -17.046,     -0.000,     23.459,             0.,           -48.,       -174326.,       -174326., 2.74,    F
  73, 73,   1,    -68.009,     -0.000,      6.140,    -19.454,     -0.000,     11.852,             0.,           -70.,       -252611.,       -252611., 2.95,    F
  74, 74,   1,    -69.524,     -0.000,      0.208,    -21.829,     -0.000,      0.402,             0.,           -92.,       -329960.,       -329960., 3.16,    F
  75, 75,   1,    -71.050,     -0.000,     -5.642,    -24.173,     -0.000,    -10.891,             0.,          -113.,       -406367.,       -406367., 3.37,    F
  76, 76,   1,    -72.589,     -0.000,    -11.409,    -26.486,     -0.000,    -22.025,             0.,          -134.,       -481829.,       -481829., 3.58,    F
  77, 77,   1,    -74.138,     -0.000,    -17.095,    -28.766,     -0.000,    -33.001,             0.,          -155.,       -556337.,       -556337., 3.79,    F
  78, 78,   1,    -75.697,     -0.000,    -22.698,    -31.014,     -0.000,    -43.817,             0.,          -175.,       -629889.,       -629889., 4.01,    F
  79, 79,   1,    -77.267,     -0.000,    -28.219,    -33.230,     -0.000,    -54.474,             0.,          -195.,       -702478.,       -702478., 4.22,    F
  80, 80,   1,    -78.846,     -0.000,    -33.656,    -35.414,     -0.000,    -64.971,             0.,          -215.,       -774099.,       -774099., 4.44,    F
  81, 81,   1,    -80.434,     -0.000,    -39.010,    -37.565,     -0.000,    -75.306,             0.,          -235.,       -844746.,       -844746., 4.66,    F
  82, 82,   1,    -82.031,     -0.000,    -44.280,    -39.684,     -0.000,    -85.479,             0.,          -254.,       -914414.,       -914414., 4.88,    F
  83, 83,   1,    -83.637,     -0.000,    -49.466,    -41.770,     -0.000,    -95.491,             0.,          -273.,       -983097.,       -983097., 5.10,    F
  84, 84,   1,    -85.250,     -0.000,    -54.568,    -43.823,     -0.000,   -105.339,             0.,          -292.,      -1050790.,      -1050790., 5.32,    F
  85, 85,   1,    -86.870,     -0.000,    -59.585,    -45.844,     -0.000,   -115.024,             0.,          -310.,      -1117486.,      -1117486., 5.54,    F
  86, 86,   1,    -88.496,     -0.000,    -64.517,    -47.831,     -0.000,   -124.545,             0.,          -329.,      -1183180.,      -1183180., 5.77,    F
  87, 87,   1,    -90.130,     -0.000,    -69.363,    -49.785,     -0.000,   -133.900,             0.,          -347.,      -1247867.,      -1247867., 5.99,    F
  88, 88,   1,    -91.768,     -0.000,    -74.124,    -51.706,     -0.000,   -143.091,             0.,          -364.,      -1311541.,      -1311541., 6.22,    F
  89, 89,   1,    -93.413,     -0.000,    -78.799,    -53.594,     -0.000,   -152.115,             0.,          -382.,      -1374196.,      -1374196., 6.45,    F
  90, 90,   1,    -95.062,     -0.000,    -83.387,    -55.448,     -0.000,   -160.973,             0.,          -399.,      -1435827.,      -1435827., 6.67,    F
  91, 91,   1,    -96.715,     -0.000,    -87.889,    -57.268,     -0.000,   -169.664,             0.,          -416.,      -1496428.,      -1496428., 6.90,    F
  92, 92,   1,    -98.372,     -0.000,    -92.304,    -59.055,     -0.000,   -178.186,             0.,          -432.,      -1555994.,      -1555994., 7.13,    F
  93, 93,   1,   -100.032,     -0.000,    -96.632,    -60.808,     -0.000,   -186.540,             0.,          -448.,      -1614519.,      -1614519., 7.36,    F
  94, 94,   1,   -101.696,     -0.000,   -100.872,    -62.526,     -0.000,   -194.726,             0.,          -464.,      -1671998.,      -1671998., 7.59,    F
  95, 95,   1,   -103.361,     -0.000,   -105.024,    -64.211,     -0.000,   -202.742,             0.,          -480.,      -1728426.,      -1728426., 7.82,    F
  96, 96,   1,   -105.029,     -0.000,   -109.088,    -65.861,     -0.000,   -210.587,             0.,          -495.,      -1783797.,      -1783797., 8.05,    F
  97, 97,   1,   -106.698,     -0.000,   -113.064,    -67.477,     -0.000,   -218.262,             0.,          -511.,      -1838107.,      -1838107., 8.28,    F
  98, 98,   1,   -108.367,     -0.000,   -116.951,    -69.059,     -0.000,   -225.766,             0.,          -525.,      -1891349.,      -1891349., 8.51,    F
  99, 99,   1,   -110.038,     -0.000,   -120.749,    -70.606,     -0.000,   -233.098,             0.,          -540.,      -1943519.,      -1943519., 8.74,    F
 100,100,   1,   -111.707,     -0.000,   -124.459,    -72.118,     -0.000,   -240.258,             0.,          -554.,      -1994613.,      -1994613., 8.97,    F
 101,101,   1,   -113.377,     -0.000,   -128.078,    -73.596,     -0.000,   -247.246,             0.,          -568.,      -2044625.,      -2044625., 9.20,    F
 102,102,   1,   -115.045,     -0.000,   -131.608,    -75.038,     -0.000,   -254.060,             0.,          -582.,      -2093549.,      -2093549., 9.43,    F
 103,103,   1,   -116.712,     -0.000,   -135.048,    -76.446,     -0.000,   -260.701,             0.,          -595.,      -2141384.,      -2141384., 9.66,    F
 104,104,   1,   -118.376,     -0.000,   -138.398,    -77.819,     -0.000,   -267.167,             0.,          -608.,      -2188123.,      -2188123., 9.89,    F
 105,105,   1,   -120.038,     -0.000,   -141.658,    -79.156,     -0.000,   -273.460,             0.,          -620.,      -2233763.,      -2233763.,10.11,    F
 106,106,   1,   -121.697,     -0.000,   -144.827,    -80.459,     -0.000,   -279.577,             0.,          -633.,      -2278298.,      -2278298.,10.34,    F
 107,107,   1,   -123.352,     -0.000,   -147.905,    -81.726,     -0.000,   -285.520,             0.,          -645.,      -2321726.,      -2321726.,10.57,    F
 108,108,   1,   -125.003,     -0.000,   -150.892,    -82.957,     -0.000,   -291.287,             0.,          -657.,      -2364042.,      -2364042.,10.80,    F
 109,109,   1,   -126.650,     -0.000,   -153.789,    -84.154,     -0.000,   -296.878,             0.,          -668.,      -2405240.,      -2405240.,11.03,    F
 110,110,   1,   -128.292,     -0.000,   -156.594,    -85.314,     -0.000,   -302.293,             0.,          -679.,      -2445322.,      -2445322.,11.25,    F
 111,111,   1,   -129.928,     -0.000,   -159.308,    -86.440,     -0.000,   -307.532,             0.,          -690.,      -2484279.,      -2484279.,11.48,    F
 112,112,   1,   -131.558,     -0.000,   -161.930,    -87.529,     -0.000,   -312.594,             0.,          -701.,      -2522110.,      -2522110.,11.70,    F
 113,113,   1,   -133.181,     -0.000,   -164.461,    -88.583,     -0.000,   -317.479,             0.,          -711.,      -2558812.,      -2558812.,11.93,    F
 114,114,   1,   -134.798,     -0.000,   -166.900,    -89.601,     -0.000,   -322.188,             0.,          -721.,      -2594381.,      -2594381.,12.15,    F
 115,115,   1,   -136.407,     -0.000,   -169.247,    -90.583,     -0.000,   -326.719,             0.,          -730.,      -2628815.,      -2628815.,12.37,    F
 116,116,   1,   -138.008,     -0.000,   -171.502,    -91.530,     -0.000,   -331.073,             0.,          -739.,      -2662112.,      -2662112.,12.59,    F
 117,117,   1,   -139.601,     -0.000,   -173.666,    -92.440,     -0.000,   -335.249,             0.,          -748.,      -2694269.,      -2694269.,12.81,    F
 118,118,   1,   -141.185,     -0.000,   -175.737,    -93.315,     -0.000,   -339.248,             0.,          -757.,      -2725282.,      -2725282.,13.03,    F
 119,119,   1,   -142.759,     -0.000,   -177.717,    -94.154,     -0.000,   -343.069,             0.,          -765.,      -2755150.,      -2755150.,13.25,    F
 120,120,   1,   -144.324,     -0.000,   -179.604,    -94.957,     -0.000,   -346.713,             0.,          -773.,      -2783873.,      -2783873.,13.46,    F
 121,121,   1,   -145.878,     -0.000,   -181.400,    -95.724,     -0.000,   -350.179,             0.,          -781.,      -2811447.,      -2811447.,13.68,    F
 122,122,   1,   -147.422,     -0.000,   -183.103,    -96.456,     -0.000,   -353.468,             0.,          -788.,      -2837872.,      -2837872.,13.89,    F
 123,123,   1,   -148.954,     -0.000,   -184.715,    -97.151,     -0.000,   -356.579,             0.,          -795.,      -2863146.,      -2863146.,14.10,    F
 124,124,   1,   -150.475,     -0.000,   -186.235,    -97.810,     -0.000,   -359.513,             0.,          -802.,      -2887266.,      -2887266.,14.31,    F
 125,125,   1,   -151.984,     -0.000,   -187.663,    -98.434,     -0.000,   -362.269,             0.,          -808.,      -2910234.,      -2910234.,14.52,    F
 126,126,   1,   -153.480,     -0.000,   -188.999,    -99.021,     -0.000,   -364.848,             0.,          -814.,      -2932048.,      -2932048.,14.73,    F
 127,127,   1,   -154.963,     -0.000,   -190.243,    -99.573,     -0.000,   -367.251,             0.,          -820.,      -2952708.,      -2952708.,14.93,    F
 128,128,   1,   -156.433,     -0.000,   -191.396,   -100.089,     -0.000,   -369.477,             0.,          -826.,      -2972215.,      -2972215.,15.14,    F
 129,129,   1,   -157.889,     -0.000,   -192.458,   -100.569,     -0.000,   -371.526,             0.,          -831.,      -2990566.,      -2990566.,15.34,    F
 130,130,   1,   -159.330,     -0.000,   -193.428,   -101.014,     -0.000,   -373.399,             0.,          -835.,      -3007762.,      -3007762.,15.54,    F
 131,131,   1,   -160.757,     -0.000,   -194.307,   -101.423,     -0.000,   -375.096,             0.,          -840.,      -3023806.,      -3023806.,15.73,    F
 132,132,   1,   -162.169,     -0.000,   -195.096,   -101.796,     -0.000,   -376.618,             0.,          -844.,      -3038698.,      -3038698.,15.93,    F
 133,133,   1,   -163.565,     -0.000,   -195.793,   -102.134,     -0.000,   -377.965,             0.,          -848.,      -3052437.,      -3052437.,16.12,    F
 134,134,   1,   -164.945,     -0.000,   -196.400,   -102.436,     -0.000,   -379.137,             0.,          -851.,      -3065025.,      -3065025.,16.31,    F
 135,135,   1,   -166.309,     -0.000,   -196.917,   -102.703,     -0.000,   -380.135,             0.,          -855.,      -3076462.,      -3076462.,16.50,    F
 136,136,   1,   -167.656,     -0.000,   -197.344,   -102.935,     -0.000,   -380.959,             0.,          -857.,      -3086751.,      -3086751.,16.69,    F
 137,137,   1,   -168.985,     -0.000,   -197.681,   -103.131,     -0.000,   -381.610,             0.,          -860.,      -3095892.,      -3095892.,16.87,    F
 138,138,   1,   -170.297,     -0.000,   -197.929,   -103.293,     -0.000,   -382.088,             0.,          -862.,      -3103891.,      -3103891.,17.05,    F
 139,139,   1,   -171.591,     -0.000,   -198.088,   -103.419,     -0.000,   -382.395,             0.,          -864.,      -3110748.,      -3110748.,17.23,    F
 140,140,   1,   -172.867,     -0.000,   -198.158,   -103.510,     -0.000,   -382.530,             0.,          -866.,      -3116465.,      -3116465.,17.41,    F
 141,141,   1,   -174.124,     -0.000,   -198.139,   -103.567,     -0.000,   -382.494,             0.,          -867.,      -3121045.,      -3121045.,17.58,    F
 142,142,   1,   -175.362,     -0.000,   -198.033,   -103.589,     -0.000,   -382.289,             0.,          -868.,      -3124492.,      -3124492.,17.75,    F
 143,143,   1,   -176.581,     -0.000,   -197.839,   -103.577,     -0.000,   -381.914,             0.,          -869.,      -3126808.,      -3126808.,17.92,    F
 144,144,   1,   -177.779,     -0.000,   -197.557,   -103.530,     -0.000,   -381.370,             0.,          -869.,      -3127998.,      -3127998.,18.09,    F
 145,145,   1,   -178.958,     -0.000,   -197.189,   -103.449,     -0.000,   -380.660,             0.,          -869.,      -3128065.,      -3128065.,18.25,    F
 146,146,   1,   -180.115,     -0.000,   -196.734,   -103.335,     -0.000,   -379.782,             0.,          -869.,      -3127013.,      -3127013.,18.41,    F
 147,147,   1,   -181.252,     -0.000,   -196.194,   -103.186,     -0.000,   -378.738,             0.,          -868.,      -3124848.,      -3124848.,18.57,    F
 148,148,   1,   -182.368,     -0.000,   -195.568,   -103.004,     -0.000,   -377.530,             0.,          -867.,      -3121570.,      -3121570.,18.72,    F
 149,149,   1,   -183.462,     -0.000,   -194.857,   -102.788,     -0.000,   -376.157,             0.,          -866.,      -3117188.,      -3117188.,18.87,    F
 150,150,   1,   -184.535,     -0.000,   -194.062,   -102.539,     -0.000,   -374.622,             0.,          -864.,      -3111707.,      -3111707.,19.02,    F
 151,151,   1,   -185.585,     -0.000,   -193.182,   -102.256,     -0.000,   -372.924,             0.,          -863.,      -3105128.,      -3105128.,19.17,    F
 152,152,   1,   -186.612,     -0.000,   -192.220,   -101.941,     -0.000,   -371.066,             0.,          -860.,      -3097462.,      -3097462.,19.31,    F
 153,153,   1,   -187.617,     -0.000,   -191.174,   -101.593,     -0.000,   -369.048,             0.,          -858.,      -3088711.,      -3088711.,19.45,    F
 154,154,   1,   -188.599,     -0.000,   -190.047,   -101.213,     -0.000,   -366.871,             0.,          -855.,      -3078882.,      -3078882.,19.59,    F
 155,155,   1,   -189.557,     -0.000,   -188.837,   -100.801,     -0.000,   -364.537,             0.,          -852.,      -3067983.,      -3067983.,19.72,    F
 156,156,   1,   -190.492,     -0.000,   -187.547,   -100.356,     -0.000,   -362.047,             0.,          -849.,      -3056018.,      -3056018.,19.85,    F
 157,157,   1,   -191.402,     -0.000,   -186.177,    -99.880,     -0.000,   -359.402,             0.,          -845.,      -3042996.,      -3042996.,19.97,    F
 158,158,   1,   -192.289,     -0.000,   -184.727,    -99.372,     -0.000,   -356.602,             0.,          -841.,      -3028922.,      -3028922.,20.10,    F
 159,159,   1,   -193.150,     -0.000,   -183.198,    -98.833,     -0.000,   -353.651,             0.,          -837.,      -3013804.,      -3013804.,20.22,    F
 160,160,   1,   -193.988,     -0.000,   -181.591,    -98.263,     -0.000,   -350.548,             0.,          -833.,      -2997649.,      -2997649.,20.33,    F
 161,161,   1,   -194.800,     -0.000,   -179.906,    -97.662,     -0.000,   -347.296,             0.,          -828.,      -2980466.,      -2980466.,20.45,    F
 162,162,   1,   -195.587,     -0.000,   -178.145,    -97.030,     -0.000,   -343.896,             0.,          -823.,      -2962261.,      -2962261.,20.55,    F
 163,163,   1,   -196.348,     -0.000,   -176.307,    -96.369,     -0.000,   -340.349,             0.,          -818.,      -2943044.,      -2943044.,20.66,    F
 164,164,   1,   -197.084,     -0.000,   -174.394,    -95.677,     -0.000,   -336.656,             0.,          -812.,      -2922823.,      -2922823.,20.76,    F
 165,165,   1,   -197.793,     -0.000,   -172.407,    -94.956,     -0.000,   -332.820,             0.,          -806.,      -2901607.,      -2901607.,20.86,    F
 166,166,   1,   -198.477,     -0.000,   -170.346,    -94.206,     -0.000,   -328.841,             0.,          -800.,      -2879404.,      -2879404.,20.96,    F
 167,167,   1,   -199.134,     -0.000,   -168.212,    -93.427,     -0.000,   -324.722,             0.,          -793.,      -2856224.,      -2856224.,21.05,    F
 168,168,   1,   -199.765,     -0.000,   -166.007,    -92.619,     -0.000,   -320.464,             0.,          -787.,      -2832076.,      -2832076.,21.14,    F
 169,169,   1,   -200.369,     -0.000,   -163.730,    -91.783,     -0.000,   -316.069,             0.,          -780.,      -2806972.,      -2806972.,21.22,    F
 170,170,   1,   -200.947,     -0.000,   -161.383,    -90.918,     -0.000,   -311.538,             0.,          -772.,      -2780918.,      -2780918.,21.30,    F
 171,171,   1,   -201.497,     -0.000,   -158.966,    -90.026,     -0.000,   -306.874,             0.,          -765.,      -2753926.,      -2753926.,21.38,    F
 172,172,   1,   -202.020,     -0.000,   -156.482,    -89.107,     -0.000,   -302.076,             0.,          -757.,      -2726006.,      -2726006.,21.45,    F
 173,173,   1,   -202.515,     -0.000,   -153.929,    -88.161,     -0.000,   -297.149,             0.,          -749.,      -2697170.,      -2697170.,21.52,    F
 174,174,   1,   -202.983,     -0.000,   -151.310,    -87.188,     -0.000,   -292.093,             0.,          -741.,      -2667426.,      -2667426.,21.58,    F
 175,175,   1,   -203.424,     -0.000,   -148.626,    -86.188,     -0.000,   -286.911,             0.,          -732.,      -2636788.,      -2636788.,21.65,    F
 176,176,   1,   -203.836,     -0.000,   -145.876,    -85.163,     -0.000,   -281.604,             0.,          -724.,      -2605266.,      -2605266.,21.70,    F
 177,177,   1,   -204.221,     -0.000,   -143.063,    -84.113,     -0.000,   -276.174,             0.,          -715.,      -2572871.,      -2572871.,21.76,    F
 178,178,   1,   -204.577,     -0.000,   -140.188,    -83.037,     -0.000,   -270.623,             0.,          -705.,      -2539615.,      -2539615.,21.81,    F
 179,179,   1,   -204.906,     -0.000,   -137.251,    -81.936,     -0.000,   -264.953,             0.,          -696.,      -2505511.,      -2505511.,21.85,    F
 180,180,   1,   -205.206,     -0.000,   -134.253,    -80.812,     -0.000,   -259.166,             0.,          -686.,      -2470570.,      -2470570.,21.90,    F
 181,181,   1,   -205.478,     -0.000,   -131.196,    -79.663,     -0.000,   -253.264,             0.,          -676.,      -2434803.,      -2434803.,21.93,    F
 182,182,   1,   -205.721,     -0.000,   -128.080,    -78.490,     -0.000,   -247.249,             0.,          -666.,      -2398224.,      -2398224.,21.97,    F
 183,183,   1,   -205.936,     -0.000,   -124.907,    -77.295,     -0.000,   -241.123,             0.,          -656.,      -2360846.,      -2360846.,22.00,    F
 184,184,   1,   -206.123,     -0.000,   -121.677,    -76.076,     -0.000,   -234.889,             0.,          -645.,      -2322681.,      -2322681.,22.03,    F
 185,185,   1,   -206.281,     -0.000,   -118.392,    -74.836,     -0.000,   -228.548,             0.,          -634.,      -2283743.,      -2283743.,22.05,    F
 186,186,   1,   -206.410,     -0.000,   -115.053,    -73.573,     -0.000,   -222.102,             0.,          -623.,      -2244045.,      -2244045.,22.07,    F
 187,187,   1,   -206.511,     -0.000,   -111.662,    -72.290,     -0.000,   -215.555,             0.,          -612.,      -2203600.,      -2203600.,22.08,    F
 188,188,   1,   -206.583,     -0.000,   -108.218,    -70.985,     -0.000,   -208.907,             0.,          -601.,      -2162421.,      -2162421.,22.09,    F
 189,189,   1,   -206.626,     -0.000,   -104.724,    -69.659,     -0.000,   -202.161,             0.,          -589.,      -2120524.,      -2120524.,22.10,    F
