Code,year,doy,hrmin,station,temp,rad
11,2015,1,2100,1063,-3.796,0.07
11,2015,2,1300,1063,-10.48,0.01
11,2015,3,500,1063,-12.6,-0.01
11,2015,1,2200,1063,-4.114,0
11,2015,2,1400,1063,-10.32,0.3
11,2015,3,600,1063,-13.32,-0.01
11,2015,2,1500,1063,-9.92,0.79
11,2015,3,700,1063,-13.14,-0.01
11,2015,3,800,1063,-12.88,-0.01
11,2015,5,1700,1063,-17.82,1.505
11,2015,5,1800,1063,-17.65,1.311
11,2015,5,1900,1063,-17.21,1.241
11,2015,5,2000,1063,-16.71,0.94
11,2015,5,2100,1063,-17.05,0.36
11,2015,5,2200,1063,-17.1,0.02
11,2015,5,2300,1063,-17.17,-0.01
11,2015,6,0,1063,-16.87,-0.01
11,2015,6,100,1063,-16.94,-0.01
11,2015,6,200,1063,-17.68,-0.01
11,2015,6,300,1063,-18.97,-0.01
11,2015,6,400,1063,-19.72,-0.01
11,2015,6,500,1063,-18.61,-0.01
11,2015,6,600,1063,-18.66,-0.01
11,2015,6,700,1063,-18.91,-0.01
11,2015,6,800,1063,-18.69,-0.01
11,2015,6,900,1063,-19.13,-0.01
11,2015,6,1000,1063,-20.52,-0.01
11,2015,6,1100,1063,-20.88,-0.01
11,2015,6,1200,1063,-20.22,-0.01
11,2015,6,1300,1063,-20.2,0
11,2015,6,1400,1063,-19.44,0.14
11,2015,6,1500,1063,-18.52,0.4
11,2015,6,1600,1063,-17.55,0.74
11,2015,6,1700,1063,-15.66,0.9
11,2015,6,1800,1063,-13.25,1.048
11,2015,6,1900,1063,-11.02,0.94
11,2015,6,2000,1063,-9.7,0.46
11,2015,6,2100,1063,-9.68,0.15
11,2015,6,2200,1063,-9.96,0.02
11,2015,6,2300,1063,-10.06,-0.01
11,2015,7,0,1063,-10,-0.01
11,2015,7,100,1063,-9.92,-0.01
11,2015,7,200,1063,-9.6,-0.01
11,2015,7,300,1063,-9.4,-0.01
11,2015,7,400,1063,-9.58,-0.01
11,2015,7,500,1063,-9.68,-0.01
11,2015,7,600,1063,-9.86,-0.01
11,2015,7,700,1063,-9.98,-0.01
11,2015,7,800,1063,-9.98,-0.01
11,2015,7,900,1063,-10.02,-0.01
11,2015,7,1000,1063,-10.12,-0.01
11,2015,7,1100,1063,-10.97,-0.01
11,2015,7,1200,1063,-14.88,-0.01
11,2015,7,1300,1063,-16.63,0
11,2015,7,1400,1063,-18.22,0.12
11,2015,7,1500,1063,-18.68,0.66
11,2015,7,1600,1063,-19.2,0.69
11,2015,7,1700,1063,-19.55,0.94
11,2015,7,1800,1063,-20.28,1
11,2015,7,1900,1063,-20.78,0.98
11,2015,7,2000,1063,-21.54,0.75
11,2015,7,2100,1063,-22.26,0.37
11,2015,7,2200,1063,-23.09,0.05
11,2015,7,2300,1063,-23.8,-0.01
11,2015,8,0,1063,-24.3,-0.01
11,2015,8,100,1063,-24.84,-0.01
11,2015,8,200,1063,-25.28,-0.01
11,2015,8,300,1063,-25.79,-0.01
11,2015,8,400,1063,-26.25,-0.01
11,2015,8,500,1063,-26.66,-0.01
11,2015,8,600,1063,-27.61,-0.01
11,2015,8,700,1063,-27.14,-0.01
11,2015,8,800,1063,-27.37,-0.01
11,2015,8,900,1063,-27.63,-0.01
11,2015,8,1000,1063,-26.62,0
11,2015,8,1100,1063,-26.29,0
11,2015,8,1200,1063,-25.66,0
11,2015,8,1300,1063,-24.54,0.01
11,2015,8,1400,1063,-23.72,0.16
11,2015,8,1500,1063,-22.79,0.35
11,2015,8,1600,1063,-21.42,0.51
11,2015,8,1700,1063,-20.11,0.48
11,2015,8,1800,1063,-18.98,0.56
11,2015,8,1900,1063,-18.54,0.48
11,2015,8,2000,1063,-17.76,0.42
11,2015,8,2100,1063,-17.32,0.23
11,2015,8,2200,1063,-17.47,0.03
11,2015,8,2300,1063,-17.8,0
11,2015,9,0,1063,-17.26,0
11,2015,9,100,1063,-16.34,0
11,2015,9,200,1063,-15.01,0
11,2015,9,300,1063,-9.41,-0.01
11,2015,9,400,1063,-8.68,-0.01
11,2015,9,500,1063,-8.85,-0.01
11,2015,9,600,1063,-9.25,-0.01
11,2015,9,700,1063,-9.54,-0.01
11,2015,9,800,1063,-9.74,-0.01
11,2015,9,900,1063,-9.82,-0.01
11,2015,9,1000,1063,-9.74,-0.01
11,2015,9,1100,1063,-9.67,-0.01
11,2015,9,1200,1063,-9.34,-0.01
11,2015,9,1300,1063,-9.79,0.01
11,2015,9,1400,1063,-9.83,0.13
11,2015,9,1500,1063,-9.48,0.43
11,2015,9,1600,1063,-8.61,1.037
11,2015,9,1700,1063,-7.694,1.461
11,2015,9,1800,1063,-6.902,1.349
11,2015,9,1900,1063,-6.964,0.82
11,2015,9,2000,1063,-6.808,0.53
11,2015,9,2100,1063,-6.912,0.25
11,2015,9,2200,1063,-7.64,0.01
11,2015,9,2300,1063,-8.14,-0.01
11,2015,10,0,1063,-10.36,-0.01
11,2015,10,100,1063,-12.28,-0.01
11,2015,10,200,1063,-13.27,-0.01
11,2015,10,300,1063,-14.05,-0.01
11,2015,10,400,1063,-14.67,-0.01
11,2015,10,500,1063,-14.74,-0.01
11,2015,10,600,1063,-14.91,-0.01
11,2015,10,700,1063,-14.89,-0.01
11,2015,10,800,1063,-15.72,-0.01
11,2015,10,900,1063,-16.85,-0.01
11,2015,10,1000,1063,-15.75,-0.01
11,2015,10,1100,1063,-15.43,-0.01
11,2015,10,1200,1063,-15.09,-0.01
11,2015,10,1300,1063,-15.24,0.01
11,2015,10,1400,1063,-15.46,0.32
11,2015,10,1500,1063,-14.59,0.83
11,2015,10,1600,1063,-13.21,1.328
11,2015,10,1700,1063,-11.78,0.92
11,2015,10,1800,1063,-10.16,1.495
11,2015,10,1900,1063,-10.02,1.383
11,2015,10,2000,1063,-9.41,0.62
11,2015,10,2100,1063,-9.39,0.26
11,2015,10,2200,1063,-9.71,0.04
11,2015,10,2300,1063,-9.67,-0.01
11,2015,11,0,1063,-9.82,-0.01
11,2015,11,100,1063,-10.22,-0.01
11,2015,11,200,1063,-10.18,-0.01
11,2015,11,300,1063,-10.5,-0.01
11,2015,11,400,1063,-10.92,-0.01
11,2015,11,500,1063,-11.26,-0.01
11,2015,11,600,1063,-11.93,-0.01
11,2015,11,700,1063,-12.17,-0.01
11,2015,11,800,1063,-12.45,-0.01
11,2015,11,900,1063,-12.45,-0.01
11,2015,11,1000,1063,-13.16,-0.01
11,2015,11,1100,1063,-13.44,0
11,2015,11,1200,1063,-12.52,0
11,2015,11,1300,1063,-12.5,0
11,2015,11,1400,1063,-11.99,0.09
11,2015,11,1500,1063,-10.7,0.28
11,2015,11,1600,1063,-9.09,0.52
11,2015,11,1700,1063,-8.1,0.68
11,2015,11,1800,1063,-6.992,0.81
11,2015,11,1900,1063,-6.248,0.53
11,2015,11,2000,1063,-5.526,0.36
11,2015,11,2100,1063,-5.073,0.18
11,2015,11,2200,1063,-4.812,0.02
11,2015,11,2300,1063,-4.495,0
11,2015,12,0,1063,-4.459,-0.01
11,2015,12,100,1063,-4.057,0
11,2015,12,200,1063,-4.18,0
11,2015,12,300,1063,-3.719,0
11,2015,12,400,1063,-3.63,0
11,2015,12,500,1063,-3.533,0
11,2015,12,600,1063,-3.649,0
11,2015,12,700,1063,-3.765,0
11,2015,12,800,1063,-4.138,0
11,2015,12,900,1063,-4.266,0
11,2015,12,1000,1063,-3.89,0
11,2015,12,1100,1063,-3.347,0
11,2015,12,1200,1063,-3.167,0
11,2015,12,1300,1063,-3.146,0.01
11,2015,12,1400,1063,-3.052,0.12
11,2015,12,1500,1063,-2.753,0.3
11,2015,12,1600,1063,-2.47,0.38
11,2015,12,1700,1063,-2.401,0.46
11,2015,12,1800,1063,-2.29,0.56
11,2015,12,1900,1063,-2.534,0.5
11,2015,12,2000,1063,-3.443,0.35
11,2015,12,2100,1063,-4.811,0.2
11,2015,12,2200,1063,-5.97,0.04
11,2015,12,2300,1063,-7.411,-0.01
11,2015,13,0,1063,-9.55,-0.01
11,2015,13,100,1063,-11.68,-0.01
11,2015,13,200,1063,-13.84,-0.01
11,2015,13,300,1063,-15.8,-0.01
11,2015,13,400,1063,-17.38,-0.01
11,2015,13,500,1063,-18.63,-0.01
11,2015,13,600,1063,-19.55,-0.01
11,2015,13,700,1063,-20.28,-0.01
11,2015,13,800,1063,-21.06,-0.01
11,2015,13,900,1063,-21.86,-0.01
11,2015,13,1000,1063,-22.43,-0.01
11,2015,13,1100,1063,-22.76,-0.01
11,2015,13,1200,1063,-23.11,-0.01
11,2015,13,1300,1063,-23.16,0.02
11,2015,13,1400,1063,-23.12,0.35
11,2015,13,1500,1063,-21.93,0.87
11,2015,13,1600,1063,-20.44,1.295
11,2015,13,1700,1063,-18.63,1.544
11,2015,13,1800,1063,-18.18,1.592
11,2015,13,1900,1063,-17.94,1.437
11,2015,13,2000,1063,-17.23,1.081
11,2015,13,2100,1063,-16.95,0.58
11,2015,13,2200,1063,-17.7,0.06
11,2015,13,2300,1063,-18.45,-0.01
11,2015,14,0,1063,-20.29,-0.01
11,2015,14,100,1063,-21.55,-0.01
11,2015,14,200,1063,-22.23,-0.01
11,2015,14,300,1063,-23,-0.01
11,2015,14,400,1063,-23.34,-0.01
11,2015,14,500,1063,-23.57,0
11,2015,14,600,1063,-24.19,-0.01
11,2015,14,700,1063,-25.14,-0.01
11,2015,14,800,1063,-24.36,-0.01
11,2015,14,900,1063,-24.15,-0.01
11,2015,14,1000,1063,-24.78,-0.01
11,2015,14,1100,1063,-25.05,-0.01
11,2015,14,1200,1063,-24.6,-0.01
11,2015,14,1300,1063,-24.99,0.02
11,2015,14,1400,1063,-23.55,0.42
11,2015,14,1500,1063,-21.75,0.99
11,2015,14,1600,1063,-20.06,1.382
11,2015,14,1700,1063,-18.52,1.571
11,2015,14,1800,1063,-16.71,1.61
11,2015,14,1900,1063,-15.06,1.446
11,2015,14,2000,1063,-14.32,1.076
11,2015,14,2100,1063,-14.53,0.57
11,2015,14,2200,1063,-15.49,0.06
11,2015,14,2300,1063,-16.82,-0.01
11,2015,15,0,1063,-17.71,-0.01
11,2015,15,100,1063,-18.81,-0.01
11,2015,15,200,1063,-19.27,-0.01
11,2015,15,300,1063,-19.86,-0.01
11,2015,15,400,1063,-20.14,-0.01
11,2015,15,500,1063,-20.68,-0.01
11,2015,15,600,1063,-21.11,-0.01
11,2015,15,700,1063,-21.46,-0.01
11,2015,15,800,1063,-21.75,0
11,2015,15,900,1063,-21.5,-0.01
11,2015,15,1000,1063,-21.93,-0.01
11,2015,15,1100,1063,-21.45,0
11,2015,15,1200,1063,-20.17,0
11,2015,15,1300,1063,-18.92,0.02
11,2015,15,1400,1063,-18.55,0.2
11,2015,15,1500,1063,-17.81,0.55
11,2015,15,1600,1063,-16.72,0.71
11,2015,15,1700,1063,-15.9,0.52
11,2015,15,1800,1063,-14.64,0.6
11,2015,15,1900,1063,-12.93,0.74
11,2015,15,2000,1063,-11.49,0.47
11,2015,15,2100,1063,-10.73,0.29
11,2015,15,2200,1063,-11.43,0.04
11,2015,15,2300,1063,-11.48,0
11,2015,16,0,1063,-6.2,0
11,2015,16,100,1063,-5.048,-0.01
11,2015,16,200,1063,-4.764,-0.01
11,2015,16,300,1063,-4.769,-0.01
11,2015,16,400,1063,-5.016,-0.01
11,2015,16,500,1063,-4.717,-0.01
11,2015,16,600,1063,-3.867,0
11,2015,16,700,1063,-3.466,-0.01
11,2015,16,800,1063,-3.599,-0.01
11,2015,16,900,1063,-3.031,-0.01
11,2015,16,1000,1063,-3.225,-0.01
11,2015,16,1100,1063,-4.806,-0.01
11,2015,16,1200,1063,-6.938,-0.01
11,2015,16,1300,1063,-9.53,0.01
11,2015,16,1400,1063,-12.29,0.28
11,2015,16,1500,1063,-13.33,0.82
11,2015,16,1600,1063,-13.58,1.37
11,2015,16,1700,1063,-13.64,1.582
11,2015,16,1800,1063,-13.4,1.644
11,2015,16,1900,1063,-13.01,1.443
11,2015,16,2000,1063,-12.7,1.117
11,2015,16,2100,1063,-12.9,0.61
11,2015,16,2200,1063,-13.61,0.07
11,2015,16,2300,1063,-14.39,-0.01
11,2015,17,0,1063,-15.21,-0.01
11,2015,17,100,1063,-15.7,-0.01
11,2015,17,200,1063,-16.48,-0.01
11,2015,17,300,1063,-17.63,-0.01
11,2015,17,400,1063,-18.48,-0.01
11,2015,17,500,1063,-19.41,-0.01
11,2015,17,600,1063,-20.05,-0.01
11,2015,17,700,1063,-20.74,-0.01
11,2015,17,800,1063,-21.48,-0.01
11,2015,17,900,1063,-21.8,-0.01
11,2015,17,1000,1063,-22.21,-0.01
11,2015,17,1100,1063,-22.69,-0.01
11,2015,17,1200,1063,-23.59,-0.01
11,2015,17,1300,1063,-24.62,0.02
11,2015,17,1400,1063,-22.81,0.38
11,2015,17,1500,1063,-20.99,0.55
11,2015,17,1600,1063,-20.27,0.89
11,2015,17,1700,1063,-19.7,1.215
11,2015,17,1800,1063,-18.78,0.79
11,2015,17,1900,1063,-18.63,0.34
11,2015,17,2000,1063,-18.36,0.38
11,2015,17,2100,1063,-17.66,0.28
11,2015,17,2200,1063,-17.99,0.04
11,2015,17,2300,1063,-17.79,0
11,2015,18,0,1063,-17.4,0
11,2015,18,100,1063,-16.68,0
11,2015,18,200,1063,-16.13,0
11,2015,18,300,1063,-15.69,0
11,2015,18,400,1063,-15.64,0
11,2015,18,500,1063,-15.72,0
11,2015,18,600,1063,-15.79,0
11,2015,18,700,1063,-15.4,0
11,2015,18,800,1063,-14.83,0
11,2015,18,900,1063,-14.32,0
11,2015,18,1000,1063,-14,0
11,2015,18,1100,1063,-13.62,0
11,2015,18,1200,1063,-12.69,0
11,2015,18,1300,1063,-11.5,0
11,2015,18,1400,1063,-10.2,0.06
11,2015,18,1500,1063,-8.94,0.17
11,2015,18,1600,1063,-7.553,0.27
11,2015,18,1700,1063,-5.846,0.62
11,2015,18,1800,1063,-4.24,0.81
11,2015,18,1900,1063,-2.876,0.24
11,2015,18,2000,1063,-2.521,0.25
11,2015,18,2100,1063,-1.993,0.11
11,2015,18,2200,1063,-1.912,0.04
11,2015,18,2300,1063,-1.59,0
11,2015,19,0,1063,-1.344,0
11,2015,19,100,1063,-1.082,0
11,2015,19,200,1063,-0.86,-0.01
11,2015,19,300,1063,-1.137,-0.01
11,2015,19,400,1063,-1.454,-0.01
11,2015,19,500,1063,-1.559,0
11,2015,19,600,1063,-1.578,0
11,2015,19,700,1063,-1.441,0
11,2015,19,800,1063,-1.252,0
11,2015,19,900,1063,-0.82,0
11,2015,19,1000,1063,-0.01,0
11,2015,19,1100,1063,0.25,-0.01
11,2015,19,1200,1063,0.23,-0.01
11,2015,19,1300,1063,-1.72,0.01
11,2015,19,1400,1063,-4.084,0.16
11,2015,19,1500,1063,-5.704,0.27
11,2015,19,1600,1063,-6.231,0.43
11,2015,19,1700,1063,-6.762,0.45
11,2015,19,1800,1063,-7.399,0.44
11,2015,19,1900,1063,-7.856,0.44
11,2015,19,2000,1063,-8.28,0.29
11,2015,19,2100,1063,-8.65,0.26
11,2015,19,2200,1063,-8.98,0.11
11,2015,19,2300,1063,-9.55,-0.01
11,2015,20,0,1063,-10.23,-0.01
11,2015,20,100,1063,-10.81,-0.01
11,2015,20,200,1063,-11.56,-0.01
11,2015,20,300,1063,-12.83,-0.01
11,2015,20,400,1063,-13.99,-0.01
11,2015,20,500,1063,-14.93,-0.01
11,2015,20,600,1063,-15.92,-0.01
11,2015,20,700,1063,-16.74,-0.01
11,2015,20,800,1063,-17.43,-0.01
11,2015,20,900,1063,-18.13,-0.01
11,2015,20,1000,1063,-18.79,-0.01
11,2015,20,1100,1063,-19.41,-0.01
11,2015,20,1200,1063,-20.02,-0.01
11,2015,20,1300,1063,-20.5,0.03
11,2015,20,1400,1063,-20.44,0.38
11,2015,20,1500,1063,-19.9,0.94
11,2015,20,1600,1063,-19.18,1.383
11,2015,20,1700,1063,-18.16,1.643
11,2015,20,1800,1063,-17.3,1.698
11,2015,20,1900,1063,-16.39,1.542
11,2015,20,2000,1063,-15.5,1.184
11,2015,20,2100,1063,-14.98,0.68
11,2015,20,2200,1063,-14.8,0.11
11,2015,20,2300,1063,-15.01,-0.01
11,2015,21,0,1063,-15.13,-0.01
11,2015,21,100,1063,-15.15,-0.01
11,2015,21,200,1063,-14.98,-0.01
11,2015,21,300,1063,-15.67,-0.01
11,2015,21,400,1063,-16.66,-0.01
11,2015,21,500,1063,-17.2,-0.01
11,2015,21,600,1063,-17.86,-0.01
11,2015,21,700,1063,-18.45,-0.01
11,2015,21,800,1063,-18.58,-0.01
11,2015,21,900,1063,-19.13,-0.01
11,2015,21,1000,1063,-20.51,-0.01
11,2015,21,1100,1063,-21.63,-0.01
11,2015,21,1200,1063,-20.4,-0.01
11,2015,21,1300,1063,-20.93,0.04
11,2015,21,1400,1063,-19.68,0.49
11,2015,21,1500,1063,-17.24,1.071
11,2015,21,1600,1063,-16.18,1.394
11,2015,21,1700,1063,-13.65,1.641
11,2015,21,1800,1063,-11.69,1.697
11,2015,21,1900,1063,-10.65,1.533
11,2015,21,2000,1063,-9.97,1.168
11,2015,21,2100,1063,-10.34,0.59
11,2015,21,2200,1063,-11.39,0.08
11,2015,21,2300,1063,-13.7,-0.01
11,2015,22,0,1063,-15.1,-0.01
11,2015,22,100,1063,-14.63,-0.01
11,2015,22,200,1063,-14.66,-0.01
11,2015,22,300,1063,-15.14,-0.01
11,2015,22,400,1063,-15.87,-0.01
11,2015,22,500,1063,-15.44,-0.01
11,2015,22,600,1063,-15.57,-0.01
11,2015,22,700,1063,-16.42,-0.01
11,2015,22,800,1063,-17.81,-0.01
11,2015,22,900,1063,-17.7,-0.01
11,2015,22,1000,1063,-18.85,-0.01
11,2015,22,1100,1063,-19.82,-0.01
11,2015,22,1200,1063,-19.66,0
11,2015,22,1300,1063,-19.75,0.04
11,2015,22,1400,1063,-18.67,0.45
11,2015,22,1500,1063,-17.03,0.93
11,2015,22,1600,1063,-15.44,1.406
11,2015,22,1700,1063,-13.22,1.64
11,2015,22,1800,1063,-11,1.695
11,2015,22,1900,1063,-9.83,1.517
11,2015,22,2000,1063,-8.6,1.206
11,2015,22,2100,1063,-7.948,0.63
11,2015,22,2200,1063,-8.2,0.1
11,2015,22,2300,1063,-9.05,0
11,2015,23,0,1063,-8.65,0
11,2015,23,100,1063,-9.07,-0.01
11,2015,23,200,1063,-10.26,-0.01
11,2015,23,300,1063,-9.96,0
11,2015,23,400,1063,-10.77,-0.01
11,2015,23,500,1063,-12.45,-0.01
11,2015,23,600,1063,-12.89,-0.01
