Code,year,doy,hrmin,station,temp,rad
11,2016,12,1400,1063,-11.63,0.12
11,2016,12,1500,1063,-10.44,0.25
11,2016,12,1600,1063,-9.54,0.34
11,2016,12,1700,1063,-8.73,0.38
11,2016,12,1800,1063,-8.36,0.42
11,2016,12,1900,1063,-8.02,0.38
11,2016,12,2000,1063,-7.235,0.3
11,2016,12,2100,1063,-7.185,0.13
11,2016,12,2200,1063,-6.949,0.02
11,2016,12,2300,1063,-6.992,0
11,2016,13,0,1063,-6.438,0
11,2016,13,100,1063,-4.698,0
11,2016,13,200,1063,-3.967,-0.01
11,2016,13,300,1063,-5.254,0
11,2016,13,400,1063,-6.016,0
11,2016,13,500,1063,-6.663,0
11,2016,13,600,1063,-7.273,0
11,2016,13,700,1063,-8.35,0
11,2016,13,800,1063,-9.48,0
11,2016,13,900,1063,-10.46,-0.01
11,2016,13,1000,1063,-11.38,-0.01
11,2016,13,1100,1063,-12.14,-0.01
11,2016,13,1200,1063,-13.07,-0.01
11,2016,13,1300,1063,-13.73,0.01
11,2016,13,1400,1063,-14.22,0.31
11,2016,13,1500,1063,-14.19,0.84
11,2016,13,1600,1063,-14.02,1.27
11,2016,13,1700,1063,-13.64,1.518
11,2016,13,1800,1063,-13.05,1.564
11,2016,13,1900,1063,-12.25,1.399
11,2016,13,2000,1063,-11.6,1.04
11,2016,13,2100,1063,-11.47,0.55
11,2016,13,2200,1063,-12.04,0.04
11,2016,13,2300,1063,-12.71,-0.01
11,2016,14,0,1063,-14.02,-0.01
11,2016,14,100,1063,-16.25,-0.01
11,2016,14,200,1063,-17.94,-0.01
11,2016,14,300,1063,-18.05,0
11,2016,14,400,1063,-15.11,0
11,2016,14,500,1063,-14.54,0
11,2016,14,600,1063,-14.17,0
11,2016,14,700,1063,-13.99,0
11,2016,14,800,1063,-14.6,0
11,2016,14,900,1063,-14.61,0
11,2016,14,1000,1063,-14,0
11,2016,14,1100,1063,-13.81,0
11,2016,14,1200,1063,-13.38,0
11,2016,14,1300,1063,-13.11,0.02
11,2016,14,1400,1063,-12.87,0.18
11,2016,14,1500,1063,-12.12,0.44
11,2016,14,1600,1063,-11.07,0.61
11,2016,14,1700,1063,-9.62,1.189
11,2016,14,1800,1063,-7.427,1.54
11,2016,14,1900,1063,-6.733,1.382
11,2016,14,2000,1063,-6.41,0.75
11,2016,14,2100,1063,-6.355,0.27
11,2016,14,2200,1063,-7.105,0.02
11,2016,14,2300,1063,-7.915,0
11,2016,15,0,1063,-7.677,0
11,2016,15,100,1063,-9.17,0
11,2016,15,200,1063,-8.99,0
11,2016,15,300,1063,-10.06,0
11,2016,15,400,1063,-10.2,0
11,2016,15,500,1063,-10.05,0
11,2016,15,600,1063,-11.22,0
11,2016,15,700,1063,-11.33,0
11,2016,15,800,1063,-11.8,0
11,2016,15,900,1063,-12.33,0
11,2016,15,1000,1063,-12.79,0
11,2016,15,1100,1063,-12.63,0
11,2016,15,1200,1063,-12.99,0
11,2016,15,1300,1063,-12.55,0.01
11,2016,15,1400,1063,-11.98,0.2
11,2016,15,1500,1063,-11.52,0.37
11,2016,15,1600,1063,-10.98,0.6
11,2016,15,1700,1063,-10.12,0.45
11,2016,15,1800,1063,-9.72,0.43
11,2016,15,1900,1063,-9.43,0.26
11,2016,15,2000,1063,-9.15,0.24
11,2016,15,2100,1063,-8.88,0.2
11,2016,15,2200,1063,-8.87,0.03
11,2016,15,2300,1063,-8.91,0
11,2016,16,0,1063,-8.92,0
11,2016,16,100,1063,-9.05,0
11,2016,16,200,1063,-8.98,0
11,2016,16,300,1063,-8.72,0
11,2016,16,400,1063,-8.35,0
11,2016,16,500,1063,-7.991,0
11,2016,16,600,1063,-7.643,0
11,2016,16,700,1063,-7.323,0
11,2016,16,800,1063,-7.067,0
11,2016,16,900,1063,-6.983,0
11,2016,16,1000,1063,-6.988,0
11,2016,16,1100,1063,-6.901,0
11,2016,16,1200,1063,-6.758,0
11,2016,16,1300,1063,-6.561,0
11,2016,16,1400,1063,-6.588,0.06
11,2016,16,1500,1063,-6.331,0.16
11,2016,16,1600,1063,-6.061,0.23
11,2016,16,1700,1063,-5.775,0.23
11,2016,16,1800,1063,-5.219,0.23
11,2016,16,1900,1063,-4.574,0.34
11,2016,16,2000,1063,-3.901,0.22
11,2016,16,2100,1063,-3.482,0.19
11,2016,16,2200,1063,-3.324,0.04
11,2016,16,2300,1063,-3.13,0
11,2016,17,0,1063,-3.384,0
11,2016,17,100,1063,-4.154,0
11,2016,17,200,1063,-4.813,0
11,2016,17,300,1063,-5.251,0
11,2016,17,400,1063,-6.163,0
11,2016,17,500,1063,-7.413,0
11,2016,17,600,1063,-9.16,-0.01
11,2016,17,700,1063,-10.67,-0.01
11,2016,17,800,1063,-11.78,-0.01
11,2016,17,900,1063,-12.78,-0.01
11,2016,17,1000,1063,-14.32,-0.01
11,2016,17,1100,1063,-16.33,0
11,2016,17,1200,1063,-14.33,0
11,2016,17,1300,1063,-12.58,0.01
11,2016,17,1400,1063,-11.69,0.13
11,2016,17,1500,1063,-11.22,0.32
11,2016,17,1600,1063,-10.82,0.49
11,2016,17,1700,1063,-9.83,0.76
11,2016,17,1800,1063,-8.61,0.89
11,2016,17,1900,1063,-7.919,0.6
11,2016,17,2000,1063,-7.31,0.39
11,2016,17,2100,1063,-7.279,0.17
11,2016,17,2200,1063,-7.441,0.03
11,2016,17,2300,1063,-7.442,0
11,2016,18,0,1063,-7.423,0
11,2016,18,100,1063,-7.11,0
11,2016,18,200,1063,-7.319,0
11,2016,18,300,1063,-7.037,0
11,2016,18,400,1063,-6.747,0
11,2016,18,500,1063,-6.959,0
11,2016,18,600,1063,-7.036,0
11,2016,18,700,1063,-6.989,0
11,2016,18,800,1063,-6.763,0
11,2016,18,900,1063,-6.97,0
11,2016,18,1000,1063,-7.353,0
11,2016,18,1100,1063,-8.06,0
11,2016,18,1200,1063,-8.76,0
11,2016,18,1300,1063,-10.84,0.01
11,2016,18,1400,1063,-12.75,0.27
11,2016,18,1500,1063,-12.94,0.96
11,2016,18,1600,1063,-13.49,1.291
11,2016,18,1700,1063,-13.98,1.494
11,2016,18,1800,1063,-13.95,1.633
11,2016,18,1900,1063,-13.54,1.6
11,2016,18,2000,1063,-13.25,1.132
11,2016,18,2100,1063,-13.04,0.63
11,2016,18,2200,1063,-13.22,0.12
11,2016,18,2300,1063,-13.66,-0.01
11,2016,19,0,1063,-14.04,-0.01
11,2016,19,100,1063,-14.58,-0.01
11,2016,19,200,1063,-15.14,-0.01
11,2016,19,300,1063,-15.46,-0.01
11,2016,19,400,1063,-15.74,-0.01
11,2016,19,500,1063,-16.12,0
11,2016,19,600,1063,-16.76,-0.01
11,2016,19,700,1063,-17.24,-0.01
11,2016,19,800,1063,-17.42,-0.01
11,2016,19,900,1063,-17.62,-0.01
11,2016,19,1000,1063,-17.73,-0.01
11,2016,19,1100,1063,-17.75,0
11,2016,19,1200,1063,-17.5,0
11,2016,19,1300,1063,-17.46,0.01
11,2016,19,1400,1063,-17.5,0.15
11,2016,19,1500,1063,-17.27,0.4
11,2016,19,1600,1063,-16.53,0.68
11,2016,19,1700,1063,-15.51,0.75
11,2016,19,1800,1063,-14.18,0.61
11,2016,19,1900,1063,-12.65,0.65
11,2016,19,2000,1063,-11.51,0.53
11,2016,19,2100,1063,-10.74,0.29
11,2016,19,2200,1063,-10.38,0.08
11,2016,19,2300,1063,-10.13,-0.01
11,2016,20,0,1063,-10.32,-0.01
11,2016,20,100,1063,-10.69,-0.01
11,2016,20,200,1063,-10.98,-0.01
11,2016,20,300,1063,-11.18,-0.01
11,2016,20,400,1063,-11.32,-0.01
11,2016,20,500,1063,-11.29,-0.01
11,2016,20,600,1063,-10.37,-0.01
11,2016,20,700,1063,-9.93,-0.01
11,2016,20,800,1063,-10.03,-0.01
11,2016,20,900,1063,-10.42,-0.01
11,2016,20,1000,1063,-10.62,-0.01
11,2016,20,1100,1063,-10.85,-0.01
11,2016,20,1200,1063,-11.11,-0.01
11,2016,20,1300,1063,-11.68,0.01
11,2016,20,1400,1063,-11.48,0.38
11,2016,20,1500,1063,-10.71,0.92
11,2016,20,1600,1063,-9.92,1.345
11,2016,20,1700,1063,-8.89,1.594
11,2016,20,1800,1063,-7.829,1.648
11,2016,20,1900,1063,-6.825,1.494
11,2016,20,2000,1063,-5.97,1.091
11,2016,20,2100,1063,-5.543,0.58
11,2016,20,2200,1063,-5.963,0.09
11,2016,20,2300,1063,-6.743,-0.01
11,2016,21,0,1063,-7.539,-0.01
11,2016,21,100,1063,-8.41,-0.01
11,2016,21,200,1063,-9.45,-0.01
11,2016,21,300,1063,-10.46,-0.01
11,2016,21,400,1063,-11.23,-0.01
11,2016,21,500,1063,-12.09,-0.01
11,2016,21,600,1063,-11.67,-0.01
11,2016,21,700,1063,-12.17,-0.01
11,2016,21,800,1063,-12.26,-0.01
11,2016,21,900,1063,-11.54,-0.01
11,2016,21,1000,1063,-12.04,-0.01
11,2016,21,1100,1063,-12.69,-0.01
11,2016,21,1200,1063,-13.22,0
11,2016,21,1300,1063,-13.64,0.02
11,2016,21,1400,1063,-13.33,0.32
11,2016,21,1500,1063,-12.58,0.88
11,2016,21,1600,1063,-10.98,1.369
11,2016,21,1700,1063,-9.52,1.616
11,2016,21,1800,1063,-8.77,1.599
11,2016,21,1900,1063,-8.05,1.504
11,2016,21,2000,1063,-7.752,1.148
11,2016,21,2100,1063,-7.552,0.64
11,2016,21,2200,1063,-7.804,0.11
11,2016,21,2300,1063,-8.5,-0.01
11,2016,22,0,1063,-8.95,-0.01
11,2016,22,100,1063,-8.59,0
11,2016,22,200,1063,-8.45,0
11,2016,22,300,1063,-8.13,0
11,2016,22,400,1063,-8.23,0
11,2016,22,500,1063,-8.04,0
11,2016,22,600,1063,-8.06,0
11,2016,22,700,1063,-8.07,0
11,2016,22,800,1063,-8.08,0
11,2016,22,900,1063,-8.59,0
11,2016,22,1000,1063,-8.9,0
11,2016,22,1100,1063,-9.58,-0.01
11,2016,22,1200,1063,-10.49,-0.01
11,2016,22,1300,1063,-11.33,0.02
11,2016,22,1400,1063,-10.39,0.46
11,2016,22,1500,1063,-9.18,0.51
11,2016,22,1600,1063,-8.47,0.84
11,2016,22,1700,1063,-7.326,0.97
11,2016,22,1800,1063,-6.328,1.12
11,2016,22,1900,1063,-5.762,0.94
11,2016,22,2000,1063,-5.409,0.66
11,2016,22,2100,1063,-5.094,0.6
11,2016,22,2200,1063,-5.776,0.08
11,2016,22,2300,1063,-6.608,-0.01
11,2016,23,0,1063,-7.881,-0.01
11,2016,23,100,1063,-9.24,-0.01
11,2016,23,200,1063,-9.61,-0.01
11,2016,23,300,1063,-9.27,-0.01
11,2016,23,400,1063,-10.05,-0.01
11,2016,23,500,1063,-10.52,-0.01
11,2016,23,600,1063,-10.71,-0.01
11,2016,23,700,1063,-11.25,-0.01
11,2016,23,800,1063,-12.04,-0.01
11,2016,23,900,1063,-12.86,-0.01
11,2016,23,1000,1063,-13.38,-0.01
11,2016,23,1100,1063,-13.89,-0.01
11,2016,23,1200,1063,-14.17,-0.01
11,2016,23,1300,1063,-14.71,0.01
11,2016,23,1400,1063,-14.8,0.41
11,2016,23,1500,1063,-13.85,0.99
11,2016,23,1600,1063,-12.24,1.421
11,2016,23,1700,1063,-10.52,1.674
11,2016,23,1800,1063,-9.93,1.717
11,2016,23,1900,1063,-9.22,1.556
11,2016,23,2000,1063,-8.53,1.201
11,2016,23,2100,1063,-7.248,0.7
11,2016,23,2200,1063,-8.64,0.13
11,2016,23,2300,1063,-9.65,-0.01
11,2016,24,0,1063,-10.71,-0.01
11,2016,24,100,1063,-10.81,-0.01
11,2016,24,200,1063,-11.67,-0.01
11,2016,24,300,1063,-14.15,-0.01
11,2016,24,400,1063,-15.18,-0.01
11,2016,24,500,1063,-16.6,-0.01
11,2016,24,600,1063,-16.14,-0.01
11,2016,24,700,1063,-16.28,0
11,2016,24,800,1063,-14.68,0
11,2016,24,900,1063,-15.1,-0.01
11,2016,24,1000,1063,-16.05,-0.01
11,2016,24,1100,1063,-15.98,-0.01
11,2016,24,1200,1063,-16.21,0
11,2016,24,1300,1063,-15.43,0.02
11,2016,24,1400,1063,-14.88,0.32
11,2016,24,1500,1063,-13.13,0.65
11,2016,24,1600,1063,-11.72,0.57
11,2016,24,1700,1063,-10.48,0.67
11,2016,24,1800,1063,-8.41,1.077
11,2016,24,1900,1063,-7.669,0.73
11,2016,24,2000,1063,-7.032,0.46
11,2016,24,2100,1063,-6.436,0.17
11,2016,24,2200,1063,-6.59,0.04
11,2016,24,2300,1063,-6.851,0
11,2016,25,0,1063,-6.974,0
11,2016,25,100,1063,-7.576,0
11,2016,25,200,1063,-9.12,-0.01
11,2016,25,300,1063,-9.11,0
11,2016,25,400,1063,-9.5,0
11,2016,25,500,1063,-7.806,0
11,2016,25,600,1063,-7.434,0
11,2016,25,700,1063,-7.055,0
11,2016,25,800,1063,-6.823,0
11,2016,25,900,1063,-6.582,0
11,2016,25,1000,1063,-6.254,0
11,2016,25,1100,1063,-6.118,0
11,2016,25,1200,1063,-5.966,0
11,2016,25,1300,1063,-5.787,0.02
11,2016,25,1400,1063,-5.526,0.27
11,2016,25,1500,1063,-4.829,0.75
11,2016,25,1600,1063,-3.113,1.308
11,2016,25,1700,1063,-1.842,1.567
11,2016,25,1800,1063,-0.83,1.043
11,2016,25,1900,1063,-0.77,0.43
11,2016,25,2000,1063,-1.132,0.3
11,2016,25,2100,1063,-1.305,0.26
11,2016,25,2200,1063,-1.171,0.06
11,2016,25,2300,1063,-1.217,0
11,2016,26,0,1063,-1.662,-0.01
11,2016,26,100,1063,-1.795,0
11,2016,26,200,1063,-1.983,-0.01
11,2016,26,300,1063,-3.368,-0.01
11,2016,26,400,1063,-3.984,-0.01
11,2016,26,500,1063,-4.016,0
11,2016,26,600,1063,-4.096,0
11,2016,26,700,1063,-4.356,0
11,2016,26,800,1063,-4.416,0
11,2016,26,900,1063,-3.491,0
11,2016,26,1000,1063,-3.23,0
11,2016,26,1100,1063,-2.282,0
11,2016,26,1200,1063,-0.06,0
11,2016,26,1300,1063,0.67,0
11,2016,26,1400,1063,0.93,0.04
11,2016,26,1500,1063,1.37,0.16
11,2016,26,1600,1063,1.979,0.22
11,2016,26,1700,1063,3.055,0.21
11,2016,26,1800,1063,3.633,0.18
11,2016,26,1900,1063,3.855,0.19
11,2016,26,2000,1063,4.208,0.24
11,2016,26,2100,1063,4.869,0.11
11,2016,26,2200,1063,4.742,0.02
11,2016,26,2300,1063,4.081,0
11,2016,27,0,1063,3.815,0
11,2016,27,100,1063,3.753,0
11,2016,27,200,1063,3.383,-0.01
11,2016,27,300,1063,1.881,-0.01
11,2016,27,400,1063,1.189,0
11,2016,27,500,1063,0.99,-0.01
11,2016,27,600,1063,0.02,-0.01
11,2016,27,700,1063,-1.249,-0.01
11,2016,27,800,1063,-1.706,-0.01
11,2016,27,900,1063,-2.31,0
11,2016,27,1000,1063,-3.312,0
11,2016,27,1100,1063,-4.491,0
11,2016,27,1200,1063,-6.21,-0.01
11,2016,27,1300,1063,-6.893,0.02
11,2016,27,1400,1063,-7.243,0.27
11,2016,27,1500,1063,-7.51,0.59
11,2016,27,1600,1063,-7.115,1.204
11,2016,27,1700,1063,-6.647,1.277
11,2016,27,1800,1063,-6.537,1.652
11,2016,27,1900,1063,-6.261,1.601
11,2016,27,2000,1063,-5.895,1.25
11,2016,27,2100,1063,-5.418,0.75
11,2016,27,2200,1063,-5.456,0.17
11,2016,27,2300,1063,-6.774,0
11,2016,28,0,1063,-8.4,-0.01
11,2016,28,100,1063,-9.81,-0.01
11,2016,28,200,1063,-9.92,-0.01
11,2016,28,300,1063,-9.57,-0.01
11,2016,28,400,1063,-9.14,-0.01
11,2016,28,500,1063,-8.54,0
11,2016,28,600,1063,-7.019,0
11,2016,28,700,1063,-6.196,0
11,2016,28,800,1063,-6.963,0
11,2016,28,900,1063,-6.744,0
11,2016,28,1000,1063,-6.257,0
11,2016,28,1100,1063,-5.548,0
11,2016,28,1200,1063,-3.577,0
11,2016,28,1300,1063,-2.687,0.01
11,2016,28,1400,1063,-2.055,0.09
11,2016,28,1500,1063,-1.821,0.15
11,2016,28,1600,1063,-2.247,0.28
11,2016,28,1700,1063,-1.701,0.27
11,2016,28,1800,1063,-1.64,0.35
11,2016,28,1900,1063,-1.465,0.17
11,2016,28,2000,1063,-1.239,0.13
11,2016,28,2100,1063,-1.123,0.06
11,2016,28,2200,1063,-0.98,0.03
11,2016,28,2300,1063,-0.69,0
11,2016,29,0,1063,-0.67,0
11,2016,29,100,1063,-0.67,0
11,2016,29,200,1063,-0.84,0
11,2016,29,300,1063,-0.8,0
11,2016,29,400,1063,-1.168,0
11,2016,29,500,1063,-1.221,0
11,2016,29,600,1063,-0.11,0
11,2016,29,700,1063,0.3,0
11,2016,29,800,1063,-0.5,0
11,2016,29,900,1063,-1.016,0
11,2016,29,1000,1063,-1.301,0
11,2016,29,1100,1063,-1.17,0
11,2016,29,1200,1063,-1.232,0
11,2016,29,1300,1063,-1.289,0.02
11,2016,29,1400,1063,-1.261,0.13
11,2016,29,1500,1063,-1.402,0.21
11,2016,29,1600,1063,-4.417,0.41
11,2016,29,1700,1063,-5.568,0.54
11,2016,29,1800,1063,-5.811,0.74
11,2016,29,1900,1063,-5.73,0.95
11,2016,29,2000,1063,-6.009,0.72
11,2016,29,2100,1063,-6.633,0.59
11,2016,29,2200,1063,-7.925,0.2
11,2016,29,2300,1063,-8.43,0
11,2016,30,0,1063,-9.72,0
11,2016,30,100,1063,-9.32,0
11,2016,30,200,1063,-9.38,0
11,2016,30,300,1063,-10.1,0
11,2016,30,400,1063,-11.15,-0.01
11,2016,30,500,1063,-11.08,0
11,2016,30,600,1063,-10.81,0
11,2016,30,700,1063,-11.1,0
11,2016,30,800,1063,-11.24,0
11,2016,30,900,1063,-11.43,0
11,2016,30,1000,1063,-11.52,0
11,2016,30,1100,1063,-11.47,0
11,2016,30,1200,1063,-11.21,0
11,2016,30,1300,1063,-10.71,0.03
11,2016,30,1400,1063,-10.46,0.21
11,2016,30,1500,1063,-9.93,0.33
11,2016,30,1600,1063,-9.25,0.34
11,2016,30,1700,1063,-8.31,0.28
11,2016,30,1800,1063,-7.611,0.19
11,2016,30,1900,1063,-7.212,0.12
11,2016,30,2000,1063,-6.877,0.1
11,2016,30,2100,1063,-6.667,0.13
11,2016,30,2200,1063,-6.668,0.04
11,2016,30,2300,1063,-6.378,0
11,2016,31,0,1063,-6.111,0
11,2016,31,100,1063,-5.916,0
11,2016,31,200,1063,-5.72,0
11,2016,31,300,1063,-5.45,0
11,2016,31,400,1063,-5.308,0
11,2016,31,500,1063,-5.976,0
11,2016,31,600,1063,-5.945,0
11,2016,31,700,1063,-5.377,0
11,2016,31,800,1063,-5.397,0
11,2016,31,900,1063,-4.99,0
11,2016,31,1000,1063,-4.429,0
11,2016,31,1100,1063,-4.257,0
11,2016,31,1200,1063,-3.79,0
11,2016,31,1300,1063,-3.396,0.02
11,2016,31,1400,1063,-3.069,0.18
11,2016,31,1500,1063,-2.076,0.42
11,2016,31,1600,1063,-0.67,0.59
11,2016,31,1700,1063,0.56,0.55
11,2016,31,1800,1063,1.609,0.86
11,2016,31,1900,1063,4.114,0.74
11,2016,31,2000,1063,4.524,0.41
11,2016,31,2100,1063,3.636,0.15
11,2016,31,2200,1063,2.433,0.03
11,2016,31,2300,1063,2.189,0
11,2016,32,0,1063,2.049,0
11,2016,32,100,1063,1.878,0
11,2016,32,200,1063,1.617,0
11,2016,32,300,1063,1.781,0
11,2016,32,400,1063,1.996,0
11,2016,32,500,1063,3.037,0
11,2016,32,600,1063,5.117,0
11,2016,32,700,1063,5.097,0
11,2016,32,800,1063,4.87,0
11,2016,32,900,1063,5.533,0
11,2016,32,1000,1063,5.399,0
11,2016,32,1100,1063,6.649,0
11,2016,32,1200,1063,4.749,-0.01
11,2016,32,1300,1063,2.865,0.01
11,2016,32,1400,1063,2.583,0.27
11,2016,32,1500,1063,2.425,0.74
11,2016,32,1600,1063,2.623,1.384
11,2016,32,1700,1063,2.74,1.745
11,2016,32,1800,1063,2.905,1.906
11,2016,32,1900,1063,3.163,1.632
11,2016,32,2000,1063,3.449,0.93
11,2016,32,2100,1063,3.58,0.34
11,2016,32,2200,1063,3.263,0.09
11,2016,32,2300,1063,3.11,0
11,2016,33,0,1063,3.01,0
11,2016,33,100,1063,2.901,0
11,2016,33,200,1063,1.394,0
11,2016,33,300,1063,0.01,0
11,2016,33,400,1063,-0.28,0
11,2016,33,500,1063,-0.66,0
11,2016,33,600,1063,-1.563,0
11,2016,33,700,1063,-2.535,0
11,2016,33,800,1063,-3.966,0
11,2016,33,900,1063,-5.442,-0.01
11,2016,33,1000,1063,-6.778,-0.01
11,2016,33,1100,1063,-7.599,0
11,2016,33,1200,1063,-7.9,0
11,2016,33,1300,1063,-8.58,0.04
11,2016,33,1400,1063,-8.71,0.52
11,2016,33,1500,1063,-7.783,1.073
11,2016,33,1600,1063,-5.809,1.516
11,2016,33,1700,1063,-4.79,1.781
11,2016,33,1800,1063,-3.874,1.843
11,2016,33,1900,1063,-2.284,1.69
11,2016,33,2000,1063,-1.586,1.34
11,2016,33,2100,1063,-1.396,0.72
11,2016,33,2200,1063,-2.621,0.2
11,2016,33,2300,1063,-3.323,0
11,2016,34,0,1063,-4.117,-0.01
11,2016,34,100,1063,-3.918,0
11,2016,34,200,1063,-3.88,0
11,2016,34,300,1063,-3.989,0
11,2016,34,400,1063,-3.915,0
11,2016,34,500,1063,-3.952,0
11,2016,34,600,1063,-3.865,0
11,2016,34,700,1063,-4.152,0
11,2016,34,800,1063,-4.344,0
11,2016,34,900,1063,-4.975,0
11,2016,34,1000,1063,-4.821,0
11,2016,34,1100,1063,-4.194,0
11,2016,34,1200,1063,-3.348,0
11,2016,34,1300,1063,-2.825,0.01
11,2016,34,1400,1063,-1.995,0.04
11,2016,34,1500,1063,-1.339,0.07
11,2016,34,1600,1063,-0.44,0.08
11,2016,34,1700,1063,0.13,0.15
11,2016,34,1800,1063,0.14,0.32
11,2016,34,1900,1063,0.54,0.36
11,2016,34,2000,1063,1.063,0.35
11,2016,34,2100,1063,1.083,0.36
11,2016,34,2200,1063,1.068,0.13
11,2016,34,2300,1063,1.098,0.01
11,2016,35,0,1063,1.12,0
11,2016,35,100,1063,1.097,0
11,2016,35,200,1063,1.051,0
11,2016,35,300,1063,1.116,0
11,2016,35,400,1063,4.079,-0.01
11,2016,35,500,1063,5.277,-0.01
11,2016,35,600,1063,4.518,-0.01
11,2016,35,700,1063,3.885,-0.01
11,2016,35,800,1063,3.279,0
11,2016,35,900,1063,2.786,0
11,2016,35,1000,1063,3.016,0
11,2016,35,1100,1063,3.054,0
11,2016,35,1200,1063,3.722,0
11,2016,35,1300,1063,3.409,0.02
11,2016,35,1400,1063,2.997,0.19
11,2016,35,1500,1063,2.975,0.43
11,2016,35,1600,1063,2.466,0.55
11,2016,35,1700,1063,2.066,0.83
11,2016,35,1800,1063,2.324,0.85
11,2016,35,1900,1063,2.159,0.67
11,2016,35,2000,1063,1.886,0.58
11,2016,35,2100,1063,1.301,0.35
11,2016,35,2200,1063,0.99,0.11
11,2016,35,2300,1063,0.63,0
11,2016,36,0,1063,0.11,0
11,2016,36,100,1063,-0.4,0
11,2016,36,200,1063,-0.83,0
11,2016,36,300,1063,-1.11,0
11,2016,36,400,1063,-1.863,0
11,2016,36,500,1063,-2.84,-0.01
11,2016,36,600,1063,-3.994,-0.01
11,2016,36,700,1063,-5.041,-0.01
11,2016,36,800,1063,-5.782,-0.01
11,2016,36,900,1063,-6.485,-0.01
11,2016,36,1000,1063,-7.05,-0.01
11,2016,36,1100,1063,-8.4,-0.01
11,2016,36,1200,1063,-8.23,0
11,2016,36,1300,1063,-7.872,0.04
11,2016,36,1400,1063,-7.749,0.53
11,2016,36,1500,1063,-7.308,1.022
11,2016,36,1600,1063,-6.085,1.584
11,2016,36,1700,1063,-5.072,1.846
11,2016,36,1800,1063,-4.165,1.906
11,2016,36,1900,1063,-3.678,1.755
11,2016,36,2000,1063,-3.187,1.407
11,2016,36,2100,1063,-3.122,0.9
11,2016,36,2200,1063,-3.325,0.28
11,2016,36,2300,1063,-3.847,0
11,2016,37,0,1063,-4.578,-0.01
11,2016,37,100,1063,-6.088,-0.01
11,2016,37,200,1063,-6.181,-0.01
11,2016,37,300,1063,-5.809,0
11,2016,37,400,1063,-5.054,0
11,2016,37,500,1063,-3.919,0
11,2016,37,600,1063,-3.677,0
11,2016,37,700,1063,-3.964,0
11,2016,37,800,1063,-3.8,0
11,2016,37,900,1063,-3.796,0
11,2016,37,1000,1063,-3.96,0
11,2016,37,1100,1063,-4.094,0
11,2016,37,1200,1063,-4.039,0
11,2016,37,1300,1063,-4.002,0.02
11,2016,37,1400,1063,-3.854,0.26
11,2016,37,1500,1063,-3.309,0.44
11,2016,37,1600,1063,-2.833,0.9
11,2016,37,1700,1063,-2.101,1.139
11,2016,37,1800,1063,-0.98,1.178
11,2016,37,1900,1063,-0.05,0.98
11,2016,37,2000,1063,0.51,0.63
11,2016,37,2100,1063,1.581,0.37
11,2016,37,2200,1063,1.817,0.14
11,2016,37,2300,1063,1.544,0
11,2016,38,0,1063,1.342,0
11,2016,38,100,1063,1.277,0
11,2016,38,200,1063,1.216,-0.01
11,2016,38,300,1063,1.414,-0.01
11,2016,38,400,1063,1.354,-0.01
11,2016,38,500,1063,1.298,0
11,2016,38,600,1063,1.135,0
11,2016,38,700,1063,0.97,0
11,2016,38,800,1063,0.89,0
11,2016,38,900,1063,0.67,0
11,2016,38,1000,1063,-1.299,0
11,2016,38,1100,1063,-2.492,0
11,2016,38,1200,1063,-2.822,0
11,2016,38,1300,1063,-3.551,0.02
11,2016,38,1400,1063,-4.824,0.08
11,2016,38,1500,1063,-5.863,0.2
11,2016,38,1600,1063,-5.835,0.4
11,2016,38,1700,1063,-5.579,0.55
11,2016,38,1800,1063,-5.3,0.56
11,2016,38,1900,1063,-4.983,0.66
11,2016,38,2000,1063,-4.541,0.47
11,2016,38,2100,1063,-4.258,0.21
11,2016,38,2200,1063,-5.558,0.08
11,2016,38,2300,1063,-7.239,0
11,2016,39,0,1063,-7.814,0
11,2016,39,100,1063,-8.21,0
11,2016,39,200,1063,-8.39,-0.01
11,2016,39,300,1063,-8.59,-0.01
11,2016,39,400,1063,-8.7,0
11,2016,39,500,1063,-8.81,0
11,2016,39,600,1063,-8.69,0
11,2016,39,700,1063,-8.28,0
11,2016,39,800,1063,-7.865,0
11,2016,39,900,1063,-7.664,0
11,2016,39,1000,1063,-7.687,0
11,2016,39,1100,1063,-7.6,0
11,2016,39,1200,1063,-7.57,-0.01
11,2016,39,1300,1063,-7.604,0.04
11,2016,39,1400,1063,-7.426,0.35
11,2016,39,1500,1063,-7.086,0.79
11,2016,39,1600,1063,-6.785,1.251
11,2016,39,1700,1063,-6.761,1.024
11,2016,39,1800,1063,-6.652,1.024
11,2016,39,1900,1063,-6.144,0.84
11,2016,39,2000,1063,-6.116,0.52
11,2016,39,2100,1063,-6.157,0.36
11,2016,39,2200,1063,-6.45,0.13
11,2016,39,2300,1063,-6.923,0
11,2016,40,0,1063,-7.076,0
11,2016,40,100,1063,-7.243,0
11,2016,40,200,1063,-7.221,0
11,2016,40,300,1063,-7.167,0
11,2016,40,400,1063,-7.076,0
11,2016,40,500,1063,-7.357,0
11,2016,40,600,1063,-7.911,0
11,2016,40,700,1063,-8.12,0
11,2016,40,800,1063,-8.19,0
11,2016,40,900,1063,-8.31,0
11,2016,40,1000,1063,-8.42,0
11,2016,40,1100,1063,-8.49,0
11,2016,40,1200,1063,-8.59,0
