year,doy,value
2015,220,21.7398841931537
2015,221,21.7055647957934
2015,222,21.7034181769932
2015,223,21.762522280909
2015,224,21.6613821319851
2015,225,21.4029597878628
2015,226,21.4012831328453
2015,227,21.3744798724834
2015,228,22.2586725735342
2015,229,22.4375630820156
2015,230,22.5868543807309
2015,231,22.9197886889648
2015,232,22.9320087658024
2015,233,22.8573462967453
2015,234,22.4693531827497
2015,235,22.5696245870439
2015,236,22.3635630538519
2015,237,22.1029077120354
2015,238,21.806335736859
2015,239,21.7303793731285
2015,240,21.3861657140983
2015,241,21.320844781023
2015,242,21.4017752651253
2015,243,21.4851984579926
2015,244,21.1092188322665
2015,245,21.584209928899
2015,246,21.7047235382325
2015,247,21.7665329159036
2015,248,21.3450290343312
2015,249,21.5867211800863
2015,250,22.060511921241
2015,251,22.3720635923255
2015,252,22.4143876902631
2015,253,21.9582992433702
2015,254,21.898049669784
2015,255,22.2067495475204
2015,256,
2015,257,20.7197787426563
2015,258,20.7508212466862
2015,259,21.7519580173668
2015,260,23.20167980079
2015,261,22.8287915835216
2015,262,22.3532663191051
2015,263,20.8856902757812
2015,264,18.8941341757006
2015,265,18.8322667783954
2015,266,18.8594123453717
2015,267,19.3088590972882
2015,268,18.9246354896143
2015,269,17.9952530619729
2015,270,17.6823962465704
2015,271,18.0624185477812
2015,272,18.6611559004092
2015,273,19.1099073518151
2015,274,15.7342568601918
2015,275,15.637658660741
2015,276,14.8138549332529
2015,277,14.4744530061446
2015,278,14.7467201661953
2015,279,15.2646089111525
2015,280,15.334756393543
2015,281,15.1392251715178
2015,282,14.2127997876024
2015,283,13.6690385902892
2015,284,13.7081481465878
2015,285,14.4311744113895
2015,286,15.0749541523068
2015,287,14.6715847807161
2015,288,13.5198686706835
2015,289,13.3775550905348
2015,290,12.9070368173177
2015,291,11.7427644217831
2015,292,10.6793843306143
2015,293,10.6542531642328
2015,294,12.2172666731134
2015,295,11.4844140860677
2015,296,11.6555374071744
2015,297,10.5240669831858
2015,298,10.4741822386703
2015,299,10.9254086840938
2015,300,9.89573973599892
2015,301,9.79834915487977
2015,302,9.49903771139817
2015,303,10.1473683924005
2015,304,9.43961787033728
2015,305,9.35477900896425
2015,306,9.87371442542815
2015,307,10.1745546953203
2015,308,10.2742637643883
2015,309,10.0809115957442
2015,310,10.8090307149798
2015,311,11.3841954590953
2015,312,10.2536947932287
2015,313,9.47755006519979
2015,314,9.49615131340067
2015,315,9.4111357022944
2015,316,9.97105558385086
2015,317,10.1769336356358
2015,318,9.62712895645785
2015,319,8.75446433222495
2015,320,8.9077139079545
2015,321,8.9047020610277
2015,322,8.08530024639295
2015,323,8.29816751388512
2015,324,9.64087746127428
2015,325,9.41387525287848
2015,326,8.8643901944863
2015,327,8.7497054021615
2015,328,7.87897454126668
2015,329,7.55336291425825
2015,330,7.57902069112541
2015,331,8.12540764867591
2015,332,6.72414280971244
2015,333,2.51623215932292
2015,334,3.3724592274725
2015,335,6.16839969791667
2015,336,7.37804861979167
2015,337,7.57316895833333
2015,338,7.88348959375
2015,339,8.27569588020834
2015,340,8.34538341145833
2015,341,7.63498944791667
2015,342,7.24043597395833
2015,343,7.72358982291667
2015,344,8.57054103125
2015,345,9.07789769270833
2015,346,8.33739519270833
2015,347,7.49630409375001
2015,348,7.21693825520833
2015,349,7.59273802604167
2015,350,6.63024064583333
2015,351,7.28687958854167
2015,352,6.93283403645833
2015,353,6.03094456770834
2015,354,5.00762429391146
2015,355,5.907974234375
2015,356,6.428205078125
2015,357,6.83903583333333
2015,358,8.89474302083334
2015,359,7.37285866145833
2015,360,6.21410169270833
2015,361,5.64919094270833
2015,362,4.07974301822917
2015,363,3.69457237552083
2015,364,4.10534459570625
2015,365,4.92185341119792
2016,1,4.97734907761482
2016,2,4.47545839385417
2016,3,4.21416972291667
2016,4,1.77104334895833
2016,5,1.63410578489583
2016,6,2.67485698927083
2016,7,2.91192225291667
2016,8,3.3534699708307
2016,9,4.97210173879843
2016,10,6.27457891906201
2016,11,3.96055342552258
2016,12,3.11234499693387
2016,13,2.37869178645833
2016,14,2.9752505671875
2016,15,2.64567699479167
2016,16,3.51518722359375
2016,17,2.514548421875
2016,18,1.93772269791667
2016,19,1.23327921875
2016,20,1.742865478125
2016,21,1.37236961979167
2016,22,2.35010231197917
2016,23,1.80443676666667
2016,24,1.57516287083333
2016,25,2.88872323333333
2016,26,3.71710921552083
2016,27,
2016,28,2.68236839265625
2016,29,2.17170302010417
2016,30,1.40506196875
2016,31,3.39580595848672
2016,32,3.73833405052083
2016,33,2.27696025314583
2016,34,2.90332161953125
2016,35,3.21341583697917
2016,36,1.752246609375
2016,37,2.6820316190625
2016,38,2.09222389427083
2016,39,1.27862122395833
2016,40,1.37140618229167
2016,41,1.58505364583333
2016,42,-0.174599833333333
2016,43,0.266373077083334
2016,44,-1.42479897395833
2016,45,-1.38184754166667
2016,46,-0.686481416666664
2016,47,1.12200319496425
2016,48,2.39318998530647
2016,49,1.62059442612489
2016,50,1.6556701631247
2016,51,4.02174350070687
2016,52,3.12341699213164
2016,53,1.30993967439065
2016,54,0.958194678632487
2016,55,2.27911428607229
2016,56,2.67368743174591
2016,57,0.927701362483336
2016,58,1.89364616384108
2016,59,1.87136327713211
2016,60,2.05518507345578
2016,61,1.043924398738
2016,62,1.37724189579971
2016,63,2.4716879109721
2016,64,2.77312513920734
2016,65,3.24551741401721
2016,66,3.62242364162027
2016,67,4.08909816955024
2016,68,4.33529956075302
2016,69,4.69996015162195
2016,70,4.41983279161505
2016,71,3.69869459312338
2016,72,3.69771010055568
2016,73,3.96622696544011
2016,74,3.31027049541375
2016,75,3.83480246944977
2016,76,4.05625423375099
2016,77,4.4361689617383
2016,78,4.33775222210013
2016,79,3.98390837277027
2016,80,4.1819547433688
2016,81,4.58680851043334
2016,82,4.8782399110995
2016,83,4.90318455461191
2016,84,4.2851303897755
2016,85,4.69207081290815
2016,86,4.84925242235291
2016,87,5.47936972601636
2016,88,5.69641838794475
2016,89,5.29296981951992
2016,90,5.77318896919234
2016,91,6.09236760298288
2016,92,5.8954173479323
2016,93,5.02083306727237
2016,94,4.11809241026953
2016,95,
2016,96,
2016,97,
2016,98,
2016,99,
2016,100,
2016,101,
2016,102,
2016,103,
2016,104,
2016,105,
2016,106,
2016,107,
2016,108,
2016,109,
2016,110,
2016,111,
2016,112,
2016,113,
2016,114,
2016,115,
2016,116,
2016,117,
2016,118,
2016,119,
2016,120,
2016,121,
2016,122,
2016,123,
2016,124,
2016,125,
2016,126,
2016,127,
2016,128,
2016,129,
2016,130,
2016,131,
2016,132,
2016,133,14.0534716092094
2016,134,14.658833658259
2016,135,13.1140611752596
2016,136,11.4240628245199
2016,137,11.0211091204533
2016,138,11.8995349924906
2016,139,13.0655556706176
2016,140,13.5908063054128
2016,141,14.4614980528579
2016,142,14.6598503184563
2016,143,15.7111627471466
2016,144,16.1503328808746
2016,145,16.5461676130984
2016,146,16.7091380472367
2016,147,17.0489050507633
2016,148,17.5908549921352
2016,149,18.5397406121022
2016,150,19.1929919507542
2016,151,18.5748658906417
2016,152,17.955255148479
2016,153,18.1214746249712
2016,154,17.9694991194417
2016,155,18.4498041855088
2016,156,18.6919586586942
2016,157,17.7213308369623
2016,158,17.9221512392024
2016,159,17.7514201991691
2016,160,16.6650180103251
2016,161,16.504550790985
2016,162,16.5279189593969
2016,163,16.0945180816751
2016,164,15.7066852506864
2016,165,15.834253022455
2016,166,16.2875558076956
2016,167,17.3983824271382
2016,168,17.7846982688434
2016,169,17.636790038626
2016,170,17.7231221959973
2016,171,17.6855299861513
2016,172,18.1047182637145
2016,173,17.6713856708567
2016,174,16.8969201025432
2016,175,18.0177677500329
2016,176,18.7357503636476
2016,177,18.8791478660951
2016,178,19.1383876582626
2016,179,19.3028577039797
2016,180,18.1502487468389
2016,181,18.8001375135452
2016,182,18.3639750090185
2016,183,17.6700697032321
2016,184,17.1929877693468
2016,185,17.7297138520336
2016,186,18.0863641036945
2016,187,18.4621568207247
2016,188,18.7664672798856
2016,189,19.1897533744953
2016,190,19.1508440591479
2016,191,
2016,192,
2016,193,
2016,194,
2016,195,
2016,196,
2016,197,21.3812702568959
2016,198,21.5980322678532
2016,199,21.6503478412713
2016,200,21.8870668821469
2016,201,21.9403112899386
2016,202,22.0003056830863
2016,203,22.2536435236321
2016,204,22.4490168577705
2016,205,22.5462643809886
2016,206,22.617466110927
2016,207,22.6638358039
2016,208,
2016,209,
2016,210,
2016,211,
2016,212,24.1042622779667
2016,213,24.0190033144153
2016,214,23.9000242753776
2016,215,23.8886031821404
2016,216,23.8613895089304
2016,217,24.0799433416152
2016,218,24.2766866895435
2016,219,24.2692499081809
2016,220,24.1028718999714
2016,221,23.9711572460337
2016,222,23.9701108497786
2016,223,24.0805371661031
2016,224,24.2763846731729
2016,225,24.2419709463525
2016,226,23.6912761088868
2016,227,23.6614896810405
2016,228,23.7262157581611
2016,229,23.7735583187521
2016,230,23.9323359709318
2016,231,24.1132360648545
2016,232,24.1450898566551
2016,233,24.2398267951344
2016,234,23.99846843684
2016,235,23.2378580959036
2016,236,23.3661081094095
2016,237,23.5697589767502
2016,238,23.615863805937
2016,239,23.6338849294367
2016,240,23.7350008266457
2016,241,23.7974984187526
2016,242,23.748736225803
2016,243,23.696644346785
2016,244,23.6368420538981
2016,245,23.4637426603067
2016,246,20.8442201285652
2016,247,23.1441158377751
2016,248,23.1461064625325
2016,249,23.165392365577
2016,250,23.2253513294631
2016,251,23.1516645502284
