year,doy,value
2016,252,23.0505796752522
2016,253,22.9925299853264
2016,254,22.9719142533863
2016,255,22.7805132116835
2016,256,22.525229721765
2016,257,22.4049222203506
2016,258,22.0864753351395
2016,259,21.8278185522718
2016,260,21.6888303543553
2016,261,21.3338033584695
2016,262,21.3013106257347
2016,263,21.3880081957027
2016,264,21.3946701029327
2016,265,21.2684384011417
2016,266,21.178871237921
2016,267,20.9199136056805
2016,268,20.597134106558
2016,269,20.3429851145459
2016,270,20.0119643773507
2016,271,19.6946735963788
2016,272,19.2997692988869
2016,273,19.0326740626232
2016,274,18.7146607739224
2016,275,18.4986095222486
2016,276,18.3253879134842
2016,277,18.2063533098178
2016,278,
