 Day of  Day of    Year   Slurry  Frozen  Slurry   Air    Wall   Floor    Slurry
 sim.     year             mass    mass   depth     T      T       T        T
    1       1        1  1020.00    0.00    1.00  -14.91   -3.45    3.51   14.51
    2       2        1  1040.00    0.00    1.02  -14.93   -3.65    3.46   13.62
    3       3        1  1060.00    0.00    1.04  -14.96   -3.84    3.41   12.77
    4       4        1  1080.00    0.00    1.06  -14.97   -4.03    3.35   11.96
    5       5        1  1100.00    0.00    1.08  -14.99   -4.22    3.30   11.19
    6       6        1  1120.00    0.00    1.10  -14.99   -4.41    3.25   10.46
    7       7        1  1140.01    0.00    1.12  -15.00   -4.60    3.19    9.77
    8       8        1  1160.01    0.00    1.14  -15.00   -4.78    3.14    9.11
    9       9        1  1180.01    0.00    1.16  -14.99   -4.97    3.08    8.48
   10      10        1  1200.01    0.00    1.18  -14.99   -5.15    3.02    7.88
   11      11        1  1220.01    0.00    1.20  -14.97   -5.34    2.96    7.31
   12      12        1  1240.01    0.00    1.22  -14.96   -5.52    2.90    6.76
   13      13        1  1260.01    0.00    1.24  -14.93   -5.69    2.84    6.24
   14      14        1  1280.01    0.00    1.26  -14.91   -5.87    2.78    5.74
   15      15        1  1300.01    0.00    1.28  -14.88   -6.05    2.72    5.26
   16      16        1  1320.01    0.00    1.30  -14.84   -6.22    2.65    4.81
   17      17        1  1340.01    0.00    1.32  -14.80   -6.39    2.59    4.37
   18      18        1  1360.02    0.00    1.34  -14.76   -6.56    2.53    3.95
   19      19        1  1380.02    0.00    1.36  -14.71   -6.73    2.46    3.55
   20      20        1  1400.02    0.00    1.38  -14.65   -6.90    2.39    3.17
   21      21        1  1420.02    0.00    1.40  -14.60   -7.06    2.33    2.80
   22      22        1  1440.02    0.00    1.41  -14.54   -7.22    2.26    2.45
   23      23        1  1460.02    0.00    1.43  -14.47   -7.38    2.19    2.11
   24      24        1  1480.02    0.00    1.45  -14.40   -7.54    2.12    1.79
   25      25        1  1500.02    0.00    1.47  -14.32   -7.69    2.05    1.48
   26      26        1  1520.02    0.00    1.49  -14.25   -7.85    1.98    1.18
   27      27        1  1540.02    0.00    1.51  -14.16   -8.00    1.91    0.90
   28      28        1  1560.03    0.00    1.53  -14.08   -8.15    1.84    0.63
   29      29        1  1580.03    0.00    1.55  -13.98   -8.29    1.77    0.36
   30      30        1  1600.03    0.11    1.57  -13.89   -8.43    1.70    0.11
   31      31        1  1620.03    4.97    1.59  -13.79   -8.58    1.63    0.00
   32      32        1  1640.03    9.80    1.61  -13.69   -8.71    1.55    0.00
   33      33        1  1660.03   14.60    1.63  -13.58   -8.85    1.48    0.00
   34      34        1  1680.03   19.37    1.65  -13.47   -8.98    1.40    0.00
   35      35        1  1700.03   24.11    1.67  -13.35   -9.11    1.33    0.00
   36      36        1  1720.03   28.81    1.69  -13.23   -9.24    1.25    0.00
   37      37        1  1740.03   33.47    1.71  -13.11   -9.37    1.18    0.00
   38      38        1  1760.04   38.10    1.73  -12.98   -9.49    1.10    0.00
   39      39        1  1780.04   42.68    1.75  -12.85   -9.61    1.03    0.00
   40      40        1  1800.04   47.22    1.77  -12.71   -9.72    0.95    0.00
   41      41        1  1820.04   51.72    1.79  -12.57   -9.84    0.87    0.00
   42      42        1  1840.04   56.17    1.81  -12.43   -9.95    0.80    0.00
   43      43        1  1860.04   60.58    1.83  -12.29  -10.06    0.72    0.00
   44      44        1  1880.04   64.94    1.85  -12.14  -10.16    0.64    0.00
   45      45        1  1900.04   69.25    1.87  -11.98  -10.26    0.57    0.00
   46      46        1  1920.04   73.51    1.89  -11.82  -10.36    0.49    0.00
   47      47        1  1940.04   77.71    1.91  -11.66  -10.46    0.41    0.00
   48      48        1  1960.05   81.86    1.93  -11.50  -10.55    0.33    0.00
   49      49        1  1980.05   85.96    1.95  -11.33  -10.64    0.25    0.00
   50      50        1  2000.05   89.99    1.96  -11.16  -10.73    0.18    0.00
   51      51        1  2020.05   93.97    1.98  -10.99  -10.81    0.10    0.00
   52      52        1  2040.05   97.89    2.00  -10.81  -10.89    0.02    0.00
   53      53        1  2060.05  101.74    2.02  -10.63  -10.97   -0.06    0.00
   54      54        1  2080.05  105.53    2.04  -10.45  -11.04   -0.14    0.00
   55      55        1  2100.04  109.26    2.06  -10.26  -11.11   -0.21    0.00
   56      56        1  2120.04  112.92    2.08  -10.07  -11.18   -0.29    0.00
   57      57        1  2140.04  116.51    2.10   -9.88  -11.24   -0.37    0.00
   58      58        1  2160.04  120.04    2.12   -9.68  -11.30   -0.45    0.00
   59      59        1  2180.04  123.49    2.14   -9.48  -11.36   -0.53    0.00
   60      60        1  2200.03  126.87    2.16   -9.28  -11.41   -0.60    0.00
   61      61        1  2220.03  130.18    2.18   -9.08  -11.46   -0.68    0.00
   62      62        1  2240.03  133.41    2.20   -8.87  -11.51   -0.76    0.00
   63      63        1  2260.03  136.57    2.22   -8.66  -11.55   -0.84    0.00
   64      64        1  2280.03  139.65    2.24   -8.45  -11.59   -0.91    0.00
   65      65        1  2300.02  142.65    2.26   -8.23  -11.63   -0.99    0.00
   66      66        1  2320.02  145.58    2.28   -8.02  -11.66   -1.07    0.00
   67      67        1  2340.02  148.42    2.30   -7.80  -11.69   -1.14    0.00
   68      68        1  2360.02  151.18    2.32   -7.57  -11.72   -1.22    0.00
   69      69        1  2380.02  153.86    2.34   -7.35  -11.74   -1.29    0.00
   70      70        1  2400.02  156.45    2.36   -7.12  -11.76   -1.37    0.00
   71      71        1  2420.01  158.96    2.38   -6.90  -11.77   -1.44    0.00
   72      72        1  2440.01  161.38    2.40   -6.67  -11.79   -1.51    0.00
   73      73        1  2460.01  163.72    2.42   -6.43  -11.79   -1.59    0.00
   74      74        1  2480.01  165.96    2.44   -6.20  -11.80   -1.66    0.00
   75      75        1  2500.01  168.12    2.46   -5.96  -11.80   -1.73    0.00
   76      76        1  2520.00  170.19    2.48   -5.73  -11.80   -1.81    0.00
   77      77        1  2540.00  172.16    2.50   -5.49  -11.79   -1.88    0.00
   78      78        1  2560.00  174.05    2.52   -5.24  -11.79   -1.95    0.00
   79      79        1  2580.00  175.84    2.53   -5.00  -11.77   -2.02    0.00
   80      80        1  2600.00  177.53    2.55   -4.76  -11.76   -2.09    0.00
   81      81        1  2619.99  179.13    2.57   -4.51  -11.74   -2.16    0.00
   82      82        1  2639.99  180.64    2.59   -4.27  -11.72   -2.23    0.00
   83      83        1  2659.99  182.05    2.61   -4.02  -11.69   -2.29    0.00
   84      84        1  2679.99  183.36    2.63   -3.77  -11.66   -2.36    0.00
   85      85        1  2699.99  184.57    2.65   -3.52  -11.63   -2.43    0.00
   86      86        1  2719.98  185.69    2.67   -3.27  -11.59   -2.49    0.00
   87      87        1  2739.98  186.70    2.69   -3.01  -11.55   -2.56    0.00
   88      88        1  2759.98  187.62    2.71   -2.76  -11.51   -2.62    0.00
   89      89        1  2779.98  188.43    2.73   -2.51  -11.46   -2.69    0.00
   90      90        1  2799.98  189.15    2.75   -2.25  -11.41   -2.75    0.00
   91      91        1  2819.97  189.76    2.77   -2.00  -11.36   -2.81    0.00
   92      92        1  2839.97  190.27    2.79   -1.74  -11.30   -2.87    0.00
   93      93        1  2859.97  190.67    2.81   -1.48  -11.24   -2.93    0.00
   94      94        1  2879.97  190.98    2.83   -1.23  -11.18   -2.99    0.00
   95      95        1  2899.97  191.18    2.85   -0.97  -11.11   -3.05    0.00
   96      96        1  2919.96  191.27    2.87   -0.71  -11.04   -3.11    0.00
   97      97        1  2939.96  191.26    2.89   -0.45  -10.97   -3.16    0.00
   98      98        1  2959.96  191.15    2.91   -0.19  -10.89   -3.22    0.00
   99      99        1  2979.96  190.93    2.93    0.06  -10.81   -3.27    0.00
  100     100        1  1020.00  190.56    1.00    0.32  -10.73   -3.33    0.00
  101     101        1  1040.00  190.09    1.02    0.58  -10.64   -3.38    0.00
  102     102        1  1060.00  189.52    1.04    0.84  -10.55   -3.43    0.00
  103     103        1  1080.00  188.86    1.06    1.10  -10.46   -3.48    0.00
  104     104        1  1100.00  188.09    1.08    1.35  -10.36   -3.53    0.00
  105     105        1  1120.00  187.23    1.10    1.61  -10.26   -3.58    0.00
  106     106        1  1140.01  186.28    1.12    1.87  -10.16   -3.63    0.00
  107     107        1  1160.01  185.22    1.14    2.12  -10.06   -3.68    0.00
  108     108        1  1180.01  184.07    1.16    2.38   -9.95   -3.72    0.00
  109     109        1  1200.01  182.83    1.18    2.63   -9.84   -3.77    0.00
  110     110        1  1220.01  181.48    1.20    2.89   -9.72   -3.81    0.00
  111     111        1  1240.01  180.04    1.22    3.14   -9.61   -3.85    0.00
  112     112        1  1260.01  178.50    1.24    3.39   -9.49   -3.89    0.00
  113     113        1  1280.01  176.87    1.26    3.64   -9.37   -3.93    0.00
  114     114        1  1300.01  175.13    1.28    3.89   -9.24   -3.97    0.00
  115     115        1  1320.01  173.31    1.30    4.14   -9.11   -4.01    0.00
  116     116        1  1340.01  171.39    1.32    4.39   -8.98   -4.04    0.00
  117     117        1  1360.02  169.37    1.34    4.64   -8.85   -4.08    0.00
  118     118        1  1380.02  167.26    1.36    4.88   -8.71   -4.11    0.00
  119     119        1  1400.02  165.05    1.38    5.12   -8.58   -4.14    0.00
  120     120        1  1420.02  162.75    1.40    5.37   -8.43   -4.18    0.00
  121     121        1  1440.02  160.35    1.41    5.61   -8.29   -4.21    0.00
  122     122        1  1460.02  157.86    1.43    5.84   -8.15   -4.24    0.00
  123     123        1  1480.02  155.28    1.45    6.08   -8.00   -4.26    0.00
  124     124        1  1500.02  152.61    1.47    6.32   -7.85   -4.29    0.00
  125     125        1  1520.02  149.85    1.49    6.55   -7.69   -4.31    0.00
  126     126        1  1540.02  146.99    1.51    6.78   -7.54   -4.34    0.00
  127     127        1  1560.03  144.04    1.53    7.01   -7.38   -4.36    0.00
  128     128        1  1580.03  140.99    1.55    7.24   -7.22   -4.38    0.00
  129     129        1  1600.03  137.86    1.57    7.46   -7.06   -4.40    0.00
  130     130        1  1620.03  134.63    1.59    7.69   -6.90   -4.42    0.00
  131     131        1  1640.03  131.30    1.61    7.91   -6.73   -4.44    0.00
  132     132        1  1660.03  127.89    1.63    8.12   -6.56   -4.45    0.00
  133     133        1  1680.03  124.39    1.65    8.34   -6.39   -4.47    0.00
  134     134        1  1700.03  120.79    1.67    8.55   -6.22   -4.48    0.00
  135     135        1  1720.03  117.11    1.69    8.76   -6.05   -4.49    0.00
  136     136        1  1740.03  113.34    1.71    8.97   -5.87   -4.51    0.00
  137     137        1  1760.04  109.48    1.73    9.18   -5.69   -4.51    0.00
  138     138        1  1780.04  105.53    1.75    9.38   -5.52   -4.52    0.00
  139     139        1  1800.04  101.50    1.77    9.58   -5.34   -4.53    0.00
  140     140        1  1820.04   97.39    1.79    9.78   -5.15   -4.53    0.00
  141     141        1  1840.04   93.18    1.81    9.97   -4.97   -4.54    0.00
  142     142        1  1860.04   88.90    1.83   10.16   -4.78   -4.54    0.00
  143     143        1  1880.04   84.53    1.85   10.35   -4.60   -4.54    0.00
  144     144        1  1900.04   80.09    1.87   10.54   -4.41   -4.54    0.00
  145     145        1  1920.04   75.56    1.89   10.72   -4.22   -4.54    0.00
  146     146        1  1940.04   70.95    1.91   10.90   -4.03   -4.54    0.00
  147     147        1  1960.05   66.27    1.93   11.07   -3.84   -4.53    0.00
  148     148        1  1980.05   61.51    1.95   11.25   -3.65   -4.53    0.00
  149     149        1  2000.05   56.67    1.96   11.42   -3.45   -4.52    0.00
  150     150        1  2020.05   51.76    1.98   11.58   -3.26   -4.51    0.00
  151     151        1  2040.05   46.77    2.00   11.74   -3.06   -4.51    0.00
  152     152        1  2060.05   41.71    2.02   11.90   -2.87   -4.49    0.00
  153     153        1  2080.05   36.58    2.04   12.06   -2.67   -4.48    0.00
  154     154        1  2100.04   31.38    2.06   12.21   -2.47   -4.47    0.00
