 Day of  Day of    Year   Slurry  Frozen  Slurry   Air    Wall   Floor    Slurry
   77      77        1  5158.99   32.30    5.07   -0.73   -1.87    7.19    0.00
   78      78        1  5225.98   31.64    5.13   -0.57   -1.92    7.13    0.00
   79      79        1  5292.98   30.91    5.20   -0.40   -1.96    7.06    0.00
   80      80        1  5359.97   30.10    5.27   -0.23   -2.01    7.00    0.00
   81      81        1  5426.97   29.23    5.33   -0.06   -2.05    6.93    0.00
   82      82        1  5493.97   28.28    5.40    0.11   -2.09    6.87    0.00
   83      83        1  5560.96   27.25    5.46    0.28   -2.13    6.80    0.00
   84      84        1  5627.96   26.15    5.53    0.46   -2.16    6.74    0.00
   85      85        1  5694.95   24.96    5.59    0.64   -2.19    6.68    0.00
   86      86        1  5761.95   23.70    5.66    0.82   -2.22    6.61    0.00
   87      87        1  5828.95   22.36    5.73    1.00   -2.24    6.55    0.00
   88      88        1  5895.94   20.93    5.79    1.19   -2.26    6.49    0.00
   89      89        1  5962.94   19.42    5.86    1.37   -2.28    6.42    0.00
   90      90        1  6029.94   17.82    5.92    1.56   -2.30    6.36    0.00
   91      91        1  6096.93   16.14    5.99    1.75   -2.31    6.30    0.00
   92      92        1  6163.93   14.36    6.06    1.95   -2.32    6.24    0.00
   93      93        1  6230.92   12.50    6.12    2.14   -2.33    6.18    0.00
   94      94        1  6297.92   10.55    6.19    2.33   -2.33    6.12    0.00
   95      95        1  6364.92    8.51    6.25    2.53   -2.33    6.05    0.00
   96      96        1  6431.91    6.37    6.32    2.73   -2.33    5.99    0.00
   97      97        1  6498.91    4.14    6.38    2.93   -2.33    5.94    0.00
   98      98        1  6565.90    1.81    6.45    3.13   -2.32    5.88    0.00
   99      99        1  6632.90    0.00    6.52    3.33   -2.31    5.82    0.00
  100     100        1  1067.00    0.00    1.05    3.54   -2.30    5.76    0.10
  101     101        1  1134.00    0.00    1.11    3.74   -2.28    5.70    0.26
  102     102        1  1201.00    0.00    1.18    3.95   -2.26    5.64    0.42
  103     103        1  1268.00    0.00    1.25    4.15   -2.24    5.59    0.56
  104     104        1  1335.00    0.00    1.31    4.36   -2.22    5.53    0.70
  105     105        1  1401.99    0.00    1.38    4.57   -2.19    5.48    0.83
  106     106        1  1468.99    0.00    1.44    4.78   -2.16    5.42    0.96
  107     107        1  1535.99    0.00    1.51    4.99   -2.13    5.37    1.08
  108     108        1  1602.99    0.00    1.57    5.20   -2.09    5.31    1.20
  109     109        1  1669.99    0.00    1.64    5.41   -2.05    5.26    1.32
  110     110        1  1736.99    0.00    1.71    5.62   -2.01    5.21    1.43
  111     111        1  1803.99    0.00    1.77    5.84   -1.96    5.16    1.54
  112     112        1  1870.99    0.00    1.84    6.05   -1.92    5.11    1.65
  113     113        1  1937.99    0.00    1.90    6.26   -1.87    5.06    1.75
  114     114        1  2004.99    0.00    1.97    6.48   -1.81    5.01    1.86
  115     115        1  2071.99    0.00    2.04    6.69   -1.76    4.96    1.96
  116     116        1  2138.99    0.00    2.10    6.91   -1.70    4.91    2.06
  117     117        1  2205.99    0.00    2.17    7.12   -1.64    4.86    2.16
  118     118        1  2272.99    0.00    2.23    7.34   -1.57    4.82    2.25
  119     119        1  2339.99    0.00    2.30    7.55   -1.51    4.77    2.35
  120     120        1  2407.00    0.00    2.36    7.77   -1.44    4.73    2.44
  121     121        1  2474.00    0.00    2.43    7.98   -1.37    4.68    2.54
  122     122        1  2541.00    0.00    2.50    8.20   -1.29    4.64    2.63
  123     123        1  2608.00    0.00    2.56    8.41   -1.21    4.60    2.72
  124     124        1  2675.00    0.00    2.63    8.63   -1.13    4.56    2.81
  125     125        1  2742.01    0.00    2.69    8.84   -1.05    4.52    2.90
  126     126        1  2809.01    0.00    2.76    9.06   -0.97    4.48    2.99
  127     127        1  2876.01    0.00    2.83    9.27   -0.88    4.44    3.08
  128     128        1  2943.01    0.00    2.89    9.48   -0.79    4.40    3.17
  129     129        1  3010.01    0.00    2.96    9.69   -0.70    4.36    3.26
  130     130        1  3077.02    0.00    3.02    9.91   -0.60    4.33    3.34
  131     131        1  3144.02    0.00    3.09   10.12   -0.51    4.29    3.43
  132     132        1  3211.02    0.00    3.15   10.33   -0.41    4.26    3.52
  133     133        1  3278.02    0.00    3.22   10.54   -0.30    4.22    3.60
  134     134        1  3345.02    0.00    3.29   10.74   -0.20    4.19    3.69
  135     135        1  3412.02    0.00    3.35   10.95   -0.09    4.16    3.77
  136     136        1  3479.03    0.00    3.42   11.16    0.01    4.13    3.86
  137     137        1  3546.03    0.00    3.48   11.36    0.13    4.10    3.94
  138     138        1  3613.03    0.00    3.55   11.57    0.24    4.07    4.02
  139     139        1  3680.03    0.00    3.62   11.77    0.35    4.05    4.11
  140     140        1  3747.03    0.00    3.68   11.97    0.47    4.02    4.19
  141     141        1  3814.04    0.00    3.75   12.17    0.59    3.99    4.27
  142     142        1  3881.04    0.00    3.81   12.37    0.71    3.97    4.35
  143     143        1  3948.04    0.00    3.88   12.57    0.84    3.95    4.44
  144     144        1  4015.04    0.00    3.94   12.76    0.96    3.93    4.52
  145     145        1  4082.04    0.00    4.01   12.96    1.09    3.90    4.60
  146     146        1  4149.04    0.00    4.08   13.15    1.22    3.88    4.68
  147     147        1  4216.04    0.00    4.14   13.34    1.35    3.87    4.76
  148     148        1  4283.03    0.00    4.21   13.53    1.48    3.85    4.84
  149     149        1  4350.03    0.00    4.27   13.72    1.62    3.83    4.92
  150     150        1  4417.03    0.00    4.34   13.90    1.75    3.82    5.00
  151     151        1  4484.02    0.00    4.41   14.09    1.89    3.80    5.08
  152     152        1  4551.02    0.00    4.47   14.27    2.03    3.79    5.16
  153     153        1  4618.01    0.00    4.54   14.45    2.17    3.78    5.24
  154     154        1  4685.01    0.00    4.60   14.63    2.32    3.76    5.32
  155     155        1  4752.01    0.00    4.67   14.80    2.46    3.75    5.40
  156     156        1  4819.00    0.00    4.73   14.98    2.61    3.75    5.48
  157     157        1  4886.00    0.00    4.80   15.15    2.75    3.74    5.55
  158     158        1  4952.99    0.00    4.87   15.32    2.90    3.73    5.63
  159     159        1  5019.99    0.00    4.93   15.48    3.05    3.73    5.71
  160     160        1  5086.99    0.00    5.00   15.65    3.21    3.72    5.79
  161     161        1  5153.98    0.00    5.06   15.81    3.36    3.72    5.86
  162     162        1  5220.98    0.00    5.13   15.97    3.51    3.72    5.94
  163     163        1  5287.98    0.00    5.20   16.13    3.67    3.71    6.02
  164     164        1  5354.97    0.00    5.26   16.28    3.82    3.71    6.09
  165     165        1  5421.97    0.00    5.33   16.43    3.98    3.72    6.17
  166     166        1  5488.96    0.00    5.39   16.58    4.14    3.72    6.25
  167     167        1  5555.96    0.00    5.46   16.73    4.30    3.72    6.32
  168     168        1  5622.96    0.00    5.52   16.87    4.46    3.73    6.40
  169     169        1  5689.95    0.00    5.59   17.01    4.62    3.73    6.47
  170     170        1  5756.95    0.00    5.66   17.15    4.78    3.74    6.54
  171     171        1  5823.94    0.00    5.72   17.29    4.95    3.75    6.62
  172     172        1  5890.94    0.00    5.79   17.42    5.11    3.75    6.69
  173     173        1  5957.94    0.00    5.85   17.55    5.28    3.76    6.77
  174     174        1  6024.93    0.00    5.92   17.68    5.44    3.78    6.84
  175     175        1  6091.93    0.00    5.98   17.80    5.61    3.79    6.91
  176     176        1  6158.92    0.00    6.05   17.92    5.77    3.80    6.98
  177     177        1  6225.92    0.00    6.12   18.04    5.94    3.82    7.06
  178     178        1  6292.92    0.00    6.18   18.15    6.11    3.83    7.13
  179     179        1  6359.91    0.00    6.25   18.26    6.28    3.85    7.20
  180     180        1  6426.91    0.00    6.31   18.37    6.44    3.87    7.27
  181     181        1  6493.90    0.00    6.38   18.47    6.61    3.88    7.34
  182     182        1  6560.90    0.00    6.45   18.58    6.78    3.90    7.41
  183     183        1  6627.90    0.00    6.51   18.67    6.95    3.93    7.48
  184     184        1  6694.89    0.00    6.58   18.77    7.12    3.95    7.55
  185     185        1  6761.89    0.00    6.64   18.86    7.29    3.97    7.62
  186     186        1  6828.89    0.00    6.71   18.95    7.46    3.99    7.69
  187     187        1  6895.88    0.00    6.77   19.03    7.63    4.02    7.76
  188     188        1  6962.88    0.00    6.84   19.11    7.80    4.05    7.82
  189     189        1  7029.87    0.00    6.91   19.19    7.97    4.07    7.89
  190     190        1  7096.87    0.00    6.97   19.27    8.13    4.10    7.96
  191     191        1  7163.87    0.00    7.04   19.34    8.30    4.13    8.02
  192     192        1  7230.86    0.00    7.10   19.40    8.47    4.16    8.09
  193     193        1  7297.86    0.00    7.17   19.47    8.64    4.19    8.15
  194     194        1  7364.85    0.00    7.24   19.53    8.81    4.22    8.22
  195     195        1  7431.85    0.00    7.30   19.59    8.98    4.26    8.28
  196     196        1  7498.85    0.00    7.37   19.64    9.14    4.29    8.35
  197     197        1  7565.84    0.00    7.43   19.69    9.31    4.33    8.41
  198     198        1  7632.84    0.00    7.50   19.73    9.48    4.36    8.47
  199     199        1  7699.83    0.00    7.56   19.78    9.64    4.40    8.54
  200     200        1  1067.00    0.00    1.05   19.82    9.81    4.44    8.76
  201     201        1  1134.00    0.00    1.11   19.85    9.97    4.48    9.12
  202     202        1  1201.00    0.00    1.18   19.88   10.13    4.52    9.44
  203     203        1  1268.00    0.00    1.25   19.91   10.30    4.56    9.74
  204     204        1  1335.00    0.00    1.31   19.93   10.46    4.60   10.01
  205     205        1  1401.99    0.00    1.38   19.95   10.62    4.64   10.27
  206     206        1  1468.99    0.00    1.44   19.97   10.78    4.68   10.50
  207     207        1  1535.99    0.00    1.51   19.98   10.94    4.73   10.72
  208     208        1  1602.99    0.00    1.57   19.99   11.10    4.77   10.93
  209     209        1  1669.99    0.00    1.64   20.00   11.25    4.82   11.12
  210     210        1  1736.99    0.00    1.71   20.00   11.41    4.86   11.31
  211     211        1  1803.99    0.00    1.77   20.00   11.56    4.91   11.48
  212     212        1  1870.99    0.00    1.84   19.99   11.72    4.96   11.64
  213     213        1  1937.99    0.00    1.90   19.98   11.87    5.01   11.80
  214     214        1  2004.99    0.00    1.97   19.97   12.02    5.06   11.94
  215     215        1  2071.99    0.00    2.04   19.95   12.17    5.11   12.08
  216     216        1  2138.99    0.00    2.10   19.93   12.32    5.16   12.22
  217     217        1  2205.99    0.00    2.17   19.91   12.47    5.21   12.34
  218     218        1  2272.99    0.00    2.23   19.88   12.61    5.26   12.46
  219     219        1  2339.99    0.00    2.30   19.85   12.76    5.31   12.58
  220     220        1  2407.00    0.00    2.36   19.82   12.90    5.37   12.69
  221     221        1  2474.00    0.00    2.43   19.78   13.04    5.42   12.80
  222     222        1  2541.00    0.00    2.50   19.73   13.18    5.48   12.90
  223     223        1  2608.00    0.00    2.56   19.69   13.31    5.53   12.99
  224     224        1  2675.00    0.00    2.63   19.64   13.45    5.59   13.09
  225     225        1  2742.01    0.00    2.69   19.59   13.58    5.64   13.18
  226     226        1  2809.01    0.00    2.76   19.53   13.72    5.70   13.26
  227     227        1  2876.01    0.00    2.83   19.47   13.85    5.76   13.34
  228     228        1  2943.01    0.00    2.89   19.40   13.98    5.82   13.42
  229     229        1  3010.01    0.00    2.96   19.34   14.10    5.88   13.50
  230     230        1  3077.02    0.00    3.02   19.27   14.23    5.94   13.57
  231     231        1  3144.02    0.00    3.09   19.19   14.35    5.99   13.64
  232     232        1  3211.02    0.00    3.15   19.11   14.47    6.05   13.70
  233     233        1  3278.02    0.00    3.22   19.03   14.59    6.12   13.77
  234     234        1  3345.02    0.00    3.29   18.95   14.70    6.18   13.83
  235     235        1  3412.02    0.00    3.35   18.86   14.82    6.24   13.89
  236     236        1  3479.03    0.00    3.42   18.77   14.93    6.30   13.94
  237     237        1  3546.03    0.00    3.48   18.67   15.04    6.36   14.00
  238     238        1  3613.03    0.00    3.55   18.58   15.15    6.42   14.05
  239     239        1  3680.03    0.00    3.62   18.47   15.25    6.49   14.10
  240     240        1  3747.03    0.00    3.68   18.37   15.36    6.55   14.15
  241     241        1  3814.04    0.00    3.75   18.26   15.46    6.61   14.19
  242     242        1  3881.04    0.00    3.81   18.15   15.55    6.68   14.23
  243     243        1  3948.04    0.00    3.88   18.04   15.65    6.74   14.27
  244     244        1  4015.04    0.00    3.94   17.92   15.74    6.80   14.31
  245     245        1  4082.04    0.00    4.01   17.80   15.84    6.87   14.35
  246     246        1  4149.04    0.00    4.08   17.68   15.92    6.93   14.39
  247     247        1  4216.04    0.00    4.14   17.55   16.01    7.00   14.42
  248     248        1  4283.03    0.00    4.21   17.42   16.09    7.06   14.45
  249     249        1  4350.03    0.00    4.27   17.29   16.17    7.13   14.48
  250     250        1  4417.03    0.00    4.34   17.15   16.25    7.19   14.51
  251     251        1  4484.02    0.00    4.41   17.01   16.33    7.26   14.54
  252     252        1  4551.02    0.00    4.47   16.87   16.40    7.32   14.56
  253     253        1  4618.01    0.00    4.54   16.73   16.47    7.39   14.59
  254     254        1  4685.01    0.00    4.60   16.58   16.54    7.45   14.61
  255     255        1  4752.01    0.00    4.67   16.43   16.61    7.52   14.63
  256     256        1  4819.00    0.00    4.73   16.28   16.67    7.58   14.65
  257     257        1  4886.00    0.00    4.80   16.13   16.73    7.65   14.67
  258     258        1  4952.99    0.00    4.87   15.97   16.79    7.71   14.68
  259     259        1  5019.99    0.00    4.93   15.81   16.84    7.78   14.70
  260     260        1  5086.99    0.00    5.00   15.65   16.89    7.84   14.71
  261     261        1  5153.98    0.00    5.06   15.48   16.94    7.91   14.72
  262     262        1  5220.98    0.00    5.13   15.32   16.99    7.97   14.74
  263     263        1  5287.98    0.00    5.20   15.15   17.03    8.04   14.75
  264     264        1  5354.97    0.00    5.26   14.98   17.07    8.10   14.75
  265     265        1  5421.97    0.00    5.33   14.80   17.11    8.16   14.76
  266     266        1  5488.96    0.00    5.39   14.63   17.14    8.23   14.77
  267     267        1  5555.96    0.00    5.46   14.45   17.17    8.29   14.77
  268     268        1  5622.96    0.00    5.52   14.27   17.20    8.36   14.77
  269     269        1  5689.95    0.00    5.59   14.09   17.23    8.42   14.78
  270     270        1  5756.95    0.00    5.66   13.90   17.25    8.48   14.78
  271     271        1  5823.94    0.00    5.72   13.72   17.27    8.55   14.78
  272     272        1  5890.94    0.00    5.79   13.53   17.29    8.61   14.78
  273     273        1  5957.94    0.00    5.85   13.34   17.31    8.67   14.77
  274     274        1  6024.93    0.00    5.92   13.15   17.32    8.73   14.77
  275     275        1  6091.93    0.00    5.98   12.96   17.33    8.79   14.77
  276     276        1  6158.92    0.00    6.05   12.76   17.33    8.85   14.76
  277     277        1  6225.92    0.00    6.12   12.57   17.33    8.91   14.75
  278     278        1  6292.92    0.00    6.18   12.37   17.33    8.98   14.75
  279     279        1  6359.91    0.00    6.25   12.17   17.33    9.03   14.74
  280     280        1  6426.91    0.00    6.31   11.97   17.33    9.09   14.73
  281     281        1  6493.90    0.00    6.38   11.77   17.32    9.15   14.72
  282     282        1  6560.90    0.00    6.45   11.57   17.31    9.21   14.71
  283     283        1  6627.90    0.00    6.51   11.36   17.29    9.27   14.69
  284     284        1  6694.89    0.00    6.58   11.16   17.27    9.33   14.68
  285     285        1  6761.89    0.00    6.64   10.95   17.25    9.38   14.67
  286     286        1  6828.89    0.00    6.71   10.74   17.23    9.44   14.65
  287     287        1  6895.88    0.00    6.77   10.54   17.20    9.50   14.63
  288     288        1  6962.88    0.00    6.84   10.33   17.17    9.55   14.62
  289     289        1  7029.87    0.00    6.91   10.12   17.14    9.61   14.60
  290     290        1  7096.87    0.00    6.97    9.91   17.11    9.66   14.58
  291     291        1  7163.87    0.00    7.04    9.69   17.07    9.71   14.56
  292     292        1  7230.86    0.00    7.10    9.48   17.03    9.76   14.54
  293     293        1  7297.86    0.00    7.17    9.27   16.99    9.82   14.52
  294     294        1  7364.85    0.00    7.24    9.06   16.94    9.87   14.49
  295     295        1  7431.85    0.00    7.30    8.84   16.89    9.92   14.47
  296     296        1  7498.85    0.00    7.37    8.63   16.84    9.97   14.45
  297     297        1  7565.84    0.00    7.43    8.41   16.79   10.02   14.42
  298     298        1  7632.84    0.00    7.50    8.20   16.73   10.07   14.40
  299     299        1  7699.83    0.00    7.56    7.98   16.67   10.11   14.37
  300     300        1  7766.83    0.00    7.63    7.77   16.61   10.16   14.34
  301     301        1  7833.83    0.00    7.70    7.55   16.54   10.21   14.31
  302     302        1  7900.82    0.00    7.76    7.34   16.47   10.25   14.28
  303     303        1  7967.82    0.00    7.83    7.12   16.40   10.30   14.26
  304     304        1  8034.81    0.00    7.89    6.91   16.33   10.34   14.22
  305     305        1  8101.81    0.00    7.96    6.69   16.25   10.38   14.19
  306     306        1  8168.81    0.00    8.03    6.48   16.17   10.42   14.16
  307     307        1  8235.81    0.00    8.09    6.26   16.09   10.46   14.13
  308     308        1  8302.82    0.00    8.16    6.05   16.01   10.50   14.10
  309     309        1  8369.83    0.00    8.22    5.84   15.92   10.54   14.06
  310     310        1  8436.83    0.00    8.29    5.62   15.84   10.58   14.03
  311     311        1  8503.84    0.00    8.35    5.41   15.74   10.62   13.99
  312     312        1  8570.85    0.00    8.42    5.20   15.65   10.66   13.96
  313     313        1  8637.86    0.00    8.49    4.99   15.55   10.69   13.92
  314     314        1  8704.87    0.00    8.55    4.78   15.46   10.73   13.89
  315     315        1  8771.87    0.00    8.62    4.57   15.36   10.76   13.85
  316     316        1  8838.88    0.00    8.68    4.36   15.25   10.79   13.81
  317     317        1  8905.89    0.00    8.75    4.15   15.15   10.82   13.77
  318     318        1  8972.90    0.00    8.82    3.95   15.04   10.85   13.73
  319     319        1  9039.90    0.00    8.88    3.74   14.93   10.88   13.69
  320     320        1  9106.91    0.00    8.95    3.54   14.82   10.91   13.65
  321     321        1  9173.92    0.00    9.01    3.33   14.70   10.94   13.61
  322     322        1  9240.93    0.00    9.08    3.13   14.59   10.97   13.57
  323     323        1  9307.94    0.00    9.14    2.93   14.47   10.99   13.53
  324     324        1  9374.94    0.00    9.21    2.73   14.35   11.02   13.49
  325     325        1  9441.95    0.00    9.28    2.53   14.23   11.04   13.44
  326     326        1  9508.96    0.00    9.34    2.33   14.10   11.06   13.40
  327     327        1  9575.97    0.00    9.41    2.14   13.98   11.09   13.36
  328     328        1  9642.97    0.00    9.47    1.95   13.85   11.11   13.31
  329     329        1  9709.98    0.00    9.54    1.75   13.72   11.12   13.27
  330     330        1  9776.99    0.00    9.61    1.56   13.58   11.14   13.22
  331     331        1  9844.00    0.00    9.67    1.37   13.45   11.16   13.18
  332     332        1  9911.01    0.00    9.74    1.19   13.31   11.18   13.13
  333     333        1  9978.01    0.00    9.80    1.00   13.18   11.19   13.09
  334     334        1 10045.02    0.00    9.87    0.82   13.04   11.21   13.04
  335     335        1 10112.03    0.00    9.93    0.64   12.90   11.22   12.99
  336     336        1 10179.04    0.00   10.00    0.46   12.76   11.23   12.95
  337     337        1 10246.04    0.00   10.07    0.28   12.61   11.24   12.90
  338     338        1 10313.05    0.00   10.13    0.11   12.47   11.25   12.85
  339     339        1 10380.06    0.00   10.20   -0.06   12.32   11.26   12.80
  340     340        1 10447.07    0.00   10.26   -0.23   12.17   11.27   12.76
  341     341        1 10514.08    0.00   10.33   -0.40   12.02   11.27   12.71
  342     342        1 10581.08    0.00   10.40   -0.57   11.87   11.28   12.66
  343     343        1 10648.09    0.00   10.46   -0.73   11.72   11.28   12.61
  344     344        1 10715.10    0.00   10.53   -0.89   11.56   11.28   12.56
  345     345        1 10782.11    0.00   10.59   -1.05   11.41   11.29   12.51
  346     346        1 10849.12    0.00   10.66   -1.20   11.25   11.29   12.46
  347     347        1 10916.12    0.00   10.72   -1.36   11.10   11.29   12.41
  348     348        1 10983.13    0.00   10.79   -1.51   10.94   11.28   12.36
  349     349        1 11050.14    0.00   10.86   -1.66   10.78   11.28   12.31
  350     350        1 11117.15    0.00   10.92   -1.80   10.62   11.28   12.26
  351     351        1 11184.15    0.00   10.99   -1.94   10.46   11.27   12.21
  352     352        1 11251.16    0.00   11.05   -2.08   10.30   11.27   12.16
  353     353        1 11318.17    0.00   11.12   -2.22   10.13   11.26   12.11
  354     354        1 11385.18    0.00   11.19   -2.35    9.97   11.25   12.05
  355     355        1 11452.19    0.00   11.25   -2.48    9.81   11.24   12.00
  356     356        1 11519.19    0.00   11.32   -2.61    9.64   11.23   11.95
  357     357        1 11586.20    0.00   11.38   -2.74    9.48   11.22   11.90
  358     358        1 11653.21    0.00   11.45   -2.86    9.31   11.21   11.85
  359     359        1 11720.22    0.00   11.51   -2.98    9.14   11.19   11.80
  360     360        1 11787.22    0.00   11.58   -3.09    8.98   11.18   11.74
  361     361        1 11854.23    0.00   11.65   -3.21    8.81   11.16   11.69
  362     362        1 11921.24    0.00   11.71   -3.32    8.64   11.14   11.64
  363     363        1 11988.25    0.00   11.78   -3.42    8.47   11.12   11.59
  364     364        1 12055.26    0.00   11.84   -3.53    8.30   11.11   11.54
  365     365        1 12122.26    0.00   11.91   -3.63    8.13   11.09   11.48
  366       1        2 12189.27    0.00   11.98   -3.72    7.97   11.06   11.43
  367       2        2 12256.28    0.00   12.04   -3.81    7.80   11.04   11.38
  368       3        2 12323.29    0.00   12.11   -3.90    7.63   11.02   11.33
  369       4        2 12390.29    0.00   12.17   -3.99    7.46   10.99   11.28
  370       5        2 12457.30    0.00   12.24   -4.07    7.29   10.97   11.22
  371       6        2 12524.31    0.00   12.30   -4.15    7.12   10.94   11.17
  372       7        2 12591.32    0.00   12.37   -4.23    6.95   10.91   11.12
  373       8        2 12658.33    0.00   12.44   -4.30    6.78   10.88   11.07
  374       9        2 12725.33    0.00   12.50   -4.37    6.61   10.85   11.02
  375      10        2 12792.34    0.00   12.57   -4.44    6.44   10.82   10.97
  376      11        2 12859.35    0.00   12.63   -4.50    6.28   10.79   10.92
  377      12        2 12926.36    0.00   12.70   -4.56    6.11   10.76   10.86
  378      13        2 12993.37    0.00   12.77   -4.61    5.94   10.73   10.81
  379      14        2 13060.37    0.00   12.83   -4.66    5.77   10.69   10.76
  380      15        2 13127.38    0.00   12.90   -4.71    5.61   10.66   10.71
