 Day of  Day of    Year   Slurry  Frozen  Slurry   Air    Wall   Floor    Slurry
   47      47        1  1997.96    0.00    2.65   -9.96    4.66    7.46    5.73
   48      48        1  2008.58    0.00    2.66   -4.58    4.52    7.46    5.60
   49      49        1  2019.20    0.00    2.68   -4.90    4.38    7.46    5.50
   50      50        1  2029.82    0.00    2.69    0.31    4.27    7.46    5.42
   51      51        1  2040.43    0.00    2.70    2.10    4.17    7.46    5.39
   52      52        1  2051.05    0.00    2.72    3.37    4.08    7.46    5.37
   53      53        1  2061.67    0.00    2.73    2.15    3.99    7.46    5.35
   54      54        1  2072.29    0.00    2.75    2.42    3.92    7.46    5.32
   55      55        1  2082.91    0.00    2.76    5.28    3.87    7.46    5.32
   56      56        1  2093.52    0.00    2.77    8.64    3.85    7.46    5.34
   57      57        1  2104.14    0.00    2.79    5.76    3.81    7.46    5.37
   58      58        1  2114.76    0.00    2.80    2.15    3.76    7.46    5.37
   59      59        1  2125.38    0.00    2.82    3.62    3.71    7.46    5.36
   60      60        1  2135.99    0.00    2.83    3.07    3.65    7.46    5.36
   61      61        1   377.38    0.00    0.50    3.08    3.61    7.46    5.35
   62      62        1   379.67    0.00    0.50    2.35    3.55    7.46    5.32
   63      63        1   381.95    0.00    0.51   -1.00    3.48    7.46    5.17
   64      64        1   384.24    0.00    0.51   -3.36    3.37    7.46    4.88
   65      65        1   386.52    0.00    0.51    1.65    3.30    7.46    4.67
   66      66        1   388.81    0.00    0.52   -0.44    3.22    7.46    4.53
   67      67        1   391.09    0.00    0.52   -0.88    3.14    7.46    4.37
   68      68        1   393.38    0.00    0.52   -1.76    3.06    7.46    4.17
   69      69        1   395.66    0.00    0.52   -5.37    2.96    7.46    3.84
   70      70        1   397.95    0.00    0.53   -1.65    2.88    7.46    3.54
   71      71        1   400.23    0.00    0.53    1.73    2.83    7.46    3.44
   72      72        1   402.52    0.00    0.53    3.08    2.79    7.46    3.48
   73      73        1   404.80    0.00    0.54    1.80    2.72    7.46    3.51
   74      74        1   407.09    0.00    0.54    1.88    2.66    7.46    3.54
   75      75        1   409.37    0.00    0.54    0.96    2.59    7.46    3.55
   76      76        1   411.66    0.00    0.55   -0.37    2.51    7.46    3.50
   77      77        1   413.94    0.00    0.55   -1.41    2.43    7.46    3.38
   78      78        1   416.23    0.00    0.55   -2.34    2.37    7.46    3.24
   79      79        1   418.51    0.00    0.55    2.65    2.32    7.46    3.23
   80      80        1   420.80    0.00    0.56    3.33    2.29    7.46    3.35
   81      81        1   423.09    0.00    0.56    4.03    2.27    7.46    3.50
   82      82        1   425.37    0.00    0.56    6.68    2.23    7.46    3.73
   83      83        1   427.66    0.00    0.57    7.06    2.20    7.46    4.02
   84      84        1   429.94    0.00    0.57    6.62    2.16    7.46    4.29
   85      85        1   432.23    0.00    0.57    6.45    2.12    7.46    4.53
   86      86        1   434.51    0.00    0.58    7.14    2.09    7.46    4.76
   87      87        1   436.80    0.00    0.58    4.45    2.04    7.46    4.89
   88      88        1   439.08    0.00    0.58    8.21    2.01    7.46    5.02
   89      89        1   441.37    0.00    0.58   10.80    2.01    7.46    5.30
   90      90        1   443.65    0.00    0.59    5.88    1.97    7.46    5.50
   91      91        1   445.94    0.00    0.59    3.55    1.91    7.46    5.56
   92      92        1   448.22    0.00    0.59    3.70    1.87    7.46    5.59
   93      93        1   450.51    0.00    0.60    5.08    1.83    7.46    5.66
   94      94        1   452.79    0.00    0.60    6.60    1.79    7.46    5.81
   95      95        1   455.08    0.00    0.60    2.11    1.73    7.46    5.85
   96      96        1   457.36    0.00    0.61    3.40    1.67    7.46    5.81
   97      97        1   459.65    0.00    0.61    3.07    1.62    7.46    5.81
   98      98        1   461.93    0.00    0.61    1.28    1.55    7.46    5.78
   99      99        1   464.22    0.00    0.62    4.12    1.51    7.46    5.76
  100     100        1   466.50    0.00    0.62    4.18    1.47    7.46    5.81
  101     101        1   468.79    0.00    0.62    3.23    1.44    7.46    5.85
  102     102        1   471.07    0.00    0.62    2.96    1.42    7.46    5.80
  103     103        1   473.36    0.00    0.63    2.29    1.39    7.46    5.74
  104     104        1   475.64    0.00    0.63    1.39    1.37    7.46    5.69
  105     105        1   477.93    0.00    0.63    2.40    1.34    7.46    5.68
  106     106        1   480.21    0.00    0.64    4.49    1.33    7.46    5.74
  107     107        1   482.50    0.00    0.64    6.48    1.34    7.46    5.89
  108     108        1   484.78    0.00    0.64    6.48    1.34    7.46    6.08
  109     109        1   487.07    0.00    0.65    6.22    1.36    7.46    6.26
  110     110        1   489.35    0.00    0.65    7.10    1.39    7.46    6.44
  111     111        1   491.64    0.00    0.65    7.52    1.43    7.46    6.61
  112     112        1   493.92    0.00    0.65    1.53    1.39    7.46    6.59
  113     113        1   496.21    0.00    0.66    3.52    1.35    7.46    6.50
  114     114        1   498.49    0.00    0.66    1.88    1.34    7.46    6.43
  115     115        1   500.78    0.00    0.66    0.99    1.34    7.46    6.30
  116     116        1   503.06    0.00    0.67    1.74    1.31    7.46    6.17
  117     117        1   505.35    0.00    0.67    2.71    1.26    7.46    6.11
  118     118        1   507.63    0.00    0.67    3.22    1.23    7.46    6.11
  119     119        1   509.92    0.00    0.68    3.48    1.21    7.46    6.10
  120     120        1   512.20    0.00    0.68    3.42    1.19    7.46    6.13
  121     121        1   514.49    0.00    0.68    3.76    1.21    7.46    6.16
  122     122        1   516.77    0.00    0.68    6.16    1.21    7.46    6.23
  123     123        1   519.06    0.00    0.69    5.55    1.19    7.46    6.34
  124     124        1   521.34    0.00    0.69    6.52    1.16    7.46    6.44
  125     125        1   523.63    0.00    0.69    3.37    1.12    7.46    6.46
  126     126        1   525.91    0.00    0.70    3.10    1.11    7.46    6.37
  127     127        1   528.20    0.00    0.70    3.17    1.08    7.46    6.31
  128     128        1   530.48    0.00    0.70    6.07    1.07    7.46    6.36
  129     129        1   532.77    0.00    0.71    5.90    1.06    7.46    6.46
  130     130        1   535.05    0.00    0.71   12.50    1.10    7.46    6.63
  131     131        1   537.34    0.00    0.71   15.40    1.15    7.46    7.02
  132     132        1   539.62    0.00    0.71   15.60    1.22    7.46    7.49
  133     133        1   541.91    0.00    0.72   17.60    1.28    7.46    7.99
  134     134        1   544.19    0.00    0.72   13.00    1.32    7.46    8.37
  135     135        1   546.48    0.00    0.72    9.62    1.34    7.46    8.53
  136     136        1   548.76    0.00    0.73   10.90    1.36    7.46    8.64
  137     137        1   551.05    0.00    0.73   10.90    1.38    7.46    8.77
  138     138        1   553.33    0.00    0.73   11.50    1.39    7.46    8.93
  139     139        1   555.62    0.00    0.74   12.50    1.41    7.46    9.16
  140     140        1   557.90    0.00    0.74   12.50    1.41    7.46    9.40
  141     141        1   560.19    0.00    0.74    9.93    1.44    7.46    9.56
  142     142        1   562.47    0.00    0.75   11.20    1.50    7.46    9.68
  143     143        1   564.76    0.00    0.75    8.07    1.53    7.46    9.74
  144     144        1   567.04    0.00    0.75    8.70    1.55    7.46    9.72
  145     145        1   569.33    0.00    0.75   11.80    1.60    7.46    9.79
  146     146        1   571.61    0.00    0.76    9.02    1.64    7.46    9.84
  147     147        1   573.90    0.00    0.76    6.45    1.63    7.46    9.76
  148     148        1   576.18    0.00    0.76   11.30    1.67    7.46    9.79
  149     149        1   578.47    0.00    0.77   12.10    1.74    7.46   10.00
  150     150        1   580.75    0.00    0.77   13.60    1.81    7.46   10.24
  151     151        1   583.04    0.00    0.77   13.60    1.89    7.46   10.45
  152     152        1   585.32    0.00    0.78   13.00    1.97    7.46   10.64
  153     153        1   587.61    0.00    0.78   14.90    2.04    7.46   10.86
  154     154        1   589.89    0.00    0.78   15.40    2.12    7.46   11.12
  155     155        1   592.18    0.00    0.78   15.90    2.19    7.46   11.38
  156     156        1   594.46    0.00    0.79   18.00    2.27    7.46   11.69
  157     157        1   596.75    0.00    0.79   18.80    2.35    7.46   12.03
  158     158        1   599.03    0.00    0.79   19.10    2.41    7.46   12.35
  159     159        1   601.32    0.00    0.80   17.40    2.48    7.46   12.59
  160     160        1   603.60    0.00    0.80   17.30    2.56    7.46   12.79
  161     161        1   605.89    0.00    0.80   18.40    2.65    7.46   13.04
  162     162        1   608.17    0.00    0.81   19.40    2.75    7.46   13.33
  163     163        1   610.46    0.00    0.81   15.70    2.83    7.46   13.51
  164     164        1   612.74    0.00    0.81   14.90    2.88    7.46   13.62
  165     165        1   615.03    0.00    0.81   15.40    2.95    7.46   13.74
  166     166        1   617.32    0.00    0.82   13.00    3.02    7.46   13.74
  167     167        1   619.60    0.00    0.82   18.30    3.09    7.46   13.82
  168     168        1   621.89    0.00    0.82   16.40    3.16    7.46   13.96
  169     169        1   624.17    0.00    0.83   13.30    3.21    7.46   13.96
  170     170        1   626.46    0.00    0.83   17.60    3.28    7.46   14.05
  171     171        1   630.23    0.00    0.83   20.40    3.36    7.46   14.30
  172     172        1   634.00    0.00    0.84   20.60    3.44    7.46   14.59
  173     173        1   637.78    0.00    0.84   19.30    3.52    7.46   14.84
  174     174        1   641.55    0.00    0.85   17.60    3.59    7.46   15.04
  175     175        1   645.33    0.00    0.85   19.10    3.68    7.46   15.22
  176     176        1   649.10    0.00    0.86   22.50    3.81    7.46   15.48
  177     177        1   652.87    0.00    0.86   23.50    3.94    7.46   15.79
  178     178        1   656.65    0.00    0.87   23.10    4.09    7.46   16.10
  179     179        1   660.42    0.00    0.87   23.20    4.20    7.46   16.38
  180     180        1   664.20    0.00    0.88   22.70    4.31    7.46   16.62
  181     181        1   667.97    0.00    0.88   19.80    4.39    7.46   16.78
  182     182        1   671.74    0.00    0.89   15.60    4.47    7.46   16.80
  183     183        1   675.52    0.00    0.89   15.70    4.56    7.46   16.77
  184     184        1   679.29    0.00    0.90   15.50    4.64    7.46   16.74
  185     185        1   683.06    0.00    0.90   15.40    4.73    7.46   16.73
  186     186        1   686.84    0.00    0.91   13.60    4.80    7.46   16.68
  187     187        1   690.61    0.00    0.91   14.50    4.89    7.46   16.56
  188     188        1   694.39    0.00    0.92   14.30    4.97    7.46   16.46
  189     189        1   698.16    0.00    0.92   14.70    5.06    7.46   16.41
  190     190        1   701.93    0.00    0.93   11.90    5.13    7.46   16.34
  191     191        1   705.71    0.00    0.93   14.60    5.22    7.46   16.29
  192     192        1   709.48    0.00    0.94   12.90    5.30    7.46   16.23
  193     193        1   713.25    0.00    0.94   14.20    5.39    7.46   16.16
  194     194        1   717.03    0.00    0.95   13.30    5.48    7.46   16.10
  195     195        1   720.80    0.00    0.95   13.50    5.57    7.46   16.05
  196     196        1   724.58    0.00    0.96   16.00    5.68    7.46   16.04
  197     197        1   728.35    0.00    0.96   16.20    5.83    7.46   16.04
  198     198        1   732.12    0.00    0.97   17.30    5.94    7.46   16.08
  199     199        1   735.90    0.00    0.97   20.00    6.07    7.46   16.20
  200     200        1   739.67    0.00    0.98   19.50    6.19    7.46   16.34
  201     201        1   743.45    0.00    0.98   20.50    6.31    7.46   16.47
  202     202        1   747.22    0.00    0.99   19.50    6.41    7.46   16.57
  203     203        1   750.99    0.00    0.99   13.90    6.48    7.46   16.55
  204     204        1   754.77    0.00    1.00   14.30    6.55    7.46   16.50
  205     205        1   758.54    0.00    1.00   12.80    6.60    7.46   16.46
  206     206        1   762.31    0.00    1.01   14.40    6.69    7.46   16.41
  207     207        1   766.09    0.00    1.01   15.20    6.78    7.46   16.40
  208     208        1   769.86    0.00    1.02   17.20    6.89    7.46   16.43
  209     209        1   773.64    0.00    1.02   18.80    7.03    7.46   16.50
  210     210        1   777.41    0.00    1.03   16.10    7.15    7.46   16.53
  211     211        1   781.18    0.00    1.03   15.60    7.26    7.46   16.50
  212     212        1   784.96    0.00    1.04   16.00    7.41    7.46   16.48
  213     213        1   788.73    0.00    1.04   16.90    7.59    7.46   16.48
  214     214        1   792.51    0.00    1.05   18.10    7.75    7.46   16.53
  215     215        1   796.28    0.00    1.05   19.10    7.89    7.46   16.60
  216     216        1   800.05    0.00    1.06   17.50    8.03    7.46   16.65
  217     217        1   803.83    0.00    1.06   15.90    8.17    7.46   16.66
  218     218        1   807.60    0.00    1.07   15.60    8.31    7.46   16.65
  219     219        1   811.37    0.00    1.07   19.70    8.48    7.46   16.68
  220     220        1   815.15    0.00    1.08   21.70    8.67    7.46   16.80
  221     221        1   818.92    0.00    1.08   22.70    8.87    7.46   16.97
  222     222        1   822.70    0.00    1.09   18.30    9.06    7.46   17.08
  223     223        1   826.47    0.00    1.09   15.80    9.24    7.46   17.11
  224     224        1   830.24    0.00    1.10   14.90    9.40    7.46   17.10
  225     225        1   834.02    0.00    1.10   19.20    9.56    7.46   17.12
  226     226        1   837.79    0.00    1.11   18.60    9.72    7.46   17.18
  227     227        1   841.57    0.00    1.11   20.30    9.85    7.46   17.25
  228     228        1   845.34    0.00    1.12   21.90   10.03    7.46   17.36
  229     229        1   849.11    0.00    1.12   20.30   10.20    7.46   17.47
  230     230        1   852.89    0.00    1.13   19.90   10.33    7.46   17.55
  231     231        1   856.66    0.00    1.13   20.80   10.47    7.46   17.62
  232     232        1   860.43    0.00    1.14   20.90   10.58    7.46   17.71
  233     233        1   864.21    0.00    1.14   19.40   10.68    7.46   17.77
  234     234        1   867.98    0.00    1.15   19.80   10.77    7.46   17.80
  235     235        1   871.76    0.00    1.15   20.60   10.87    7.46   17.84
  236     236        1   875.53    0.00    1.16   18.30   10.96    7.46   17.86
  237     237        1   879.30    0.00    1.16   15.90   11.02    7.46   17.82
  238     238        1   883.08    0.00    1.17   13.20   11.04    7.46   17.73
  239     239        1   888.01    0.00    1.18   13.00   11.08    7.46   17.62
  240     240        1   892.94    0.00    1.18   12.40   11.14    7.46   17.50
  241     241        1   897.88    0.00    1.19   12.10   11.18    7.46   17.36
  242     242        1   902.81    0.00    1.20   12.40   11.24    7.46   17.21
  243     243        1   907.74    0.00    1.20   13.70   11.29    7.46   17.09
  244     244        1   912.67    0.00    1.21   10.80   11.34    7.46   16.95
  245     245        1   917.61    0.00    1.22   13.40   11.42    7.46   16.84
  246     246        1   922.54    0.00    1.22   11.50   11.50    7.46   16.73
  247     247        1   927.47    0.00    1.23   15.90   11.58    7.46   16.63
  248     248        1   932.40    0.00    1.24   15.60   11.67    7.46   16.58
  249     249        1   937.34    0.00    1.24   14.40   11.75    7.46   16.53
  250     250        1   942.27    0.00    1.25   12.70   11.83    7.46   16.47
  251     251        1   947.20    0.00    1.25   12.20   11.93    7.46   16.38
  252     252        1   952.14    0.00    1.26   14.10   12.01    7.46   16.31
  253     253        1   957.07    0.00    1.27   13.00   12.08    7.46   16.22
  254     254        1   962.00    0.00    1.27   10.50   12.12    7.46   16.11
  255     255        1   966.93    0.00    1.28   10.90   12.17    7.46   16.00
  256     256        1   971.87    0.00    1.29   13.20   12.23    7.46   15.90
  257     257        1   976.80    0.00    1.29   12.90   12.30    7.46   15.82
  258     258        1   981.73    0.00    1.30   14.70   12.38    7.46   15.77
  259     259        1   986.66    0.00    1.31   13.70   12.46    7.46   15.71
  260     260        1   991.60    0.00    1.31   12.90   12.54    7.46   15.62
  261     261        1   996.53    0.00    1.32    9.51   12.58    7.46   15.51
  262     262        1  1001.46    0.00    1.33   11.10   12.63    7.46   15.41
  263     263        1  1006.40    0.00    1.33    8.37   12.65    7.46   15.30
  264     264        1  1011.33    0.00    1.34    8.07   12.66    7.46   15.14
  265     265        1  1016.26    0.00    1.35   13.40   12.69    7.46   15.03
  266     266        1  1021.19    0.00    1.35   13.40   12.73    7.46   14.99
  267     267        1  1026.13    0.00    1.36   12.90   12.76    7.46   14.95
  268     268        1  1031.06    0.00    1.37   14.40   12.80    7.46   14.92
  269     269        1  1035.99    0.00    1.37   12.20   12.85    7.46   14.88
  270     270        1  1040.93    0.00    1.38   14.30   12.88    7.46   14.83
  271     271        1  1045.86    0.00    1.39   12.70   12.89    7.46   14.78
  272     272        1  1050.79    0.00    1.39   12.20   12.93    7.46   14.70
  273     273        1  1055.72    0.00    1.40   12.90   12.98    7.46   14.63
  274     274        1  1060.66    0.00    1.41   13.20   13.03    7.46   14.58
  275     275        1  1065.59    0.00    1.41   11.70   13.07    7.46   14.51
  276     276        1  1070.52    0.00    1.42   13.10   13.10    7.46   14.46
  277     277        1  1075.45    0.00    1.42   12.70   13.16    7.46   14.41
  278     278        1  1080.39    0.00    1.43   13.70   13.22    7.46   14.36
  279     279        1  1085.32    0.00    1.44   14.10   13.28    7.46   14.33
  280     280        1  1090.25    0.00    1.44   12.90   13.34    7.46   14.30
  281     281        1  1095.19    0.00    1.45   13.10   13.39    7.46   14.25
  282     282        1  1100.12    0.00    1.46   12.10   13.43    7.46   14.21
  283     283        1  1105.05    0.00    1.46   10.30   13.47    7.46   14.13
  284     284        1  1109.98    0.00    1.47    8.55   13.50    7.46   14.02
  285     285        1  1114.92    0.00    1.48    7.65   13.53    7.46   13.90
  286     286        1  1119.85    0.00    1.48    7.19   13.56    7.46   13.76
  287     287        1  1124.78    0.00    1.49    6.15   13.58    7.46   13.61
  288     288        1  1129.71    0.00    1.50    6.31   13.59    7.46   13.46
  289     289        1  1134.65    0.00    1.50    6.52   13.59    7.46   13.32
  290     290        1  1139.58    0.00    1.51    5.62   13.59    7.46   13.17
  291     291        1  1144.51    0.00    1.52    6.54   13.59    7.46   13.04
  292     292        1  1149.45    0.00    1.52    2.31   13.57    7.46   12.87
  293     293        1  1154.38    0.00    1.53    1.62   13.53    7.46   12.67
  294     294        1  1159.31    0.00    1.54    0.80   13.53    7.46   12.46
  295     295        1  1164.24    0.00    1.54    8.47   13.56    7.46   12.31
  296     296        1  1169.18    0.00    1.55   10.60   13.60    7.46   12.24
  297     297        1  1174.11    0.00    1.56    3.65   13.62    7.46   12.14
  298     298        1  1179.04    0.00    1.56    0.89   13.61    7.46   11.95
  299     299        1  1183.97    0.00    1.57    7.93   13.64    7.46   11.80
  300     300        1  1188.91    0.00    1.58   10.50   13.68    7.46   11.74
  301     301        1  1193.84    0.00    1.58    9.36   13.71    7.46   11.70
  302     302        1  1198.77    0.00    1.59    7.71   13.74    7.46   11.63
  303     303        1  1203.71    0.00    1.59    5.48   13.75    7.46   11.54
  304     304        1  1208.64    0.00    1.60    1.63   13.72    7.46   11.39
  305     305        1  1213.57    0.00    1.61    5.27   13.72    7.46   11.25
  306     306        1  1218.50    0.00    1.61    9.44   13.74    7.46   11.17
  307     307        1  1223.44    0.00    1.62   12.80   13.79    7.46   11.16
  308     308        1  1228.37    0.00    1.63    9.79   13.83    7.46   11.15
  309     309        1  1233.30    0.00    1.63    5.61   13.84    7.46   11.09
  310     310        1  1238.23    0.00    1.64    7.16   13.85    7.46   11.01
  311     311        1  1243.17    0.00    1.65    7.95   13.86    7.46   10.95
  312     312        1  1248.10    0.00    1.65    7.95   13.83    7.46   10.89
  313     313        1  1253.03    0.00    1.66    6.25   13.78    7.46   10.82
  314     314        1  1257.97    0.00    1.67    5.05   13.72    7.46   10.73
  315     315        1  1262.90    0.00    1.67    3.98   13.65    7.46   10.62
  316     316        1  1267.83    0.00    1.68    6.07   13.61    7.46   10.52
  317     317        1  1272.76    0.00    1.69    5.30   13.59    7.46   10.44
  318     318        1  1277.70    0.00    1.69    6.58   13.56    7.46   10.36
  319     319        1  1282.63    0.00    1.70    7.00   13.54    7.46   10.29
  320     320        1  1287.56    0.00    1.71    7.63   13.52    7.46   10.24
  321     321        1  1292.49    0.00    1.71    9.99   13.51    7.46   10.21
  322     322        1  1297.43    0.00    1.72    8.66   13.49    7.46   10.19
  323     323        1  1302.36    0.00    1.73   11.50   13.49    7.46   10.18
  324     324        1  1307.29    0.00    1.73    5.96   13.47    7.46   10.15
  325     325        1  1312.23    0.00    1.74   -0.44   13.42    7.46   10.03
  326     326        1  1317.16    0.00    1.75    1.90   13.38    7.46    9.88
  327     327        1  1322.09    0.00    1.75    5.53   13.35    7.46    9.78
  328     328        1  1327.02    0.00    1.76    2.80   13.31    7.46    9.69
  329     329        1  1331.96    0.00    1.76    2.16   13.29    7.46    9.58
  330     330        1  1336.89    0.00    1.77    7.45   13.27    7.46    9.50
  331     331        1  1341.82    0.00    1.78    5.18   13.23    7.46    9.45
  332     332        1  1346.75    0.00    1.78   -1.01   13.15    7.46    9.33
  333     333        1  1351.69    0.00    1.79    0.30   13.08    7.46    9.18
  334     334        1  1356.62    0.00    1.80   -1.28   13.00    7.46    9.03
  335     335        1  1361.55    0.00    1.80   -0.82   12.91    7.46    8.87
  336     336        1  1366.49    0.00    1.81    1.63   12.84    7.46    8.75
  337     337        1  1371.42    0.00    1.82    1.42   12.76    7.46    8.64
  338     338        1  1376.35    0.00    1.82    2.42   12.67    7.46    8.53
  339     339        1  1381.28    0.00    1.83    3.24   12.59    7.46    8.45
  340     340        1  1386.22    0.00    1.84    5.76   12.51    7.46    8.39
  341     341        1  1391.15    0.00    1.84    7.10   12.46    7.46    8.36
  342     342        1  1396.08    0.00    1.85    4.73   12.39    7.46    8.32
  343     343        1  1401.01    0.00    1.86    2.77   12.30    7.46    8.26
  344     344        1  1405.95    0.00    1.86    1.98   12.20    7.46    8.17
  345     345        1  1410.88    0.00    1.87    1.87   12.13    7.46    8.08
  346     346        1  1415.81    0.00    1.88    1.66   12.06    7.46    7.99
  347     347        1  1420.75    0.00    1.88    4.28   12.00    7.46    7.92
  348     348        1  1425.68    0.00    1.89    2.65   11.94    7.46    7.85
  349     349        1  1430.61    0.00    1.90    0.75   11.84    7.46    7.77
  350     350        1  1435.54    0.00    1.90    5.41   11.78    7.46    7.70
  351     351        1  1440.48    0.00    1.91    4.84   11.73    7.46    7.67
  352     352        1  1445.41    0.00    1.92    3.28   11.66    7.46    7.62
  353     353        1  1450.34    0.00    1.92    4.60   11.57    7.46    7.57
  354     354        1  1455.27    0.00    1.93    6.02   11.49    7.46    7.54
  355     355        1  1460.21    0.00    1.93    5.60   11.41    7.46    7.52
  356     356        1  1465.14    0.00    1.94    6.16   11.35    7.46    7.50
  357     357        1  1470.07    0.00    1.95    4.42   11.27    7.46    7.47
  358     358        1  1475.01    0.00    1.95    2.92   11.16    7.46    7.43
  359     359        1  1479.94    0.00    1.96   -1.91   11.02    7.46    7.33
  360     360        1  1484.87    0.00    1.97   -0.83   10.89    7.46    7.22
  361     361        1  1489.80    0.00    1.97   -3.49   10.75    7.46    7.09
  362     362        1  1494.74    0.00    1.98    3.25   10.64    7.46    7.00
  363     363        1  1499.67    0.00    1.99    3.42   10.55    7.46    6.95
  364     364        1  1504.60    0.00    1.99    3.88   10.48    7.46    6.91
  365     365        1  1509.53    0.00    2.00    1.42   10.41    7.46    6.86
  366       1        2  1509.54    0.00    2.00    0.13   10.32    7.46    6.78
  367       2        2  1520.15    0.00    2.01    0.63   10.24    7.46    6.70
  368       3        2  1530.77    0.00    2.03   -0.76   10.16    7.46    6.61
  369       4        2  1541.39    0.00    2.04   -0.13   10.08    7.46    6.52
  370       5        2  1552.01    0.00    2.06   -0.56   10.00    7.46    6.44
  371       6        2  1562.62    0.00    2.07   -1.87    9.91    7.46    6.35
  372       7        2  1573.24    0.00    2.08   -0.74    9.84    7.46    6.25
  373       8        2  1583.86    0.00    2.10   -0.19    9.76    7.46    6.17
  374       9        2  1594.48    0.00    2.11   -2.27    9.67    7.46    6.08
  375      10        2  1605.10    0.00    2.13   -1.53    9.59    7.46    5.99
  376      11        2  1615.71    0.00    2.14   -1.90    9.50    7.46    5.89
  377      12        2  1626.33    0.00    2.15   -3.19    9.41    7.46    5.80
  378      13        2  1636.95    0.00    2.17   -3.35    9.31    7.46    5.69
  379      14        2  1647.57    0.00    2.18   -4.47    9.19    7.46    5.58
  380      15        2  1658.19    0.00    2.20  -10.20    9.04    7.46    5.42
  381      16        2  1668.80    0.00    2.21   -3.91    8.91    7.46    5.27
  382      17        2  1679.42    0.00    2.23   -3.05    8.79    7.46    5.17
  383      18        2  1690.04    0.00    2.24   -1.67    8.66    7.46    5.09
  384      19        2  1700.66    0.00    2.25   -1.51    8.55    7.46    5.02
  385      20        2  1711.28    0.00    2.27    0.34    8.47    7.46    4.96
  386      21        2  1721.89    0.00    2.28    2.02    8.41    7.46    4.93
  387      22        2  1732.51    0.00    2.30    1.96    8.35    7.46    4.90
  388      23        2  1743.13    0.00    2.31    3.00    8.28    7.46    4.89
  389      24        2  1753.75    0.00    2.32   -1.90    8.19    7.46    4.85
